
[00:00:00.000 --> 00:00:04.000]  好,頂姊妹今天會和大家分享一個訊息
[00:00:04.000 --> 00:00:06.500]  題目叫做「困難的抉擇」
[00:00:06.500 --> 00:00:10.000]  這是我們今年以斯拉記的系列
[00:00:10.000 --> 00:00:13.000]  總題叫做「重建與被重建」
[00:00:13.000 --> 00:00:15.500]  今天會講到第四講
[00:00:15.500 --> 00:00:19.500]  如果大家一直有聽這個系列的時候
[00:00:19.500 --> 00:00:23.500]  你會知道由第一章一直到第三章
[00:00:23.500 --> 00:00:27.500]  其實對於一群被擄的以色列民來說
[00:00:27.500 --> 00:00:30.500]  都是一個非常振奮的經歷
[00:00:30.500 --> 00:00:34.000]  因為被擄了,亡國了這麼多年
[00:00:34.000 --> 00:00:37.000]  終於波斯王居老時
[00:00:37.000 --> 00:00:41.000]  批准他們能夠返回他們的故土
[00:00:41.000 --> 00:00:44.500]  去重建他們的聖殿和聖城
[00:00:44.500 --> 00:00:48.000]  去到第三章尾是一個高峰
[00:00:48.000 --> 00:00:52.000]  回到他們殿的根基可以立穩
[00:00:52.000 --> 00:00:54.500]  他們一起在這裡慶祝
[00:00:54.500 --> 00:00:58.500]  在裡面帶著歡喜的聲音
[00:00:58.500 --> 00:01:01.500]  也帶著很感動的眼淚
[00:01:01.500 --> 00:01:05.500]  在這樣的氣氛裡完結了第三章
[00:01:05.500 --> 00:01:11.500]  進入第四章,場景就完全改變
[00:01:11.500 --> 00:01:14.500]  所以主題叫做「困難的抉擇」
[00:01:14.500 --> 00:01:18.500]  讓我們先讀出今天這段經文
[00:01:18.500 --> 00:01:23.000]  讓我們看看回歸的百姓,猶太人
[00:01:23.000 --> 00:01:25.500]  他們去經歷什麼困難
[00:01:25.500 --> 00:01:30.500]  我們會先讀四章,一至五節和二十四節
[00:01:30.500 --> 00:01:32.500]  預備,一二三
[00:01:32.500 --> 00:01:35.500]  「猶太和辯雅文的敵人聽說
[00:01:35.500 --> 00:01:41.000]  被擄歸回的人為耶和華以色列的上帝建造殿宇
[00:01:41.000 --> 00:01:44.000]  就去見所羅巴伯和族長
[00:01:44.000 --> 00:01:48.500]  對他們說:請讓我們與你們一同建造
[00:01:48.500 --> 00:01:53.000]  因為我們也與你們一同尋求你們的上帝
[00:01:53.000 --> 00:02:00.000]  自從亞述王以撒哈頓帶我們上這地以來
[00:02:00.000 --> 00:02:02.500]  我們常向上帝獻祭
[00:02:02.500 --> 00:02:08.000]  但所羅巴伯、耶穌亞和其餘以色列的族長對他們說
[00:02:08.000 --> 00:02:12.000]  我們建造上帝的殿與你們無關
[00:02:12.000 --> 00:02:16.000]  因為我們要照波斯王居老師所吩咐的
[00:02:16.000 --> 00:02:20.500]  自己為耶和華以色列的上帝協力建造
[00:02:20.500 --> 00:02:25.500]  那地的人就在猶大百姓建造的時候
[00:02:25.500 --> 00:02:29.000]  使他們的手發軟擾亂他們
[00:02:29.000 --> 00:02:31.500]  從波斯王居老師年間
[00:02:31.500 --> 00:02:35.500]  直到波斯王大劉氏在位的時候
[00:02:35.500 --> 00:02:40.500]  那些賄賂謀士要破壞他們的計劃
[00:02:40.500 --> 00:02:45.500]  於是在耶路撒冷上帝殿的工程就停止了
[00:02:45.500 --> 00:02:49.500]  直到波斯王大劉氏第二年
[00:02:49.500 --> 00:02:53.500]  一進入第四章
[00:02:53.500 --> 00:02:58.500]  我們就看到以色列人見地遭遇困難
[00:02:58.500 --> 00:03:01.500]  他們有敵人出現
[00:03:01.500 --> 00:03:06.500]  以色列如果你留意新聞
[00:03:06.500 --> 00:03:09.500]  你都知道這個國家
[00:03:09.500 --> 00:03:12.500]  其實真的有很多很多的敵人
[00:03:12.500 --> 00:03:19.500]  本國以色列在2008年修訂了法例
[00:03:19.500 --> 00:03:24.500]  列出了以下這些紅色字的國家
[00:03:24.500 --> 00:03:27.500]  就是他們的敵對國家
[00:03:27.500 --> 00:03:33.500]  如果你看看伊朗、阿富汗、尼泊爾、尼比亞、蘇丹
[00:03:33.500 --> 00:03:40.500]  很多這些中東一帶、非洲這些地方
[00:03:40.500 --> 00:03:48.500]  其實長久以來和以色列的關係都是很惡劣的
[00:03:48.500 --> 00:03:52.500]  如果這些以色列的公民
[00:03:52.500 --> 00:03:56.500]  無論你拿本國或者海外的護照
[00:03:56.500 --> 00:03:59.500]  如果不是他們的內政部特許
[00:03:59.500 --> 00:04:01.500]  如果進入這些國家的話
[00:04:01.500 --> 00:04:06.500]  回國都可能會受到檢控或者監禁
[00:04:06.500 --> 00:04:13.500]  同樣其他很多地方都會視以色列為敵人
[00:04:13.500 --> 00:04:15.500]  這個世界地圖
[00:04:15.500 --> 00:04:19.500]  我們看到圖中黑色的地帶
[00:04:19.500 --> 00:04:23.500]  全部這些國家都不准以色列人入境
[00:04:23.500 --> 00:04:26.500]  很多灰色的國家
[00:04:26.500 --> 00:04:32.500]  也需要以色列的公民申請簽證才可以入境
[00:04:32.500 --> 00:04:36.500]  可能有些地方申請簽證都不容易
[00:04:36.500 --> 00:04:41.500]  綠色的地方就不需要簽證
[00:04:41.500 --> 00:04:43.500]  不像香港人
[00:04:43.500 --> 00:04:45.500]  我們拿著護照
[00:04:45.500 --> 00:04:48.500]  全球168個國家都可以去到
[00:04:48.500 --> 00:04:50.500]  就不用簽證
[00:04:50.500 --> 00:04:56.500]  你會看到以色列人好像不是很多朋友
[00:04:56.500 --> 00:05:01.500]  今天很多的敵對國家
[00:05:01.500 --> 00:05:04.500]  一直以來都是很多年
[00:05:04.500 --> 00:05:07.500]  積下很多的冤仇
[00:05:07.500 --> 00:05:11.500]  我們要看以色列的第四章這段經文
[00:05:11.500 --> 00:05:13.500]  其實都是一段經文
[00:05:13.500 --> 00:05:16.500]  我們看到他們這些敵人
[00:05:16.500 --> 00:05:20.500]  所以第四章第一節就已經說到
[00:05:20.500 --> 00:05:22.500]  敵人的出現
[00:05:22.500 --> 00:05:25.500]  猶大和變眼敏的敵人
[00:05:25.500 --> 00:05:29.500]  要知道回歸的那一群以色列人
[00:05:29.500 --> 00:05:33.500]  他們是以色列南國的人
[00:05:33.500 --> 00:05:36.500]  北國早就亡國了
[00:05:36.500 --> 00:05:40.500]  南國其實只剩下猶大和變眼敏兩個支派
[00:05:40.500 --> 00:05:43.500]  所以這裡猶大和變眼敏
[00:05:43.500 --> 00:05:47.500]  其實已經統稱了最後那一批
[00:05:47.500 --> 00:05:50.500]  南國的以色列人
[00:05:50.500 --> 00:05:52.500]  所以他們的敵人
[00:05:52.500 --> 00:05:55.500]  這群敵人其實是甚麼人呢
[00:05:55.500 --> 00:05:58.500]  聖經裡就會看到
[00:05:58.500 --> 00:06:01.500]  自從亞述王以撒哈頓
[00:06:01.500 --> 00:06:05.500]  帶我們上這地的日子以來
[00:06:05.500 --> 00:06:08.500]  這裡就會看到他們的背景
[00:06:08.500 --> 00:06:15.500]  這群敵人是亞述王帶他們上來的
[00:06:15.500 --> 00:06:19.500]  其實你看這段經文就知道
[00:06:19.500 --> 00:06:21.500]  這群回歸的以色列人
[00:06:21.500 --> 00:06:25.500]  他們回到耶路撒冷要建聖殿的時候
[00:06:25.500 --> 00:06:27.500]  有一批敵人
[00:06:27.500 --> 00:06:29.500]  其實你繼續看
[00:06:29.500 --> 00:06:32.500]  由撒瑪利亞走到耶路撒冷
[00:06:32.500 --> 00:06:34.500]  想跟他們合作
[00:06:34.500 --> 00:06:36.500]  一起建聖殿
[00:06:36.500 --> 00:06:39.500]  我們也有拜你們的上帝
[00:06:39.500 --> 00:06:42.500]  如果我們看《列王記》第17章
[00:06:42.500 --> 00:06:46.500]  我們會清楚一點這群敵人的背景
[00:06:46.500 --> 00:06:48.500]  這裡就是說
[00:06:48.500 --> 00:06:52.500]  亞述王真的帶他們去撒瑪利亞
[00:06:52.500 --> 00:06:55.500]  話說以色列的北國
[00:06:55.500 --> 00:06:58.500]  早在主前722年
[00:06:58.500 --> 00:07:02.500]  已經被亞述帝國亡國
[00:07:02.500 --> 00:07:05.500]  所以北國的以色列人
[00:07:05.500 --> 00:07:07.500]  另外那十個支派
[00:07:07.500 --> 00:07:11.500]  很多都去亞述帝國了
[00:07:11.500 --> 00:07:13.500]  亞述王很聰明
[00:07:13.500 --> 00:07:16.500]  亡了這個國家
