
[00:00:00.000 --> 00:00:11.000]  小姓姚,我跟姚中怡無關,因為我中學會考中文剛剛合格,如果有關應該不止合格
[00:00:11.000 --> 00:00:19.000]  我師一目區的同工,來到馬克方第十四講,在眾叛親離之時
[00:00:19.000 --> 00:00:24.000]  之後還有兩講就完結這個系列
[00:00:24.000 --> 00:00:34.000]  剛剛在這個星期的周四崇拜講這篇信息,有少許超時,希望講得快些,希望原汁原味給大家
[00:00:34.000 --> 00:00:42.000]  史事隊在最後的P才出來就行了,最後的P
[00:00:42.000 --> 00:00:49.000]  大家請洗耳恭聽,經文是十四章二十七至五十二節,先讀到經文
[00:00:49.000 --> 00:00:58.000]  耶穌對他們說,你們都要跌倒,因為經上記著,我要擊打木人,羊就分散了
[00:00:58.000 --> 00:01:03.000]  但我復活以後,要在你們之前往加利利去
[00:01:03.000 --> 00:01:08.000]  彼得說,雖然眾人跌倒,但我不會
[00:01:08.000 --> 00:01:17.000]  耶穌對他說,我實在告訴你,今天夜裡雞叫兩遍以前,你要三次不認我
[00:01:17.000 --> 00:01:23.000]  彼得卻極力地說,我就是必須和你同死,也絕不會不認你
[00:01:23.000 --> 00:01:26.000]  所有的門徒都是這樣說
[00:01:26.000 --> 00:01:30.000]  他們來到一個地方,名叫赫西瑪利
[00:01:30.000 --> 00:01:35.000]  耶穌對門徒說,你們在在這裡,我去禱告
[00:01:35.000 --> 00:01:39.000]  於是他帶著彼得、瓦國、約翰同去
[00:01:39.000 --> 00:01:42.000]  他驚恐起來,極其難過
[00:01:42.000 --> 00:01:46.000]  對他們說,我心裡非常憂傷,幾乎要死
[00:01:46.000 --> 00:01:49.000]  你們留在這裡,要警醒
[00:01:49.000 --> 00:01:53.000]  他就稍往前走,俯伏在地
[00:01:53.000 --> 00:01:58.000]  禱告說,如果可能,就叫那時候離開他
[00:01:58.000 --> 00:02:05.000]  他說,阿爸、父啊,在你凡事都能,求你將這杯撤去
[00:02:05.000 --> 00:02:10.000]  然而不是照我所願的,而是照你所願的
[00:02:10.000 --> 00:02:15.000]  耶穌回來,見他們睡著了,就對彼得說
[00:02:15.000 --> 00:02:20.000]  西門,你睡著了嗎?不能警醒一小時嗎?
[00:02:20.000 --> 00:02:25.000]  總要警醒禱告,免得陷入試探
[00:02:25.000 --> 00:02:29.000]  你們心靈固然願意,肉體卻軟弱了
[00:02:29.000 --> 00:02:33.000]  耶穌又去禱告,說的話跟先前一樣
[00:02:33.000 --> 00:02:37.000]  他又來,見他們睡著了
[00:02:37.000 --> 00:02:42.000]  因為他們的眼睛很困倦,他們也不知道怎樣回答他
[00:02:42.000 --> 00:02:46.000]  他第三次來到,對他們說
[00:02:46.000 --> 00:02:50.000]  現在你們仍在睡覺安歇嗎?
[00:02:50.000 --> 00:02:52.000]  夠了,時候到了
[00:02:52.000 --> 00:02:57.000]  看啊,人子被出賣在罪人手裡了
[00:02:57.000 --> 00:02:59.000]  起來,我們走吧
[00:02:59.000 --> 00:03:03.000]  看啊,那出賣我的人快來了
[00:03:03.000 --> 00:03:09.000]  耶穌還在說話的時候,忽然十二使徒之一的又帶來了
[00:03:09.000 --> 00:03:16.000]  還有一群人帶著刀棒,從祭司長、文士和長老那裡跟他同來
[00:03:16.000 --> 00:03:20.000]  那出賣耶穌的人曾給他們一個暗號
[00:03:20.000 --> 00:03:23.000]  說,我親誰,誰就是
[00:03:23.000 --> 00:03:28.000]  你們把他抓住,穩妥地帶走
[00:03:28.000 --> 00:03:33.000]  耶穌還在說話的時候,忽然又帶來了
[00:03:33.000 --> 00:03:37.000]  隨即到耶穌跟前說,拉比
[00:03:37.000 --> 00:03:42.000]  就跟他親吻,他們就下手抓住他
[00:03:42.000 --> 00:03:45.000]  旁邊站著的人有一個拔出刀來
[00:03:45.000 --> 00:03:51.000]  把大祭司的僕人砍了一刀,削掉了他一隻耳朵
[00:03:51.000 --> 00:03:53.000]  耶穌回應他們說
[00:03:53.000 --> 00:03:57.000]  你們帶著刀棒出來拿我,如同拿強盜嗎?
[00:03:57.000 --> 00:04:01.000]  我天天教導人,和你們在店裡
[00:04:01.000 --> 00:04:03.000]  你們並沒有抓我
[00:04:03.000 --> 00:04:06.000]  但這次要應驗經上的話
[00:04:06.000 --> 00:04:09.000]  門徒都離開他逃走了
[00:04:09.000 --> 00:04:14.000]  有一個青年光著身子,紙披著一塊麻布
[00:04:14.000 --> 00:04:17.000]  跟隨耶穌眾人就抓住他
[00:04:17.000 --> 00:04:21.000]  他腳掉了麻布,赤身逃走了
[00:04:21.000 --> 00:04:29.000]  經文是在前文就是耶穌和門徒的最後晚餐,然後是主餐
[00:04:29.000 --> 00:04:31.000]  就是這段經文
[00:04:31.000 --> 00:04:37.000]  之後就是耶穌在議會受審,被判三次不認主
[00:04:37.000 --> 00:04:41.000]  特別留意剛才有一段兩節,最後兩節
[00:04:41.000 --> 00:04:45.000]  青年記載是馬可福音才有的
[00:04:45.000 --> 00:04:49.000]  四卷福音書都有記載耶穌受難被捕
[00:04:49.000 --> 00:04:53.000]  唯獨馬可記載了細節
[00:04:53.000 --> 00:04:56.000]  有不同學者的分析
[00:04:56.000 --> 00:05:02.000]  我講一個比較合理和有趣的解釋給大家聽
[00:05:02.000 --> 00:05:08.000]  話說這個青年可能是初期教會一個很出名的第二代門徒
[00:05:08.000 --> 00:05:11.000]  不需要說他是誰,為什麼呢?
[00:05:11.000 --> 00:05:14.000]  因為耶穌被捕的時候,他怕得要脫身
[00:05:14.000 --> 00:05:16.000]  所以不需要說他是誰
[00:05:16.000 --> 00:05:20.000]  這件事所有初期教會的人都知道他是誰
[00:05:20.000 --> 00:05:26.000]  有可能是想給他一些顏面和尊嚴
[00:05:26.000 --> 00:05:28.000]  亦可能是保護他
[00:05:28.000 --> 00:05:33.000]  因為初期教會政府和猶太人都是迫害基督徒的
[00:05:33.000 --> 00:05:37.000]  如果開名字就很危險
[00:05:37.000 --> 00:05:44.000]  我想有時候如果我是這位青年,我還回教會呢?
[00:05:44.000 --> 00:05:46.000]  都很丟臉吧
[00:05:46.000 --> 00:05:48.000]  想問大家這個問題
[00:05:48.000 --> 00:05:56.000]  你覺得自己,或者你認為自己是否主門徒呢?
[00:05:56.000 --> 00:05:58.000]  剛剛周四崇拜,我一問這個問題
[00:05:58.000 --> 00:06:06.000]  坐在前面的姐妹很快回答我,是
[00:06:06.000 --> 00:06:08.000]  好,你是否主門徒呢?
[00:06:08.000 --> 00:06:11.000]  我現在問第一次,一會兒再問
[00:06:11.000 --> 00:06:14.000]  但和剛才的經文有什麼關係呢?
[00:06:14.000 --> 00:06:16.000]  沒有太大關係
[00:06:16.000 --> 00:06:19.000]  你可能在等我,我是否有些條件
[00:06:19.000 --> 00:06:23.000]  開出來你覺得符合你就是呢?
[00:06:23.000 --> 00:06:25.000]  坦白說,我沒有
[00:06:25.000 --> 00:06:32.000]  但如果我跟你說,我認為自己不是呢?
[00:06:32.000 --> 00:06:37.000]  你說不是的話,你都出來傳道吧,你都不是?
[00:06:37.000 --> 00:06:42.000]  地斜角,如果在沙浸的理念系統裏,我是門徒
[00:06:42.000 --> 00:06:43.000]  為什麼呢?
[00:06:43.000 --> 00:06:50.000]  因為我是來自阿榮的,剛才他說他把腸子拿出來
[00:06:50.000 --> 00:06:52.000]  我是他牧區的方幹事
[00:06:52.000 --> 00:06:56.000]  因為沙浸的方幹事是一個師徒制
[00:06:56.000 --> 00:06:58.000]  和其他教會的方幹事不同
[00:06:58.000 --> 00:07:02.000]  這裡是預備做一個區域
[00:07:02.000 --> 00:07:06.000]  所以我在這個制度裏是門徒,他是我師父
[00:07:06.000 --> 00:07:08.000]  他當不當我徒弟我不知道
[00:07:08.000 --> 00:07:10.000]  但我當他是師父
[00:07:10.000 --> 00:07:15.000]  這張照片原本有很多人的,我把其他人的都剪掉
[00:07:15.000 --> 00:07:18.000]  我是一個門徒,一個師徒
[00:07:18.000 --> 00:07:24.000]  我最記得和阿榮的相處
[00:07:24.000 --> 00:07:28.000]  我最記得有一次他帶我去街市買菜
[00:07:28.000 --> 00:07:32.000]  拿著買菜車,坐巴士去黃太仙
[00:07:32.000 --> 00:07:38.000]  為了那晚我們預備一個豐富的筵席給一班弟兄
[00:07:38.000 --> 00:07:41.000]  我們吃火鍋,有海鮮,有很多菜
[00:07:41.000 --> 00:07:44.000]  我們買完之後上19樓洗菜
[00:07:44.000 --> 00:07:46.000]  我印象最深刻的就是這個
[00:07:46.000 --> 00:07:50.000]  除此之外,他平時和我說的東西,教什麼的時候
[00:07:50.000 --> 00:07:51.000]  我不是太記得
[00:07:51.000 --> 00:07:57.000]  好像一些門徒,說又不聽,聽又不記得,記得又不做
[00:07:57.000 --> 00:08:01.000]  從眾叛親離,即耶穌裏面
[00:08:01.000 --> 00:08:09.000]  我想再加一個分題,就是耶穌和門徒上最後一課
[00:08:09.000 --> 00:08:12.000]  其實在耶穌完成了救恩之後
[00:08:12.000 --> 00:08:16.000]  他們身份不單止是夫子和學生
[00:08:16.000 --> 00:08:20.000]  因為他成就救恩之後,他已經是全人類的救主
[00:08:20.000 --> 00:08:24.000]  門徒就成為使徒
[00:08:24.000 --> 00:08:28.000]  所以我想用門徒上最後一課去講這段經文
[00:08:28.000 --> 00:08:32.000]  但諷刺的是最後一課
[00:08:32.000 --> 00:08:35.000]  最後的稱呼和問安是出自誰呢?
[00:08:35.000 --> 00:08:38.000]  是出自猶太
[00:08:38.000 --> 00:08:41.000]  猶太尼,他和耶穌說拉比
[00:08:41.000 --> 00:08:44.000]  這個稱呼當時是很親切的
[00:08:44.000 --> 00:08:48.000]  今天一般來說是叫Sir、Miss
[00:08:48.000 --> 00:08:50.000]  再親切一點會怎樣呢?
[00:08:50.000 --> 00:08:53.000]  老師?不知道
[00:08:53.000 --> 00:08:55.000]  但當時拉比就是這麼親切
[00:08:55.000 --> 00:08:59.000]  還要是親吻,這麼親密的問候
[00:08:59.000 --> 00:09:02.000]  來自猶太,然後就沒有了
[00:09:02.000 --> 00:09:08.000]  所以用三個A來講究竟最後一課是甚麼功課給門徒呢?
[00:09:08.000 --> 00:09:11.000]  第一個A,Ask民心
[00:09:11.000 --> 00:09:13.000]  耶穌和他們說你們都要跌倒了
[00:09:13.000 --> 00:09:17.000]  這個跌倒不是肉體慣低,被擊倒的那種跌倒
[00:09:17.000 --> 00:09:20.000]  而是在道德上跌倒
[00:09:20.000 --> 00:09:24.000]  有可能會犯罪,離開信仰,不再相信的意思
[00:09:24.000 --> 00:09:28.000]  但耶穌不是強調或是想針對他們跌倒
[00:09:28.000 --> 00:09:34.000]  而是想說他們會復活並且會去加利利
[00:09:34.000 --> 00:09:37.000]  他引用的經文是撒加利亞書13章7節
[00:09:37.000 --> 00:09:39.000]  特別耶穌會加了個「我」
[00:09:39.000 --> 00:09:42.000]  要擊打群若眼目羊人
[00:09:42.000 --> 00:09:44.000]  在這個教育裏面
[00:09:44.000 --> 00:09:47.000]  因為他想強調這是上帝的旨意
[00:09:47.000 --> 00:09:50.000]  而且經文撒加利亞書不是單單說
[00:09:50.000 --> 00:09:53.000]  牧人擊殺羊分散
[00:09:53.000 --> 00:09:58.000]  而是說有個盼望試煉過之後羊會更加精煉
[00:09:58.000 --> 00:10:03.000]  但為甚麼彼得會回答甚麼呢?
[00:10:03.000 --> 00:10:10.000]  先看回這裏,這是耶穌第四次在馬夫音書說會復活
[00:10:10.000 --> 00:10:12.000]  所以重點是復活
[00:10:12.000 --> 00:10:14.000]  並且在加利利海邊
[00:10:14.000 --> 00:10:17.000]  上星期才在加利利海邊
[00:10:17.000 --> 00:10:19.000]  所以耶穌在說這件事
[00:10:19.000 --> 00:10:21.000]  但為甚麼彼得會說別的呢?
[00:10:21.000 --> 00:10:23.000]  他說甚麼呢?
[00:10:23.000 --> 00:10:25.000]  「Everyone fell down but not me」
[00:10:25.000 --> 00:10:27.000]  其他人都會跌倒,除了我
[00:10:27.000 --> 00:10:34.000]  他捉錯用神
[00:10:34.000 --> 00:10:38.000]  他看不到耶穌引用舊日報的意思
[00:10:38.000 --> 00:10:39.000]  為甚麼呢?
[00:10:39.000 --> 00:10:44.000]  我覺得可能是在《少林寺傳》一章六節
[00:10:44.000 --> 00:10:48.000]  那群門徒在耶穌臨升天前
[00:10:48.000 --> 00:10:50.000]  臨最後的問題就問
[00:10:50.000 --> 00:10:56.000]  主啊,你要在這時候復興以色列國嗎?
[00:10:56.000 --> 00:11:00.000]  原來門徒可能那一刻都依然覺得
[00:11:00.000 --> 00:11:02.000]  耶穌來是要復興國家
[00:11:02.000 --> 00:11:05.000]  他要的是復興,不是復活
[00:11:05.000 --> 00:11:07.000]  復興當然是在耶路撒冷
[00:11:07.000 --> 00:11:09.000]  為甚麼會在加利利海呢?
[00:11:09.000 --> 00:11:11.000]  可能是這樣
[00:11:11.000 --> 00:11:13.000]  我們也問問自己
[00:11:13.000 --> 00:11:15.000]  我們當初為甚麼要信耶穌呢?
[00:11:15.000 --> 00:11:20.000]  或者我們回來教會的動力動機是甚麼呢?
[00:11:20.000 --> 00:11:23.000]  我們留在沙盡的動機是甚麼呢?
[00:11:23.000 --> 00:11:25.000]  甚至我們侍奉的原因是甚麼呢?
[00:11:25.000 --> 00:11:27.000]  當我們想想
[00:11:27.000 --> 00:11:30.000]  第二個A,阿基里,敏銳的心
[00:11:30.000 --> 00:11:32.000]  耶穌來到黑西瑪利納
[00:11:32.000 --> 00:11:34.000]  他就帶著這三位門徒
[00:11:34.000 --> 00:11:36.000]  彼得、雅各、約翰
[00:11:36.000 --> 00:11:39.000]  他說心裡非常憂傷
[00:11:39.000 --> 00:11:43.000]  這三位門徒第三次近距離見到耶穌的面向
[00:11:43.000 --> 00:11:47.000]  驚恐這個字
[00:11:47.000 --> 00:11:50.000]  是驚奇,是未想過的意思
[00:11:50.000 --> 00:11:55.000]  想想耶穌怎會不知道他要做這件事呢?
[00:11:55.000 --> 00:11:57.000]  沒錯,他知道的
[00:11:57.000 --> 00:11:59.000]  但大家想像一下
[00:11:59.000 --> 00:12:02.000]  不知道還有沒有人曾經做過手術呢?
[00:12:02.000 --> 00:12:05.000]  不是你沒有知覺被人推入房間
[00:12:05.000 --> 00:12:07.000]  而是你可能知道身體的狀況
[00:12:07.000 --> 00:12:10.000]  你要去預約醫生
[00:12:10.000 --> 00:12:12.000]  你預約了一會
[00:12:12.000 --> 00:12:15.000]  然後等一段時間,可能等一個月
[00:12:15.000 --> 00:12:17.000]  你可能還沒聽過那個手術是甚麼
[00:12:17.000 --> 00:12:19.000]  你上網看看吧
[00:12:19.000 --> 00:12:21.000]  我也試過
[00:12:21.000 --> 00:12:22.000]  搜尋一下是甚麼
[00:12:22.000 --> 00:12:24.000]  然後快到的時候
[00:12:24.000 --> 00:12:27.000]  那個驚的字會越來越少,越來越多
[00:12:27.000 --> 00:12:29.000]  到你進病房了
[00:12:29.000 --> 00:12:30.000]  等叫名字了
[00:12:30.000 --> 00:12:31.000]  躺下了
[00:12:31.000 --> 00:12:32.000]  麻醉了
[00:12:32.000 --> 00:12:36.000]  應該是驚恐的高峰
[00:12:36.000 --> 00:12:40.000]  真的要去到不怕,事情就完結了
[00:12:40.000 --> 00:12:44.000]  耶穌可能這一刻就是用他人類
[00:12:44.000 --> 00:12:45.000]  他的感受
[00:12:45.000 --> 00:12:50.000]  真的感受到原來被背叛是這麼辛苦的
[00:12:50.000 --> 00:12:54.000]  是這麼心痛的
[00:12:54.000 --> 00:12:57.000]  快要被抓,被鞭打,被遺棄
[00:12:57.000 --> 00:13:01.000]  那種痛苦是這麼大的
[00:13:01.000 --> 00:13:05.000]  知道不會減輕那個痛苦
[00:13:05.000 --> 00:13:11.000]  所以他的心開始憂傷和驚恐
[00:13:11.000 --> 00:13:15.000]  但他用的是一般在舊約詩篇
[00:13:15.000 --> 00:13:19.000]  愛國的格式,我的心啊
[00:13:19.000 --> 00:13:22.000]  然後他稍往前走了
[00:13:22.000 --> 00:13:24.000]  所以這三個門徒一定聽到
[00:13:24.000 --> 00:13:27.000]  一定聽到耶穌的祈禱說甚麼
[00:13:28.000 --> 00:13:31.000]  阿爸,這個猶太人很少用這個稱呼
[00:13:31.000 --> 00:13:32.000]  因為很親切
[00:13:32.000 --> 00:13:35.000]  猶太人不敢這樣去祈禱
[00:13:35.000 --> 00:13:37.000]  對你凡事都能
[00:13:37.000 --> 00:13:41.000]  但照你的意思,不是我的意思
[00:13:41.000 --> 00:13:43.000]  耶穌不是說要推翻上帝
[00:13:43.000 --> 00:13:44.000]  不如不要吧
[00:13:44.000 --> 00:13:47.000]  他是想在父子裏面去看看上帝
[00:13:47.000 --> 00:13:50.000]  你要完成這個救恩裏面
[00:13:50.000 --> 00:13:51.000]  有沒有其他方法呢
[00:13:51.000 --> 00:13:53.000]  如果有的話,你告訴他
[00:13:53.000 --> 00:13:54.000]  或者有的話
[00:13:54.000 --> 00:13:57.000]  但如果沒有的話
[00:13:57.000 --> 00:14:00.000]  你還是要這個方法,不要緊
[00:14:00.000 --> 00:14:03.000]  所以這個是舊約一直的
[00:14:03.000 --> 00:14:05.000]  愛國的神樂觀
[00:14:05.000 --> 00:14:07.000]  神是掌權
[00:14:07.000 --> 00:14:10.000]  神是公義信實
[00:14:10.000 --> 00:14:11.000]  就算我有痛苦
[00:14:11.000 --> 00:14:13.000]  我可以很坦然和神說
[00:14:13.000 --> 00:14:16.000]  但我知道上帝一定會做事
[00:14:16.000 --> 00:14:20.000]  但三位門徒第一次近距離見到
[00:14:20.000 --> 00:14:24.000]  第一就是耶穌洗艾魯女而復活
[00:14:24.000 --> 00:14:25.000]  這個這麼大的神蹟
[00:14:25.000 --> 00:14:27.000]  第二就是登山變像
[00:14:27.000 --> 00:14:30.000]  神的榮光
[00:14:30.000 --> 00:14:31.000]  神的屬性
[00:14:31.000 --> 00:14:33.000]  第三次這麼近距離
[00:14:33.000 --> 00:14:37.000]  竟然見到耶穌的愛國
[00:14:37.000 --> 00:14:40.000]  怎樣理解呢
[00:14:40.000 --> 00:14:45.000]  很難理解,我也很難理解
[00:14:45.000 --> 00:14:46.000]  一個敏銳的心
[00:14:46.000 --> 00:14:49.000]  你可不可以察覺到
[00:14:49.000 --> 00:14:54.000]  神的榮光背後的工作呢
[00:14:54.000 --> 00:14:56.000]  你可不可以看到
[00:14:56.000 --> 00:15:00.000]  今天我們教會
[00:15:00.000 --> 00:15:05.000]  不能否認沙浸在二三十年前
[00:15:05.000 --> 00:15:07.000]  一些教會很興起
[00:15:07.000 --> 00:15:09.000]  沙浸很有資源
[00:15:09.000 --> 00:15:14.000]  神給很多供應的恩典
[00:15:14.000 --> 00:15:17.000]  你可不可以看到上帝的心意在哪裡呢
[00:15:17.000 --> 00:15:19.000]  今天我們經常掛在後面
[00:15:19.000 --> 00:15:20.000]  很多困難
[00:15:20.000 --> 00:15:22.000]  移民潮,經濟等等
[00:15:22.000 --> 00:15:30.000]  你可不可以看到上帝的工作呢
[00:15:30.000 --> 00:15:33.000]  第三個A,Aware
[00:15:33.000 --> 00:15:35.000]  察覺
[00:15:35.000 --> 00:15:37.000]  耶穌跟他們說
[00:15:37.000 --> 00:15:40.000]  你們要在這裡警醒
[00:15:40.000 --> 00:15:44.000]  然後回來睡覺
[00:15:44.000 --> 00:15:45.000]  睡完覺
[00:15:45.000 --> 00:15:47.000]  你可不可以警醒一小時呢
[00:15:47.000 --> 00:15:49.000]  然後又去祈禱
[00:15:49.000 --> 00:15:50.000]  回來又睡
[00:15:50.000 --> 00:15:52.000]  如是者三次回來
[00:15:52.000 --> 00:15:54.000]  你們要警醒禱告
[00:15:54.000 --> 00:15:56.000]  免得陷入試探
[00:15:56.000 --> 00:15:58.000]  其實警醒這個字
[00:15:58.000 --> 00:16:02.000]  剛剛在上一次相比說
[00:16:02.000 --> 00:16:08.000]  在警醒中到末世
[00:16:08.000 --> 00:16:10.000]  那個字眼才第一次出現
[00:16:10.000 --> 00:16:12.000]  是馬福音警醒這個字
[00:16:12.000 --> 00:16:15.000]  大家當然聽了兩三個星期前
[00:16:15.000 --> 00:16:19.000]  但門徒其實在時間線來說
[00:16:19.000 --> 00:16:21.000]  是昨天聽的
[00:16:21.000 --> 00:16:22.000]  前一天
[00:16:22.000 --> 00:16:24.000]  耶穌說的比喻是
[00:16:24.000 --> 00:16:30.000]  天國或末世是一個不知何時來的
[00:16:30.000 --> 00:16:34.000]  但就好像一個主人要出遠門
[00:16:34.000 --> 00:16:37.000]  他要交下權柄給他的僕人
[00:16:37.000 --> 00:16:40.000]  告訴他你要隨時警醒
[00:16:40.000 --> 00:16:42.000]  告訴開門口的人
[00:16:42.000 --> 00:16:43.000]  我隨時回來
[00:16:43.000 --> 00:16:47.000]  所以你要盡忠要警醒
[00:16:47.000 --> 00:16:51.000]  但門徒沒有聽
[00:16:51.000 --> 00:16:55.000]  他說晚上睡覺很正常
[00:16:55.000 --> 00:16:56.000]  沒錯
[00:16:56.000 --> 00:17:01.000]  那個時間照道理是晚上十點至十一點
[00:17:01.000 --> 00:17:04.000]  但不要這麼快去想
