
[00:00:00.000 --> 00:00:02.000]  頂姐妹我
[00:00:02.000 --> 00:00:07.000]  今日訊息是繼續一個老家教我做門徒的系列
[00:00:07.000 --> 00:00:10.000]  今日講題是表裡相應的門徒
[00:00:10.000 --> 00:00:11.000]  什麼意思呢?
[00:00:11.000 --> 00:00:15.000]  簡單來說就是我們要做一個表裡一致的門徒
[00:00:15.000 --> 00:00:17.000]  什麼是表裡一致?
[00:00:17.000 --> 00:00:20.000]  最簡單的解釋是什麼?
[00:00:20.000 --> 00:00:25.000]  我們的心和我們的行為其實是互相呼應的
[00:00:25.000 --> 00:00:27.000]  我們的思想和言行都是一致的
[00:00:27.000 --> 00:00:32.000]  如果是這樣的話,我就有些東西想問大家是不是這樣
[00:00:32.000 --> 00:00:36.000]  這一刻我很想罵人,那你就罵人
[00:00:36.000 --> 00:00:37.000]  是不是這樣呢?
[00:00:37.000 --> 00:00:40.000]  或者我這一刻很想發脾氣,我就發脾氣
[00:00:40.000 --> 00:00:43.000]  甚至乎我這一刻很想講粗口,我就講粗口
[00:00:43.000 --> 00:00:45.000]  不是講粗口,是講粗口
[00:00:45.000 --> 00:00:51.000]  總而言之,我所講的,我所做的,我心的感受全部要一致
[00:00:51.000 --> 00:00:53.000]  那是什麼意思呢?
[00:00:53.000 --> 00:00:54.000]  就是做自己
[00:00:54.000 --> 00:00:59.000]  我不這樣做,我就不是表裡一致了
[00:00:59.000 --> 00:01:00.000]  對不對?
[00:01:00.000 --> 00:01:05.000]  但認真想一想,這樣是不是真的好呢?
[00:01:05.000 --> 00:01:07.000]  我舉個例子很簡單
[00:01:07.000 --> 00:01:11.000]  假如我看到大部分人工作和上學
[00:01:11.000 --> 00:01:14.000]  你工作有一個老闆,你上學有一個老師
[00:01:14.000 --> 00:01:19.000]  不知道什麼原因,他對你有些失實的指控
[00:01:19.000 --> 00:01:21.000]  說你不是那麼好
[00:01:21.000 --> 00:01:24.000]  你想想你心裡會有什麼感受
[00:01:24.000 --> 00:01:27.000]  當然是生氣,有些委屈
[00:01:27.000 --> 00:01:31.000]  你敢不敢即時和你老闆,或者和你的老師
[00:01:31.000 --> 00:01:35.000]  立即發脾氣,用粗口罵他
[00:01:35.000 --> 00:01:41.000]  表示我心裡的那種不舒服,不服氣
[00:01:41.000 --> 00:01:45.000]  沒有反應的話,我猜大部分人都不會這樣想
[00:01:45.000 --> 00:01:48.000]  因為你知道你這樣做是有後果的
[00:01:48.000 --> 00:01:50.000]  後果都會有一點點嚴重
[00:01:50.000 --> 00:01:54.000]  但又是這樣,你這樣是不是不表裡一致呢?
[00:01:54.000 --> 00:01:56.000]  再推多一步
[00:01:56.000 --> 00:01:57.000]  今天我們說什麼?
[00:01:57.000 --> 00:01:59.000]  在信仰裡面我們要做主的門徒
[00:01:59.000 --> 00:02:04.000]  做主的門徒是不是要將我們心裡的負面情緒刪除
[00:02:04.000 --> 00:02:05.000]  按個鍵,我刪除
[00:02:05.000 --> 00:02:08.000]  我長期保持一個正能量的樣子
[00:02:08.000 --> 00:02:10.000]  我笑著對你
[00:02:10.000 --> 00:02:13.000]  這樣我就表裡一致了
[00:02:13.000 --> 00:02:19.000]  我想很多問題就是我今天要宣講的訊息
[00:02:19.000 --> 00:02:23.000]  我今天用了兩段路加的經文來做教導
[00:02:23.000 --> 00:02:26.000]  之後我會分享一些在我自己成長裡面
[00:02:26.000 --> 00:02:28.000]  我反思了一些我自己成長的故事
[00:02:28.000 --> 00:02:31.000]  現在我先邀請大家看看上帝的話
[00:02:31.000 --> 00:02:34.000]  這裡就是這樣說
[00:02:34.000 --> 00:02:36.000]  要出個powerpoint
[00:02:36.000 --> 00:02:40.000]  一起看看
[00:02:40.000 --> 00:02:42.000]  原來這裡有些小的,我讀給大家聽
[00:02:42.000 --> 00:02:44.000]  那時候門徒就增多了
[00:02:44.000 --> 00:02:46.000]  有一些說希臘話的猶太人
[00:02:46.000 --> 00:02:48.000]  向希伯來人發怨言
[00:02:48.000 --> 00:02:51.000]  因為在日常的功級上忽略了他們的寡婦
[00:02:51.000 --> 00:02:53.000]  十二仕徒就叫所有門徒來
[00:02:53.000 --> 00:02:57.000]  就說我們撇下上帝的道去管理飯食是不合宜的
[00:02:57.000 --> 00:02:58.000]  所以弟兄
[00:02:58.000 --> 00:03:01.000]  我們之間就選了七個有好明星的
[00:03:01.000 --> 00:03:03.000]  滿有聖靈和智慧
[00:03:03.000 --> 00:03:05.000]  我們就派他們去管理這件事
[00:03:05.000 --> 00:03:09.000]  至於我們就繼續去專注祈禱和傳道的事房
[00:03:09.000 --> 00:03:13.000]  這個話就令到全部會眾都很開心
[00:03:13.000 --> 00:03:14.000]  他們就選了士提反
[00:03:14.000 --> 00:03:16.000]  他是一個滿有信心和聖靈的人
[00:03:16.000 --> 00:03:23.000]  他們就選了肥利、白羅哥羅、尼加羅、提門、巴米勒
[00:03:23.000 --> 00:03:24.000]  沒有讀錯
[00:03:24.000 --> 00:03:27.000]  並撥伊猶太教的安提阿人尼哥拉
[00:03:27.000 --> 00:03:29.000]  叫他們站在使徒面前
[00:03:29.000 --> 00:03:32.000]  使徒祈禱之後就為他們按手
[00:03:32.000 --> 00:03:35.000]  這個經文其實很明顯
[00:03:35.000 --> 00:03:36.000]  有些事情發生了
[00:03:36.000 --> 00:03:39.000]  說一些希臘話的猶太人
[00:03:39.000 --> 00:03:45.000]  向一些說希伯來語的猶太人
[00:03:45.000 --> 00:03:46.000]  簡單來說
[00:03:46.000 --> 00:03:48.000]  向猶太人發怨言
[00:03:48.000 --> 00:03:49.000]  什麼原因呢?
[00:03:49.000 --> 00:03:52.000]  因為在膳食上忽略了他們的寡婦
[00:03:52.000 --> 00:03:56.000]  於是就有十二門徒出來解決問題
[00:03:56.000 --> 00:03:58.000]  他們就選了七個人去管理飯食
[00:03:58.000 --> 00:04:00.000]  問題很簡單
[00:04:00.000 --> 00:04:02.000]  但我們又看看
[00:04:02.000 --> 00:04:04.000]  其實在這段經文中
[00:04:04.000 --> 00:04:05.000]  我們有些事情要先看看
[00:04:05.000 --> 00:04:07.000]  首先就是一節和第四節
[00:04:07.000 --> 00:04:09.000]  有個供給和侍奉這兩個字
[00:04:09.000 --> 00:04:11.000]  在原文中是同一個字
[00:04:11.000 --> 00:04:13.000]  不是供給就給你
[00:04:13.000 --> 00:04:16.000]  其實和侍奉是一樣的解釋
[00:04:16.000 --> 00:04:21.000]  你以為派飯就是做一些低微的事
[00:04:21.000 --> 00:04:22.000]  不是的
[00:04:22.000 --> 00:04:23.000]  是侍奉
[00:04:23.000 --> 00:04:24.000]  它和祈禱和傳道
[00:04:24.000 --> 00:04:26.000]  和服侍人的工作
[00:04:26.000 --> 00:04:28.000]  全部一樣重要
[00:04:28.000 --> 00:04:32.000]  正因為無論你派飯也好
[00:04:32.000 --> 00:04:33.000]  祈禱也好
[00:04:33.000 --> 00:04:34.000]  傳道也好
[00:04:34.000 --> 00:04:36.000]  一樣重要的時候
[00:04:36.000 --> 00:04:39.000]  所以這七個人不是亂選的
