
[00:00:00.000 --> 00:00:09.000]  我今天和大家思想心靈六周
[00:00:09.000 --> 00:00:17.000]  我想這幾天大家都留意到新聞
[00:00:17.000 --> 00:00:23.000]  你主動去看或者透過社交媒體去接收資訊
[00:00:23.000 --> 00:00:32.000]  我們都知道現在有1200多個居民
[00:00:32.000 --> 00:00:38.000]  其實現在已經需要安置自己的生活
[00:00:38.000 --> 00:00:41.000]  雖然我們都知道現在很多事情都是臨時
[00:00:41.000 --> 00:00:43.000]  所以正正是這樣
[00:00:43.000 --> 00:00:50.000]  他們更加要多些空間和時間去思考未來的生活
[00:00:50.000 --> 00:00:58.000]  他們現在有超過900人已經登記了一人一社工計劃
[00:00:58.000 --> 00:01:01.000]  我們都為社工禱告
[00:01:01.000 --> 00:01:06.000]  因為這個社工不單單是想想有什麼資源給他們
[00:01:06.000 --> 00:01:12.000]  而是當面對一個家庭失去了一切
[00:01:12.000 --> 00:01:13.000]  是一切
[00:01:13.000 --> 00:01:16.000]  那種沉重的擔子
[00:01:16.000 --> 00:01:20.000]  包括社工自己都有感受
[00:01:20.000 --> 00:01:26.000]  我們都是為這些幫助者
[00:01:26.000 --> 00:01:28.000]  這些災民
[00:01:28.000 --> 00:01:34.000]  或者未找到支援的市民
[00:01:34.000 --> 00:01:38.000]  我們去求主因待他們
[00:01:38.000 --> 00:01:42.000]  我們在新聞裏面知道
[00:01:42.000 --> 00:01:46.000]  有一個三個月大的嬰兒獲救
[00:01:46.000 --> 00:01:51.000]  我們覺得在不幸的消息裏面
[00:01:51.000 --> 00:01:59.000]  都是聽到甚至見到一個相對好的消息
[00:01:59.000 --> 00:02:02.000]  但這個好消息不是伯伯來的
[00:02:02.000 --> 00:02:09.000]  而是一位來了香港幾天的菲律賓籍女傭
[00:02:09.000 --> 00:02:17.000]  她的全名翻譯叫做羅多拉·阿爾卡拉斯
[00:02:17.000 --> 00:02:21.000]  她用身體去抱著嬰兒
[00:02:21.000 --> 00:02:31.000]  聽她的家長說
[00:02:31.000 --> 00:02:35.000]  他們怎樣去等到獲救
[00:02:35.000 --> 00:02:42.000]  他們全家人趴在地上
[00:02:42.000 --> 00:02:45.000]  盡量去保護自己
[00:02:45.000 --> 00:02:49.000]  但這個女傭因為她要抱著嬰兒
[00:02:49.000 --> 00:02:54.000]  她不可能像一般求生的方法
[00:02:54.000 --> 00:02:59.000]  能夠完全伏在地上的動作
[00:02:59.000 --> 00:03:03.000]  她就是用她的身體去保護嬰兒
[00:03:03.000 --> 00:03:06.000]  令到這個嬰兒當獲救的時候
[00:03:06.000 --> 00:03:10.000]  看新聞消防員說她哭得很厲害
[00:03:10.000 --> 00:03:13.000]  她是有生命力的
[00:03:13.000 --> 00:03:26.000]  這位女傭羅多拉現在在ICU接受醫治
[00:03:26.000 --> 00:03:28.000]  我們為她祈禱
[00:03:28.000 --> 00:03:29.000]  為她的姐姐
[00:03:29.000 --> 00:03:32.000]  因為這個消息是由她姐姐發出開始
[00:03:32.000 --> 00:03:34.000]  由記者跟進
[00:03:34.000 --> 00:03:40.000]  我們才知道這個嬰兒的獲救不是白白的
[00:03:40.000 --> 00:03:43.000]  不是沒有原因的
[00:03:43.000 --> 00:03:51.000]  我們聽到這個消息的時候
[00:03:51.000 --> 00:03:55.000]  可以感受一下自己的身體狀態
[00:03:55.000 --> 00:03:58.000]  是一個什麼樣的情況
[00:03:58.000 --> 00:04:06.000]  是感到驚慌還是害怕呢
[00:04:06.000 --> 00:04:12.000]  還是心裡還有不安甚至急躁呢
[00:04:12.000 --> 00:04:18.000]  因為這幾天的消息陸陸續續
[00:04:18.000 --> 00:04:20.000]  我知道有些人睡不著
[00:04:20.000 --> 00:04:26.000]  半夜都驚醒了
[00:04:26.000 --> 00:04:33.000]  有一位一直從事災後的輔導員
[00:04:33.000 --> 00:04:37.000]  趙威廉博士提醒我們
[00:04:37.000 --> 00:04:40.000]  特別這幾天或這幾個星期
[00:04:40.000 --> 00:04:43.000]  我們需要好好觀察自己
[00:04:43.000 --> 00:04:49.000]  會不會腦海裡不期然浮現災難的畫面
[00:04:49.000 --> 00:04:55.000]  或者未必是我們在螢光幕看到的畫面
[00:04:55.000 --> 00:04:59.000]  或者我們親自去到現場的畫面
[00:04:59.000 --> 00:05:06.000]  可能是令我們回憶一些以前
[00:05:06.000 --> 00:05:08.000]  不知道是否直接關係
[00:05:08.000 --> 00:05:11.000]  或者不知道是否真的有關係
[00:05:11.000 --> 00:05:19.000]  但的確仍然是一種恐懼的經驗
[00:05:19.000 --> 00:05:22.000]  其實我想現在資訊太發達
[00:05:22.000 --> 00:05:26.000]  雖然我們不是每一個人都在現場
[00:05:26.000 --> 00:05:29.000]  但透過手機
[00:05:29.000 --> 00:05:35.000]  無論是主動翻閱還是被動接收
[00:05:35.000 --> 00:05:40.000]  其實有時某程度我們去接觸這些資訊
[00:05:40.000 --> 00:05:45.000]  在某程度其實都是和受災的人
[00:05:45.000 --> 00:05:49.000]  一同經驗火災帶來的衝擊
[00:05:49.000 --> 00:05:51.000]  當然只是程度不同
[00:05:51.000 --> 00:05:55.000]  正正因為這樣我們更加要留意自己的狀態
[00:05:55.000 --> 00:06:00.000]  會不會越看這些資訊就越焦慮
[00:06:00.000 --> 00:06:05.000]  甚至越看這些資訊越去追這些資訊的時候
[00:06:05.000 --> 00:06:07.000]  內心感到很無力
[00:06:07.000 --> 00:06:12.000]  如果是這樣其實身體有訊號告訴我們
[00:06:12.000 --> 00:06:14.000]  其實我們已經到臨界點
[00:06:14.000 --> 00:06:19.000]  我們需要為自己去接收這些資訊
[00:06:19.000 --> 00:06:22.000]  訂一個資訊的防火牆
[00:06:22.000 --> 00:06:28.000]  如果你留意到自己的狀態開始有焦慮和無力
[00:06:28.000 --> 00:06:34.000]  每天讓自己有兩個時段去看這些資訊
[00:06:34.000 --> 00:06:39.000]  因為其實我們在這幾天開始要學習分辨
[00:06:39.000 --> 00:06:43.000]  究竟什麼是關心,什麼是焦慮
[00:06:43.000 --> 00:06:46.000]  我們要學習區分
[00:06:46.000 --> 00:06:53.000]  究竟我們現在的狀態是關心還是焦慮
[00:06:53.000 --> 00:06:59.000]  我想這幾天可能你有機會去現場幫忙
[00:06:59.000 --> 00:07:03.000]  或者透過一些資訊做中介人
[00:07:03.000 --> 00:07:07.000]  轉介或者為他們代討等等
[00:07:07.000 --> 00:07:11.000]  我們都看到很多人都是自發去做不同的事
[00:07:11.000 --> 00:07:14.000]  有些是親自拿一些物資去
[00:07:14.000 --> 00:07:22.000]  有些可能在大埔附近找一些街坊去聆聽他們
[00:07:22.000 --> 00:07:26.000]  或者為他們代討等等
[00:07:26.000 --> 00:07:29.000]  其實我們回想起來
[00:07:29.000 --> 00:07:33.000]  的確是大火無情,但人間有愛
[00:07:33.000 --> 00:07:37.000]  但這份愛其實來自什麼呢
[00:07:37.000 --> 00:07:43.000]  今天想和大家從三個提問去想一想
[00:07:43.000 --> 00:07:47.000]  我們說要關心,不是焦慮
[00:07:47.000 --> 00:07:51.000]  我們關心,但我們為什麼去關心呢
[00:07:51.000 --> 00:07:53.000]  有三個問題值得我們思考
[00:07:53.000 --> 00:07:55.000]  就是我們追求什麼呢
[00:07:55.000 --> 00:07:57.000]  我們是誰呢
[00:07:57.000 --> 00:08:00.000]  我們的滿足從哪裡來呢
[00:08:00.000 --> 00:08:05.000]  今天耳塞書55章向我們宣告
[00:08:05.000 --> 00:08:09.000]  來吧,你們所有乾渴的都當來
[00:08:09.000 --> 00:08:12.000]  來到水邊,沒有錢都可以來
[00:08:12.000 --> 00:08:16.000]  你們都要來,買來吃的
[00:08:16.000 --> 00:08:19.000]  不用錢,不用代價的
[00:08:19.000 --> 00:08:23.000]  都可以買酒和奶
[00:08:23.000 --> 00:08:28.000]  這段經文形容當時猶太人面對亡國
[00:08:28.000 --> 00:08:33.000]  完全失去家園,甚至要去一個他們不認識的地方
[00:08:33.000 --> 00:08:39.000]  那種狀態,他們很乾渴,他們沒有錢
[00:08:39.000 --> 00:08:53.000]  但你說他們是不是好像我們大埔的災民
[00:08:53.000 --> 00:08:56.000]  是不是完全沒有錢呢
[00:08:56.000 --> 00:08:58.000]  又不是這個意思
[00:08:58.000 --> 00:09:03.000]  當時猶太人的情況是他們辛辛苦苦賺來的錢
[00:09:03.000 --> 00:09:07.000]  他們買了一些不會吃飽的東西
[00:09:07.000 --> 00:09:14.000]  那你說猶太人是不是不知道那些東西是不足以令他們飽的呢
[00:09:14.000 --> 00:09:17.000]  他們只會回答你
[00:09:17.000 --> 00:09:21.000]  人來到異鄉,來到一個秘魯的地方
[00:09:21.000 --> 00:09:26.000]  你只會去想辦法如何融入巴比倫的飲食文化
[00:09:26.000 --> 00:09:29.000]  而不是只想著溫飽
[00:09:29.000 --> 00:09:36.000]  所以才宣告你們來上帝的面前
[00:09:36.000 --> 00:09:40.000]  去到他的水邊
[00:09:40.000 --> 00:09:43.000]  上帝要滋潤乾渴的人
