
[00:00:00.000 --> 00:00:20.000]  (麥克風聲)
[00:00:20.000 --> 00:00:22.000]  大家好
[00:00:22.000 --> 00:00:24.000]  今天很開心
[00:00:24.000 --> 00:00:28.000]  由第二次實體崇拜見到大家
[00:00:28.000 --> 00:00:34.000]  今天的題目是《蘊藏的盼望》
[00:00:34.000 --> 00:00:38.000]  這本書是來自耶利米埃哥的
[00:00:38.000 --> 00:00:42.000]  有多少人看過耶利米埃哥呢?
[00:00:42.000 --> 00:00:45.000]  其實很短的,只有五章
[00:00:45.000 --> 00:00:52.000]  所以待會回到家看就很快看完
[00:00:52.000 --> 00:00:55.000]  很多時候教會很少說埃哥
[00:00:55.000 --> 00:00:59.000]  因為我們說盼望,要有喜樂
[00:00:59.000 --> 00:01:02.000]  基督徒應該要有信心
[00:01:02.000 --> 00:01:06.000]  待會看整本書就會發覺
[00:01:06.000 --> 00:01:11.000]  為什麼這本書經常哭哭啼啼
[00:01:11.000 --> 00:01:15.000]  這麼多感受
[00:01:15.000 --> 00:01:17.000]  我們沒有習慣說感受
[00:01:17.000 --> 00:01:20.000]  尤其是你有沒有見過
[00:01:20.000 --> 00:01:23.000]  有些父母對著小朋友說
[00:01:23.000 --> 00:01:27.000]  「不要哭,3、2、1」
[00:01:27.000 --> 00:01:28.000]  「你閉嘴」
[00:01:28.000 --> 00:01:33.000]  我們很懂得抑壓我們的情感
[00:01:33.000 --> 00:01:37.000]  最重要是不要說
[00:01:37.000 --> 00:01:40.000]  但這首耶利米埃哥
[00:01:40.000 --> 00:01:46.000]  我們只看到詩人表達一些情感
[00:01:46.000 --> 00:01:48.000]  我很想跟大家分享這首歌
[00:01:48.000 --> 00:01:50.000]  大家可能有聽過
[00:01:50.000 --> 00:01:52.000]  我很喜歡這首歌
[00:01:52.000 --> 00:01:55.000]  尤其是由去年開始
[00:01:55.000 --> 00:01:57.000]  很喜歡這首詩歌
[00:01:57.000 --> 00:02:00.000]  是來自詩篇22節
[00:02:00.000 --> 00:02:03.000]  詩人戴偉
[00:02:03.000 --> 00:02:07.000]  戴偉是一位王
[00:02:07.000 --> 00:02:10.000]  他也有他的心路歷程
[00:02:10.000 --> 00:02:14.000]  我想Jimmy和我一起演繹
[00:02:15.000 --> 00:02:24.000]  我的主 我的主 你為何離棄我
[00:02:24.000 --> 00:02:31.000]  我的心感悲傷 總不肯安慰我
[00:02:31.000 --> 00:02:39.000]  我的主 我的主 你為何還厭念不轉向我
[00:02:39.000 --> 00:02:46.000]  我忽戀不安 無情狀
[00:02:46.000 --> 00:02:53.000]  我還要向你唱這愛歌
