
[00:00:00.000 --> 00:00:04.000]  大兄姊妹,大家平安
[00:00:04.000 --> 00:00:11.000]  感恩今天再次在此跟大家分享上帝的話語
[00:00:11.000 --> 00:00:22.000]  今天講道的題目已經到了我們情緒健康教會系列第六講
[00:00:22.000 --> 00:00:25.000]  就是道成肉身的愛
[00:00:25.000 --> 00:00:32.000]  首先我們一起回顧一下整個系列
[00:00:32.000 --> 00:00:39.000]  我們回顧之前的五講,回憶一下我們的回憶
[00:00:39.000 --> 00:00:45.000]  包括第一講,鈴木帶領我們去看了一座山
[00:00:45.000 --> 00:00:49.000]  那座什麼山?冰山,沒錯
[00:00:49.000 --> 00:00:57.000]  在我們生命中帶領我們如何開始檢視我們的情緒
[00:00:57.000 --> 00:01:01.000]  一直到第五講,上一講就是擁抱悲傷
[00:01:01.000 --> 00:01:08.000]  我們發現原來在頭五講中,如果我們從向度分類的話
[00:01:08.000 --> 00:01:18.000]  一至五講的向度主要帶領我們去發現或處理我們個人內在生命的情況
[00:01:18.000 --> 00:01:22.000]  而到了今天第六講,道成肉身的愛
[00:01:22.000 --> 00:01:30.000]  似乎開始是一個向愛的回應或實踐
[00:01:30.000 --> 00:01:33.000]  如果我們去講道成肉身的時候
[00:01:33.000 --> 00:01:40.000]  我們一定會想起這段聖經,在約翰福音一章十四節
[00:01:40.000 --> 00:01:44.000]  不如我們一起讀出,預備,一二三
[00:01:44.000 --> 00:01:48.000]  道成了肉身,住在我們中間
[00:01:48.000 --> 00:01:51.000]  充充滿滿地有恩典有真理
[00:01:51.000 --> 00:01:57.000]  我們也見過他的榮光,正是父獨一兒子的榮光
[00:01:57.000 --> 00:02:02.000]  弟兄姊妹,不知道當大家讀出這段經文的時候
[00:02:02.000 --> 00:02:08.000]  給你最深刻的印象或聯想起的是什麼呢?
[00:02:08.000 --> 00:02:17.000]  我們會立刻想起耶穌放下祂的人性,放下祂的神性成為人
[00:02:17.000 --> 00:02:21.000]  來到我們中間為我們的罪犧牲了自己
[00:02:21.000 --> 00:02:28.000]  將自己釘上十字架,為我們眾人的罪去救贖我們
[00:02:28.000 --> 00:02:35.000]  不過不知道如果今天弟兄姊妹一起學習實踐
[00:02:35.000 --> 00:02:39.000]  耶穌這份道成肉身的愛的時候
[00:02:39.000 --> 00:02:45.000]  我們會否在心底裡覺得這份愛或實踐
[00:02:45.000 --> 00:02:51.000]  跟我們自己的生命好像很遙遠,甚至覺得很沉重
[00:02:51.000 --> 00:02:55.000]  為什麼呢?因為耶穌是神
[00:02:55.000 --> 00:02:59.000]  我們是凡人或普通人一個
[00:02:59.000 --> 00:03:03.000]  如果弟兄姊妹今天望向身邊的人
[00:03:03.000 --> 00:03:12.000]  如果我們要學習耶穌為身邊的人去為他死去犧牲
[00:03:12.000 --> 00:03:19.000]  我們就要問問自己,我們有沒有這份能力,這份勇氣,這份吉時
[00:03:19.000 --> 00:03:25.000]  我們是否真的願意作出這麼大的犧牲呢?
[00:03:25.000 --> 00:03:29.000]  當我們看回這段經文的時候
[00:03:29.000 --> 00:03:37.000]  原來我們發覺在原文裡有三個並且連接著這段經文三句的句子
[00:03:37.000 --> 00:03:43.000]  包括連貫道成了肉身,另外就是住在我們中間
[00:03:43.000 --> 00:03:51.000]  還有我們也見過他的榮光,這三句在結構上是一個平排的結構
[00:03:51.000 --> 00:03:57.000]  另外我們再繼續看中間,特別這一句住在我們中間
[00:03:57.000 --> 00:04:02.000]  英文NIV的翻譯就是May is drilling among us
[00:04:02.000 --> 00:04:07.000]  另外Message的翻譯就是Moved into the neighborhood
[00:04:07.000 --> 00:04:19.000]  這裡要表達的是,原來是耶穌願意進入我們人,我們的世界裡
[00:04:19.000 --> 00:04:28.000]  這是一份他對我們人很深的理解或是一個結連
[00:04:28.000 --> 00:04:34.000]  所以我盼望今天我們一起去看路加福音第十九章
[00:04:34.000 --> 00:04:41.000]  一個有關耶穌和一個瑞利長撒該,他們生命的結連
[00:04:41.000 --> 00:04:50.000]  我們一起學習,究竟我們可以怎樣帶著一份同理心進入其他人
[00:04:50.000 --> 00:04:54.000]  或者進入我們身邊的人,他們的生命裡
[00:04:54.000 --> 00:05:00.000]  我們一起學習實踐耶穌這一份道成肉身的愛
[00:05:00.000 --> 00:05:04.000]  今天的經文,路加福音十九章一至十節
[00:05:04.000 --> 00:05:09.000]  我們一起讀出這段經文,預備,一二三
[00:05:09.000 --> 00:05:13.000]  耶穌進了耶利哥,要從那裡經過
[00:05:13.000 --> 00:05:18.000]  有一個人名叫撒該,作瑞利長,是個財主
[00:05:18.000 --> 00:05:21.000]  他要看看耶穌是怎樣的人
[00:05:21.000 --> 00:05:25.000]  子因人多,他的身材又矮,所以看不見
[00:05:25.000 --> 00:05:30.000]  於是他跑到前頭,爬上桑樹,要看耶穌
[00:05:30.000 --> 00:05:33.000]  因為耶穌要從那裡經過
[00:05:33.000 --> 00:05:36.000]  耶穌到了那裡,抬頭一看,對他說
[00:05:36.000 --> 00:05:41.000]  撒該,快下來,今天我必須住在你家裡
[00:05:41.000 --> 00:05:45.000]  他就急忙下來,歡歡喜喜地接待耶穌
[00:05:45.000 --> 00:05:48.000]  眾人看見,都私下議論說
[00:05:48.000 --> 00:05:51.000]  他竟然到罪人家裡去住宿
[00:05:51.000 --> 00:05:53.000]  撒該站著對主說
[00:05:53.000 --> 00:05:56.000]  主啊,我把所有的一半給窮人
[00:05:56.000 --> 00:06:00.000]  我若勒索了誰,就還他四倍
[00:06:00.000 --> 00:06:03.000]  耶穌對他說,今天救恩到了這家
[00:06:03.000 --> 00:06:07.000]  因為也是阿伯拉罕的子孫
[00:06:07.000 --> 00:06:11.000]  人子來是要尋找和拯救失喪的人
[00:06:11.000 --> 00:06:16.000]  在這個記載裡,首先第一部分我們去看
[00:06:16.000 --> 00:06:21.000]  就是耶穌和撒該他們的相遇
[00:06:21.000 --> 00:06:28.000]  經文說到當時耶穌在他侍奉的階段裡
[00:06:28.000 --> 00:06:30.000]  已經到了倒數的時候
[00:06:30.000 --> 00:06:33.000]  將要進入耶路撒冷
[00:06:33.000 --> 00:06:35.000]  進入耶路撒冷是做什麼?
[00:06:35.000 --> 00:06:39.000]  就是預備自己釘上十字架
[00:06:39.000 --> 00:06:42.000]  但當他還沒到耶路撒冷之前
[00:06:42.000 --> 00:06:46.000]  他和他的一群門徒去了耶利哥這個地方
[00:06:46.000 --> 00:06:48.000]  發生了這件事
[00:06:48.000 --> 00:06:53.000]  當時他帶著一群門徒去到耶利哥這個地方
[00:06:53.000 --> 00:06:56.000]  突然間看到一個很特別的景象
[00:06:56.000 --> 00:07:00.000]  就是看到一個矮子爬上一棵桑樹
[00:07:00.000 --> 00:07:04.000]  就要去見他,要去找耶穌
[00:07:04.000 --> 00:07:10.000]  我不知道耶穌當時會不會被警方嚇了一跳
[00:07:10.000 --> 00:07:14.000]  不過經文就說到當時耶穌身邊
[00:07:14.000 --> 00:07:18.000]  在地上,地面上有很多人
[00:07:18.000 --> 00:07:22.000]  可能有些人找他求教
[00:07:22.000 --> 00:07:25.000]  有些人找他求醫治
[00:07:25.000 --> 00:07:28.000]  耶穌在地上其實都挺忙碌的
[00:07:28.000 --> 00:07:31.000]  不過在這個時間再突然間
[00:07:31.000 --> 00:07:36.000]  加多一個好像從天而降的小矮人要去找他
[00:07:36.000 --> 00:07:41.000]  其實這件事都是一件挺突然
[00:07:41.000 --> 00:07:45.000]  或者是一件可能某程度上是擾亂
[00:07:45.000 --> 00:07:52.000]  打亂耶穌在地上正常的行程
[00:07:52.000 --> 00:07:55.000]  不單止這樣,究竟在下一刻
[00:07:55.000 --> 00:07:59.000]  耶穌面前會出現什麼人呢
[00:07:59.000 --> 00:08:03.000]  其實我們都很難估計得到
[00:08:03.000 --> 00:08:05.000]  這裡都讓我們看到
[00:08:05.000 --> 00:08:10.000]  其實會不會很多時候我們人和人之間的相遇
[00:08:10.000 --> 00:08:12.000]  有另外一個特性
[00:08:12.000 --> 00:08:15.000]  就是不可選擇性
[00:08:15.000 --> 00:08:18.000]  其實可能都不到我們選擇
[00:08:18.000 --> 00:08:21.000]  我們可以看看我們今天自己的生命
[00:08:21.000 --> 00:08:24.000]  有些人我們可以選擇
[00:08:24.000 --> 00:08:27.000]  可能我們的朋友可以選擇
[00:08:27.000 --> 00:08:29.000]  我們的伴侶
[00:08:29.000 --> 00:08:34.000]  你的丈夫太太或者你的男女朋友都可以選擇
[00:08:34.000 --> 00:08:36.000]  沒有人點頭的
[00:08:36.000 --> 00:08:37.000]  有吧
[00:08:37.000 --> 00:08:39.000]  應該是自己選擇的
[00:08:39.000 --> 00:08:41.000]  不是被迫的
[00:08:41.000 --> 00:08:45.000]  不過我們看回其實很多時候
[00:08:45.000 --> 00:08:48.000]  我們在生命裡面所遇見的很多人
[00:08:48.000 --> 00:08:50.000]  其實都不到我們選擇
[00:08:50.000 --> 00:08:54.000]  我們家庭裡面我們的家人沒得選擇
[00:08:54.000 --> 00:08:58.000]  我們在公司裡面的同事沒得選擇
[00:08:58.000 --> 00:09:01.000]  我們隔壁屋住什麼人
[00:09:01.000 --> 00:09:02.000]  我們的街坊
[00:09:02.000 --> 00:09:05.000]  或者甚至我們回來教會
[00:09:05.000 --> 00:09:07.000]  和我們同組的弟兄姊妹
[00:09:07.000 --> 00:09:08.000]  我們的組員
[00:09:08.000 --> 00:09:10.000]  其實都沒得選擇
[00:09:10.000 --> 00:09:13.000]  再看多一點
[00:09:13.000 --> 00:09:17.000]  就是如果我們所相遇的人
[00:09:17.000 --> 00:09:19.000]  我們試一下回帶
[00:09:19.000 --> 00:09:22.000]  這裡就說到第十九章
[00:09:22.000 --> 00:09:25.000]  如果我們相遇的人是第十八章、第十七章
[00:09:25.000 --> 00:09:29.000]  耶穌所遇見的可能是那些盲人
[00:09:29.000 --> 00:09:34.000]  或者那些長大麻瘋的人
[00:09:34.000 --> 00:09:37.000]  確實當時這些人
[00:09:37.000 --> 00:09:40.000]  在當時猶太的社群裡面
[00:09:40.000 --> 00:09:42.000]  都是被邊緣化的
[00:09:42.000 --> 00:09:43.000]  被人放棄的
[00:09:43.000 --> 00:09:45.000]  不過我們可以想像
[00:09:45.000 --> 00:09:47.000]  如果今天這些盲人
[00:09:47.000 --> 00:09:50.000]  或者長大麻瘋的人來到我們面前
[00:09:50.000 --> 00:09:54.000]  其實如果我們要去接待他們
[00:09:54.000 --> 00:09:56.000]  或者要和他們連結
[00:09:56.000 --> 00:10:01.000]  可能相對都較為容易接受一點
[00:10:01.000 --> 00:10:03.000]  不過弟兄姊妹
[00:10:03.000 --> 00:10:07.000]  我想問耶穌面前的是什麼人
[00:10:07.000 --> 00:10:10.000]  瑞利
[00:10:10.000 --> 00:10:12.000]  還要是瑞利長
[00:10:12.000 --> 00:10:15.000]  瑞利我們很熟悉
[00:10:15.000 --> 00:10:18.000]  他本身是猶太人
[00:10:18.000 --> 00:10:22.000]  不過他當時幫羅馬政府做事
[00:10:22.000 --> 00:10:23.000]  收稅
[00:10:23.000 --> 00:10:25.000]  弟兄姊妹
[00:10:25.000 --> 00:10:27.000]  如果幫政府做事
[00:10:27.000 --> 00:10:30.000]  或者今天在稅局工作
[00:10:30.000 --> 00:10:31.000]  打工
[00:10:31.000 --> 00:10:35.000]  其實這些工作本身有沒有錯
[00:10:35.000 --> 00:10:36.000]  有沒有犯罪
[00:10:36.000 --> 00:10:37.000]  沒有的
[00:10:37.000 --> 00:10:40.000]  都可以是正常一份工作
[00:10:40.000 --> 00:10:42.000]  不過我們知道瑞利
[00:10:42.000 --> 00:10:45.000]  他們在這份工作裡面是做什麼
[00:10:45.000 --> 00:10:50.000]  將所收到的稅項
[00:10:50.000 --> 00:10:52.000]  自己放進口袋
[00:10:52.000 --> 00:10:58.000]  另外其實是欺壓很多自己的同胞
[00:10:58.000 --> 00:11:03.000]  其實是一件很邪惡的事情
[00:11:03.000 --> 00:11:08.000]  所以如果要形容這些瑞利
[00:11:08.000 --> 00:11:11.000]  當時那些猶太人會怎樣去想他們
[00:11:11.000 --> 00:11:13.000]  就是貪婪
[00:11:13.000 --> 00:11:14.000]  奸詐
[00:11:14.000 --> 00:11:15.000]  犯罪
[00:11:15.000 --> 00:11:16.000]  賣國
[00:11:16.000 --> 00:11:18.000]  或者我這裡打底的
[00:11:18.000 --> 00:11:21.000]  就是這班人就是超級討人厭
[00:11:21.000 --> 00:11:23.000]  是不是很討人厭
[00:11:23.000 --> 00:11:25.000]  超級討人厭
[00:11:25.000 --> 00:11:30.000]  弟兄姊妹再說一些更加討人厭的事情給大家聽
[00:11:30.000 --> 00:11:33.000]  原來耶利哥這個地方
[00:11:33.000 --> 00:11:38.000]  當時是耶路撒冷之後第二大城市
[00:11:38.000 --> 00:11:40.000]  這個大城市的特色就是
[00:11:40.000 --> 00:11:44.000]  相對較為有錢富裕繁榮
[00:11:44.000 --> 00:11:50.000]  所以在這個地方能夠做到不單止一個稅利
[00:11:50.000 --> 00:11:53.000]  是一個稅利獎的高官
[00:11:53.000 --> 00:11:57.000]  大家可以想像一下今天在某一個國家
[00:11:57.000 --> 00:11:59.000]  我不說哪一個國家
[00:11:59.000 --> 00:12:04.000]  如果這個國家貪污腐敗很嚴重
[00:12:04.000 --> 00:12:09.000]  而能夠在這個國家裏面的一個大城市
[00:12:09.000 --> 00:12:11.000]  做到一個大貪官
[00:12:11.000 --> 00:12:14.000]  想像一下這個人
[00:12:14.000 --> 00:12:17.000]  他在上位的過程裏面
[00:12:17.000 --> 00:12:19.000]  或者他平時的行事為人
[00:12:19.000 --> 00:12:23.000]  是多麼討人厭
[00:12:23.000 --> 00:12:25.000]  想像得到嗎
[00:12:25.000 --> 00:12:28.000]  簡直是極度討人厭
[00:12:28.000 --> 00:12:29.000]  所以弟兄姊妹
[00:12:29.000 --> 00:12:31.000]  我想在這裏我們先停一停
[00:12:31.000 --> 00:12:33.000]  我們想一想
[00:12:33.000 --> 00:12:37.000]  今天對於我們來說
[00:12:37.000 --> 00:12:42.000]  有沒有哪些人我們認為很討人厭
[00:12:42.000 --> 00:12:44.000]  或者很不可愛
[00:12:44.000 --> 00:12:46.000]  或者我們很不想
[00:12:46.000 --> 00:12:51.000]  一想起就不想跟他們共處
[00:12:51.000 --> 00:12:54.000]  每個人都不同
[00:12:54.000 --> 00:12:56.000]  我們的喜惡不同
[00:12:56.000 --> 00:12:59.000]  有些人很不喜歡有錢人
[00:12:59.000 --> 00:13:01.000]  有些人很不喜歡窮人
[00:13:01.000 --> 00:13:04.000]  有些人就不喜歡跟一些特別有病
[00:13:04.000 --> 00:13:06.000]  有精神病的人
[00:13:06.000 --> 00:13:08.000]  跟他們走在一起
[00:13:08.000 --> 00:13:11.000]  又或者有些人我們很不想
[00:13:11.000 --> 00:13:13.000]  跟有某一些想法
[00:13:13.000 --> 00:13:16.000]  某一些背景或者理念的人
[00:13:16.000 --> 00:13:19.000]  跟他們接觸
[00:13:19.000 --> 00:13:24.000]  甚至這些不可愛的人
[00:13:24.000 --> 00:13:28.000]  可以都是我們的家人
[00:13:28.000 --> 00:13:31.000]  特別當我們在家裏面
[00:13:31.000 --> 00:13:35.000]  跟家人吵架的時候
[00:13:35.000 --> 00:13:38.000]  我們夫妻之間吵架
[00:13:38.000 --> 00:13:43.000]  或者剛被子女激怒的時候
[00:13:43.000 --> 00:13:45.000]  怒氣的時候
[00:13:45.000 --> 00:13:47.000]  特別在那些時候
[00:13:47.000 --> 00:13:50.000]  很難說得到他們可愛
[00:13:50.000 --> 00:13:56.000]  確實我們就算是家裏的家人
[00:13:56.000 --> 00:13:58.000]  其實他們未必是24小時
[00:13:58.000 --> 00:14:01.000]  我們都覺得他們那麼可愛
[00:14:01.000 --> 00:14:03.000]  所以弟兄姊妹
