
[00:00:00.000 --> 00:00:02.000]  各位電影姊妹,各位朋友好
[00:00:02.000 --> 00:00:05.000]  網上的電影姊妹,網上的朋友好
[00:00:05.000 --> 00:00:10.000]  我已經隔了很長的時間沒有回來
[00:00:10.000 --> 00:00:12.000]  放了一個悠長的假期
[00:00:12.000 --> 00:00:14.000]  不單是三個月的安息季
[00:00:14.000 --> 00:00:17.000]  對我來說,再次回來小聯堂分享的時候
[00:00:17.000 --> 00:00:20.000]  好像是三年又三年了
[00:00:20.000 --> 00:00:23.000]  所以三年之後,見阿Po兒子都長大了很多
[00:00:23.000 --> 00:00:27.000]  當然阿Po都殘了很多,這是正常的
[00:00:27.000 --> 00:00:30.000]  我的壞殘程度沒有阿Po那麼多
[00:00:30.000 --> 00:00:32.000]  阿Po看來要放安息季了
[00:00:32.000 --> 00:00:39.000]  本來有這個題目的系列是小弟訂的
[00:00:39.000 --> 00:00:42.000]  在這年青線聯合的同工
[00:00:42.000 --> 00:00:45.000]  我們就想出一個中央的題目
[00:00:45.000 --> 00:00:48.000]  能夠走遍幾個堂所
[00:00:48.000 --> 00:00:50.000]  所以我們就一起去訂
[00:00:50.000 --> 00:00:52.000]  我自己就負責這個系列
[00:00:52.000 --> 00:00:58.000]  源自一個抗美招博士的真信心
[00:00:58.000 --> 00:01:00.000]  約出…我就不賣關子了
[00:01:00.000 --> 00:01:03.000]  我就打頭陣,約出缺乏安全感
[00:01:03.000 --> 00:01:09.000]  來到的時候,當然先問一些心理測驗的問題
[00:01:09.000 --> 00:01:11.000]  你問一下你旁邊那個人
[00:01:11.000 --> 00:01:13.000]  看看題目,場景就是
[00:01:13.000 --> 00:01:15.000]  其實應該有drama的,本來我預備了drama
[00:01:15.000 --> 00:01:17.000]  剛才叫電影姊妹去預備的
[00:01:17.000 --> 00:01:19.000]  她說不要了,Jimmy,稍後再說
[00:01:19.000 --> 00:01:21.000]  OK,稍後再說
[00:01:21.000 --> 00:01:23.000]  你在一個新的環境之中
[00:01:23.000 --> 00:01:26.000]  一個新的班別,新的地方
[00:01:26.000 --> 00:01:29.000]  有職請在,或者新的社交場合
[00:01:29.000 --> 00:01:32.000]  你會覺得最缺乏的是什麼呢?
[00:01:32.000 --> 00:01:33.000]  那我就不讀了
[00:01:33.000 --> 00:01:35.000]  你問一下你旁邊的人,我給你30秒
[00:01:35.000 --> 00:01:44.000]  你分享一下,為什麼你會選擇那個選項呢?
[00:01:44.000 --> 00:01:46.000]  或者第一印象遊戲
[00:01:46.000 --> 00:01:48.000]  你猜一下你旁邊那個人
[00:01:48.000 --> 00:01:53.000]  在選項之前,他會選擇什麼呢?
[00:01:53.000 --> 00:01:56.000]  我聽到有微小的呼喚
[00:01:56.000 --> 00:01:59.000]  全項,全部
[00:01:59.000 --> 00:02:04.000]  我不會叫你舉手的
[00:02:04.000 --> 00:02:11.000]  A的呼聲
[00:02:11.000 --> 00:02:15.000]  我自己呢,ABC都有不同階段都選過
[00:02:15.000 --> 00:02:20.000]  我記得在小六升中的時候
[00:02:20.000 --> 00:02:24.000]  我爸媽叫我努力讀書
[00:02:24.000 --> 00:02:27.000]  小六之前還沒有TSA
[00:02:27.000 --> 00:02:29.000]  總之小五小六的成績就遞上去
[00:02:29.000 --> 00:02:31.000]  在十名之內
[00:02:31.000 --> 00:02:33.000]  班長忘了怎麼跟我說
[00:02:33.000 --> 00:02:35.000]  在十名之內,你就有把握可以
[00:02:35.000 --> 00:02:38.000]  那時候都是中央搞豬派位
[00:02:38.000 --> 00:02:40.000]  你選到頭三甲
[00:02:40.000 --> 00:02:42.000]  如果在十名之內,就容易中的
[00:02:42.000 --> 00:02:45.000]  那時候我還沒有信主
[00:02:45.000 --> 00:02:47.000]  就拼了老命,就在十名之內
[00:02:47.000 --> 00:02:50.000]  就想坐定一棟樓填
[00:02:50.000 --> 00:02:53.000]  其實小學中學排名父母都不熟悉
[00:02:53.000 --> 00:02:56.000]  填了很心儀的中學,我就不開名
[00:02:56.000 --> 00:02:59.000]  結果最後派卷的時候
[00:02:59.000 --> 00:03:02.000]  不是派卷,上去看壁報板
[00:03:02.000 --> 00:03:05.000]  竟然看到自己落空了,去不到三二
[00:03:05.000 --> 00:03:07.000]  這樣都不算氣餒
[00:03:07.000 --> 00:03:11.000]  看見有哪幾位就進入到我心儀的中學
[00:03:11.000 --> 00:03:13.000]  自己不行,也想其他人可以
[00:03:13.000 --> 00:03:17.000]  誰知去到,看見成績給我排名
[00:03:17.000 --> 00:03:20.000]  給我更加落後的同學
[00:03:20.000 --> 00:03:24.000]  不是我的朋友,就榜上有名
[00:03:24.000 --> 00:03:26.000]  我當時是不會哭的
[00:03:26.000 --> 00:03:28.000]  男兒有淚現在哭
[00:03:28.000 --> 00:03:30.000]  當時就忍住,很生氣
[00:03:30.000 --> 00:03:33.000]  後來就問身邊的人,大人
[00:03:33.000 --> 00:03:35.000]  為什麼會這樣,又說十名之內
[00:03:35.000 --> 00:03:37.000]  一定有的,這條方程式
[00:03:37.000 --> 00:03:44.000]  他就說旁邊榜上有兄弟姐妹讀,有加分
[00:03:44.000 --> 00:03:49.000]  我弟弟都未升中,只有我一個
[00:03:49.000 --> 00:03:53.000]  第一次失望,很有把握的東西就沒有了
[00:03:53.000 --> 00:03:57.000]  去到之後初中平安無事
[00:03:57.000 --> 00:03:59.000]  想著又是博入精英班
[00:03:59.000 --> 00:04:02.000]  又被我父老入到,全部微信主
[00:04:02.000 --> 00:04:03.000]  去到高中的時候
[00:04:03.000 --> 00:04:07.000]  第一樣,就想著當然是試試拍拖
[00:04:07.000 --> 00:04:09.000]  又被我拍到
[00:04:09.000 --> 00:04:12.000]  誰知,想著自己憑自己努力
[00:04:12.000 --> 00:04:14.000]  可以維持一段感情
[00:04:14.000 --> 00:04:17.000]  當時看很多愛情雜誌
[00:04:17.000 --> 00:04:19.000]  熟悉所有的追女生技巧
[00:04:19.000 --> 00:04:23.000]  保持一個親密關係,但沒有讀理論
[00:04:23.000 --> 00:04:25.000]  當時未認識阿葡,應該叫他開班
[00:04:25.000 --> 00:04:26.000]  有些戀愛講座
[00:04:26.000 --> 00:04:31.000]  結果很短時間,來來下下又散了
[00:04:31.000 --> 00:04:36.000]  這就是高中時愛情的滿足感和安全感都沒有了
[00:04:36.000 --> 00:04:38.000]  去到大專的時候
[00:04:38.000 --> 00:04:42.000]  自己本來是讀文科出身
[00:04:42.000 --> 00:04:46.000]  父母又說,你讀文科,聽渣兜,不要了
[00:04:46.000 --> 00:04:48.000]  選理科,其實我不喜歡理科
[00:04:48.000 --> 00:04:52.000]  結果他們說,如果選理科就容易有出路
[00:04:52.000 --> 00:04:54.000]  結果選了,發覺沒有興趣
[00:04:54.000 --> 00:04:56.000]  因為去到外國讀書的時候
[00:04:56.000 --> 00:04:58.000]  對著八百多項的程式
[00:04:58.000 --> 00:05:00.000]  我以為自己喜歡打機
[00:05:00.000 --> 00:05:03.000]  想做那一行,自己設計的遊戲迷宮
[00:05:03.000 --> 00:05:05.000]  但當我見到八百多項的程式
[00:05:05.000 --> 00:05:08.000]  我就不想玩迷宮的時候
[00:05:08.000 --> 00:05:11.000]  去到大專的時候,就有些困惑
[00:05:11.000 --> 00:05:15.000]  不知道自己讀的那一行和做的那一行
[00:05:15.000 --> 00:05:17.000]  因為通常職稱第一份工作
[00:05:17.000 --> 00:05:19.000]  都是浪費了你的第一個學位
[00:05:19.000 --> 00:05:21.000]  不要緊,你浪費四年比浪費四十年好
[00:05:21.000 --> 00:05:24.000]  所以去到大專的時候
[00:05:24.000 --> 00:05:27.000]  去到求職的時候,就覺得不知道有什麼出路
[00:05:27.000 --> 00:05:28.000]  去到職稱的時候
[00:05:28.000 --> 00:05:31.000]  最後一樣,就是錢
[00:05:31.000 --> 00:05:33.000]  在回香港的時候工作
[00:05:33.000 --> 00:05:36.000]  究竟找哪一份工作能夠有穩定感呢?
[00:05:36.000 --> 00:05:40.000]  無論是養自己,養父母,或者養未來的老婆
[00:05:40.000 --> 00:05:42.000]  都是很多的不安感
[00:05:42.000 --> 00:05:46.000]  在美國心理學協會對安全感的定義是什麼呢?
[00:05:46.000 --> 00:05:47.000]  它這樣說
[00:05:47.000 --> 00:05:53.000]  安全感對於社交、人際和身體環境中的安全、穩定
[00:05:53.000 --> 00:05:57.000]  和可以預測的,這是信念和感受
[00:05:57.000 --> 00:06:00.000]  還有安全感的存在是有正面的作用的
[00:06:00.000 --> 00:06:03.000]  安全感的存在有助於實現多種積極的結果
[00:06:03.000 --> 00:06:05.000]  包括更好的健康狀況
[00:06:05.000 --> 00:06:07.000]  減少焦慮和抑鬱
[00:06:07.000 --> 00:06:10.000]  和提高身體的水平
[00:06:10.000 --> 00:06:14.000]  確實在這幾年社運事件到疫情的時候
[00:06:14.000 --> 00:06:16.000]  我們都有很多的不安
[00:06:16.000 --> 00:06:19.000]  是很普遍的一個人性的體驗
[00:06:19.000 --> 00:06:22.000]  包括我,包括你,包括目者
[00:06:22.000 --> 00:06:24.000]  全世界無論任何宗教信仰
[00:06:24.000 --> 00:06:26.000]  都是有那種不安感
[00:06:26.000 --> 00:06:30.000]  為什麼字幕打count和count on呢?
[00:06:30.000 --> 00:06:34.000]  我開頭看的時候文數記一陣子會說下去
[00:06:34.000 --> 00:06:36.000]  我看到有count這一個字
[00:06:36.000 --> 00:06:38.000]  英文有count有用法
[00:06:38.000 --> 00:06:39.000]  第一個用法最常用的
[00:06:39.000 --> 00:06:42.000]  就是數數量,你數這樣東西
[00:06:42.000 --> 00:06:45.000]  以至你能夠得出那個數值
[00:06:45.000 --> 00:06:47.000]  但原來有另一種用法
[00:06:47.000 --> 00:06:50.000]  就是count on,I count on you
[00:06:50.000 --> 00:06:53.000]  就是指你信靠那個對象
[00:06:53.000 --> 00:06:57.000]  就好像你信靠一把尺一樣準繩
[00:06:57.000 --> 00:06:59.000]  當你說I count on you
[00:06:59.000 --> 00:07:02.000]  我相信我的朋友在我危難的時候
[00:07:02.000 --> 00:07:05.000]  會在我身邊,就像一把尺一樣真誠
[00:07:05.000 --> 00:07:08.000]  除非你的尺是假的
[00:07:08.000 --> 00:07:09.000]  什麼有假的尺,當然有
[00:07:09.000 --> 00:07:11.000]  驗抄機也有假的
[00:07:11.000 --> 00:07:12.000]  很多東西都是假的
[00:07:12.000 --> 00:07:16.000]  究竟我們今天是count什麼
[00:07:16.000 --> 00:07:17.000]  count on什麼
[00:07:17.000 --> 00:07:22.000]  還是我們被神真的count我們一個有真正信心的人呢?
[00:07:22.000 --> 00:07:25.000]  這段經文出自文數記
[00:07:25.000 --> 00:07:28.000]  13章,你可以看完那一幕
[00:07:28.000 --> 00:07:29.000]  或者你打開自己的手機
[00:07:29.000 --> 00:07:31.000]  看不同的譯本也可以
[00:07:31.000 --> 00:07:35.000]  他們窺探了40天後就回來了
[00:07:35.000 --> 00:07:37.000]  來到巴蘭抗野的迦底斯
[00:07:37.000 --> 00:07:39.000]  摩西和阿倫和爾斯
[00:07:39.000 --> 00:07:42.000]  在傳會中向他們做一個presentation
[00:07:42.000 --> 00:07:44.000]  傳會中報告
[00:07:44.000 --> 00:07:46.000]  有實物的拿回來
