
[00:00:00.000 --> 00:00:08.440]  感謝主啊 今天的UFES又是來逼大家聽我廢話的時間
[00:00:08.440 --> 00:00:13.240]  經歷完上個星期我們蘇拉的十號
[00:00:13.240 --> 00:00:14.840]  是不是蘇拉 我記錯了名字
[00:00:14.840 --> 00:00:18.760]  蘇拉十號風之後 我們回到大逆北道的系列
[00:00:18.760 --> 00:00:23.160]  今天跟大家講的經文是來自約翰福音六章
[00:00:23.160 --> 00:00:27.400]  一至七十一節 71 節的經文
[00:00:27.400 --> 00:00:33.800]  即是整張 這一章的經文裡面
[00:00:33.800 --> 00:00:38.600]  記載了兩個大家耳熟能詳 獨不得了的故事
[00:00:38.600 --> 00:00:41.520]  第一個故事是
[00:00:41.520 --> 00:00:46.000]  我不是錯過了我的卡片嗎 怎麼不見了
[00:00:46.000 --> 00:00:48.000]  等等
[00:00:48.000 --> 00:00:50.000]  等一下
[00:00:50.000 --> 00:00:52.800]  很害怕 難道沒有了我的卡片
[00:00:52.800 --> 00:00:54.800]  等我一下
[00:00:54.800 --> 00:00:58.800]  在這裡
[00:00:58.800 --> 00:01:03.600]  第一個神蹟就是
[00:01:03.600 --> 00:01:05.200]  大家猜一下就是 很熟悉的
[00:01:05.200 --> 00:01:07.200]  五餅二魚 有沒有人沒聽過
[00:01:07.200 --> 00:01:09.800]  太好了 沒有人沒聽過
[00:01:09.800 --> 00:01:13.200]  第二個就是耶穌行海 有沒有人聽過
[00:01:13.200 --> 00:01:17.200]  這麼少 聽過 有沒有人聽過
[00:01:17.200 --> 00:01:19.200]  聽說有的
[00:01:19.200 --> 00:01:23.800]  這兩個故事 大家很熟悉的
[00:01:23.800 --> 00:01:27.200]  而當中五餅二魚的神蹟是唯一一個
[00:01:27.200 --> 00:01:30.000]  在四卷福音書 馬太 馬可 路加 約翰
[00:01:30.000 --> 00:01:32.600]  都記載了的神蹟 大家都知道
[00:01:32.600 --> 00:01:34.200]  因為大家看福音書
[00:01:34.200 --> 00:01:37.200]  大家知道那些神蹟是有出入的
[00:01:37.200 --> 00:01:38.400]  有些有 有些沒有
[00:01:38.400 --> 00:01:41.400]  唯獨是五餅二魚是每一個都有的
[00:01:41.400 --> 00:01:46.000]  這個故事本身大家都熟悉到爛
[00:01:46.000 --> 00:01:49.800]  但我估計應該會有些人不知道
[00:01:49.800 --> 00:01:53.400]  其實在馬太 馬可 路加 約翰的四卷福音書裡面
[00:01:53.400 --> 00:01:56.400]  即是唯四記載耶穌生命的福音書
[00:01:56.400 --> 00:02:00.000]  只有約翰所記載的版本
[00:02:00.000 --> 00:02:02.000]  是有一個負面的結局
[00:02:02.000 --> 00:02:04.200]  在進入這個訊息之前
[00:02:04.200 --> 00:02:06.400]  我們先來祈禱
[00:02:06.400 --> 00:02:08.200]  求主開我們的眼 開我們的耳
[00:02:08.200 --> 00:02:09.200]  我們一起來祈禱
[00:02:09.200 --> 00:02:15.000]  天父多謝你讓我們生在這個世代的主
[00:02:15.000 --> 00:02:17.800]  你是那位呼召我們來相信你的主
[00:02:17.800 --> 00:02:20.200]  所以願你來幫我們今天
[00:02:20.200 --> 00:02:22.400]  繼續明白你的話語
[00:02:22.400 --> 00:02:26.200]  可以在你的話語裡面認識你更多
[00:02:26.200 --> 00:02:29.400]  縱使我們聽過千百萬次的經文
[00:02:29.400 --> 00:02:31.400]  願你來打開我們的心
[00:02:31.400 --> 00:02:36.000]  讓我們知道我們不是明白所有東西的
[00:02:36.000 --> 00:02:37.200]  我們都有我們的限制
[00:02:37.200 --> 00:02:41.600]  讓我們繼續學習你的樣式
[00:02:41.600 --> 00:02:43.000]  亦可以認識你更多
[00:02:43.000 --> 00:02:44.000]  多謝土鳳主命求
[00:02:44.000 --> 00:02:45.000]  阿滿
[00:02:45.000 --> 00:02:50.200]  為了不熟悉五餅二魚這個故事的弟兄姊妹
[00:02:50.200 --> 00:02:52.200]  無論是在場還是在網上
[00:02:52.200 --> 00:02:56.200]  我都想用最簡單快捷的方法來介紹這個故事
[00:02:56.200 --> 00:02:59.200]  話說有一群只計算男人
[00:02:59.200 --> 00:03:03.200]  已經有五千人的粉絲團追著耶穌不放
[00:03:03.200 --> 00:03:07.200]  於是耶穌就叫門徒為粉絲團預備食物
[00:03:07.200 --> 00:03:08.200]  門徒就回答他
[00:03:08.200 --> 00:03:11.200]  人這麼多 老師預備不到
[00:03:11.200 --> 00:03:12.200]  在這個時候
[00:03:12.200 --> 00:03:15.200]  有位門徒就帶著一個男生來到耶穌面前
[00:03:15.200 --> 00:03:17.200]  就說這個小朋友有五個餅
[00:03:17.200 --> 00:03:19.200]  五塊木餅和兩條魚
[00:03:19.200 --> 00:03:23.200]  但一定不夠分給這裡幾千人
[00:03:23.200 --> 00:03:24.200]  於是耶穌就站在肚子
[00:03:24.200 --> 00:03:27.200]  然後就分開了餅和魚
[00:03:27.200 --> 00:03:29.200]  然後就餵飽了在場所有人
[00:03:29.200 --> 00:03:33.200]  之後耶穌就叫門徒收回剩下的
[00:03:33.200 --> 00:03:34.200]  誰知門徒一收拾
[00:03:34.200 --> 00:03:36.200]  就收拾了十二男回來
[00:03:36.200 --> 00:03:37.200]  誇張了
[00:03:37.200 --> 00:03:41.200]  然後就是一段在收拾十二男之後
[00:03:41.200 --> 00:03:44.200]  都是四卷方案書都有的情節
[00:03:44.200 --> 00:03:48.200]  然後就是一段約翰福音獨家的報道的情節
[00:03:48.200 --> 00:03:49.200]  在這個神蹟之後
[00:03:49.200 --> 00:03:53.200]  忽然有些人就自嗨
[00:03:53.200 --> 00:03:57.200]  這個人真的說要來到世上才知道
[00:03:57.200 --> 00:03:58.200]  然後經文就說
[00:03:58.200 --> 00:04:00.200]  耶穌突然就知道
[00:04:00.200 --> 00:04:01.200]  在這個數下就知道了
[00:04:01.200 --> 00:04:03.200]  這班人想逼自己做王
[00:04:03.200 --> 00:04:07.200]  於是就趕快躲在上山那裡自接了一會
[00:04:07.200 --> 00:04:09.200]  這個就是五餅二魚
[00:04:09.200 --> 00:04:12.200]  大陸章所記載的五餅二魚的故事
[00:04:12.200 --> 00:04:14.200]  之後罪事者就還沒完
[00:04:14.200 --> 00:04:15.200]  還沒說完
[00:04:15.200 --> 00:04:16.200]  說完五餅二魚之後還沒完
[00:04:16.200 --> 00:04:18.200]  接著五餅二魚之後
[00:04:18.200 --> 00:04:19.200]  耶穌就上山接了
[00:04:19.200 --> 00:04:21.200]  接了一晚
[00:04:21.200 --> 00:04:24.200]  門徒就記載了
[00:04:24.200 --> 00:04:26.200]  原來他們趁著晚上
[00:04:26.200 --> 00:04:30.200]  耶穌接了我們就去另一邊等他
[00:04:30.200 --> 00:04:31.200]  可能是按計劃
[00:04:31.200 --> 00:04:33.200]  他們就上了一艘小船
[00:04:33.200 --> 00:04:36.200]  就上去湖的另一邊嘉伯隆小鎮
[00:04:36.200 --> 00:04:38.200]  橫到嘉里湖的時候
[00:04:38.200 --> 00:04:39.200]  就狂風大作
[00:04:39.200 --> 00:04:41.200]  門徒就在風浪裡面
[00:04:41.200 --> 00:04:42.200]  就在那裡船上
[00:04:42.200 --> 00:04:44.200]  然後就走了十幾里的船程
[00:04:44.200 --> 00:04:45.200]  回頭一看
[00:04:45.200 --> 00:04:48.200]  在沒有光又大風浪的湖面上
[00:04:48.200 --> 00:04:51.200]  就看到耶穌在海面上飄過來了
[00:04:51.200 --> 00:04:53.200]  本來他們都很害怕
[00:04:53.200 --> 00:04:54.200]  耶穌一開口就說
[00:04:54.200 --> 00:04:56.200]  是我不用怕
[00:04:56.200 --> 00:04:57.200]  然後他們就忽然間
[00:04:57.200 --> 00:04:58.200]  又很害怕變得很高興
[00:04:58.200 --> 00:04:59.200]  接著耶穌上船
[00:04:59.200 --> 00:05:02.200]  然後就搖著小船繼續去對岸
[00:05:02.200 --> 00:05:04.200]  這兩個故事剛剛也問過了
[00:05:04.200 --> 00:05:06.200]  沒有人沒聽過
[00:05:06.200 --> 00:05:07.200]  沒聽過的話
[00:05:07.200 --> 00:05:09.200]  麻煩大家都久一點
[00:05:09.200 --> 00:05:12.200]  尤其是那些從小上教會到大
[00:05:12.200 --> 00:05:15.200]  和那些上了教會很多年的
[00:05:15.200 --> 00:05:17.200]  每逢說起五餅二魚
[00:05:17.200 --> 00:05:19.200]  我們一定會有一首歌
[00:05:19.200 --> 00:05:20.200]  應該很熟悉的
[00:05:20.200 --> 00:05:21.200]  就是《普通的人》
[00:05:21.200 --> 00:05:22.200]  懂得唱嗎
[00:05:22.200 --> 00:05:23.200]  《普通的人》
[00:05:23.200 --> 00:05:25.200]  就是《進來小拿牌》
[00:05:25.200 --> 00:05:27.200]  但是在《約翰福音》裡面
[00:05:27.200 --> 00:05:29.200]  五餅二魚這個神跡
[00:05:29.200 --> 00:05:31.200]  主角好像不是那個男生
[00:05:31.200 --> 00:05:32.200]  其實我們應該問
[00:05:32.200 --> 00:05:34.200]  到底在福音書裡面記載這個故事
[00:05:34.200 --> 00:05:36.200]  主角是不是真的一個男生呢
[00:05:36.200 --> 00:05:39.200]  如果不是一個男生
[00:05:39.200 --> 00:05:40.200]  我們就不能在看完之後
[00:05:40.200 --> 00:05:42.200]  就唱《進來小拿牌》
[00:05:42.200 --> 00:05:44.200]  的餅和魚羊我獻給主
[00:05:44.200 --> 00:05:46.200]  因為這個故事其實很有趣
[00:05:46.200 --> 00:05:48.200]  在《約翰福音》的記載裡
[00:05:48.200 --> 00:05:50.200]  後面有一個很長很長的段落
[00:05:50.200 --> 00:05:54.200]  記載了耶穌和那些追著他上山
[00:05:54.200 --> 00:05:55.200]  吃餅
[00:05:55.200 --> 00:05:57.200]  在耶穌接完之後
[00:05:57.200 --> 00:05:58.200]  走過海之後
[00:05:58.200 --> 00:06:01.200]  還要搭船追過去的超級粉絲
[00:06:01.200 --> 00:06:03.200]  有一段很長的對話在後面
[00:06:03.200 --> 00:06:05.200]  大家有沒有看過
[00:06:05.200 --> 00:06:06.200]  有沒有看到後面的畫面
[00:06:06.200 --> 00:06:09.200]  就是那些粉絲追著耶穌
[00:06:09.200 --> 00:06:10.200]  去到對岸之後
[00:06:10.200 --> 00:06:11.200]  有一段很長的對話
[00:06:11.200 --> 00:06:12.200]  有沒有看過
[00:06:12.200 --> 00:06:13.200]  不是很多
[00:06:13.200 --> 00:06:14.200]  不要緊
[00:06:14.200 --> 00:06:15.200]  今天我們講這段對話
[00:06:15.200 --> 00:06:17.200]  這一段對話
[00:06:17.200 --> 00:06:18.200]  我先講結局
[00:06:18.200 --> 00:06:21.200]  耶穌就在這段對話的結尾
[00:06:21.200 --> 00:06:23.200]  講了很多超難聽
[00:06:23.200 --> 00:06:25.200]  就算對粉絲來說
[00:06:25.200 --> 00:06:26.200]  都超難聽的說話
[00:06:26.200 --> 00:06:28.200]  然後經文就記載了
[00:06:28.200 --> 00:06:30.200]  從此他們途中都有退去的
[00:06:30.200 --> 00:06:32.200]  不再和他同行
[00:06:32.200 --> 00:06:34.200]  我問過普遍一點
[00:06:34.200 --> 00:06:36.200]  你們有沒有人有看《我退的孩子》
[00:06:36.200 --> 00:06:37.200]  動漫來的
[00:06:37.200 --> 00:06:39.200]  有的
[00:06:39.200 --> 00:06:40.200]  不要裝了
[00:06:40.200 --> 00:06:42.200]  幸好這班粉絲
[00:06:42.200 --> 00:06:43.200]  狂熱粉絲
[00:06:43.200 --> 00:06:45.200]  就不是像動漫裡面那樣
[00:06:45.200 --> 00:06:46.200]  用刀捅耶穌
[00:06:46.200 --> 00:06:47.200]  不過都是慘的
[00:06:47.200 --> 00:06:49.200]  五餅二魚的神蹟
[00:06:49.200 --> 00:06:52.200]  一個耶穌為了跟隨他那五千人
[00:06:52.200 --> 00:06:54.200]  以上的粉絲群組所預備的神蹟
[00:06:54.200 --> 00:06:56.200]  這個神蹟的結局
[00:06:56.200 --> 00:06:58.200]  是粉絲群組的解散
[00:06:58.200 --> 00:07:00.200]  剩下12個師徒在這裡
[00:07:00.200 --> 00:07:01.200]  到底為什麼會這樣
[00:07:01.200 --> 00:07:03.200]  到底耶穌講了什麼
[00:07:03.200 --> 00:07:04.200]  令到人離開他
[00:07:04.200 --> 00:07:06.200]  其實不關耶穌講的事
[00:07:06.200 --> 00:07:08.200]  是不是這樣
[00:07:08.200 --> 00:07:10.200]  如果五餅二魚的神蹟
[00:07:10.200 --> 00:07:11.200]  重點不是奉獻我
[00:07:11.200 --> 00:07:13.200]  僅有神大愛心口
[00:07:13.200 --> 00:07:14.200]  欠缺裡沒有常足
[00:07:14.200 --> 00:07:17.200]  到底重點是什麼
[00:07:17.200 --> 00:07:18.200]  在約翰福音裡面
[00:07:18.200 --> 00:07:19.200]  記載這個故事裡面
[00:07:19.200 --> 00:07:21.200]  其實有些細節
[00:07:21.200 --> 00:07:23.200]  令到他和其他福音書的版本
[00:07:23.200 --> 00:07:25.200]  不一樣
[00:07:25.200 --> 00:07:27.200]  第一個細節是這樣的
[00:07:27.200 --> 00:07:29.200]  約翰特別強調
[00:07:29.200 --> 00:07:31.200]  你留意回去看看其他福音書
[00:07:31.200 --> 00:07:32.200]  是沒有講的
[00:07:32.200 --> 00:07:33.200]  唯獨是有福音書說
[00:07:33.200 --> 00:07:35.200]  這個神蹟所行的日子
[00:07:35.200 --> 00:07:38.200]  正正在逾越節的時候
[00:07:38.200 --> 00:07:39.200]  第二個細節就是
[00:07:39.200 --> 00:07:40.200]  在耶穌知道
[00:07:40.200 --> 00:07:42.200]  以色列人想強迫他做王
[00:07:42.200 --> 00:07:45.200]  之前那個說話
[00:07:45.200 --> 00:07:46.200]  我剛剛也有講
[00:07:46.200 --> 00:07:48.200]  以色列人跟隨他
[00:07:48.200 --> 00:07:50.200]  粉絲團裡面就講了一句
[00:07:50.200 --> 00:07:54.200]  這個人就是要來世上的先知
[00:07:54.200 --> 00:07:56.200]  到底為什麼福音書的作者
[00:07:56.200 --> 00:07:58.200]  要強調這兩件事
[00:07:58.200 --> 00:08:00.200]  這兩個細節和這張結局
[00:08:00.200 --> 00:08:02.200]  眾人不再與耶穌同行
[00:08:02.200 --> 00:08:04.200]  有什麼關係
[00:08:04.200 --> 00:08:09.200]  我們進入第二個細節
[00:08:09.200 --> 00:08:14.200]  先進入第二個細節
[00:08:14.200 --> 00:08:16.200]  不知道大家知不知道
[00:08:16.200 --> 00:08:17.200]  以色列人來說
[00:08:17.200 --> 00:08:18.200]  他們都有他們的Marvel
[00:08:18.200 --> 00:08:20.200]  或者DC的超級英雄
[00:08:20.200 --> 00:08:24.200]  當然不是說他們有中東版的Armin或Batman
[00:08:24.200 --> 00:08:26.200]  在以色列文化裡面的超級英雄
[00:08:26.200 --> 00:08:30.200]  他們不認為那些是被創造出來的
[00:08:30.200 --> 00:08:32.200]  我們知道Captain America是假的
[00:08:32.200 --> 00:08:33.200]  我們知道Batman是假的
[00:08:33.200 --> 00:08:36.200]  但是他們在他們的文化裡面
[00:08:36.200 --> 00:08:38.200]  這些超級英雄全部都是真的
[00:08:38.200 --> 00:08:40.200]  是真實歷史
[00:08:40.200 --> 00:08:41.200]  這班超級英雄
[00:08:41.200 --> 00:08:43.200]  就是一班被稱為先知
[00:08:43.200 --> 00:08:45.200]  或者更準確的翻譯
[00:08:45.200 --> 00:08:48.200]  叫做神的代言人的人
[00:08:48.200 --> 00:08:50.200]  而這一眾先知裡面
[00:08:50.200 --> 00:08:52.200]  其中有一個就像Superman一樣
[00:08:52.200 --> 00:08:54.200]  是一眾超級英雄的始祖
[00:08:54.200 --> 00:08:56.200]  就是那個在尼羅河邊
[00:08:56.200 --> 00:08:57.200]  躺在藤欖裡面
[00:08:57.200 --> 00:08:58.200]  被一個公主撿起了
[00:08:58.200 --> 00:08:59.200]  還養大了
[00:08:59.200 --> 00:09:02.200]  做一個王子的摩西
[00:09:02.200 --> 00:09:04.200]  摩西有什麼厲害的大家都知道
[00:09:04.200 --> 00:09:05.200]  應該不用我說
[00:09:05.200 --> 00:09:09.200]  大家都知道他在埃及是一個王子
[00:09:09.200 --> 00:09:12.200]  做了40年王子之後
[00:09:12.200 --> 00:09:13.200]  就殺了一個人
[00:09:13.200 --> 00:09:14.200]  然後就去了抗疫
[00:09:14.200 --> 00:09:17.200]  然後在抗疫裡面40年又被神父召回來
[00:09:17.200 --> 00:09:19.200]  回來之後就用十個災害
[00:09:19.200 --> 00:09:21.200]  逼得法老王要釋放他的同胞
[00:09:21.200 --> 00:09:22.200]  以色列的同胞
[00:09:22.200 --> 00:09:24.200]  這些都是老人常談
[00:09:24.200 --> 00:09:25.200]  大家都應該知道
[00:09:25.200 --> 00:09:28.200]  在帶以色列人離開的時候
[00:09:28.200 --> 00:09:30.200]  又有雲柱火柱帶路
[00:09:30.200 --> 00:09:32.200]  去到紅海就分開紅海讓他們過海
[00:09:32.200 --> 00:09:34.200]  在抗疫沒東西吃的時候
[00:09:34.200 --> 00:09:36.200]  裡面的馬拿和鵪鶉給以色列人吃
[00:09:36.200 --> 00:09:37.200]  在摩西大陸的力量下
[00:09:37.200 --> 00:09:39.200]  以色列人在抗疫裡面
[00:09:39.200 --> 00:09:41.200]  容許我這樣說
[00:09:41.200 --> 00:09:43.200]  是遇神殺神
[00:09:43.200 --> 00:09:45.200]  遇佛殺佛的收錢
[00:09:45.200 --> 00:09:46.200]  不要那麼執著
[00:09:46.200 --> 00:09:47.200]  意思就是說
[00:09:47.200 --> 00:09:48.200]  以色列人有摩西
[00:09:48.200 --> 00:09:50.200]  就變得無往而不利
[00:09:50.200 --> 00:09:51.200]  一往無前
[00:09:51.200 --> 00:09:53.200]  無所不得
[00:09:53.200 --> 00:09:55.200]  這個變了做超人
[00:09:55.200 --> 00:09:57.200]  在以色列人心中就是超人
[00:09:57.200 --> 00:09:59.200]  雖然我們都知道
[00:09:59.200 --> 00:10:03.200]  在當時應該是
[00:10:03.200 --> 00:10:04.200]  看回《迦勒紀》
[00:10:04.200 --> 00:10:06.200]  其實人們都不是很尊重他
[00:10:06.200 --> 00:10:07.200]  不過不要緊
[00:10:07.200 --> 00:10:10.200]  摩西在《生命記》
[00:10:10.200 --> 00:10:13.200]  摩西五經著的一本書裡面
[00:10:13.200 --> 00:10:15.200]  說到這樣的一句話
[00:10:15.200 --> 00:10:16.200]  有個預言
[00:10:16.200 --> 00:10:17.200]  要求你的神
[00:10:17.200 --> 00:10:19.200]  要在你的弟兄中間
[00:10:19.200 --> 00:10:21.200]  為你興起一位先知
[00:10:21.200 --> 00:10:22.200]  好像我一樣
[00:10:22.200 --> 00:10:24.200]  雖然我們都知道
[00:10:24.200 --> 00:10:25.200]  有個聖經
[00:10:25.200 --> 00:10:26.200]  那些先知
[00:10:26.200 --> 00:10:28.200]  基本上都沒有誰還在生的時候
[00:10:28.200 --> 00:10:29.200]  就好像摩西一樣
[00:10:29.200 --> 00:10:30.200]  受萬人敬約
[00:10:30.200 --> 00:10:31.200]  摩西都沒有受萬人敬約
[00:10:31.200 --> 00:10:32.200]  其實都說真的
[00:10:32.200 --> 00:10:34.200]  但至少去到耶穌的年代
[00:10:34.200 --> 00:10:36.200]  被羅馬帝國統治的以色列人
[00:10:36.200 --> 00:10:39.200]  就好像被法諾斯的大軍入侵一樣
[00:10:39.200 --> 00:10:42.200]  就很希望有摩西
[00:10:42.200 --> 00:10:44.200]  Avengers這些英雄的先知
[00:10:44.200 --> 00:10:46.200]  來救他們
[00:10:46.200 --> 00:10:48.200]  去到這裡
[00:10:48.200 --> 00:10:50.200]  我們就開始明白一點
[00:10:50.200 --> 00:10:51.200]  明白什麼呢
[00:10:51.200 --> 00:10:53.200]  就是原來當以色列人
[00:10:53.200 --> 00:10:56.200]  見到耶穌施行了五餅二魚的神蹟的時候
[00:10:56.200 --> 00:10:57.200]  他們在想什麼
[00:10:57.200 --> 00:10:59.200]  他們見到耶穌的五餅
[00:10:59.200 --> 00:11:00.200]  五個餅兩條魚
[00:11:00.200 --> 00:11:04.200]  突然間變成像馬拿一樣餵飽了全村人
[00:11:04.200 --> 00:11:06.200]  其實他們覺得這個好像摩西一樣
[00:11:06.200 --> 00:11:09.200]  無中生有地變了馬拿出來
[00:11:09.200 --> 00:11:11.200]  所以當我們看到
[00:11:11.200 --> 00:11:12.200]  其實到後面
[00:11:12.200 --> 00:11:15.200]  耶穌和他的粉絲對話裡面
[00:11:15.200 --> 00:11:16.200]  耶穌有一句這樣說
[00:11:16.200 --> 00:11:20.200]  你們找我不是因為見到神的作為
[00:11:20.200 --> 00:11:23.200]  而是因為你們吃餅吃飽了
[00:11:23.200 --> 00:11:24.200]  因為他們覺得
[00:11:24.200 --> 00:11:26.200]  耶穌可以好像摩西一樣
[00:11:26.200 --> 00:11:29.200]  用私人的異能神蹟來救他們
[00:11:29.200 --> 00:11:31.200]  在我將這個
[00:11:31.200 --> 00:11:32.200]  記住這一點
[00:11:32.200 --> 00:11:34.200]  原來他們是想耶穌變成摩西
[00:11:34.200 --> 00:11:35.200]  記住這一點
[00:11:35.200 --> 00:11:38.200]  將這個點連接到故事結局之前
[00:11:38.200 --> 00:11:42.200]  我講回剛才說約翰有highlight的細節位
[00:11:42.200 --> 00:11:43.200]  就是時間點
[00:11:43.200 --> 00:11:44.200]  月月節
[00:11:44.200 --> 00:11:46.200]  月月節的起源
[00:11:46.200 --> 00:11:47.200]  大家都是知道的
[00:11:47.200 --> 00:11:49.200]  我相信應該沒有人不知道
[00:11:49.200 --> 00:11:50.200]  希望沒有人不知道
[00:11:50.200 --> 00:11:53.200]  就是紀念在第十災的時候
[00:11:53.200 --> 00:11:56.200]  神殺了長子的災禍
[00:11:56.200 --> 00:12:01.200]  神眷顧了用羊血塗在門框的家庭
[00:12:01.200 --> 00:12:03.200]  越過了門口
[00:12:03.200 --> 00:12:05.200]  最後令到法老王終於釋放他們
[00:12:05.200 --> 00:12:08.200]  在第十災進行的那一晚
[00:12:08.200 --> 00:12:10.200]  以色列人就吃了晚餐
[00:12:10.200 --> 00:12:11.200]  全部以色列人
[00:12:11.200 --> 00:12:12.200]  吃了晚餐
[00:12:12.200 --> 00:12:13.200]  他們吃了什麼
[00:12:13.200 --> 00:12:14.200]  吃了無教餅
[00:12:14.200 --> 00:12:15.200]  吃了羊架
[00:12:15.200 --> 00:12:16.200]  喝了紅酒
[00:12:16.200 --> 00:12:17.200]  如果大家知道
[00:12:17.200 --> 00:12:20.200]  其實這個是主餐的來源
[00:12:20.200 --> 00:12:21.200]  我們今天不喝紅酒
[00:12:21.200 --> 00:12:22.200]  不太明白
[00:12:22.200 --> 00:12:24.200]  由第一個月月節開始
[00:12:24.200 --> 00:12:28.200]  他們世世代代都遵守著節日和晚餐
[00:12:28.200 --> 00:12:33.200]  但是約翰在這裡告訴我們
[00:12:33.200 --> 00:12:35.200]  耶穌過了月月節的時候
[00:12:35.200 --> 00:12:40.200]  沒有和至少5000人的粉絲吃月月節的晚餐
[00:12:40.200 --> 00:12:42.200]  麻煩你把slide拉出來
[00:12:42.200 --> 00:12:45.200]  他是沒有吃的
[00:12:45.200 --> 00:12:48.200]  但是耶穌反而用五個餅
[00:12:48.200 --> 00:12:49.200]  兩條魚
[00:12:49.200 --> 00:12:51.200]  來餵飽了粉絲
[00:12:51.200 --> 00:12:57.200]  還和他們進行了一場關乎生命之良的城市論壇
[00:12:57.200 --> 00:12:59.200]  因為這個討論太長
[00:12:59.200 --> 00:13:01.200]  所以我抽了一些重點
[00:13:01.200 --> 00:13:03.200]  我沒有刻意寫出來
[00:13:03.200 --> 00:13:05.200]  但是我告訴大家
[00:13:05.200 --> 00:13:07.200]  我找到五個重點
[00:13:07.200 --> 00:13:08.200]  我告訴大家
[00:13:08.200 --> 00:13:09.200]  第一點就是
[00:13:09.200 --> 00:13:12.200]  其實如果你有聖經你可以拿出來看
[00:13:12.200 --> 00:13:15.200]  在耶穌就和他們說
[00:13:15.200 --> 00:13:18.200]  你們來找耶穌不是因為神的作畫
[00:13:18.200 --> 00:13:20.200]  而是想看變餅出來的魔術
[00:13:20.200 --> 00:13:21.200]  第二點就是
[00:13:21.200 --> 00:13:23.200]  耶穌告訴他們
[00:13:23.200 --> 00:13:26.200]  馬拿不是你們的超人魔術變出來的
[00:13:26.200 --> 00:13:27.200]  而是神所賜的
[00:13:27.200 --> 00:13:28.200]  第三點就是
[00:13:28.200 --> 00:13:32.200]  耶穌說他就是從天而來真正的生命之良
[00:13:32.200 --> 00:13:33.200]  但是以色列人不相信
[00:13:33.200 --> 00:13:34.200]  第四點
[00:13:34.200 --> 00:13:36.200]  耶穌說以色列人的祖先
[00:13:36.200 --> 00:13:38.200]  吃完馬拿之後都死光了
[00:13:38.200 --> 00:13:42.200]  只有吃耶穌自己的肉的人才不會死
[00:13:42.200 --> 00:13:43.200]  第四點就是
[00:13:43.200 --> 00:13:47.200]  耶穌說只有吃他的肉喝他的血的人才是真正有生命的人
[00:13:47.200 --> 00:13:48.200]  第五點就是
