
[00:00:00.000 --> 00:00:02.000]  大家
[00:00:02.000 --> 00:00:03.400]  好啊
[00:00:03.400 --> 00:00:05.000]  應該不是說早安
[00:00:05.000 --> 00:00:05.680]  午安
[00:00:05.680 --> 00:00:07.680]  大家吃飯了嗎?
[00:00:07.680 --> 00:00:09.680]  應該吃了吧
[00:00:09.680 --> 00:00:10.880]  這樣呢
[00:00:10.880 --> 00:00:12.880]  話說呢
[00:00:12.880 --> 00:00:14.880]  大家應該認識我了
[00:00:14.880 --> 00:00:18.320]  我就不再介紹自己了
[00:00:18.320 --> 00:00:22.000]  話說我今天回來的時候
[00:00:22.000 --> 00:00:24.400]  出門口
[00:00:24.400 --> 00:00:26.000]  坐上巴士
[00:00:26.000 --> 00:00:28.400]  走經的路途
[00:00:28.400 --> 00:00:32.400]  看到外面的天氣十分好
[00:00:32.400 --> 00:00:34.400]  看到這麼好的天氣
[00:00:34.400 --> 00:00:37.400]  不期然就在幻想
[00:00:37.400 --> 00:00:39.400]  如果今天不用上班
[00:00:39.400 --> 00:00:41.400]  我應該會在哪裡呢?
[00:00:41.400 --> 00:00:45.400]  然後就在看周圍的很多山
[00:00:45.400 --> 00:00:49.400]  就想著我應該會在其中一個山上走路
[00:00:49.400 --> 00:00:51.400]  透露給大家聽
[00:00:51.400 --> 00:00:54.400]  行山是我其中一個嗜好
[00:00:54.400 --> 00:00:56.400]  既然說到這裡
[00:00:56.400 --> 00:00:58.400]  想問問大家
[00:00:58.400 --> 00:01:00.400]  大家小組
[00:01:00.400 --> 00:01:02.400]  出去玩的時候
[00:01:02.400 --> 00:01:04.400]  有沒有試過一群人去行山?
[00:01:04.400 --> 00:01:06.400]  有吧
[00:01:06.400 --> 00:01:09.400]  通常畫面應該都是
[00:01:09.400 --> 00:01:12.400]  一群人開始約在起點
[00:01:12.400 --> 00:01:14.400]  一起起步
[00:01:14.400 --> 00:01:16.400]  但應該走著走著
[00:01:16.400 --> 00:01:20.400]  就開始分開了兩群人
[00:01:20.400 --> 00:01:22.400]  一群人走得快一點
[00:01:22.400 --> 00:01:24.400]  就先走
[00:01:24.400 --> 00:01:26.400]  一群人走得慢一點
[00:01:26.400 --> 00:01:29.400]  就開始墮後
[00:01:29.400 --> 00:01:31.400]  隨著時間的流逝
[00:01:31.400 --> 00:01:33.400]  應該就會越走
[00:01:33.400 --> 00:01:35.400]  兩群人越走
[00:01:35.400 --> 00:01:37.400]  距離就越遠
[00:01:37.400 --> 00:01:39.400]  可能開始已經
[00:01:39.400 --> 00:01:42.400]  互相見不到大家了
[00:01:42.400 --> 00:01:44.400]  不知道大家對這個畫面
[00:01:44.400 --> 00:01:46.400]  熟不熟悉呢?
[00:01:46.400 --> 00:01:49.400]  那你是屬於哪一群人呢?
[00:01:49.400 --> 00:01:51.400]  屬於走得快的那一群人
[00:01:51.400 --> 00:01:53.400]  還是走得慢的那一群人呢?
[00:01:53.400 --> 00:01:55.400]  有些人說走得慢
[00:01:55.400 --> 00:01:58.400]  當你在那一群人當中
[00:01:58.400 --> 00:02:00.400]  你會怎樣想另一群人呢?
[00:02:00.400 --> 00:02:03.400]  例如你是走得慢的那一群人
[00:02:03.400 --> 00:02:05.400]  你看著走得快的那一群人
[00:02:05.400 --> 00:02:07.400]  尾巴都看不見了
[00:02:07.400 --> 00:02:09.400]  你會想 喂 他們是這樣的
[00:02:09.400 --> 00:02:11.400]  一群人行山
[00:02:11.400 --> 00:02:15.400]  為什麼就這樣自己一排人走了呢?
[00:02:15.400 --> 00:02:17.400]  都不體諒我們
[00:02:17.400 --> 00:02:19.400]  如果裡面有些男生
[00:02:19.400 --> 00:02:21.400]  腳走得長 走得快
[00:02:21.400 --> 00:02:23.400]  可能會比較壞的想
[00:02:23.400 --> 00:02:25.400]  這樣他應該體諒一下
[00:02:25.400 --> 00:02:27.400]  不然這樣不懂照顧人
[00:02:27.400 --> 00:02:29.400]  會憑實力單身
[00:02:29.400 --> 00:02:32.400]  可能會這樣想
[00:02:32.400 --> 00:02:34.400]  如果你是走得快的那一群人
[00:02:34.400 --> 00:02:37.400]  又怎樣想走得慢的那一群人呢?
[00:02:37.400 --> 00:02:39.400]  會覺得 喂 這些人
[00:02:39.400 --> 00:02:42.400]  平時當然沒有做運動
[00:02:42.400 --> 00:02:44.400]  都不鍛鍊一下
[00:02:44.400 --> 00:02:47.400]  這些山仔走得這麼慢
[00:02:47.400 --> 00:02:49.400]  搞不定
[00:02:49.400 --> 00:02:51.400]  應該要走山均速
[00:02:51.400 --> 00:02:54.400]  才能走得越好
[00:02:54.400 --> 00:02:57.400]  說起來我自己都試過這樣
[00:02:57.400 --> 00:03:00.400]  我試過約一群人行山
[00:03:00.400 --> 00:03:02.400]  但我自己走得很快
[00:03:02.400 --> 00:03:04.400]  走著走著
[00:03:04.400 --> 00:03:07.400]  走到那群人都看不見了
[00:03:07.400 --> 00:03:09.400]  但我還很壞地走到完結
[00:03:09.400 --> 00:03:11.400]  看到巴士在那裡
[00:03:11.400 --> 00:03:13.400]  有巴士就這樣坐上去走了
[00:03:13.400 --> 00:03:14.400]  然後WhatsApp通知他
[00:03:14.400 --> 00:03:15.400]  喂 我看到巴士了
[00:03:15.400 --> 00:03:17.400]  所以我不等你了 我先走了
[00:03:17.400 --> 00:03:19.400]  然後 現在回想
[00:03:19.400 --> 00:03:22.400]  自從之後覺得自己很壞
[00:03:22.400 --> 00:03:24.400]  為什麼會這樣?
[00:03:24.400 --> 00:03:26.400]  明明想約一群人行山
[00:03:26.400 --> 00:03:28.400]  一起聊天
[00:03:28.400 --> 00:03:30.400]  分享近況
[00:03:30.400 --> 00:03:32.400]  但現在變成了我自己一個人
[00:03:32.400 --> 00:03:34.400]  這樣走完就走了
[00:03:34.400 --> 00:03:37.400]  作為一個教會的肢體
[00:03:37.400 --> 00:03:39.400]  一群人這樣玩
[00:03:39.400 --> 00:03:41.400]  其實真的不是太好
[00:03:41.400 --> 00:03:42.400]  既然如此
[00:03:42.400 --> 00:03:44.400]  如果作為一個教會的肢體
[00:03:44.400 --> 00:03:46.400]  教會的一份子
[00:03:46.400 --> 00:03:49.400]  應該要怎樣做呢?
[00:03:49.400 --> 00:03:51.400]  上星期
[00:03:51.400 --> 00:03:53.400]  開始了一個新的系列
[00:03:53.400 --> 00:03:56.400]  叫做互為肢體之道
[00:03:56.400 --> 00:03:59.400]  作為教會的一份子
[00:03:59.400 --> 00:04:02.400]  大家都是主內的弟兄姊妹
[00:04:02.400 --> 00:04:04.400]  基督身體的一部分
[00:04:04.400 --> 00:04:06.400]  我們應該怎樣相處呢?
[00:04:06.400 --> 00:04:09.400]  怎樣可以對待彼此才合宜呢?
[00:04:09.400 --> 00:04:11.400]  這裡有一個副題
[00:04:11.400 --> 00:04:13.400]  叫做從裡面開始
[00:04:13.400 --> 00:04:15.400]  讓人可以什麼什麼
[00:04:15.400 --> 00:04:17.400]  我自己預備的時候
[00:04:17.400 --> 00:04:19.400]  透過經文
[00:04:19.400 --> 00:04:21.400]  說了其中一點
[00:04:21.400 --> 00:04:23.400]  我在這個空格中
[00:04:23.400 --> 00:04:25.400]  想到一個詞語
[00:04:25.400 --> 00:04:27.400]  就是從裡面開始
[00:04:27.400 --> 00:04:30.400]  讓人可以安心
[00:04:30.400 --> 00:04:33.400]  我們一起看看經文
[00:04:33.400 --> 00:04:36.400]  在羅馬書15章7節
[00:04:36.400 --> 00:04:37.400]  就這樣說
[00:04:37.400 --> 00:04:39.400]  因此你們應當彼此接納
[00:04:39.400 --> 00:04:41.400]  就像基督接納了你們
[00:04:41.400 --> 00:04:44.400]  一樣使榮耀歸於神
