
[00:00:00.000 --> 00:00:06.000]  謝謝敬拜隊還幫我讀完經文
[00:00:06.000 --> 00:00:07.000]  真是太好了
[00:00:07.000 --> 00:00:10.000]  我介紹一下自己,我叫蘇平欣
[00:00:10.000 --> 00:00:12.000]  大家可以叫我Benny都可以
[00:00:12.000 --> 00:00:16.000]  今天接續上一個系列
[00:00:16.000 --> 00:00:18.000]  有沒有人記得呢?
[00:00:18.000 --> 00:00:20.000]  過了不止72小時
[00:00:20.000 --> 00:00:22.000]  這個系列是什麼呢?
[00:00:22.000 --> 00:00:29.000]  就是工作生活平衡系列的最後一講
[00:00:29.000 --> 00:00:33.000]  就是信耶穌得禮物
[00:00:33.000 --> 00:00:36.000]  在羅馬書五章六至十一節
[00:00:36.000 --> 00:00:38.000]  上一次提醒大家
[00:00:38.000 --> 00:00:41.000]  工作是等於生活
[00:00:41.000 --> 00:00:42.000]  生活等於工作
[00:00:42.000 --> 00:00:44.000]  是信仰包圍在一起
[00:00:44.000 --> 00:00:47.000]  不是平衡而是相等
[00:00:47.000 --> 00:00:49.000]  工作就是你的生活
[00:00:49.000 --> 00:00:51.000]  生活就是你的工作
[00:00:51.000 --> 00:00:53.000]  最後一講
[00:00:53.000 --> 00:00:55.000]  信耶穌得禮物
[00:00:55.000 --> 00:00:57.000]  和工作生活平衡有什麼關係呢?
[00:00:57.000 --> 00:00:59.000]  是一樣的
[00:00:59.000 --> 00:01:04.000]  在你的工作環境裡
[00:01:04.000 --> 00:01:05.000]  到年尾
[00:01:05.000 --> 00:01:07.000]  通常聖誕節公司會怎樣呢?
[00:01:07.000 --> 00:01:08.000]  交換禮物
[00:01:08.000 --> 00:01:09.000]  去派對
[00:01:09.000 --> 00:01:10.000]  做一些事
[00:01:10.000 --> 00:01:13.000]  我們可以送什麼禮物給別人呢?
[00:01:13.000 --> 00:01:16.000]  這份禮物對他們是否有意義呢?
[00:01:16.000 --> 00:01:18.000]  我們用我們工作的表現
[00:01:18.000 --> 00:01:20.000]  如何影響到其他人呢?
[00:01:20.000 --> 00:01:21.000]  就看看吧
[00:01:21.000 --> 00:01:22.000]  信耶穌得禮物
[00:01:22.000 --> 00:01:23.000]  回到很多年前
[00:01:23.000 --> 00:01:25.000]  可能四五六十年代
[00:01:25.000 --> 00:01:27.000]  真的有禮物收
[00:01:27.000 --> 00:01:30.000]  那時候西教士帶很多禮物來香港
[00:01:30.000 --> 00:01:33.000]  香港很多都是基層的朋友
[00:01:33.000 --> 00:01:34.000]  看看舊照片
[00:01:34.000 --> 00:01:35.000]  很棒的
[00:01:35.000 --> 00:01:37.000]  真的有派牛奶
[00:01:37.000 --> 00:01:39.000]  有沒有人拿過呢?
[00:01:39.000 --> 00:01:40.000]  有也不拿
[00:01:40.000 --> 00:01:41.000]  真的有人舉手
[00:01:41.000 --> 00:01:42.000]  感謝主
[00:01:42.000 --> 00:01:43.000]  拿牛奶
[00:01:43.000 --> 00:01:44.000]  養到你現在
[00:01:44.000 --> 00:01:45.000]  可能這些牛奶
[00:01:45.000 --> 00:01:46.000]  真的有人拿過
[00:01:46.000 --> 00:01:47.000]  派牛奶
[00:01:47.000 --> 00:01:48.000]  西教士有牛奶車
[00:01:48.000 --> 00:01:51.000]  看看archive的照片
[00:01:51.000 --> 00:01:52.000]  這裡有一張照片
[00:01:52.000 --> 00:01:54.000]  可以換的
[00:01:54.000 --> 00:01:55.000]  帶些棉被來
[00:01:55.000 --> 00:01:56.000]  又可以換些東西
[00:01:56.000 --> 00:01:57.000]  有些什麼
[00:01:57.000 --> 00:01:58.000]  小朋友喝牛奶
[00:01:58.000 --> 00:01:59.000]  很多東西派
[00:01:59.000 --> 00:02:02.000]  信耶穌是可以得禮物
[00:02:02.000 --> 00:02:03.000]  或者你不信耶穌
[00:02:03.000 --> 00:02:04.000]  也可以去拿禮物
[00:02:04.000 --> 00:02:05.000]  那時候是
[00:02:05.000 --> 00:02:06.000]  去到又有派米
[00:02:06.000 --> 00:02:07.000]  又派很多東西
[00:02:07.000 --> 00:02:09.000]  有沒有聽過信耶穌得水牛?
[00:02:09.000 --> 00:02:11.000]  有聽過
[00:02:11.000 --> 00:02:13.000]  這張照片是做出來的
[00:02:13.000 --> 00:02:16.000]  因為新南興蘭帝那套戲
[00:02:16.000 --> 00:02:17.000]  就有這張照片
[00:02:17.000 --> 00:02:18.000]  信耶穌得水牛的
[00:02:18.000 --> 00:02:19.000]  為什麼呢?
[00:02:19.000 --> 00:02:20.000]  因為那些字掉色了
[00:02:20.000 --> 00:02:22.000]  信耶穌得永生
[00:02:22.000 --> 00:02:23.000]  年輕人不知道
[00:02:23.000 --> 00:02:24.000]  永生就掉色了
[00:02:24.000 --> 00:02:25.000]  就變成水牛了
[00:02:25.000 --> 00:02:26.000]  所以很多時候
[00:02:26.000 --> 00:02:27.000]  那時候說的
[00:02:27.000 --> 00:02:29.000]  信耶穌就可以有水牛了
[00:02:29.000 --> 00:02:32.000]  好像你們沒聽過
[00:02:32.000 --> 00:02:35.000]  我比你們還老
[00:02:35.000 --> 00:02:37.000]  我聽過這個
[00:02:37.000 --> 00:02:39.000]  好像笑話一樣
[00:02:39.000 --> 00:02:40.000]  信耶穌得水牛
[00:02:40.000 --> 00:02:41.000]  我們又怎樣呢?
[00:02:41.000 --> 00:02:43.000]  我們有什麼禮物呢?
[00:02:43.000 --> 00:02:44.000]  信耶穌我們得到什麼禮物呢?
[00:02:44.000 --> 00:02:45.000]  或者我們今年
[00:02:45.000 --> 00:02:46.000]  預備聖誕節
[00:02:46.000 --> 00:02:47.000]  快要十二月了
[00:02:47.000 --> 00:02:49.000]  我們預備什麼禮物
[00:02:49.000 --> 00:02:51.000]  去送給同事
[00:02:51.000 --> 00:02:52.000]  或者交換禮物
[00:02:52.000 --> 00:02:53.000]  我們帶什麼去呢?
[00:02:53.000 --> 00:02:55.000]  我不知道帶什麼去
[00:02:55.000 --> 00:02:57.000]  到了最後你就會知道了
[00:02:57.000 --> 00:02:58.000]  不要帶什麼去
[00:02:58.000 --> 00:03:00.000]  有些提議給大家
[00:03:00.000 --> 00:03:01.000]  這個網上
[00:03:01.000 --> 00:03:02.000]  二十大網友
[00:03:02.000 --> 00:03:05.000]  最不想收到交換禮物的
[00:03:05.000 --> 00:03:07.000]  最好就不要送了
[00:03:07.000 --> 00:03:08.000]  很快的說
[00:03:08.000 --> 00:03:10.000]  手套、襪子、面膜、香水
[00:03:10.000 --> 00:03:15.000]  美毒水、護手霜、圍巾、衛生紙
[00:03:15.000 --> 00:03:17.000]  絨毛玩偶、馬克杯
[00:03:17.000 --> 00:03:19.000]  即是水杯
[00:03:19.000 --> 00:03:22.000]  最不想收的原來是糖果餅乾
[00:03:22.000 --> 00:03:24.000]  有不同的原因
[00:03:24.000 --> 00:03:25.000]  有些人根本不喜歡吃甜食
[00:03:25.000 --> 00:03:29.000]  我的家裡的麥克杯
[00:03:29.000 --> 00:03:31.000]  我兩三個抽屜都放不下
[00:03:31.000 --> 00:03:33.000]  很多交換禮物
[00:03:33.000 --> 00:03:34.000]  收到很多這樣的東西
[00:03:34.000 --> 00:03:36.000]  但通常交換禮物都是怎樣呢?
[00:03:36.000 --> 00:03:37.000]  你收到之後不喜歡
[00:03:37.000 --> 00:03:39.000]  下年又拿出來
[00:03:39.000 --> 00:03:41.000]  可能那些禮物循環了十年
[00:03:41.000 --> 00:03:42.000]  在你公司裡
[00:03:42.000 --> 00:03:44.000]  所以你知道
[00:03:44.000 --> 00:03:45.000]  大家都不喜歡用的
[00:03:45.000 --> 00:03:46.000]  不喜歡收
[00:03:46.000 --> 00:03:47.000]  拿來也沒用
[00:03:47.000 --> 00:03:48.000]  最好就不要買了
[00:03:48.000 --> 00:03:50.000]  有十一至十位
[00:03:50.000 --> 00:03:51.000]  我就不給大家看了
[00:03:51.000 --> 00:03:52.000]  不用了
[00:03:52.000 --> 00:03:55.000]  怎樣有這個緣由呢?
[00:03:55.000 --> 00:03:56.000]  網上問
[00:03:56.000 --> 00:03:58.000]  為什麼聖誕要交換禮物呢?
[00:03:58.000 --> 00:03:59.000]  不是很正確的
