
[00:00:00.000 --> 00:00:05.460]  (廣東話)
[00:00:05.460 --> 00:00:07.460]  弟兄姊妹,大家平安
[00:00:07.460 --> 00:00:12.740]  在今次的講道中
[00:00:12.740 --> 00:00:18.300]  我們進入披荊斬棘的福音群體系列
[00:00:18.300 --> 00:00:20.300]  來到第二講
[00:00:20.300 --> 00:00:22.300]  今日的講道題目是
[00:00:22.300 --> 00:00:25.300]  「真係凡事都可行」
[00:00:25.300 --> 00:00:29.300]  經文是記載在哥林多前書第八章
[00:00:29.300 --> 00:00:36.300]  當我思想披荊斬棘的福音群體主題時
[00:00:36.300 --> 00:00:39.300]  在預備的過程中
[00:00:39.300 --> 00:00:44.300]  我思想過往在教會生活的很多片段
[00:00:44.300 --> 00:00:52.300]  在不同階段都有很多開心感恩愉快的經歷
[00:00:52.300 --> 00:00:56.300]  但亦很真實的一件事
[00:00:56.300 --> 00:01:03.300]  我發現除非我們在群體中選擇自己一個人
[00:01:03.300 --> 00:01:07.300]  或不願意真正進入群體中
[00:01:07.300 --> 00:01:10.300]  但當不同的人走在一起
[00:01:10.300 --> 00:01:16.300]  可能在小組或侍奉團隊中
[00:01:16.300 --> 00:01:22.300]  很真實地我們都會遇到不同的困難和挑戰
[00:01:22.300 --> 00:01:26.300]  有一個詞語叫「自以為是」
[00:01:26.300 --> 00:01:30.300]  我覺得很真實地反映我們的現況
[00:01:30.300 --> 00:01:34.300]  其實我們每個人都有不同的背景
[00:01:34.300 --> 00:01:37.300]  不同看事物的角度和性格
[00:01:37.300 --> 00:01:43.300]  而當每個人都帶著自己的正確走在一起時
[00:01:43.300 --> 00:01:45.300]  其實真的會有一些張力
[00:01:45.300 --> 00:01:48.300]  甚至乎會有些碰撞
[00:01:48.300 --> 00:01:51.300]  今天在這個訊息中
[00:01:51.300 --> 00:01:53.300]  哥林多前書
[00:01:53.300 --> 00:01:57.300]  我們知道哥林多是一個很繁榮的城市
[00:01:57.300 --> 00:01:58.300]  外邦城市
[00:01:58.300 --> 00:02:05.300]  裏面亦有很多拜祭神明偶像的神廟
[00:02:05.300 --> 00:02:10.300]  而哥林多人當時如果想吃肉或賣肉
[00:02:10.300 --> 00:02:19.300]  絕大部分肉都是經過神廟獻祭的過程
[00:02:19.300 --> 00:02:23.300]  所以如果要買到沒有拜過神的肉
[00:02:23.300 --> 00:02:29.300]  比起我們今天在香港買沒有激素的肉和雞
[00:02:29.300 --> 00:02:32.300]  基本上是困難很多
[00:02:32.300 --> 00:02:37.300]  所以當時在哥林多地方的基督徒
[00:02:37.300 --> 00:02:39.300]  當他們信了主後
[00:02:39.300 --> 00:02:42.300]  他們正面對一個很實際的問題
[00:02:42.300 --> 00:02:44.300]  就好像我們今天回家
[00:02:44.300 --> 00:02:48.300]  看著家人拜過神的雞或燒肉
[00:02:48.300 --> 00:02:52.300]  有人覺得應該吃沒有問題
[00:02:52.300 --> 00:02:53.300]  有人覺得不是
[00:02:53.300 --> 00:02:55.300]  好像不太好
[00:02:55.300 --> 00:02:57.300]  不應該吃
[00:02:57.300 --> 00:03:00.300]  這個問題這個情況
[00:03:00.300 --> 00:03:02.300]  在當時的哥林多教會
[00:03:02.300 --> 00:03:05.300]  正正就是造成了一個很大的爭論
[00:03:05.300 --> 00:03:08.300]  和造成很多的混亂
[00:03:08.300 --> 00:03:13.300]  而當我們看回在哥林多前書第八章這段經文時
[00:03:13.300 --> 00:03:17.300]  當保羅寫信回應這個問題時
[00:03:17.300 --> 00:03:20.300]  我們看到在保羅的回應中
[00:03:20.300 --> 00:03:27.300]  不單止是吃或不吃這個技術性的問題這麼簡單
[00:03:27.300 --> 00:03:33.300]  同時亦是關乎群體生活
[00:03:33.300 --> 00:03:34.300]  我們走在一起
[00:03:34.300 --> 00:03:39.300]  在群體生活中的態度究竟是怎樣的呢?
[00:03:39.300 --> 00:03:43.300]  所以盼望藉著保羅今天在聖經中的教導
[00:03:43.300 --> 00:03:48.300]  讓我們一起被上帝的話語提醒
[00:03:48.300 --> 00:03:51.300]  首先請先聽我讀出
[00:03:51.300 --> 00:03:56.300]  在哥林多前書第八章一至六節的經文
[00:03:56.300 --> 00:03:57.300]  關於祭過偶像的食物
[00:03:57.300 --> 00:03:59.300]  我們曉得我們都有知識
[00:03:59.300 --> 00:04:01.300]  但知識使人自高自大
[00:04:01.300 --> 00:04:03.300]  唯有愛心能造就人
[00:04:03.300 --> 00:04:05.300]  若有人自以為知道什麼
[00:04:05.300 --> 00:04:09.300]  他其實仍不知道他所應當知道的
[00:04:09.300 --> 00:04:10.300]  若有人愛上帝
[00:04:10.300 --> 00:04:13.300]  他就是上帝所認識的人了
[00:04:13.300 --> 00:04:17.300]  關於吃祭過偶像的食物
[00:04:17.300 --> 00:04:20.300]  我們知道偶像在世上算不得什麼
[00:04:20.300 --> 00:04:23.300]  也知道上帝只有一位沒有別的
[00:04:23.300 --> 00:04:27.300]  雖然在天上或地上有許多所謂神明
[00:04:27.300 --> 00:04:29.300]  就如他們中間有許多的神明
[00:04:29.300 --> 00:04:30.300]  許多的主
[00:04:30.300 --> 00:04:33.300]  但我們只有一位上帝
[00:04:33.300 --> 00:04:35.300]  就似乎萬物都出於他
[00:04:35.300 --> 00:04:36.300]  我們也歸於他
[00:04:36.300 --> 00:04:38.300]  並只有一位主
[00:04:38.300 --> 00:04:39.300]  就是耶穌基督
[00:04:39.300 --> 00:04:41.300]  萬物都是藉著他而有
[00:04:41.300 --> 00:04:44.300]  我們也是藉著他而有
[00:04:44.300 --> 00:04:47.300]  在今天的訊息中
[00:04:47.300 --> 00:04:49.300]  第一個重點我們首先要看
[00:04:49.300 --> 00:04:53.300]  就是知識絕對不能被忽略
[00:04:53.300 --> 00:04:57.300]  當我們看剛才所讀過的經文
[00:04:57.300 --> 00:05:00.300]  特別是第一節和第四節
[00:05:00.300 --> 00:05:03.300]  在聖經中其實很強調
[00:05:03.300 --> 00:05:06.300]  當中有三句說話
[00:05:06.300 --> 00:05:10.300]  都是保羅引述哥林多教會的弟子所說的
[00:05:10.300 --> 00:05:12.300]  他們很強調
[00:05:12.300 --> 00:05:14.300]  我們也很有知識
[00:05:14.300 --> 00:05:18.300]  我們很清楚那些偶像算不得什麼
[00:05:18.300 --> 00:05:20.300]  英文就是Nothing
[00:05:20.300 --> 00:05:23.300]  無論天上或地下的所謂神明
[00:05:23.300 --> 00:05:25.300]  根本都是假的
[00:05:25.300 --> 00:05:28.300]  是沒有實際的
[00:05:28.300 --> 00:05:32.300]  這個觀念其實是很對應
[00:05:32.300 --> 00:05:34.300]  無論是猶太人
[00:05:34.300 --> 00:05:39.300]  又或者我們今天基督信仰的一神觀
