
[00:00:00.000 --> 00:00:06.000]  小力園堂的弟兄姊妹,大家平安
[00:00:06.000 --> 00:00:18.000]  感恩今天我們也在當中有機會繼續跟大家分享上帝的訊息和話語
[00:00:18.000 --> 00:00:24.000]  今天的講道已經是我們十屆的系列裡
[00:00:24.000 --> 00:00:29.000]  去到第七屆了,就是一個不可姦淫的教導
[00:00:29.000 --> 00:00:37.000]  如果我們用今天世界主流的角度或文化去看的時候
[00:00:37.000 --> 00:00:45.000]  當我們去看這個教導的時候,確實也覺得是一件很老土的事
[00:00:45.000 --> 00:00:53.000]  今天普遍我們的社會大眾也覺得這件事好像越來越無所謂
[00:00:53.000 --> 00:01:00.000]  不論是婚前性行為、婚外情、性關係這些買賣,很多不同的形式
[00:01:00.000 --> 00:01:11.000]  也不論是男女、年長的或年輕的,其實也可以發生
[00:01:11.000 --> 00:01:20.000]  開始的時候我也分享一下我過往覺得是一個很年少無知的經歷
[00:01:20.000 --> 00:01:28.000]  話說我當時初初畢業的時候,在醫院工作
[00:01:28.000 --> 00:01:34.000]  我當時去到一個中風病房工作
[00:01:34.000 --> 00:01:43.000]  記得當時有一個伯伯,年紀也不小,七十多八十歲的年紀
[00:01:43.000 --> 00:01:51.000]  他剛中風進入病房的時候,當時的狀況比較不穩定,比較嚴重差一點
[00:01:51.000 --> 00:02:03.000]  初期的時候,我看到他一班兒女和婆婆,就是他的太太去探望他
[00:02:03.000 --> 00:02:11.000]  慢慢伯伯的病情穩定了,也慢慢進步的時候
[00:02:11.000 --> 00:02:20.000]  我發覺多了一個人去探望他,就是一個較為年輕的女生去探望他
[00:02:20.000 --> 00:02:28.000]  這個女生也很照顧他,服侍他很好,很有心
[00:02:28.000 --> 00:02:32.000]  經常每一天都去到他的病床照顧
[00:02:32.000 --> 00:02:42.000]  有一次,我和伯伯去做治療,做康復運動的時候
[00:02:42.000 --> 00:02:47.000]  我跟伯伯聊天,我就這樣說
[00:02:47.000 --> 00:02:52.000]  伯伯,你孫女很乖,很孝順
[00:02:52.000 --> 00:03:00.000]  有事的時候來探望你,比你的子女更勤奮,很有福氣
[00:03:00.000 --> 00:03:06.000]  有些弟兄姐妹聰明,你們懂得笑
[00:03:06.000 --> 00:03:10.000]  當時伯伯怎樣回應我呢?
[00:03:10.000 --> 00:03:15.000]  他用一個詭異的眼神,看一看我
[00:03:15.000 --> 00:03:21.000]  然後他就跟我說,年輕人,你真的太年輕了
[00:03:21.000 --> 00:03:28.000]  在這件事上,給我有一個很深刻的經歷,或者一個提醒
[00:03:28.000 --> 00:03:37.000]  原來這個情慾的試探,無論是年輕的時候血氣方剛也好
[00:03:37.000 --> 00:03:44.000]  或者到了年長的階段,同樣都會面對這個試探
[00:03:44.000 --> 00:03:46.000]  走不掉的
[00:03:46.000 --> 00:03:51.000]  當我們回顧今天的文化
[00:03:51.000 --> 00:03:59.000]  大家好像覺得,這件事只要是你情我願,不違法,身體是自己的
[00:03:59.000 --> 00:04:01.000]  自己決定,做什麼都可以
[00:04:01.000 --> 00:04:06.000]  這就是我們今天大眾的觀念
[00:04:06.000 --> 00:04:10.000]  而當我們回到舊約聖經時代的時候
[00:04:10.000 --> 00:04:16.000]  其實當時這一班剛剛離開埃及,去到抗野
[00:04:16.000 --> 00:04:20.000]  將來會去到迦南地的這班以色列人
[00:04:20.000 --> 00:04:26.000]  其實他們都同樣面對這個聖開放文化的挑戰和衝擊
[00:04:26.000 --> 00:04:31.000]  在《利美紀十八章》一至三節,聖經就這樣記載
[00:04:31.000 --> 00:04:35.000]  耶和華吩咐摩西說,你要吩咐以色列人對他們說
[00:04:35.000 --> 00:04:41.000]  我知耶和華,你們的神,你們不可做你們從前駐埃及地的人所做的
[00:04:41.000 --> 00:04:45.000]  也不可做我要領你們去的迦南地的人所做的
[00:04:45.000 --> 00:04:49.000]  你們不可照他們的習俗行
[00:04:49.000 --> 00:04:57.000]  無論在這班以色列人他們從前生活的埃及的地方也好
[00:04:57.000 --> 00:05:02.000]  或者他們將來要去迦南地的地方也好
[00:05:02.000 --> 00:05:05.000]  在《利美紀十八章》之後的經文就記載到
[00:05:05.000 --> 00:05:11.000]  原來當時的亂倫、聖濫教、人獸教、同性戀
[00:05:11.000 --> 00:05:18.000]  當時在近東地區這些都是很普遍的情況
[00:05:18.000 --> 00:05:30.000]  耿耿於是在第七節就提醒這班以色列人不要犯姦淫這個罪
[00:05:30.000 --> 00:05:35.000]  在今天講到的訊息裏面,我給了一個副題
[00:05:35.000 --> 00:05:40.000]  就是當我們快將面對姦淫試探的時候
[00:05:40.000 --> 00:05:44.000]  其實今天不論是我站在港台也好
[00:05:44.000 --> 00:05:47.000]  或者是鄧影姐妹在座當中
[00:05:47.000 --> 00:05:53.000]  其實我們每一個都會在不同的階段、不同的處境
[00:05:53.000 --> 00:05:56.000]  都會面對這個試探
[00:05:56.000 --> 00:06:01.000]  或者我們每一個都不會有免疫能力
[00:06:01.000 --> 00:06:07.000]  所以很盼望神透過今天藉著祂自己的說話
[00:06:07.000 --> 00:06:12.000]  在我們當中提醒、教導我們
[00:06:12.000 --> 00:06:17.000]  另外當我們看回這個不可姦淫的誡命的時候
[00:06:17.000 --> 00:06:23.000]  這個相對是一個比較消極的教導提醒
[00:06:23.000 --> 00:06:27.000]  因為意思就是你不要做一些不好的事情
[00:06:27.000 --> 00:06:32.000]  但如果用一個積極正面的角度去看的時候
[00:06:32.000 --> 00:06:37.000]  其實我們在這個題目裏面就很需要好好理解
[00:06:37.000 --> 00:06:44.000]  有關神所設立的婚姻的教導究竟是怎樣的
[00:06:44.000 --> 00:06:49.000]  所以在今天的訊息裏面,我們一起去思想兩個問題
[00:06:49.000 --> 00:06:52.000]  第一個就是我們應該怎樣理解婚姻
[00:06:52.000 --> 00:06:55.000]  第二個就是我們如何面對試探
[00:06:55.000 --> 00:07:01.000]  首先如果我們要去理解婚姻的時候
[00:07:01.000 --> 00:07:04.000]  有不少聖經學者都提醒我們
[00:07:04.000 --> 00:07:07.000]  如果在這個題目裏面有一個觀念
[00:07:07.000 --> 00:07:10.000]  我們必先要先去搞清楚
[00:07:10.000 --> 00:07:16.000]  就是婚姻和性雖然都是由上帝賜給我們的
[00:07:16.000 --> 00:07:17.000]  是不是,大兄姐妹
[00:07:17.000 --> 00:07:18.000]  是吧
[00:07:18.000 --> 00:07:23.000]  不過問題是我們每一個人
[00:07:23.000 --> 00:07:30.000]  我們都必然需要擁有或者經驗這些東西
[00:07:30.000 --> 00:07:35.000]  今天有一個潮語叫做單身狗
[00:07:35.000 --> 00:07:37.000]  應該大家都聽過
[00:07:37.000 --> 00:07:40.000]  說到如果你是單身一人
[00:07:40.000 --> 00:07:43.000]  你沒有婚姻沒有戀愛沒有性
[00:07:43.000 --> 00:07:47.000]  你就不是一個圓滿的人
[00:07:47.000 --> 00:07:49.000]  用一隻狗去比喻
[00:07:49.000 --> 00:07:53.000]  就是說這些單身的人就好像是低人一等
[00:07:53.000 --> 00:07:56.000]  或者好像是不太正常
[00:07:56.000 --> 00:08:01.000]  不過當我們去看回聖經的教導的時候
[00:08:01.000 --> 00:08:03.000]  是怎樣說的呢
[00:08:03.000 --> 00:08:05.000]  在哥林多前書七章裏
[00:08:05.000 --> 00:08:07.000]  保羅是這樣教導的
[00:08:07.000 --> 00:08:10.000]  他說男人不親近女人都好
[00:08:10.000 --> 00:08:12.000]  但為了避免淫亂的事
[00:08:12.000 --> 00:08:14.000]  男人當各有自己的妻子
[00:08:14.000 --> 00:08:16.000]  女人也當各有自己的丈夫
[00:08:16.000 --> 00:08:17.000]  第七節
[00:08:17.000 --> 00:08:19.000]  我願眾人像我一樣
[00:08:19.000 --> 00:08:22.000]  但是各人都有來自神的恩賜
[00:08:22.000 --> 00:08:25.000]  一個是這樣一個是那樣
[00:08:25.000 --> 00:08:27.000]  保羅在這裏講得很清楚
[00:08:27.000 --> 00:08:34.000]  神給每一個人的禮物和恩賜都是不同的
[00:08:34.000 --> 00:08:39.000]  婚姻只是神給人其中的一份禮物
[00:08:39.000 --> 00:08:46.000]  而同樣的就是獨身都可以是神給人的禮物
[00:08:46.000 --> 00:08:53.000]  獨身都可以有上帝在我們生命裏面很多很多的祝福
[00:08:53.000 --> 00:08:59.000]  而且當我們去看回主耶穌基督在地上的生命
[00:08:59.000 --> 00:09:04.000]  主耶穌基督他自己有沒有經歷過婚姻
[00:09:04.000 --> 00:09:06.000]  沒有吧
[00:09:06.000 --> 00:09:10.000]  他肉身上也沒有下一代
[00:09:10.000 --> 00:09:13.000]  但我們也知道
[00:09:13.000 --> 00:09:20.000]  如果我們問在地上唯一最圓滿的生命究竟是誰
[00:09:20.000 --> 00:09:25.000]  正正就是主耶穌基督自己
[00:09:25.000 --> 00:09:30.000]  他就是獨一唯一最圓滿的生命
[00:09:30.000 --> 00:09:35.000]  所以不論我們是有婚姻或沒有婚姻
[00:09:35.000 --> 00:09:37.000]  有兒女或沒有兒女的弟兄姊妹
[00:09:37.000 --> 00:09:43.000]  其實我們彼此之間在這件事上不是高低之分
[00:09:43.000 --> 00:09:47.000]  我們彼此同樣都要被尊重
[00:09:47.000 --> 00:09:54.000]  特別在我們在座當中沒有婚姻或沒有下一代的弟兄姊妹
[00:09:54.000 --> 00:10:02.000]  其實我們也不需要因為這些原因而覺得自己的生命不完整
[00:10:02.000 --> 00:10:04.000]  或覺得自卑
[00:10:04.000 --> 00:10:12.000]  因為在神裏面我們每一個的生命都是獨特
[00:10:12.000 --> 00:10:18.000]  而獨身也可以有屬靈的下一代
[00:10:18.000 --> 00:10:26.000]  獨身也可以同樣經歷到神在我們生命裏面那一份的豐盛
[00:10:26.000 --> 00:10:28.000]  所以很重要
[00:10:28.000 --> 00:10:31.000]  當我們去了解婚姻的時候
[00:10:31.000 --> 00:10:35.000]  我們先要釐清這個觀念
[00:10:35.000 --> 00:10:42.000]  接下來我們再讀出《馬賀福音》十章六至九節的經文
[00:10:42.000 --> 00:10:44.000]  預備,一二三
[00:10:44.000 --> 00:10:47.000]  但從起初創造的時候
[00:10:47.000 --> 00:10:50.000]  神做人是做男做女
[00:10:50.000 --> 00:10:54.000]  因此人要離開他的父母與妻子結合
[00:10:54.000 --> 00:10:56.000]  二人成為一體
[00:10:56.000 --> 00:11:00.000]  既然如此,夫妻不再是兩個人而是一體的了
[00:11:00.000 --> 00:11:04.000]  所以神配合的人不可分開
[00:11:04.000 --> 00:11:09.000]  在這段耶穌引述創世紀的教導裏
[00:11:09.000 --> 00:11:12.000]  婚姻就是一男一女,二人成為一體
[00:11:12.000 --> 00:11:16.000]  不過值得我們留意的是
[00:11:16.000 --> 00:11:20.000]  婚姻也不只是兩個人的事
[00:11:20.000 --> 00:11:26.000]  不只是兩個人走在一起,兩情相悅或彼此相愛這麼簡單
[00:11:26.000 --> 00:11:30.000]  這段經文背後給我們一個很重要的表達
[00:11:30.000 --> 00:11:37.000]  婚姻是神所設立,是神性,是有神在我們中間
[00:11:37.000 --> 00:11:44.000]  這才是婚姻裏最重要的基礎
[00:11:44.000 --> 00:11:51.000]  但問題是我們有沒有認定神在我們的婚姻裏
[00:11:51.000 --> 00:11:54.000]  或者換個角度思考
[00:11:54.000 --> 00:11:58.000]  究竟當我們認定神在我們的婚姻裏
[00:11:58.000 --> 00:12:02.000]  又或者我們不去認定神在我們的婚姻裏
[00:12:02.000 --> 00:12:06.000]  究竟兩者之間會有什麼分別呢
[00:12:06.000 --> 00:12:11.000]  我們知道人每一個都是很不完美的
[00:12:11.000 --> 00:12:14.000]  我們的愛其實都是很有限的
[00:12:14.000 --> 00:12:18.000]  當兩個人走在一起,拍拖戀愛結婚
[00:12:18.000 --> 00:12:21.000]  當是一些幸福甜蜜的時候
[00:12:21.000 --> 00:12:26.000]  一定是很容易相愛,很容易相處
[00:12:26.000 --> 00:12:29.000]  但戀愛的真相是什麼呢
[00:12:29.000 --> 00:12:33.000]  弟兄姊妹如果你是經歷過的,你就會知道
[00:12:33.000 --> 00:12:37.000]  真相就是除了有甜蜜的時間
[00:12:37.000 --> 00:12:43.000]  更加會有一些在兩個人的關係相處裏
[00:12:43.000 --> 00:12:47.000]  少不免會有一些困難
[00:12:47.000 --> 00:12:53.000]  一些挑戰,一些磨擦,或者一些碰撞
[00:12:53.000 --> 00:12:56.000]  彼此之間你都會發現
[00:12:56.000 --> 00:12:58.000]  不論是對方或者自己
[00:12:58.000 --> 00:13:02.000]  都有很多很不可愛的地方
[00:13:02.000 --> 00:13:08.000]  在哥林多前書七章,保羅在二十五節裏
[00:13:08.000 --> 00:13:11.000]  他繼續有這段經文
[00:13:11.000 --> 00:13:14.000]  他說:論道同心的人,我沒有主的命令
[00:13:14.000 --> 00:13:17.000]  但我既蒙主,連戌能作忠心的人
[00:13:17.000 --> 00:13:19.000]  就把自己的意見告訴你們
[00:13:19.000 --> 00:13:23.000]  因言禁的艱難,居安看外人不如守素安常才好
[00:13:23.000 --> 00:13:27.000]  你有妻子纏著,就不要求脫離
[00:13:27.000 --> 00:13:31.000]  你沒有妻子纏著,就不要求妻子
[00:13:31.000 --> 00:13:33.000]  你約娶妻,並不是犯罪
[00:13:33.000 --> 00:13:35.000]  處女約出嫁,也不是犯罪
[00:13:35.000 --> 00:13:38.000]  然而這等人,欲生必受苦難
[00:13:38.000 --> 00:13:41.000]  我卻願意你們免這苦難
[00:13:41.000 --> 00:13:42.000]  我願你們無所掛慮
[00:13:42.000 --> 00:13:44.000]  沒有娶妻的是為主的是掛慮
[00:13:44.000 --> 00:13:46.000]  想怎樣叫主喜悅
[00:13:46.000 --> 00:13:50.000]  娶了妻的是為世上的是掛慮
[00:13:50.000 --> 00:13:53.000]  想怎樣叫妻子喜悅
[00:13:53.000 --> 00:13:56.000]  我特別在這段經文裏
[00:13:56.000 --> 00:13:59.000]  用了一些紅色的字去highlight
[00:13:59.000 --> 00:14:04.000]  纏著,必受苦難,掛慮
[00:14:04.000 --> 00:14:07.000]  這些看上去都挺灰暴的字
[00:14:07.000 --> 00:14:09.000]  我記得在早兩個星期
[00:14:09.000 --> 00:14:12.000]  我在周四港道的時候
[00:14:12.000 --> 00:14:17.000]  那班長者,弟兄姊妹,較為年長的
