
[00:00:00.000 --> 00:00:08.720]  我今天講到,因為本來前兩個星期講到的,誰知道中了新冠
[00:00:08.720 --> 00:00:14.440]  病得很辛苦,真的很痛苦,真的很感恩
[00:00:14.440 --> 00:00:19.920]  在2022年生日過後,病到現在生日之前
[00:00:19.920 --> 00:00:25.520]  總之一整年,我在這個不知道多少歲的底下
[00:00:25.520 --> 00:00:29.520]  是痛苦了一年,但不過我也是感恩的一年
[00:00:29.520 --> 00:00:32.960]  因為我更加經歷了上帝更多的恩典
[00:00:32.960 --> 00:00:37.280]  就讓這些恩典送給大家,祝福大家
[00:00:37.280 --> 00:00:43.360]  讓上帝的話更加進入你們的裡面
[00:00:43.360 --> 00:00:46.400]  讓大家每一個在裡面成長
[00:00:46.400 --> 00:00:52.240]  好,我們接下來講主禱文,與人生的向導
[00:00:52.240 --> 00:01:00.240]  神的歡雲,我今天拿了這個含淫詩
[00:01:00.240 --> 00:01:04.240]  拿了古文的主禱文,一起讀,好嗎?
[00:01:04.240 --> 00:01:05.520]  1,2,3
[00:01:05.520 --> 00:01:13.520]  我父在天,願以名勝,以國臨格,以子得勝
[00:01:13.520 --> 00:01:18.960]  在地若天,所需之糧,今日賜我
[00:01:18.960 --> 00:01:22.560]  我免人付,求免我付
[00:01:22.560 --> 00:01:26.320]  秘密我事,請我出惡
[00:01:26.320 --> 00:01:30.000]  以國權榮,皆以所有
[00:01:30.000 --> 00:01:33.840]  愛及世世,誠心所願
[00:01:33.840 --> 00:01:34.640]  Amen
[00:01:34.640 --> 00:01:36.640]  我們給上帝掌聲
[00:01:36.640 --> 00:01:40.640]  上帝很祝福我們
[00:01:40.640 --> 00:01:43.600]  所以今天我講的題目就是
[00:01:43.600 --> 00:01:46.640]  我免人付,求免我付
[00:01:46.640 --> 00:01:49.600]  先講這個故事
[00:01:49.600 --> 00:01:53.600]  有一個資深的弟兄,和一個初信的弟兄
[00:01:53.600 --> 00:01:57.600]  我用資深和初信的名字
[00:01:57.600 --> 00:02:01.600]  資深有一次教過初信
[00:02:01.600 --> 00:02:05.600]  我免人付,求免我付
[00:02:05.600 --> 00:02:09.600]  別人欠我的債,別人虧欠我的時候
[00:02:09.600 --> 00:02:13.600]  要寬恕他,赦免他
[00:02:13.600 --> 00:02:17.600]  免我的債,免別人的債
[00:02:17.600 --> 00:02:21.600]  後來他問,突然初信說
[00:02:21.600 --> 00:02:25.600]  不如你借一千元,我不行,你借錢給我
[00:02:25.600 --> 00:02:29.600]  後來他問,為何要借?你不要問了
[00:02:29.600 --> 00:02:33.600]  借了一千元,借了一千元後,一個星期後
[00:02:33.600 --> 00:02:37.600]  大家崇拜的時候,聽到姊妹分享
[00:02:37.600 --> 00:02:41.600]  姊妹分享什麼呢?姊妹分享說,很感謝主
[00:02:41.600 --> 00:02:45.600]  初信借了一千元給我,他說不用我還
[00:02:45.600 --> 00:02:49.600]  他說免我的債
[00:02:49.600 --> 00:02:53.600]  後來資深就跟初信說,你沒錢用
[00:02:53.600 --> 00:02:57.600]  上次問我借錢,為何你借給別人?
[00:02:57.600 --> 00:03:01.600]  就是我借了給他,我又沒錢用,現在就問你借
[00:03:01.600 --> 00:03:05.600]  我又不想還,你教的,你借給我
[00:03:05.600 --> 00:03:09.600]  應該不用我還
[00:03:09.600 --> 00:03:17.600]  這個故事如有雷同,實屬巧合
[00:03:17.600 --> 00:03:21.600]  但我還是要有個備註
[00:03:21.600 --> 00:03:27.600]  勿亂借錢,很少港台教導借錢
[00:03:27.600 --> 00:03:31.600]  我還是要教一下,勿亂借錢
[00:03:31.600 --> 00:03:35.600]  我們每個人都很有愛心,聖經裡都說
[00:03:35.600 --> 00:03:39.600]  要借錢給貧窮的人,有需要的人
[00:03:39.600 --> 00:03:43.600]  但我們愛,是需要有智慧的
[00:03:43.600 --> 00:03:47.600]  借錢只是一個行為表現
[00:03:47.600 --> 00:03:51.600]  但裡面有一連串的問題
[00:03:51.600 --> 00:03:55.600]  你不可能就這樣借錢
[00:03:55.600 --> 00:03:59.600]  你要了解他,還有錢是會破壞關係的
[00:03:59.600 --> 00:04:03.600]  錢是中性,但也能幫助人
[00:04:03.600 --> 00:04:07.600]  也能破壞關係,所以要了解清楚
[00:04:07.600 --> 00:04:11.600]  要了解清楚借錢的原因
[00:04:11.600 --> 00:04:19.600]  有些人會說,不好意思,問到我借,我就借
[00:04:19.600 --> 00:04:23.600]  不要不好意思,最重要是了解清楚
[00:04:23.600 --> 00:04:27.600]  背後的問題可能更大,所以我們要了解清楚
[00:04:27.600 --> 00:04:31.600]  相信借錢的弟兄姊妹,不會介意
[00:04:31.600 --> 00:04:35.600]  說他們想借錢的問題
[00:04:35.600 --> 00:04:39.600]  一定會的,所以不需要介懷
[00:04:39.600 --> 00:04:43.600]  不需要不好意思去問
[00:04:43.600 --> 00:04:47.600]  如果大數目,或者你又不認識弟兄,又要問你借錢的時候
[00:04:47.600 --> 00:04:51.600]  就要尋求協助,尋求協助就找我們的組長
[00:04:51.600 --> 00:04:55.600]  或者我們的區務
[00:04:55.600 --> 00:05:01.600]  但找我們的時候,就記住
[00:05:01.600 --> 00:05:07.600]  不要說,那個弟兄借六塊錢,我坐巴士,要不要借給他
[00:05:07.600 --> 00:05:11.600]  你不要問我了,是不是
[00:05:11.600 --> 00:05:15.600]  有些弟兄姊妹一定會這樣,不如你給我一個限數
[00:05:15.600 --> 00:05:21.600]  不可以多過五百
[00:05:21.600 --> 00:05:25.600]  如果我要限住你的時候,有些人會說,為什麼不六百
[00:05:25.600 --> 00:05:29.600]  為什麼不七百,這樣很煩
[00:05:29.600 --> 00:05:33.600]  所以我在聖經裡面有些教導
[00:05:33.600 --> 00:05:37.600]  盧家福音六章三十五節,他說你借錢給別人
[00:05:37.600 --> 00:05:41.600]  不要望求別人還
[00:05:41.600 --> 00:05:45.600]  我們有錢的時候,借給別人的時候,你不要想著還
[00:05:45.600 --> 00:05:49.600]  如果你想著還,你就不要借,因為你很辛苦
[00:05:49.600 --> 00:05:53.600]  因為你借錢給別人,可能未必有錢還
[00:05:53.600 --> 00:05:57.600]  他可能很辛苦,你逼他還
[00:05:57.600 --> 00:06:01.600]  你自己又不行,裡面的憤怒就出來了
[00:06:01.600 --> 00:06:05.600]  所以最重要,借錢不要想著還
[00:06:05.600 --> 00:06:09.600]  這樣就最好了
[00:06:09.600 --> 00:06:13.600]  但我都要說這個,要有借有還
[00:06:13.600 --> 00:06:17.600]  因為聖經裡面借錢說到什麼呢
[00:06:17.600 --> 00:06:21.600]  詩篇裡面說到,惡人借貸,他是不償還
[00:06:21.600 --> 00:06:25.600]  不還錢的就是惡人
[00:06:25.600 --> 00:06:29.600]  所以借錢就要還
[00:06:29.600 --> 00:06:33.600]  說到這裡,我要說回主題,剛才說了借錢
[00:06:33.600 --> 00:06:37.600]  免我們的債,我先說免我們的債
[00:06:37.600 --> 00:06:41.600]  債是什麼,就是講罪,就是虧欠了神的榮耀
[00:06:41.600 --> 00:06:45.600]  還有什麼,如果人是什麼
[00:06:45.600 --> 00:06:49.600]  虧欠了那個人,加害者
[00:06:49.600 --> 00:06:53.600]  受害者,虧欠了那個人
[00:06:53.600 --> 00:06:57.600]  但我們要求別人寬恕他也好
[00:06:57.600 --> 00:07:01.600]  要求上帝寬恕他也好,要做什麼,真心的悔改
[00:07:01.600 --> 00:07:05.600]  什麼叫真心的悔改
[00:07:05.600 --> 00:07:09.600]  需要面對犯錯後的後果
[00:07:09.600 --> 00:07:13.600]  要對自己的行為負責,有些不是
[00:07:13.600 --> 00:07:17.600]  寬恕別人的時候,其實想想
[00:07:17.600 --> 00:07:21.600]  我寬恕了他,是不是不需要承擔後果呢
[00:07:21.600 --> 00:07:25.600]  千萬不要,要承擔後果,就像我去監獄探訪
[00:07:25.600 --> 00:07:29.600]  一去監獄探訪的時候,那些年輕人
[00:07:29.600 --> 00:07:33.600]  我青年人那些囚犯,一跟他們聊完天
[00:07:33.600 --> 00:07:37.600]  我信耶穌,我信耶穌,不過你要跟我寫封求情信
[00:07:37.600 --> 00:07:41.600]  我不知道大家會不會這樣想
[00:07:41.600 --> 00:07:45.600]  叫別人寬恕的時候,會不會去到一個地步
[00:07:45.600 --> 00:07:49.600]  我們是不是要
[00:07:49.600 --> 00:07:53.600]  想要免我們的行為呢,的後果呢
[00:07:53.600 --> 00:07:57.600]  但是在聖經,在《埃及記》22章一節
[00:07:57.600 --> 00:08:01.600]  是這樣說的
[00:08:01.600 --> 00:08:05.600]  如果你偷了別人一隻牛的時候
[00:08:05.600 --> 00:08:09.600]  你要賠償五隻牛,如果你偷了別人一隻羊
[00:08:09.600 --> 00:08:11.600]  你要賠償四隻羊,為什麼呢?
[00:08:11.600 --> 00:08:15.600]  如果你偷了別人一隻和牛,吃了它之後
[00:08:15.600 --> 00:08:19.600]  是不是?然後你又賠償一隻和牛給他,根本沒有虧欠過
[00:08:19.600 --> 00:08:23.600]  所以他們律法上一定要賠償五隻
[00:08:23.600 --> 00:08:27.600]  這個才是一個
[00:08:27.600 --> 00:08:31.600]  一個後果的承擔
[00:08:31.600 --> 00:08:35.600]  不可以說我賠償一隻,這樣就算了
[00:08:35.600 --> 00:08:41.600]  所以大衛也犯錯了
[00:08:41.600 --> 00:08:45.600]  他殺死了一個人,別時花的老公
[00:08:45.600 --> 00:08:49.600]  殺死了他,他死了多少?
[00:08:49.600 --> 00:08:53.600]  四個兒子,因為如果偷了別人一隻羊
[00:08:53.600 --> 00:08:57.600]  賠償四隻羊,他現在死了四個兒子
[00:08:57.600 --> 00:09:01.600]  我們也是這樣,我以前讀神學院
[00:09:01.600 --> 00:09:07.600]  有個老師有個規定
[00:09:07.600 --> 00:09:11.600]  每當學生出貓,或是標示
[00:09:11.600 --> 00:09:15.600]  什麼叫標示?即是抄襲別人的東西
[00:09:15.600 --> 00:09:19.600]  老師有些規矩,下次你不用上課
[00:09:19.600 --> 00:09:25.600]  然後那個課就不合格了
[00:09:25.600 --> 00:09:29.600]  然後通知學院
[00:09:29.600 --> 00:09:35.600]  有些人真的有出貓,捉到之後就發脾氣
[00:09:35.600 --> 00:09:39.600]  你沒有愛心的?
[00:09:39.600 --> 00:09:43.600]  你沒有愛心的?難道
[00:09:43.600 --> 00:09:49.600]  你真乖,你會後悔,你會悔改
[00:09:49.600 --> 00:09:51.600]  我加30分給你,這樣嗎?
[00:09:51.600 --> 00:09:53.600]  不可能的,是不是?
[00:09:53.600 --> 00:09:57.600]  所以還有一樣東西
[00:09:57.600 --> 00:10:01.600]  那個老師經常說,你沒有虧欠我
[00:10:01.600 --> 00:10:05.600]  那個犯罪者,你沒有虧欠我
[00:10:05.600 --> 00:10:08.600]  我怎樣寬恕你呢?因為那個不成立的
[00:10:08.600 --> 00:10:11.600]  你都沒有虧欠我,我怎樣寬恕你呢?
[00:10:11.600 --> 00:10:16.600]  所以虧損的就是他自己虧損
[00:10:16.600 --> 00:10:25.600]  所以有時候我們教會也有些守則
[00:10:25.600 --> 00:10:28.600]  如果誰犯了罪,就要去庭侍奉
[00:10:28.600 --> 00:10:31.600]  不知道大家知不知道?
[00:10:31.600 --> 00:10:37.600]  但我試過有問題的時候,要去庭侍奉
[00:10:37.600 --> 00:10:41.600]  阿榮你都沒有愛心的,你律法主義的?
[00:10:41.600 --> 00:10:46.600]  喂!當有事就把神學都拿出來
[00:10:46.600 --> 00:10:48.600]  是不是?不是的
[00:10:48.600 --> 00:10:52.600]  其實做這件事是為了什麼?
[00:10:52.600 --> 00:10:57.600]  那個老師是為了他更加在裡面學習
[00:10:57.600 --> 00:11:00.600]  那個承擔後果,是不是?
[00:11:00.600 --> 00:11:04.600]  我們教會為什麼有這樣的做法?
[00:11:04.600 --> 00:11:10.600]  就是希望他有罪的時候,放下手上的侍奉
[00:11:10.600 --> 00:11:13.600]  我們區目就會陪他一起走這條路
[00:11:13.600 --> 00:11:15.600]  在這半年裡面一起祈禱
[00:11:15.600 --> 00:11:17.600]  跟上帝復和那個關係
[00:11:17.600 --> 00:11:20.600]  讓他接下來的侍奉更加有力
[00:11:20.600 --> 00:11:22.600]  是不是?
[00:11:22.600 --> 00:11:27.600]  不是說規條,我們經常拿著一些規條
[00:11:27.600 --> 00:11:31.600]  就說你們沒有愛
[00:11:31.600 --> 00:11:33.600]  是不是?不是的
[00:11:33.600 --> 00:11:36.600]  其實我們每做一件事,教會每做一件事
[00:11:36.600 --> 00:11:39.600]  都是為信徒成長而設的
[00:11:39.600 --> 00:11:42.600]  是不是?我們不要經常回來就說
[00:11:42.600 --> 00:11:44.600]  拿律法主義等等
[00:11:44.600 --> 00:11:46.600]  我經常都說你救恩得了
[00:11:46.600 --> 00:11:48.600]  但你回來教會做什麼?
[00:11:48.600 --> 00:11:51.600]  回來教會成長嘛
[00:11:51.600 --> 00:11:53.600]  是不是?
[00:11:53.600 --> 00:11:56.600]  我們信了耶穌去到零
[00:11:56.600 --> 00:11:58.600]  但我們也要成長嘛
[00:11:58.600 --> 00:12:01.600]  所以我們記住
[00:12:01.600 --> 00:12:04.600]  我們錯的就要去改
[00:12:04.600 --> 00:12:06.600]  是不是?
[00:12:06.600 --> 00:12:08.600]  接著要承擔後果
[00:12:08.600 --> 00:12:12.600]  但是,經文有一句很安慰的東西
[00:12:12.600 --> 00:12:14.600]  很安慰
[00:12:14.600 --> 00:12:16.600]  思念和懲罰後
[00:12:16.600 --> 00:12:21.600]  在聖經裡面也會加倍賜福給人
[00:12:21.600 --> 00:12:25.600]  約伯在懊悔之後
[00:12:25.600 --> 00:12:27.600]  上帝給他更多的東西
[00:12:27.600 --> 00:12:29.600]  以塞亞也是這樣說
[00:12:29.600 --> 00:12:31.600]  我不在這裡說那麼多經文
[00:12:31.600 --> 00:12:33.600]  我講一個例子
[00:12:33.600 --> 00:12:36.600]  有一個牧師分享,他有一個弟兄
[00:12:36.600 --> 00:12:42.600]  他的弟兄在一間大公司工作
[00:12:42.600 --> 00:12:44.600]  在大公司做會計主任
[00:12:44.600 --> 00:12:50.600]  會計主任牽涉到一個貪污案
[00:12:50.600 --> 00:12:53.600]  可能他的下屬做貪污
[00:12:53.600 --> 00:12:56.600]  發了兩張支票是他簽名的
[00:12:56.600 --> 00:13:00.600]  發了兩張支票是他簽名的時候
[00:13:00.600 --> 00:13:02.600]  他就請律師
[00:13:02.600 --> 00:13:04.600]  律師就告訴他
[00:13:04.600 --> 00:13:07.600]  你只要不承認你簽
[00:13:07.600 --> 00:13:10.600]  你說忘記了
[00:13:10.600 --> 00:13:12.600]  你就沒事了
[00:13:12.600 --> 00:13:14.600]  一定沒事
[00:13:14.600 --> 00:13:16.600]  後來他就問牧師
[00:13:16.600 --> 00:13:19.600]  好不好這樣呢
[00:13:19.600 --> 00:13:21.600]  當然牧師不會這樣回答
[00:13:21.600 --> 00:13:23.600]  好好的,很多東西
[00:13:23.600 --> 00:13:25.600]  牧師說了兩句話
[00:13:25.600 --> 00:13:29.600]  你願不願意上帝的公義
[00:13:29.600 --> 00:13:33.600]  行在地上,如同行在天上
[00:13:33.600 --> 00:13:39.600]  你願不願意上帝的公義
[00:13:39.600 --> 00:13:49.600]  行在你身上,如同行在天上
[00:13:49.600 --> 00:13:55.600]  後來那個弟兄去承認
[00:13:55.600 --> 00:14:01.600]  他承認之後,坐了三年牢
[00:14:01.600 --> 00:14:03.600]  他願意承擔這個後果
[00:14:03.600 --> 00:14:08.600]  因為我們在地上看的東西
[00:14:08.600 --> 00:14:11.600]  只是看自己的前途
[00:14:11.600 --> 00:14:14.600]  看自己的後果
[00:14:14.600 --> 00:14:19.600]  但是他看到天上的公義
[00:14:19.600 --> 00:14:23.600]  看到天上,他相信天上上帝的榮耀
[00:14:23.600 --> 00:14:25.600]  他相信了
[00:14:25.600 --> 00:14:27.600]  後來他坐了三年牢
[00:14:27.600 --> 00:14:30.600]  有很多人都說地上的人怎樣看東西呢
[00:14:30.600 --> 00:14:33.600]  他就沒有前途了
[00:14:33.600 --> 00:14:37.600]  這麼簡單,不承認就沒事了
[00:14:37.600 --> 00:14:41.600]  沒有前途了
[00:14:41.600 --> 00:14:45.600]  後來牧師隔了幾年後
[00:14:45.600 --> 00:14:49.600]  再見了公司的大股東
[00:14:49.600 --> 00:14:54.600]  他們聊天,再次見到弟兄
[00:14:54.600 --> 00:14:57.600]  他說,那個股東怎麼說
[00:14:57.600 --> 00:15:01.600]  我請他回來做經理
[00:15:01.600 --> 00:15:03.600]  給點掌聲上帝
[00:15:03.600 --> 00:15:07.600]  你願意承擔後果的時候,很大祝福
[00:15:07.600 --> 00:15:10.600]  他做經理,為什麼請他回來做經理
[00:15:10.600 --> 00:15:12.600]  他見他誠實
[00:15:12.600 --> 00:15:15.600]  他見他有承擔
[00:15:15.600 --> 00:15:19.600]  他將基督徒的文化注進去這個公司
[00:15:19.600 --> 00:15:23.600]  他的公司的文化越來越好
[00:15:23.600 --> 00:15:27.600]  所以,我們有時候承擔
[00:15:27.600 --> 00:15:30.600]  我們錯了,願意承擔後果的時候
[00:15:30.600 --> 00:15:33.600]  原來上帝有更多的祝福給我們
[00:15:33.600 --> 00:15:38.600]  我們不需要擔心,我們真的有時候做錯了,不要緊
[00:15:38.600 --> 00:15:42.600]  我們承擔後果的時候,上帝會有更多的祝福
[00:15:42.600 --> 00:15:48.600]  接著,我就要說,如同我們免了人的債
[00:15:48.600 --> 00:15:51.600]  求人寬恕容易
[00:15:51.600 --> 00:15:55.600]  寬恕人哪樣困難呢
[00:15:55.600 --> 00:15:59.600]  應該是寬恕人困難
[00:15:59.600 --> 00:16:02.600]  因為針不刺到肉,不知痛
[00:16:02.600 --> 00:16:03.600]  是不是
[00:16:03.600 --> 00:16:06.600]  承受得這麼狠
[00:16:06.600 --> 00:16:08.600]  天天承受著
[00:16:08.600 --> 00:16:10.600]  很不舒服
[00:16:10.600 --> 00:16:12.600]  這樣都很難處理
