
[00:00:00.000 --> 00:00:03.000]  各位小力園堂的弟兄姊妹
[00:00:03.000 --> 00:00:06.000]  網上崇拜的弟兄姊妹平安
[00:00:06.000 --> 00:00:12.000]  很感恩新的一年有機會在大家當中分享神的話
[00:00:12.000 --> 00:00:16.000]  說說新年很快已經到了二月
[00:00:16.000 --> 00:00:20.000]  過去一個月我們開了很多新書
[00:00:20.000 --> 00:00:22.000]  開了很多新的系列
[00:00:22.000 --> 00:00:26.000]  新的一年全教會都有很多不同講道系列
[00:00:26.000 --> 00:00:32.000]  帶領我們幫助我們今年要去作主門徒
[00:00:32.000 --> 00:00:36.000]  在大家當中都是開一個新的系列
[00:00:36.000 --> 00:00:40.000]  這個系列是小力園堂獨有的
[00:00:40.000 --> 00:00:46.000]  就是跟隨在地的耶穌
[00:00:46.000 --> 00:00:50.000]  我們會一起去看馬可福音
[00:00:50.000 --> 00:00:55.000]  不知道你知不知道馬可福音這本書總共有多少章
[00:00:55.000 --> 00:00:59.000]  隱約聽到有人說16章
[00:00:59.000 --> 00:01:02.000]  是呀,16章的經文
[00:01:02.000 --> 00:01:05.000]  亦都在整個系列裏面有16章
[00:01:05.000 --> 00:01:08.000]  所以今天我只是輕輕地開一個頭
[00:01:08.000 --> 00:01:15.000]  接下來的15章我們每一章都會集中在一章其中一些的經文
[00:01:15.000 --> 00:01:17.000]  整章都未必能夠說完
[00:01:17.000 --> 00:01:21.000]  在這16章的聖經裏面
[00:01:21.000 --> 00:01:26.000]  我們一同學習跟隨在地的耶穌
[00:01:26.000 --> 00:01:29.000]  在整個馬可福音裏面
[00:01:29.000 --> 00:01:33.000]  很多解經都提到有一個約節
[00:01:33.000 --> 00:01:38.000]  整個馬可福音最關鍵的核心經文
[00:01:38.000 --> 00:01:41.000]  就是在馬可福音第十章45節
[00:01:41.000 --> 00:01:44.000]  我們一起讀,預備起
[00:01:44.000 --> 00:01:48.000]  因為人子來,並不是要受人的服侍
[00:01:48.000 --> 00:01:50.000]  乃是要服侍人
[00:01:50.000 --> 00:01:54.000]  並且要寫命作多人的屬駕
[00:01:54.000 --> 00:01:58.000]  人子來,不是要受人的服侍
[00:01:58.000 --> 00:02:00.000]  乃是要服侍人
[00:02:00.000 --> 00:02:02.000]  我們很盼望透過整個系列
[00:02:02.000 --> 00:02:08.000]  跟隨去看這一位道成肉身的耶穌
[00:02:08.000 --> 00:02:14.000]  他在人世間,透過他的服侍
[00:02:14.000 --> 00:02:17.000]  行了很多神蹟,他的宣講
[00:02:17.000 --> 00:02:20.000]  不單止他來醫治人的生命
[00:02:20.000 --> 00:02:24.000]  他更加碰到人的生命裏面
[00:02:24.000 --> 00:02:29.000]  也見證了他為人的救主
[00:02:29.000 --> 00:02:34.000]  為人帶來一個最大最終的拯救
[00:02:34.000 --> 00:02:37.000]  所以我們很盼望透過馬可福音的訊息
[00:02:37.000 --> 00:02:41.000]  如果你今年沒有什麼特別讀經的計劃
[00:02:41.000 --> 00:02:46.000]  我們鼓勵你,無論如何也要讀馬可福音
[00:02:46.000 --> 00:02:50.000]  深入地讀這本書
[00:02:50.000 --> 00:02:53.000]  我們來到學校耶穌基督
[00:02:53.000 --> 00:02:57.000]  我們做他的門徒,如何服侍他人
[00:02:57.000 --> 00:03:01.000]  提到服侍
[00:03:01.000 --> 00:03:06.000]  我還想起上星期,不知道你記不記得
[00:03:06.000 --> 00:03:11.000]  Benny的講道,他也跟我們分享
[00:03:11.000 --> 00:03:14.000]  提到我們信主的人,特別信得久
[00:03:14.000 --> 00:03:17.000]  特別忙碌,有很多的侍奉
[00:03:17.000 --> 00:03:24.000]  有些弟兄姊妹,可能一至七都會在教會出沒
[00:03:24.000 --> 00:03:29.000]  上星期Benny就提到
[00:03:29.000 --> 00:03:33.000]  忙碌侍奉,一個魔鬼死循環
[00:03:33.000 --> 00:03:37.000]  做到死,早餐死,然後充電
[00:03:37.000 --> 00:03:39.000]  早餐死,然後充電
[00:03:39.000 --> 00:03:42.000]  是不是這樣的循環
[00:03:42.000 --> 00:03:47.000]  透過耶穌的說話提醒我們
[00:03:47.000 --> 00:03:50.000]  耶穌提醒我們要轉那個額
[00:03:50.000 --> 00:03:55.000]  要轉回那個正確的額
[00:03:55.000 --> 00:03:59.000]  轉回耶穌基督的額
[00:03:59.000 --> 00:04:04.000]  所以不是死亡的循環,不是魔鬼的循環
[00:04:04.000 --> 00:04:07.000]  而是我看到的,是一個恩典的循環
[00:04:07.000 --> 00:04:11.000]  所以很想跟大家介紹這本書
[00:04:11.000 --> 00:04:15.000]  這本書提到The Cycle of Grace
[00:04:15.000 --> 00:04:22.000]  作者是一位牧者,也是南非的宣教士
[00:04:22.000 --> 00:04:28.000]  這本書開始的時候,他也分享到自己侍奉的歷程
[00:04:28.000 --> 00:04:37.000]  在侍奉的開始,很想爭取做多一點
[00:04:37.000 --> 00:04:45.000]  希望做多一點,以致能夠發揮自己作為宣教士的重要性
[00:04:45.000 --> 00:04:49.000]  神差他去到那個地方,有他的重要性
[00:04:49.000 --> 00:04:55.000]  要做多一點,務求能夠維持自己的侍奉
[00:04:55.000 --> 00:05:03.000]  也被肯定自己作為一個宣教士的肯定
[00:05:03.000 --> 00:05:10.000]  但漸漸他發現自己的侍奉的光景
[00:05:10.000 --> 00:05:15.000]  自己生命的光景,其實是貧臨情緒的耗盡
[00:05:15.000 --> 00:05:18.000]  和靈命的枯乾
[00:05:18.000 --> 00:05:23.000]  他寫這本書的時候,提到介紹到一個叫做Cycle of Grace
[00:05:23.000 --> 00:05:25.000]  一個因典的循環
[00:05:25.000 --> 00:05:34.000]  由一位心理學家和一位神學家去描述這個循環的模式
[00:05:34.000 --> 00:05:42.000]  透過研究耶穌在科學書中的生平和侍奉
[00:05:42.000 --> 00:05:47.000]  他看到耶穌的侍奉其實有一個很均衡的循環
[00:05:47.000 --> 00:05:51.000]  這個循環是有進有出的
[00:05:51.000 --> 00:05:54.000]  是先出還是先進呢?
[00:05:54.000 --> 00:05:58.000]  當然是先進,沒有進怎會有出呢?
[00:05:58.000 --> 00:06:01.000]  一個很健康的均衡的循環
[00:06:01.000 --> 00:06:06.000]  所以起始點不是來自很多很多的侍奉
[00:06:06.000 --> 00:06:13.000]  而是開始在神裡面的肯定,身份的肯定
[00:06:13.000 --> 00:06:20.000]  是那個input,在那個入裡面作為一個開始
[00:06:20.000 --> 00:06:27.000]  而一個開始就是我們在神裡面去肯定我們的身份
[00:06:27.000 --> 00:06:29.000]  好像耶穌其實也是
[00:06:29.000 --> 00:06:34.000]  某一方面記載到耶穌一開始進入侍奉的時候
[00:06:34.000 --> 00:06:39.000]  他受浸,然後就是天上有聲音來肯定
[00:06:39.000 --> 00:06:45.000]  耶穌是上帝的愛子,他所喜悅的
[00:06:45.000 --> 00:06:49.000]  這個我相信是我們每一個跟隨耶穌的人
[00:06:49.000 --> 00:06:52.000]  一個很重要的侍奉的起始點
[00:06:52.000 --> 00:06:55.000]  然後進入到我們還要進入什麼呢?
[00:06:55.000 --> 00:06:58.000]  就是我們的數靈操練
[00:06:58.000 --> 00:07:03.000]  我們和神的關係怎樣來維持
[00:07:03.000 --> 00:07:10.000]  以致我們能夠去聆聽或者去尋找到
[00:07:10.000 --> 00:07:13.000]  在我們生命裡面的照明
[00:07:13.000 --> 00:07:17.000]  在神跟我們的關係,或者神在我們創造裡面
[00:07:17.000 --> 00:07:21.000]  其實是賦予了一個意義給我們
[00:07:21.000 --> 00:07:24.000]  我們有我們的名字,有我們的照明
[00:07:24.000 --> 00:07:27.000]  神對我們的期待是什麼呢?
[00:07:27.000 --> 00:07:30.000]  以致我們能夠在我們的生命裡面
[00:07:30.000 --> 00:07:37.000]  去結出很豐盛的果子去做神要我們做的事
[00:07:37.000 --> 00:07:42.000]  所以當我們說我們去跟隨耶穌的時候
[00:07:42.000 --> 00:07:47.000]  我相信那個關鍵不是我們做什麼
[00:07:47.000 --> 00:07:51.000]  更加是我們要成為一個怎樣的人
[00:07:51.000 --> 00:07:54.000]  耶穌的樣式是怎樣的呢?
[00:07:54.000 --> 00:07:59.000]  剛才開始的時候主席也帶我們去祈禱
[00:07:59.000 --> 00:08:01.000]  我們去做一個敬拜
[00:08:01.000 --> 00:08:05.000]  讓我們自己先成為一個敬拜者
[00:08:05.000 --> 00:08:10.000]  我們不是做什麼,而是要成為一個怎樣的人
[00:08:10.000 --> 00:08:14.000]  以致我們的生命能夠很自然地流露
[00:08:14.000 --> 00:08:16.000]  耶穌基督的樣式
[00:08:16.000 --> 00:08:20.000]  來做耶穌都會做的事
[00:08:22.000 --> 00:08:28.000]  今天第一講的主題就是耶穌行走的節奏
[00:08:28.000 --> 00:08:31.000]  行走不是說祂走路
[00:08:31.000 --> 00:08:34.000]  是耶穌行走江湖的節奏
[00:08:34.000 --> 00:08:36.000]  經文是第一章
[00:08:36.000 --> 00:08:40.000]  我選了29至39節的經文
[00:08:40.000 --> 00:08:43.000]  讓我先為大家讀出這段經文
[00:08:43.000 --> 00:08:45.000]  馬可福音第一章29節開始
[00:08:45.000 --> 00:08:51.000]  他們一出會堂就和雅各和約翰進了西門和安德烈的家
[00:08:51.000 --> 00:08:54.000]  西門的惡母正發燒躺著
[00:08:54.000 --> 00:08:56.000]  就有人告訴耶穌
[00:08:56.000 --> 00:09:00.000]  耶穌進前拉著他的手扶他起來
[00:09:00.000 --> 00:09:01.000]  燒就退了
[00:09:01.000 --> 00:09:03.000]  於是他服侍他們
[00:09:03.000 --> 00:09:04.000]  傍晚日落的時候
[00:09:04.000 --> 00:09:08.000]  有人帶著一切害病的和被鬼附的
[00:09:08.000 --> 00:09:10.000]  來到耶穌的庚前
[00:09:10.000 --> 00:09:13.000]  全城的人都聚集在門前
[00:09:13.000 --> 00:09:19.000]  耶穌治好了許多害各樣病的人
[00:09:19.000 --> 00:09:22.000]  就說出許多鬼不許鬼說話
[00:09:22.000 --> 00:09:24.000]  因為鬼認識他
[00:09:24.000 --> 00:09:26.000]  次日早晨天未亮的時候
[00:09:26.000 --> 00:09:29.000]  耶穌起來到曠野地方去
[00:09:29.000 --> 00:09:31.000]  在那裡禱告
[00:09:31.000 --> 00:09:33.000]  西門和同伴出去找他
[00:09:33.000 --> 00:09:35.000]  找到了就對他說
[00:09:35.000 --> 00:09:37.000]  眾人都在找你
[00:09:37.000 --> 00:09:38.000]  耶穌對他們說
[00:09:38.000 --> 00:09:40.000]  讓我們往別處去
[00:09:40.000 --> 00:09:42.000]  到鄰近的鄉村
[00:09:42.000 --> 00:09:44.000]  我也好在那裡傳道
[00:09:44.000 --> 00:09:47.000]  因為我是為者是出來的
[00:09:47.000 --> 00:09:50.000]  於是他走遍全加利利
[00:09:50.000 --> 00:09:52.000]  在他們的會堂傳道
[00:09:52.000 --> 00:09:54.000]  並且趕鬼
[00:09:54.000 --> 00:09:58.000]  剛才讀這段經文
[00:09:58.000 --> 00:10:02.000]  可以說是耶穌一日的侍奉
[00:10:02.000 --> 00:10:04.000]  一個縮影
[00:10:04.000 --> 00:10:07.000]  我們很想看入這段經文
[00:10:07.000 --> 00:10:08.000]  我們去發現
[00:10:08.000 --> 00:10:11.000]  我們去學習跟隨耶穌侍奉
[00:10:11.000 --> 00:10:15.000]  他在地上行走的節奏
[00:10:15.000 --> 00:10:20.000]  是一個生命轉化
[00:10:20.000 --> 00:10:24.000]  回歸上帝更生的節奏
[00:10:24.000 --> 00:10:27.000]  耶穌也是很忙
[00:10:27.000 --> 00:10:29.000]  忙得來他有個抱
[00:10:29.000 --> 00:10:33.000]  這個節奏是怎樣的節奏呢
