
[00:00:00.000 --> 00:00:02.000]  主禮平安
[00:00:02.000 --> 00:00:04.000]  復活節的前夕
[00:00:04.000 --> 00:00:06.740]  有機會跟大家一起分享神的話
[00:00:06.740 --> 00:00:08.120]  實在是一個福氣
[00:00:08.120 --> 00:00:11.700]  因為神的話語是我們腳前的燈 路上的光
[00:00:11.700 --> 00:00:13.300]  我們能夠繼續前行
[00:00:13.300 --> 00:00:17.100]  全因為主發出的每句應許給我們
[00:00:17.100 --> 00:00:22.600]  我題目是「他不在這裡,在哪裡呢?」
[00:00:22.600 --> 00:00:26.400]  選用的經文是《馬太福音》28章
[00:00:26.400 --> 00:00:30.700]  清明時節 即是前幾天的清明時節
[00:00:30.700 --> 00:00:33.000]  不知道大家有沒有去掃墓呢?
[00:00:33.000 --> 00:00:35.000]  有的舉手
[00:00:35.000 --> 00:00:36.600]  啊 OK
[00:00:36.600 --> 00:00:41.900]  不知道你掃墓的時候懷著什麼心情呢?
[00:00:41.900 --> 00:00:45.100]  有沒有一些很深刻的經驗呢?
[00:00:45.100 --> 00:00:51.600]  我知道有些人會記住一些故人離開世界的年月日
[00:00:51.600 --> 00:00:55.100]  好好記住那種哀傷、悲痛
[00:00:55.100 --> 00:00:57.600]  甚至會去到墓碑的前面
[00:00:57.600 --> 00:01:00.900]  跟先人傾心圖義
[00:01:00.900 --> 00:01:02.700]  今天我們是復活節
[00:01:02.700 --> 00:01:06.500]  我們當然是紀念主耶穌的復活
[00:01:06.500 --> 00:01:12.300]  本來要帶給我們喜樂和盼望的訊息
[00:01:12.300 --> 00:01:13.900]  傳頌了二千年
[00:01:13.900 --> 00:01:18.600]  但仍然有很多人仍然沒有得著復活節
[00:01:18.600 --> 00:01:21.700]  給我們的喜樂和平安
[00:01:21.700 --> 00:01:24.400]  仍然活在憂愁的裡面
[00:01:24.400 --> 00:01:28.400]  今天就讓我們跟隨了主耶穌很久
[00:01:28.400 --> 00:01:30.100]  很愛主的婦女
[00:01:30.100 --> 00:01:33.800]  一起懷著一個悲痛的心情來到主耶穌的墳前
[00:01:33.800 --> 00:01:36.500]  看看他們遇上什麼事
[00:01:36.500 --> 00:01:39.600]  聖經這樣說
[00:01:39.600 --> 00:01:42.300]  安息日過後七日的第一天
[00:01:42.300 --> 00:01:43.800]  天快亮的時候
[00:01:43.800 --> 00:01:47.700]  穆達拉的瑪利亞和另一個瑪利亞來看墳墓
[00:01:47.700 --> 00:01:49.800]  發現地大震動
[00:01:49.800 --> 00:01:52.900]  因為有主的使者從天上下來
[00:01:52.900 --> 00:01:56.100]  打石頭滾開坐在上面
[00:01:56.100 --> 00:01:58.400]  他的相貌如同閃電
[00:01:58.400 --> 00:02:00.100]  衣服潔白如雪
[00:02:00.100 --> 00:02:02.500]  看守的人嚇得渾身顫抖
[00:02:02.500 --> 00:02:04.600]  甚至和死人一樣
[00:02:04.600 --> 00:02:05.500]  天使回應
[00:02:05.500 --> 00:02:07.700]  婦人說不要怕
[00:02:07.700 --> 00:02:11.300]  我知道你們是尋找那個釘十字架的耶穌
[00:02:11.300 --> 00:02:13.800]  祂不在這裡
[00:02:13.800 --> 00:02:16.400]  照祂所說的祂已經復活了
[00:02:16.400 --> 00:02:20.400]  你們來看看安放祂的地方
[00:02:20.400 --> 00:02:22.900]  快去告訴門徒
[00:02:22.900 --> 00:02:25.900]  祂已經從死人中復活了
[00:02:25.900 --> 00:02:28.900]  並且要讓你們先去加利利
[00:02:28.900 --> 00:02:31.100]  在那裡你們可以見到祂
[00:02:31.100 --> 00:02:32.100]  看啊
[00:02:32.100 --> 00:02:34.300]  我已經告訴你們了
[00:02:34.300 --> 00:02:37.600]  婦女們很急忙地離開墳墓
[00:02:37.600 --> 00:02:41.700]  又害怕又大為歡喜
[00:02:41.700 --> 00:02:44.300]  跑去告訴他們的門徒
[00:02:44.300 --> 00:02:48.100]  忽然耶穌迎前來跟他們說平安
[00:02:48.100 --> 00:02:52.600]  他們就上前抱著耶穌的腳拜祂
[00:02:52.600 --> 00:02:55.800]  耶穌對他們說不要怕
[00:02:55.800 --> 00:02:59.600]  你們要去告訴我的弟兄知道
[00:02:59.600 --> 00:03:01.600]  叫他們往加利利去
[00:03:01.600 --> 00:03:04.000]  我在那裡見他
[00:03:04.000 --> 00:03:06.100]  他們去到那裡的時候
[00:03:06.100 --> 00:03:08.500]  看守的兵兵有幾個進了城
[00:03:08.500 --> 00:03:11.800]  將所發生的事情告訴祭司長
[00:03:11.800 --> 00:03:14.400]  祭司長和長老聚集商議
[00:03:14.400 --> 00:03:18.100]  拿了很多錢給士兵跟他們說
[00:03:18.100 --> 00:03:19.800]  你們要這樣說
[00:03:19.800 --> 00:03:22.200]  夜間我們睡覺的時候
[00:03:22.200 --> 00:03:25.300]  他的門徒來將他偷走了
[00:03:25.300 --> 00:03:28.200]  如果這些說話被總督聽到
[00:03:28.200 --> 00:03:31.500]  我們勸他保你們沒事
[00:03:31.500 --> 00:03:34.600]  士兵收了錢之後就照樣去做
[00:03:34.600 --> 00:03:39.200]  這句話就傳流在猶太人的裡面直到今天
[00:03:39.200 --> 00:03:41.200]  所以門徒去到加利利
[00:03:41.200 --> 00:03:45.000]  見到耶穌指定他們要去的山上
[00:03:45.000 --> 00:03:47.200]  他們見到耶穌就拜祂
[00:03:47.200 --> 00:03:49.100]  然而還有人疑惑
[00:03:49.100 --> 00:03:50.900]  耶穌對他們說
[00:03:50.900 --> 00:03:54.200]  天上地下所有的權柄都似給我了
[00:03:54.200 --> 00:03:58.000]  所以你們要去使萬民作我們的門徒
[00:03:58.000 --> 00:04:01.200]  奉父子聖靈的名給他們施浸
[00:04:01.200 --> 00:04:04.700]  凡我所吩咐你們的都教訓他們遵守
[00:04:04.700 --> 00:04:07.800]  看我天天與你們同在
[00:04:07.800 --> 00:04:11.000]  直到世代的終結
[00:04:11.000 --> 00:04:18.600]  這裡講述到耶穌死了之後所發生的一些事情
[00:04:18.600 --> 00:04:20.200]  這裡聖經說
[00:04:20.200 --> 00:04:21.600]  安息日過後第一天
[00:04:21.600 --> 00:04:23.800]  七天的第一天天快亮的時候
[00:04:23.800 --> 00:04:26.200]  兩個瑪利亞來到墳墓那裡
[00:04:26.200 --> 00:04:29.400]  這裡馬太很清楚地表述
[00:04:29.400 --> 00:04:31.200]  發生這件事的時間
[00:04:31.200 --> 00:04:34.800]  就是星期日的黎明天朦光的時候
[00:04:34.800 --> 00:04:37.600]  這兩個瑪利亞來到墳墓的前面
[00:04:37.600 --> 00:04:40.000]  其中一個是莫大拉瑪利亞
[00:04:40.000 --> 00:04:46.000]  一個應該是雅各和約瑟的媽媽
[00:04:46.000 --> 00:04:48.600]  這兩個人是非常重要的
[00:04:48.600 --> 00:04:50.400]  特別是莫大拉瑪利亞
[00:04:50.400 --> 00:04:54.800]  因為四卷福音書都有記載她的事情
[00:04:54.800 --> 00:04:59.200]  和她來到墳墓的面前的情景
[00:04:59.200 --> 00:05:05.800]  她肯定是耶穌基督復活的一個非常重要的見證人
[00:05:05.800 --> 00:05:10.000]  接著我們看到一些很超自然的事情發生了
[00:05:10.000 --> 00:05:12.400]  聖經說忽然地大震動
[00:05:12.400 --> 00:05:15.800]  因為有主的使者從天降落
[00:05:15.800 --> 00:05:19.400]  並且將石頭滾開坐在石頭上
[00:05:19.400 --> 00:05:21.200]  這裡用忽然這個字
[00:05:21.200 --> 00:05:24.200]  是一個原文是很重要的
[00:05:24.200 --> 00:05:25.800]  就是「看一看」
[00:05:25.800 --> 00:05:27.200]  「看一看」
[00:05:27.200 --> 00:05:29.000]  「留心」這樣的意思
[00:05:29.000 --> 00:05:32.600]  就是叫我們要注意一些很重要的事情在發生
[00:05:32.600 --> 00:05:35.600]  原來發生了一個更大的地震
[00:05:35.600 --> 00:05:37.400]  原來之前發生過一次
[00:05:37.400 --> 00:05:39.600]  就是27章的51節
[00:05:39.600 --> 00:05:41.800]  那裡記載的是耶穌死的時候
[00:05:41.800 --> 00:05:45.600]  天崩地裂地震動
[00:05:45.600 --> 00:05:47.800]  連墳墓都打開了
[00:05:47.800 --> 00:05:51.200]  這次記載的地震比上次更大
[00:05:51.200 --> 00:05:52.200]  為什麼呢?
