
[00:00:00.000 --> 00:00:05.000]  感謝勁擺隊在我們當中的服侍
[00:00:05.000 --> 00:00:08.000]  各位頂姐妹平安
[00:00:08.000 --> 00:00:12.000]  今年已經去到
[00:00:12.000 --> 00:00:15.000]  應該是今天
[00:00:15.000 --> 00:00:18.000]  去到2024年年尾
[00:00:18.000 --> 00:00:19.000]  12月
[00:00:19.000 --> 00:00:25.000]  在我們今年教會摩西十屆的港島系列裏
[00:00:25.000 --> 00:00:28.000]  已經去到最後的一港
[00:00:28.000 --> 00:00:30.000]  最後的一屆
[00:00:30.000 --> 00:00:34.000]  第十屆不可貪戀這一段經文
[00:00:34.000 --> 00:00:38.000]  記載在《出埃及記》20章17節
[00:00:38.000 --> 00:00:42.000]  開始的時候我們一起讀出這一節的經文
[00:00:42.000 --> 00:00:44.000]  我們同心一起讀出
[00:00:44.000 --> 00:00:46.000]  預備1 2 3
[00:00:46.000 --> 00:00:49.000]  不可貪戀你淪捨的房屋
[00:00:49.000 --> 00:00:52.000]  不可貪戀你淪捨的妻子
[00:00:52.000 --> 00:00:54.000]  奴僕 婢女 牛奴
[00:00:54.000 --> 00:00:57.000]  以及他一切所有的
[00:00:57.000 --> 00:01:01.000]  頂姐妹當我們一起去看這段經文的時候
[00:01:01.000 --> 00:01:04.000]  我們首先一定會留意到貪戀這個字
[00:01:04.000 --> 00:01:08.000]  因為在短短的一節裏已經重覆了兩次
[00:01:08.000 --> 00:01:14.000]  貪戀這個字在原文裏面比較中性的解釋
[00:01:14.000 --> 00:01:16.000]  就是desire
[00:01:16.000 --> 00:01:20.000]  即是渴望或者追求
[00:01:20.000 --> 00:01:23.000]  不過如果我們只是將這個教導
[00:01:23.000 --> 00:01:24.000]  很簡單地
[00:01:24.000 --> 00:01:28.000]  以為神叫我們所有事情都不要去追求
[00:01:28.000 --> 00:01:31.000]  其實很多事情是解不通的
[00:01:31.000 --> 00:01:34.000]  特別是可能今天星期六
[00:01:34.000 --> 00:01:37.000]  週末忙碌了一個星期
[00:01:37.000 --> 00:01:40.000]  完了崇拜想和家人或者和弟兄姊妹吃一餐
[00:01:40.000 --> 00:01:42.000]  豐富一點的
[00:01:42.000 --> 00:01:44.000]  不是錯的
[00:01:44.000 --> 00:01:47.000]  又或者我們都很想我們的人生裏面
[00:01:47.000 --> 00:01:49.000]  可以安居樂業
[00:01:49.000 --> 00:01:51.000]  或者是追求我們的理想
[00:01:51.000 --> 00:01:53.000]  都不是一些壞事
[00:01:53.000 --> 00:01:57.000]  甚至乎當我們在個人的成長裏面
[00:01:57.000 --> 00:02:01.000]  又或者是社會的進步文明裏面
[00:02:01.000 --> 00:02:05.000]  其實都可能是源自於我們人對知識
[00:02:05.000 --> 00:02:09.000]  或者真理道德的追求
[00:02:09.000 --> 00:02:11.000]  都不是錯的
[00:02:11.000 --> 00:02:15.000]  當我們去看這段經文在原文裏面
[00:02:15.000 --> 00:02:17.000]  我們會發現一件事
[00:02:17.000 --> 00:02:22.000]  就是裏面的理論社的
[00:02:22.000 --> 00:02:24.000]  他的意思
[00:02:24.000 --> 00:02:27.000]  比貪戀重複得更多
[00:02:27.000 --> 00:02:30.000]  總共重複了六次
[00:02:30.000 --> 00:02:33.000]  原來十誡教導
[00:02:33.000 --> 00:02:36.000]  第十誡的重點
[00:02:36.000 --> 00:02:38.000]  其實不只是單單不要貪戀
[00:02:38.000 --> 00:02:43.000]  而是不要貪戀其他人有的東西
[00:02:43.000 --> 00:02:47.000]  不要貪戀別人有的東西
[00:02:47.000 --> 00:02:50.000]  不知道大家覺得
[00:02:50.000 --> 00:02:54.000]  當我們不要貪戀其他人有的東西
[00:02:54.000 --> 00:02:56.000]  難不難呢
[00:02:56.000 --> 00:03:01.000]  有一句說話叫做隔離飯香
[00:03:01.000 --> 00:03:05.000]  我自己都曾經實踐過這件事
[00:03:05.000 --> 00:03:06.000]  為什麼呢
[00:03:06.000 --> 00:03:07.000]  經歷過這件事
[00:03:07.000 --> 00:03:10.000]  我記得當我小時候
[00:03:10.000 --> 00:03:11.000]  那時候很小
[00:03:11.000 --> 00:03:14.000]  幼稚園的時候幾歲
[00:03:14.000 --> 00:03:18.000]  我當時住在安置區
[00:03:18.000 --> 00:03:22.000]  安置區當時是一個大的平地
[00:03:22.000 --> 00:03:26.000]  然後是鐵皮屋、木屋一層
[00:03:26.000 --> 00:03:29.000]  一排排在空地裏面
[00:03:29.000 --> 00:03:31.000]  政府建的
[00:03:31.000 --> 00:03:33.000]  因為當時每個單位都很小
[00:03:33.000 --> 00:03:34.000]  100呎左右
[00:03:34.000 --> 00:03:36.000]  或者100呎不夠
[00:03:36.000 --> 00:03:40.000]  我們當時家家戶戶有一個習慣
[00:03:40.000 --> 00:03:42.000]  就是吃飯的時候
[00:03:42.000 --> 00:03:44.000]  特別是晚飯
[00:03:44.000 --> 00:03:49.000]  會在家門口開飯
[00:03:49.000 --> 00:03:51.000]  家家戶戶都是這樣
[00:03:51.000 --> 00:03:53.000]  當時我自己心裏
[00:03:53.000 --> 00:03:55.000]  如何隔離飯香呢
[00:03:55.000 --> 00:03:57.000]  我當時總覺得
[00:03:57.000 --> 00:04:00.000]  我隔離屋的娘娘
[00:04:00.000 --> 00:04:02.000]  她煎的香腸
[00:04:02.000 --> 00:04:07.000]  一定比我媽媽煎的梅菜蒸肉餅好吃
[00:04:07.000 --> 00:04:08.000]  於是怎樣呢
[00:04:08.000 --> 00:04:10.000]  當我未開飯的時候
[00:04:10.000 --> 00:04:13.000]  我當時有個習慣
[00:04:13.000 --> 00:04:15.000]  我家未開飯
[00:04:15.000 --> 00:04:17.000]  娘娘就在吃飯
[00:04:17.000 --> 00:04:19.000]  我會走過隔離屋的門口
[00:04:19.000 --> 00:04:21.000]  他們在開飯的時候
[00:04:21.000 --> 00:04:26.000]  我會眼神看著娘娘一家吃飯
[00:04:26.000 --> 00:04:28.000]  有時候娘娘就忍不住
[00:04:28.000 --> 00:04:32.000]  「阿恆仔,是不是肚餓?想吃東西嗎?」
[00:04:32.000 --> 00:04:36.000]  她忍不住就會煮一條香腸給我
[00:04:36.000 --> 00:04:41.000]  我心裏就覺得「得咗」
[00:04:41.000 --> 00:04:45.000]  另外有舉一些例子
[00:04:45.000 --> 00:04:47.000]  可能在我們當中
[00:04:47.000 --> 00:04:49.000]  弟兄姊妹的家庭裏
[00:04:49.000 --> 00:04:52.000]  可能有很多兄弟姊妹
[00:04:52.000 --> 00:04:54.000]  可能父母
[00:04:54.000 --> 00:04:57.000]  其實每個子女都會疼愛
[00:04:57.000 --> 00:05:00.000]  不過可能十隻手指有長短
[00:05:00.000 --> 00:05:03.000]  或者總有一些難以解釋的偏愛
[00:05:03.000 --> 00:05:08.000]  特別對一個子女特別愛惜
[00:05:08.000 --> 00:05:10.000]  有時候都解釋不了
[00:05:10.000 --> 00:05:12.000]  我們在當中
[00:05:12.000 --> 00:05:16.000]  我們總想如果自己都能夠得到
[00:05:16.000 --> 00:05:19.000]  父母特別對大兒子也好
[00:05:19.000 --> 00:05:22.000]  或者對母女那一份偏愛
[00:05:22.000 --> 00:05:24.000]  這樣就好了
[00:05:24.000 --> 00:05:27.000]  又或者我們去到成人世界
[00:05:27.000 --> 00:05:32.000]  今天我們在很多扭曲了的價值觀裏
[00:05:32.000 --> 00:05:34.000]  或者我們從小到大
[00:05:34.000 --> 00:05:38.000]  在香港特別生活在一個要去比較
[00:05:38.000 --> 00:05:40.000]  我們一路成長一路讀書
[00:05:40.000 --> 00:05:44.000]  就是活在一個比較的環境裏
[00:05:44.000 --> 00:05:49.000]  我們很容易會產生貪戀或者妒忌
[00:05:49.000 --> 00:05:53.000]  我們身邊的人他們有的那些東西
[00:05:53.000 --> 00:05:56.000]  可能是他們的物質生活
[00:05:56.000 --> 00:05:58.000]  名利
[00:05:58.000 --> 00:06:02.000]  或者甚至這些事情都可以在教會裏
[00:06:02.000 --> 00:06:07.000]  在不同的侍奉團隊裏都會發生
[00:06:07.000 --> 00:06:11.000]  我們會發現有時候那個妒忌
[00:06:11.000 --> 00:06:13.000]  甚至去到一個好像極端的例子
[00:06:13.000 --> 00:06:16.000]  就是會覺得我們身邊的人
[00:06:16.000 --> 00:06:18.000]  他們擁有經歷的那些東西
[00:06:18.000 --> 00:06:20.000]  是他不值得擁有
[00:06:20.000 --> 00:06:22.000]  不應該擁有
[00:06:22.000 --> 00:06:24.000]  誰才是最值得
[00:06:24.000 --> 00:06:28.000]  總覺得自己應該一定要擁有那些東西
[00:06:28.000 --> 00:06:32.000]  如果我們在今年的裏面
[00:06:32.000 --> 00:06:34.000]  在十誡的教導
[00:06:34.000 --> 00:06:37.000]  我們會發現上帝去賜下十誡
[00:06:37.000 --> 00:06:42.000]  其實不是要立一些規矩去綁死我們的生命
[00:06:42.000 --> 00:06:44.000]  即是去綑綁住我們
[00:06:44.000 --> 00:06:47.000]  而是上帝很想透過他的教導
[00:06:47.000 --> 00:06:49.000]  去釋放我們的生命
[00:06:49.000 --> 00:06:54.000]  讓我們可以好好享受他給我們的生命
[00:06:54.000 --> 00:07:00.000]  所以我們就要一起去問
[00:07:00.000 --> 00:07:02.000]  在第十誡裏面
[00:07:02.000 --> 00:07:07.000]  在這個教導上帝的心意和美意是甚麼呢
[00:07:07.000 --> 00:07:12.000]  所以今天我們一起去透過創世紀
[00:07:12.000 --> 00:07:15.000]  一段記載的故事
[00:07:15.000 --> 00:07:19.000]  就是亞國兩個的妻子
[00:07:19.000 --> 00:07:22.000]  這兩個的妻子也是兩姐妹
[00:07:22.000 --> 00:07:27.000]  就是莉雅和拉潔之間的恩怨情仇
[00:07:27.000 --> 00:07:31.000]  讓我們一起去思考這個題目
[00:07:31.000 --> 00:07:36.000]  首先讓我們去看這兩姐妹的故事之前
[00:07:36.000 --> 00:07:39.000]  我們必先要追一下
[00:07:39.000 --> 00:07:45.000]  亞國這個男人為何會無端取了兩個老婆呢
[00:07:45.000 --> 00:07:48.000]  原來在創世紀二十七章就記載到
[00:07:48.000 --> 00:07:50.000]  亞國在年輕的時候
[00:07:50.000 --> 00:07:53.000]  在他父親家裏發生了甚麼事呢
[00:07:53.000 --> 00:07:56.000]  就是他欺騙了他爸爸以薩
[00:07:56.000 --> 00:08:01.000]  原先對他哥哥以素的長子的祝福
[00:08:01.000 --> 00:08:03.000]  騙了這個祝福之後
[00:08:03.000 --> 00:08:06.000]  哥哥以素就很生氣
[00:08:06.000 --> 00:08:09.000]  真的要追著亞國來劈
[00:08:09.000 --> 00:08:10.000]  追殺他
[00:08:10.000 --> 00:08:13.000]  於是亞國就要著草
[00:08:13.000 --> 00:08:16.000]  真的要離開他的父家
[00:08:16.000 --> 00:08:19.000]  落難的時候
[00:08:19.000 --> 00:08:21.000]  輾轉之下
[00:08:21.000 --> 00:08:26.000]  亞國就投靠了他的舅父拉班
[00:08:26.000 --> 00:08:28.000]  去到拉班的家
[00:08:28.000 --> 00:08:30.000]  在他家裏的時候
[00:08:30.000 --> 00:08:34.000]  也遇上了拉班的小女兒拉潔
[00:08:34.000 --> 00:08:37.000]  當時他就一見鍾情
