
[00:00:00.000 --> 00:00:05.000]  很高興來到和向神一同敬拜
[00:00:05.000 --> 00:00:09.000]  我們預備好的一同起來
[00:00:09.000 --> 00:00:19.000]  你們要向耶和華唱新歌
[00:00:19.000 --> 00:00:22.000]  全地都要向耶和華歌唱
[00:00:22.000 --> 00:00:24.000]  要向耶和華歌唱
[00:00:24.000 --> 00:00:26.000]  稱頌祂的名
[00:00:26.000 --> 00:00:28.000]  天天傳揚祂的救恩
[00:00:28.000 --> 00:00:32.000]  在列邦中述說祂的榮耀
[00:00:32.000 --> 00:00:35.000]  在萬民中述說祂的奇事
[00:00:35.000 --> 00:00:38.000]  因耶和華偉大
[00:00:38.000 --> 00:00:40.000]  當受極大的讚美
[00:00:40.000 --> 00:00:43.000]  祂在萬神之上
[00:00:43.000 --> 00:00:45.000]  當受敬畏
[00:00:45.000 --> 00:00:47.000]  主啊多謝祢
[00:00:47.000 --> 00:00:50.000]  讓我們能夠來到去敬拜祢
[00:00:50.000 --> 00:00:54.000]  因為祢就是配得我們來去敬拜
[00:00:54.000 --> 00:00:59.000]  主啊願意我們將我們的心歸祢
[00:00:59.000 --> 00:01:03.000]  在敬拜的裏面求神祢與我們同在
[00:01:03.000 --> 00:01:05.000]  帶領我們
[00:01:05.000 --> 00:01:22.000]  主 坐在寶座上
[00:01:22.000 --> 00:01:29.000]  榮光充滿天地
[00:01:29.000 --> 00:01:35.000]  主 是陪得贊頌
[00:01:35.000 --> 00:01:42.000]  崇高高過主天地
[00:01:42.000 --> 00:01:48.000]  主 坐在寶座上
[00:01:48.000 --> 00:01:55.000]  榮光充滿天地
[00:01:55.000 --> 00:02:01.000]  主 是陪得贊頌
[00:02:01.000 --> 00:02:06.000]  崇高高過主天地
[00:02:06.000 --> 00:02:14.000]  萬主之主 萬王之王
[00:02:14.000 --> 00:02:19.000]  也幫向祢呼服
[00:02:19.000 --> 00:02:26.000]  萬口呼含 地上高揚
[00:02:26.000 --> 00:02:34.000]  萬神當向祢跪拜
[00:02:39.000 --> 00:02:45.000]  主 讓我們舉起雙手
[00:02:45.000 --> 00:02:49.000]  神在我們中間
[00:02:49.000 --> 00:02:55.000]  祂的榮光全盤面在我們當中
[00:02:55.000 --> 00:02:59.000]  我們舉起雙手宣告
[00:02:59.000 --> 00:03:02.000]  祢在我們當中坐著為王
[00:03:02.000 --> 00:03:06.000]  祢的榮光要充滿這個地方
[00:03:06.000 --> 00:03:18.000]  主 坐在寶座上
[00:03:18.000 --> 00:03:24.000]  榮光充滿天地
[00:03:24.000 --> 00:03:31.000]  主 是陪得贊頌
[00:03:31.000 --> 00:03:36.000]  崇高高過主天地
[00:03:36.000 --> 00:03:43.000]  萬主之主 萬王之王
[00:03:43.000 --> 00:03:49.000]  也幫向祢呼服
[00:03:49.000 --> 00:03:56.000]  萬口呼含 地上高揚
[00:03:56.000 --> 00:04:02.000]  萬神當向祢跪拜
[00:04:02.000 --> 00:04:09.000]  萬主之主 萬王之王
[00:04:09.000 --> 00:04:14.000]  也幫向祢呼服
[00:04:14.000 --> 00:04:21.000]  萬口呼含 地上高揚
[00:04:21.000 --> 00:04:29.000]  萬神當向祢跪拜
[00:04:29.000 --> 00:04:38.000]  耶穌 尊貴名字
[00:04:38.000 --> 00:04:44.000]  耶穌 情結公義
[00:04:44.000 --> 00:04:50.000]  耶穌 萬世觀望
[00:04:50.000 --> 00:04:57.000]  祢之身 獨身來至
[00:04:57.000 --> 00:05:03.000]  耶穌 尊貴名字
[00:05:03.000 --> 00:05:09.000]  耶穌 情結公義
[00:05:09.000 --> 00:05:15.000]  耶穌 萬世觀望
[00:05:15.000 --> 00:05:24.000]  祢之身 獨身來至
[00:05:24.000 --> 00:05:31.000]  萬主之主 萬王之王
[00:05:31.000 --> 00:05:37.000]  也幫向祢呼服
[00:05:37.000 --> 00:05:44.000]  萬口呼含 地上高揚
[00:05:44.000 --> 00:05:50.000]  萬神當向祢跪拜
[00:05:50.000 --> 00:05:57.000]  萬主之主 萬王之王
[00:05:57.000 --> 00:06:03.000]  也幫向祢呼服
[00:06:03.000 --> 00:06:10.000]  萬口呼含 地上高揚
[00:06:10.000 --> 00:06:17.000]  萬神當向祢跪拜
[00:06:17.000 --> 00:06:27.000]  主 坐在寶座上
[00:06:27.000 --> 00:06:34.000]  榮光充滿遍地
[00:06:34.000 --> 00:06:41.000]  主 使佩德讚頌
[00:06:41.000 --> 00:06:48.000]  神高高過主天
[00:06:48.000 --> 00:06:58.000]  主 使佩德讚頌
[00:06:58.000 --> 00:07:04.000]  隨祢以愛 再無別神
[00:07:04.000 --> 00:07:07.000]  在我們一生裡
[00:07:07.000 --> 00:07:13.000]  我們經歷祢的愛
[00:07:13.000 --> 00:07:23.000]  經歷在我們人生不同境遇的時候
[00:07:23.000 --> 00:07:28.000]  神祢仍然與我們同在
[00:07:28.000 --> 00:07:31.000]  我們感謝祢
[00:07:31.000 --> 00:07:38.000]  感謝祢讓我們能夠去依靠祢
[00:07:38.000 --> 00:07:58.000]  《願祝我一生經百種災》 詞:陳家麗 曲:陳家麗
[00:07:58.000 --> 00:08:07.000]  願祝我一生經百種災
[00:08:07.000 --> 00:08:10.000]  活著要高舉
[00:08:10.000 --> 00:08:14.000]  未來此生驚嘆
[00:08:14.000 --> 00:08:21.000]  願獻出土 救與期盼
[00:08:21.000 --> 00:08:28.000]  祢災難是因手與世間
[00:08:28.000 --> 00:08:31.000]  寒冷困苦中
[00:08:31.000 --> 00:08:35.000]  祢會迎救
[00:08:35.000 --> 00:08:43.000]  萬物嘆息只盼祢施讓拯救
[00:08:43.000 --> 00:08:49.000]  而我只想與祢同去
[00:08:49.000 --> 00:08:57.000]  終此世居於祢愛裡
[00:08:57.000 --> 00:09:21.000]  願祝我一生經百種災
[00:09:21.000 --> 00:09:24.000]  活著要高舉
[00:09:24.000 --> 00:09:28.000]  未來此生驚嘆
[00:09:28.000 --> 00:09:34.000]  願獻出土 救與期盼
[00:09:34.000 --> 00:09:41.000]  祢災難是因手與世間
[00:09:41.000 --> 00:09:44.000]  寒冷困苦中
[00:09:44.000 --> 00:09:48.000]  祢會迎救
[00:09:48.000 --> 00:09:55.000]  萬物嘆息只盼祢施讓拯救
[00:09:55.000 --> 00:10:01.000]  而我只想與祢同去
[00:10:01.000 --> 00:10:09.000]  終此世居於祢愛裡
[00:10:09.000 --> 00:10:22.000]  (音樂)
[00:10:22.000 --> 00:10:26.000]  當我們來唱
[00:10:26.000 --> 00:10:30.000]  願盡我們一生來敬拜
[00:10:30.000 --> 00:10:35.000]  敬拜這個那麼愛我們的神的時候
[00:10:35.000 --> 00:10:39.000]  我們的盡是甚麼呢
[00:10:39.000 --> 00:11:08.000]  (音樂)
[00:11:08.000 --> 00:11:21.000]  (音樂)
[00:11:21.000 --> 00:11:23.000]  神啊我們多謝祢
[00:11:23.000 --> 00:11:26.000]  多謝因為祢就是說
[00:11:26.000 --> 00:11:28.000]  祢在患難困苦中
[00:11:28.000 --> 00:11:30.000]  我們很無助的時候
[00:11:30.000 --> 00:11:35.000]  神啊祢就是說祢會拯救我們
[00:11:35.000 --> 00:11:38.000]  神啊我們多謝祢
[00:11:38.000 --> 00:11:40.000]  就是祢這個盼望
[00:11:40.000 --> 00:11:42.000]  以致我們能夠知道
[00:11:42.000 --> 00:11:46.000]  縱使明天如何
[00:11:46.000 --> 00:11:51.000]  但我們知道神祢與我們同在
[00:11:51.000 --> 00:11:53.000]  神祢與我們同在
[00:11:53.000 --> 00:12:13.000]  (音樂)
[00:12:13.000 --> 00:12:19.000]  心所盼看到祢為免
[00:12:19.000 --> 00:12:23.000]  儘管還未對應
[00:12:23.000 --> 00:12:30.000]  只相信祢應許不會缺少
[00:12:30.000 --> 00:12:38.000]  我僅靠著恩典
[00:12:38.000 --> 00:12:45.000]  心所盼看到祢能力
[00:12:45.000 --> 00:12:51.000]  被向任何怕的指引你
[00:12:51.000 --> 00:12:56.000]  死因有多難如
[00:12:56.000 --> 00:13:04.000]  祢必鋸固念記
[00:13:04.000 --> 00:13:10.000]  心所盼看到祢為免
[00:13:10.000 --> 00:13:14.000]  儘管還未對應
[00:13:14.000 --> 00:13:22.000]  只相信祢應許不會缺少
[00:13:22.000 --> 00:13:29.000]  我僅靠著恩典
[00:13:29.000 --> 00:13:35.000]  心所盼看到祢能力
[00:13:35.000 --> 00:13:42.000]  被向任何怕的指引你
[00:13:42.000 --> 00:13:47.000]  死因有多難如
[00:13:47.000 --> 00:13:57.000]  祢必鋸固念記
[00:13:57.000 --> 00:14:03.000]  願祢讓我一生敬拜重真
[00:14:03.000 --> 00:14:07.000]  活著要高舉喜愛
[00:14:07.000 --> 00:14:10.000]  此生敬拜
[00:14:10.000 --> 00:14:16.000]  願祢出土到遇期盼
[00:14:16.000 --> 00:14:22.000]  未再來使人守於世間
[00:14:22.000 --> 00:14:28.000]  萬萬困苦中祢會應救
[00:14:28.000 --> 00:14:32.000]  萬萬歎息只限祢
[00:14:32.000 --> 00:14:37.000]  斯人拯救願愛至上
[00:14:37.000 --> 00:14:41.000]  願祢同去
[00:14:41.000 --> 00:14:50.000]  從此世居於免愛
[00:14:50.000 --> 00:14:56.000]  如在念念當知亦可
[00:14:56.000 --> 00:15:02.000]  如見愛似像水也不捨變
[00:15:02.000 --> 00:15:08.000]  有天何不尋到正性
[00:15:08.000 --> 00:15:15.000]  有不甲前已知愛永欣喜
[00:15:15.000 --> 00:15:21.000]  自愛亦至當似烈火
[00:15:21.000 --> 00:15:27.000]  如見愛似像水也不捨變
[00:15:27.000 --> 00:15:33.000]  有天何不尋到正性
[00:15:33.000 --> 00:15:40.000]  有不甲前已知愛永欣喜
[00:15:40.000 --> 00:15:46.000]  願祢讓我一生敬拜重真
[00:15:46.000 --> 00:15:50.000]  活著要高舉喜愛
[00:15:50.000 --> 00:15:53.000]  此生敬拜
[00:15:53.000 --> 00:15:59.000]  願祢出土到遇期盼
[00:15:59.000 --> 00:16:05.000]  未再來使人守於世間
[00:16:05.000 --> 00:16:11.000]  萬萬困苦中祢會應救
[00:16:11.000 --> 00:16:15.000]  萬萬歎息只限祢
[00:16:15.000 --> 00:16:19.000]  斯人拯救願愛至上
[00:16:19.000 --> 00:16:23.000]  願祢同去
[00:16:23.000 --> 00:16:31.000]  從此世居於免愛
[00:16:32.000 --> 00:16:37.000]  主啊,這是我們的禱告
[00:16:37.000 --> 00:16:41.000]  主啊,願祢幫助我們
[00:16:41.000 --> 00:16:44.000]  我們知道我們能夠靠著祢的恩典
[00:16:44.000 --> 00:16:47.000]  我們能夠勝過一切困難
[00:16:47.000 --> 00:16:51.000]  主啊,因為祢會帶領我們來經歷
[00:16:51.000 --> 00:16:54.000]  經歷就是主祢的愛
[00:16:54.000 --> 00:16:58.000]  是縱水也不會熄滅
[00:16:58.000 --> 00:17:03.000]  主啊,縱然我們遇見刀劍禍患
[00:17:03.000 --> 00:17:05.000]  生老病死
[00:17:05.000 --> 00:17:07.000]  但是神啊,祢說
[00:17:07.000 --> 00:17:12.000]  祢應許主祢的愛與我們同在
[00:17:12.000 --> 00:17:17.000]  願祢讓我們的生命獻上給主
[00:17:17.000 --> 00:17:20.000]  因為我們的生命就是屬於祢
[00:17:20.000 --> 00:17:25.000]  主啊,願祢讓我們將自己的所有
[00:17:25.000 --> 00:17:28.000]  來到祢的私人寶座前
[00:17:28.000 --> 00:17:31.000]  願祢降服在主祢的裡面
[00:17:31.000 --> 00:17:35.000]  因為祢知道主祢的恩典就是教我們用
[00:17:35.000 --> 00:17:50.000]  以世人的所有
[00:17:50.000 --> 00:17:56.000]  為我們祈求
[00:17:56.000 --> 00:18:03.000]  以世人的所有
[00:18:03.000 --> 00:18:10.000]  為我們祈求
[00:18:10.000 --> 00:18:19.000]  以世人的所有
[00:18:19.000 --> 00:18:24.000]  多對我致敬
[00:18:24.000 --> 00:18:31.000]  盡力為主我懼怕
[00:18:31.000 --> 00:18:36.000]  嘗試我的勇氣
[00:18:36.000 --> 00:18:40.000]  現見祢我興起
[00:18:40.000 --> 00:18:43.000]  收保大衛的側臂
[00:18:43.000 --> 00:18:49.000]  從天福興之火 高似這上路
[00:18:49.000 --> 00:18:52.000]  在找人對祢追求
[00:18:52.000 --> 00:18:55.000]  現見這世代的救
[00:18:55.000 --> 00:19:01.000]  明朝先祢我帶上活走
[00:19:01.000 --> 00:19:04.000]  現見祢我興起
[00:19:04.000 --> 00:19:08.000]  收保大衛的側臂
[00:19:08.000 --> 00:19:14.000]  從天福興之火 高似這上路
[00:19:14.000 --> 00:19:17.000]  在找人對祢追求
[00:19:17.000 --> 00:19:20.000]  現見這世代的救
