
[00:00:00.000 --> 00:00:05.240]  今天選了《約書亞記》五章 一至九節
[00:00:05.240 --> 00:00:12.360]  我們會一起看看如何在父親節中想到一個意義
[00:00:12.360 --> 00:00:15.360]  就是國禮為何要舉行
[00:00:15.360 --> 00:00:20.080]  近年來有很多人討論
[00:00:20.080 --> 00:00:26.760]  為何人對生活會慢慢失去動力和熱情
[00:00:26.760 --> 00:00:30.760]  神經科學者做了一些研究
[00:00:30.760 --> 00:00:34.200]  當人第一次進行新的活動
[00:00:34.200 --> 00:00:37.240]  自然會產生更多多巴胺
[00:00:37.240 --> 00:00:39.000]  產生多巴胺的時候
[00:00:39.000 --> 00:00:42.560]  幫助人提升力量和熱情去工作
[00:00:42.560 --> 00:00:45.960]  但當我們重複做相同的事
[00:00:45.960 --> 00:00:48.840]  你的多巴胺又會減少
[00:00:48.840 --> 00:00:50.440]  可以怎樣做呢?
[00:00:50.440 --> 00:00:53.240]  幫自己設定一個目標
[00:00:53.240 --> 00:00:57.280]  這件事要短而且有少許挑戰
[00:00:57.280 --> 00:01:02.200]  等到你一直挑戰到做到這件事的時候
[00:01:02.200 --> 00:01:04.440]  你又會刺激新的多巴胺
[00:01:04.440 --> 00:01:08.000]  繼續去完成一些艱難的任務
[00:01:08.000 --> 00:01:11.520]  這個理論或多或少都真的有數據
[00:01:11.520 --> 00:01:14.000]  不只是作出來的
[00:01:14.000 --> 00:01:20.440]  的確找一些方法可以提升到人的動力
[00:01:20.440 --> 00:01:25.440]  不過我相信真正創造我們的是天賦
[00:01:25.440 --> 00:01:29.240]  天賦可以有很多不同的方法
[00:01:29.240 --> 00:01:33.440]  讓我們重新有動力和熱情
[00:01:33.440 --> 00:01:37.640]  我想起生活中有很多角色
[00:01:37.640 --> 00:01:41.440]  這些角色有時很簡單
[00:01:41.440 --> 00:01:43.440]  我知道自己年紀大了
[00:01:43.440 --> 00:01:46.040]  好像我家的老爺奶奶
[00:01:46.040 --> 00:01:50.040]  她說很多時候要讓自己多做運動
[00:01:50.040 --> 00:01:53.640]  提醒自己有什麼補件要一直吃
[00:01:53.640 --> 00:01:55.640]  因為不能斷
[00:01:55.640 --> 00:01:57.640]  這些可能都是很簡單的事
[00:01:57.640 --> 00:02:01.240]  再多一點可能是我們一些角色
[00:02:01.240 --> 00:02:04.640]  你不能夠說我偶爾做一下
[00:02:04.640 --> 00:02:06.040]  偶爾又不做
[00:02:06.040 --> 00:02:08.440]  這件事是持之而行
[00:02:08.440 --> 00:02:10.440]  是要經常記得的
[00:02:10.440 --> 00:02:12.440]  所以我們都很想找一些方法
[00:02:12.440 --> 00:02:15.840]  怎樣幫助自己或我身邊的人
[00:02:15.840 --> 00:02:18.040]  去找回這份熱情
[00:02:18.040 --> 00:02:19.640]  拉它一把出來
[00:02:19.640 --> 00:02:22.040]  今天我們看看
[00:02:22.040 --> 00:02:24.840]  神其實都很盼望人
[00:02:24.840 --> 00:02:27.840]  在很多的動力和熱情忘記的時候
[00:02:27.840 --> 00:02:30.440]  他時常都拉我們一把出來
[00:02:30.440 --> 00:02:34.240]  我們先看第五章
[00:02:34.240 --> 00:02:36.240]  選了九節經文
[00:02:36.240 --> 00:02:37.640]  你可以跟我一起讀
[00:02:37.640 --> 00:02:39.640]  或者你不讀也不要緊
[00:02:39.640 --> 00:02:41.640]  讀在心裏就可以了
[00:02:41.640 --> 00:02:43.640]  我們就開始了
[00:02:43.640 --> 00:02:44.840]  第一節
[00:02:44.840 --> 00:02:47.640]  若但何西阿摩利人的眾王
[00:02:47.640 --> 00:02:50.240]  和靠海迦南人的王
[00:02:50.240 --> 00:02:53.640]  聽見耶和華在以色列人前面
[00:02:53.640 --> 00:02:55.640]  洗若但何的水乾了
[00:02:55.640 --> 00:02:57.640]  直到他過了河
[00:02:57.640 --> 00:03:01.840]  眾王因以色列人的緣故都膽戰心驚
[00:03:01.840 --> 00:03:03.640]  勇氣全失
[00:03:03.640 --> 00:03:06.040]  那時耶和華對約書亞說
[00:03:06.040 --> 00:03:07.840]  你要做火石刀
[00:03:07.840 --> 00:03:10.640]  第二為以色列人行國禮
[00:03:10.640 --> 00:03:13.040]  約書亞就做了火石刀
[00:03:13.040 --> 00:03:17.040]  在哈爾拉勒山為以色列人行國禮
[00:03:17.040 --> 00:03:20.040]  約書亞行國禮的原因是
[00:03:20.040 --> 00:03:22.640]  從埃及出來的眾百姓
[00:03:22.640 --> 00:03:24.640]  所有能打仗的藍丁
[00:03:24.640 --> 00:03:26.640]  出埃及之後
[00:03:26.640 --> 00:03:29.040]  都死在曠野的路上
[00:03:29.040 --> 00:03:31.640]  這些從埃及出來的眾百姓
[00:03:31.640 --> 00:03:33.040]  都受過國禮
[00:03:33.040 --> 00:03:35.640]  但是那些出埃及以後
[00:03:35.640 --> 00:03:38.440]  在曠野的路上所生的眾百姓
[00:03:38.440 --> 00:03:40.840]  卻沒有受過國禮
[00:03:40.840 --> 00:03:44.040]  以色列人在曠野走了四十年
[00:03:44.040 --> 00:03:46.040]  直到從那埃及出來
[00:03:46.040 --> 00:03:48.840]  全國能打仗的人都消滅了
[00:03:48.840 --> 00:03:52.040]  因為他們沒有聽從耶和華的話
[00:03:52.040 --> 00:03:54.240]  耶和華曾向他們起誓
[00:03:54.240 --> 00:03:56.240]  必不容許他們看見
[00:03:56.240 --> 00:03:58.240]  耶和華向他們列祖
[00:03:58.240 --> 00:04:00.240]  起誓要給我們的地
[00:04:00.240 --> 00:04:02.640]  就是流瀨與墓之地
[00:04:02.640 --> 00:04:04.040]  他們的子孫
[00:04:04.040 --> 00:04:07.040]  就是耶和華興起接續他們的
[00:04:07.040 --> 00:04:09.240]  都沒有行過國禮
[00:04:09.240 --> 00:04:12.440]  因為在路上他們沒有受過禮
[00:04:12.440 --> 00:04:16.040]  約書亞就為他們行國禮
[00:04:16.040 --> 00:04:18.040]  最後兩節
[00:04:18.040 --> 00:04:20.440]  全國的人都受了國禮
[00:04:20.440 --> 00:04:22.840]  留在營中自己的地方
[00:04:22.840 --> 00:04:24.240]  直到存餘
[00:04:24.240 --> 00:04:26.240]  耶和華對約書亞說
[00:04:26.240 --> 00:04:28.640]  我今日將埃及的羞辱
[00:04:28.640 --> 00:04:31.040]  從你們身上取掉了
[00:04:31.040 --> 00:04:33.840]  因此那地方叫吉格
[00:04:33.840 --> 00:04:35.840]  直到今日
[00:04:35.840 --> 00:04:37.440]  這一段經文
[00:04:37.440 --> 00:04:41.440]  我們掌握一個很簡單的想法
[00:04:41.440 --> 00:04:45.840]  就是耶和華向一群百姓說
[00:04:45.840 --> 00:04:48.640]  有些事情你們一直沒有做到
[00:04:48.640 --> 00:04:50.440]  沒有做到的時候
[00:04:50.440 --> 00:04:51.640]  請你們重新做
[00:04:51.640 --> 00:04:52.640]  重新做的時候
[00:04:52.640 --> 00:04:54.640]  就會有一個結果
[00:04:54.640 --> 00:04:57.640]  我們先想想
[00:04:57.640 --> 00:04:59.640]  究竟背景是什麼
[00:04:59.640 --> 00:05:01.040]  好像很熟悉
[00:05:01.040 --> 00:05:02.640]  但我們要組織一下
[00:05:02.640 --> 00:05:06.240]  以色列人在埃及的時候做奴隸
[00:05:06.240 --> 00:05:08.240]  你大約想像
[00:05:08.240 --> 00:05:10.240]  做奴隸的時候
[00:05:10.240 --> 00:05:13.240]  你一定會被外族欺負
[00:05:13.240 --> 00:05:14.440]  甚至說真的
[00:05:14.440 --> 00:05:17.040]  我們在家中的家傭
[00:05:17.040 --> 00:05:19.840]  是否在家中工作的時候
[00:05:19.840 --> 00:05:23.240]  她想有些事情隨心所欲就做到呢
[00:05:23.240 --> 00:05:23.840]  不是的
[00:05:23.840 --> 00:05:25.240]  是否按照僱主的要求
[00:05:25.240 --> 00:05:27.240]  那個時間有些事情要做
[00:05:27.240 --> 00:05:29.240]  或是你對她很禮貌
[00:05:29.240 --> 00:05:31.440]  她也不是隨她的心意
[00:05:31.440 --> 00:05:32.640]  我去看電視
[00:05:32.640 --> 00:05:35.240]  我去做我自己的事情
[00:05:35.240 --> 00:05:39.240]  你想想當時以色列人圍爐的時候
[00:05:39.240 --> 00:05:41.240]  整個族群
[00:05:41.240 --> 00:05:46.240]  即使很想對神有更多更虔誠的行為
[00:05:46.240 --> 00:05:49.240]  但他們在外族的地方
[00:05:49.240 --> 00:05:51.240]  其實很多事情都被克制
[00:05:51.240 --> 00:05:53.240]  他們真的痛苦
[00:05:53.240 --> 00:05:54.240]  艱難
[00:05:54.240 --> 00:05:56.240]  人一遇到就求
[00:05:56.240 --> 00:06:00.240]  他們就向上帝求憐憫
[00:06:00.240 --> 00:06:01.240]  神真的答應
[00:06:01.240 --> 00:06:04.240]  將留乃與物的地方給他們
[00:06:04.240 --> 00:06:06.240]  也不只是說這群人
[00:06:06.240 --> 00:06:08.240]  去那個地方就算了
[00:06:08.240 --> 00:06:10.240]  派了一個領袖
[00:06:10.240 --> 00:06:15.240]  也是熱愛他們這個群體的摩西去做大靈
[00:06:15.240 --> 00:06:17.240]  所以十災
[00:06:17.240 --> 00:06:19.240]  逃出紅海
[00:06:19.240 --> 00:06:22.240]  甚至去到迦南的時候
[00:06:22.240 --> 00:06:23.240]  有茄色
[00:06:23.240 --> 00:06:26.240]  去到那個地方都不知道怎樣走難
[00:06:26.240 --> 00:06:27.240]  怎樣去種植
[00:06:27.240 --> 00:06:30.240]  怎樣去捕魚
[00:06:30.240 --> 00:06:33.240]  但神就用天降一些的瑪那
[00:06:33.240 --> 00:06:36.240]  讓他們每一天都有這個日記
[00:06:36.240 --> 00:06:38.240]  在這個裡面
[00:06:38.240 --> 00:06:39.240]  你想想
[00:06:39.240 --> 00:06:43.240]  經歷了這麼壯麗的一場仗
[00:06:43.240 --> 00:06:48.240]  但人的心不知道為什麼會冷淡
[00:06:48.240 --> 00:06:50.240]  我們生命裡面
[00:06:50.240 --> 00:06:53.240]  其實經常打了很多硬仗
[00:06:53.240 --> 00:06:55.240]  很多很漂亮的東西
[00:06:55.240 --> 00:06:56.240]  好像跟神一起去
[00:06:56.240 --> 00:06:59.240]  跟我們愛的人一起去面對
[00:06:59.240 --> 00:07:01.240]  心很紅
[00:07:01.240 --> 00:07:04.240]  不過那些事情會完
[00:07:04.240 --> 00:07:07.240]  那些動力和熱情又會冷卻
[00:07:07.240 --> 00:07:09.240]  今天試一下不要問
[00:07:09.240 --> 00:07:11.240]  為什麼他們會這樣
[00:07:11.240 --> 00:07:14.240]  試一下我們一起去想一下
[00:07:14.240 --> 00:07:15.240]  在這段經文
[00:07:15.240 --> 00:07:19.240]  神跟人之間有什麼互動
[00:07:19.240 --> 00:07:22.240]  而裡面也有我們的影子
[00:07:22.240 --> 00:07:24.240]  不要只是旁觀看
[00:07:24.240 --> 00:07:26.240]  以色列人也不太關我事
[00:07:26.240 --> 00:07:29.240]  實在在我們的生活裡面
[00:07:29.240 --> 00:07:32.240]  其實很多很壯麗的那場硬仗
[00:07:32.240 --> 00:07:33.240]  打完了
[00:07:33.240 --> 00:07:35.240]  很快又會凋謝
[00:07:35.240 --> 00:07:37.240]  這是人
[00:07:37.240 --> 00:07:39.240]  不過這裡有一個主旨
[00:07:39.240 --> 00:07:41.240]  不要停留在曠野
[00:07:41.240 --> 00:07:45.240]  你們在去打下一場嘉南的戰爭之前
[00:07:45.240 --> 00:07:48.240]  倚靠神行一個國禮
[00:07:48.240 --> 00:07:50.240]  這個國禮又重要
[00:07:50.240 --> 00:07:52.240]  又有必要性
[00:07:52.240 --> 00:07:55.240]  我們看看什麼是國禮
[00:07:55.240 --> 00:07:59.240]  國禮是神和阿伯拉罕用國禮
[00:07:59.240 --> 00:08:01.240]  即是割包皮
[00:08:01.240 --> 00:08:02.240]  用這個去納藥
[00:08:02.240 --> 00:08:04.240]  去到摩西的時候
[00:08:04.240 --> 00:08:06.240]  納法一定要做
[00:08:06.240 --> 00:08:08.240]  新來的南丁
[00:08:08.240 --> 00:08:10.240]  在第八日的時候
[00:08:10.240 --> 00:08:11.240]  要行這個禮儀
[00:08:11.240 --> 00:08:13.240]  代代相傳
[00:08:13.240 --> 00:08:15.240]  如果你不行這個國禮
