
[00:00:00.000 --> 00:00:05.000]  今日開始之前想同大家做一個情景題
[00:00:05.000 --> 00:00:07.000]  情景題即是你會點樣做呢?
[00:00:07.000 --> 00:00:09.000]  問一問大家先
[00:00:09.000 --> 00:00:13.000]  有一日你喺公司做錯咗一些小嘢
[00:00:13.000 --> 00:00:16.000]  你老細就好嬲
[00:00:16.000 --> 00:00:20.000]  當住你所有同事面前大罵你
[00:00:20.000 --> 00:00:22.000]  你梗係好唔開心
[00:00:22.000 --> 00:00:23.000]  帶住咁嘅心情
[00:00:23.000 --> 00:00:24.000]  咁你唔好理啦
[00:00:24.000 --> 00:00:26.000]  即係中間cut咗啲嘢
[00:00:26.000 --> 00:00:27.000]  你就放工啦
[00:00:27.000 --> 00:00:30.000]  返屋企就帶住一個全家之寶
[00:00:30.000 --> 00:00:32.000]  好貴重嘅物品
[00:00:32.000 --> 00:00:35.000]  就好容易打衰嘅嘢
[00:00:35.000 --> 00:00:37.000]  一返到屋企就衝入屋企
[00:00:37.000 --> 00:00:40.000]  就見到個仔就同你講
[00:00:40.000 --> 00:00:42.000]  就話我今日考太成績表
[00:00:42.000 --> 00:00:44.000]  有幾科都唔合格
[00:00:44.000 --> 00:00:47.000]  咁你又趕唔切同佢對話
[00:00:47.000 --> 00:00:49.000]  你就話好急就入咗廁所先
[00:00:49.000 --> 00:00:54.000]  去完廁所就出嚟見阿仔就打爛咗全家之寶
[00:00:54.000 --> 00:00:58.000]  咁個情景題就問你會點做呢
[00:00:58.000 --> 00:00:59.000]  唔需要答我住呀
[00:00:59.000 --> 00:01:01.000]  記喺心裏面得呀暫時
[00:01:01.000 --> 00:01:04.000]  咁情景題1B頭先1A嚟
[00:01:04.000 --> 00:01:07.000]  咁一樣前面都一樣帶住全家之寶就返屋企
[00:01:07.000 --> 00:01:11.000]  跟住入門口就見到工人姐姐就唔係阿仔
[00:01:11.000 --> 00:01:14.000]  工人姐姐就第二日返工
[00:01:14.000 --> 00:01:17.000]  琴晚已經冇返屋企瞓
[00:01:17.000 --> 00:01:19.000]  咁你問佢做乜琴晚唔返屋企瞓
[00:01:19.000 --> 00:01:20.000]  佢就話你聽
[00:01:20.000 --> 00:01:24.000]  琴晚同鄉道開party就唔返嚟瞓
[00:01:24.000 --> 00:01:25.000]  好似係唔得㗎嘛
[00:01:25.000 --> 00:01:26.000]  唔返屋企瞓
[00:01:26.000 --> 00:01:31.000]  咁你又係沖咗廁所出返嚟見工人姐姐就打爛咗個全家之寶
[00:01:31.000 --> 00:01:33.000]  咁你會點做呢
[00:01:33.000 --> 00:01:34.000]  一個係你個仔
[00:01:34.000 --> 00:01:36.000]  一個工人姐姐
[00:01:36.000 --> 00:01:38.000]  同樣發生類似嘅嘢嚟
[00:01:38.000 --> 00:01:39.000]  你會點做呢
[00:01:39.000 --> 00:01:41.000]  我唔會帶大家舉手嘅唔使驚呀
[00:01:41.000 --> 00:01:42.000]  咁呢
[00:01:42.000 --> 00:01:44.000]  咁就講講今日題目帶住落去
[00:01:44.000 --> 00:01:47.000]  我都唔會再同大家講呢個續落去嘅會係
[00:01:47.000 --> 00:01:49.000]  咁今日題目呢好得意呀
[00:01:49.000 --> 00:01:52.000]  叫做父慈子孝嘅現實問題呀
[00:01:52.000 --> 00:01:54.000]  父慈子孝點現實呢
[00:01:54.000 --> 00:01:57.000]  係咪講你畀幾多錢家用嗰啲呀
[00:01:57.000 --> 00:01:59.000]  今日同大家應該畀幾多錢呀
[00:01:59.000 --> 00:02:00.000]  阿爸呀阿媽呀唔係
[00:02:00.000 --> 00:02:03.000]  咁呀我哋睇一睇條片先呀
[00:02:03.000 --> 00:02:04.000]  可能大家以前都睇過呀
[00:02:04.000 --> 00:02:06.000]  幾十秒嘅片去一去
[00:02:07.000 --> 00:02:09.000]  (音樂)
[00:02:10.000 --> 00:02:12.000]  (聲音)
[00:02:36.000 --> 00:02:39.000]  最後寫路係唔止一條嘅呢條片呢講緊
[00:02:39.000 --> 00:02:43.000]  正視弱老問題呀好幾年前嘅香港一個宣傳片呀
[00:02:43.000 --> 00:02:47.000]  究竟呢個問題係咩問題呢
[00:02:47.000 --> 00:02:49.000]  係一個老人問題
[00:02:49.000 --> 00:02:50.000]  即係年紀老化問題
[00:02:50.000 --> 00:02:53.000]  定係一個住屋嘅問題呢
[00:02:53.000 --> 00:02:56.000]  頭先睇條片屋企冇唔夠掟呀
[00:02:56.000 --> 00:02:59.000]  啲嘢你咁多嘢掉曬啲嘢出街係咪呢
[00:02:59.000 --> 00:03:02.000]  係咪一個土地嘅問題呢
[00:03:02.000 --> 00:03:05.000]  定係一個階級嘅問題呢
[00:03:05.000 --> 00:03:07.000]  阿爸同啲仔係咪咩階級呢
[00:03:07.000 --> 00:03:11.000]  定係還是一個信仰嘅問題呢
[00:03:11.000 --> 00:03:13.000]  咁我哋同大家睇一睇呀
[00:03:13.000 --> 00:03:17.000]  究竟係呢個現實嘅問題究竟係出現咗喺邊一度呢
[00:03:17.000 --> 00:03:20.000]  咁以弗所書六章一至九節我讀畀大家聽下
[00:03:20.000 --> 00:03:23.000]  作兒女嘅你哋要喺主裡面聽從父母
[00:03:23.000 --> 00:03:25.000]  這是理所當然嘅
[00:03:25.000 --> 00:03:27.000]  當孝敬父母洗禮得福在世長壽
[00:03:27.000 --> 00:03:30.000]  這是第一條大英許嘅誡命
[00:03:30.000 --> 00:03:32.000]  做父親嘅你哋不要激怒兒女
[00:03:32.000 --> 00:03:36.000]  但要照著主嘅教導同埋勸誡養育佢哋
[00:03:36.000 --> 00:03:38.000]  作僕人嘅你哋要懼怕戰經
[00:03:38.000 --> 00:03:41.000]  用誠實嘅心聽從你哋肉身嘅主人
[00:03:41.000 --> 00:03:43.000]  好讓聽從基督一般
[00:03:43.000 --> 00:03:46.000]  不要只在人眼前咁樣做
[00:03:46.000 --> 00:03:48.000]  像僅係土人嘅喜歡
[00:03:48.000 --> 00:03:51.000]  而係作基督嘅僕人從心裡遵行上帝嘅旨意
[00:03:51.000 --> 00:03:56.000]  甘心服侍好將服侍主不將服侍人
[00:03:56.000 --> 00:03:58.000]  因為知道每個人所做嘅善事
[00:03:58.000 --> 00:04:00.000]  不論齊遺牢嘅或者係自主嘅
