
[00:00:00.000 --> 00:00:02.800]  通常我帶領的
[00:00:02.800 --> 00:00:05.800]  我通常會叫準時的人給自己掌聲
[00:00:05.800 --> 00:00:09.600]  感謝你們準時出席
[00:00:09.600 --> 00:00:13.400]  我都不是很久,幾個月沒有帶勁拜
[00:00:13.400 --> 00:00:18.800]  有少少緊張,可能會有少少嗅鼻涕或者口震
[00:00:18.800 --> 00:00:22.800]  但是多多包涵,上帝一定OK的
[00:00:22.800 --> 00:00:26.800]  我們事不宜遲,先祈禱
[00:00:28.200 --> 00:00:32.400]  天父讓我們今天天氣都有點熱
[00:00:32.400 --> 00:00:35.400]  但都可以順利地來到這裡
[00:00:35.400 --> 00:00:38.800]  準時去敬拜上帝
[00:00:38.800 --> 00:00:44.000]  很希望我們在連同聽到這個鐘
[00:00:44.000 --> 00:00:49.000]  可以感受到上帝的聖靈充滿我們
[00:00:49.000 --> 00:00:55.400]  和讓我們感覺到我們人生都充滿恩典
[00:00:55.400 --> 00:01:00.400]  求主讓我們可以望向
[00:01:00.400 --> 00:01:03.400]  回望上帝對我們做過的好事
[00:01:03.400 --> 00:01:06.400]  奉主名求,安門安門
[00:01:06.400 --> 00:01:20.200]  讓我們藉著這首詩歌
[00:01:20.200 --> 00:01:22.800]  讓這個聖靈去充滿我們的心
[00:01:22.800 --> 00:01:25.000]  讓我們更親近上帝
[00:01:25.000 --> 00:01:29.000]  讓我們在敬拜裡面更加感受到上帝的同在
[00:01:29.000 --> 00:01:31.000]  邀請大家可以站起來
[00:01:31.000 --> 00:01:48.000]  明天你來充滿我心
[00:01:49.000 --> 00:01:55.000]  我需要你很高充滿我靈
[00:01:55.000 --> 00:02:00.000]  聖靈啊我好愛你
[00:02:00.000 --> 00:02:04.000]  我的靈要你牽引
[00:02:04.000 --> 00:02:10.000]  而每一天我要更深愛你
[00:02:10.000 --> 00:02:18.000]  聖靈請你來充滿我心
[00:02:19.000 --> 00:02:25.000]  我需要你很高充滿我靈
[00:02:25.000 --> 00:02:30.000]  聖靈啊我好愛你
[00:02:30.000 --> 00:02:34.000]  我的靈要你牽引
[00:02:34.000 --> 00:02:40.000]  而每一天我要更深愛你
[00:02:40.000 --> 00:02:44.000]  我要追上你主
[00:02:44.000 --> 00:02:48.000]  我將生命獻給你
[00:02:48.000 --> 00:02:52.000]  獻給我更親近的你
[00:02:52.000 --> 00:02:55.000]  你大能更信我靈
[00:02:55.000 --> 00:02:59.000]  無人能與你相比
[00:02:59.000 --> 00:03:03.000]  祝我仰望你的榮耀
[00:03:03.000 --> 00:03:06.000]  我敬拜你
[00:03:06.000 --> 00:03:10.000]  在你的真理裡
[00:03:10.000 --> 00:03:16.000]  聖靈請你來充滿我心
[00:03:16.000 --> 00:03:23.000]  我需要你很高充滿我靈
[00:03:23.000 --> 00:03:27.000]  聖靈啊我好愛你
[00:03:27.000 --> 00:03:31.000]  我的靈要你牽引
[00:03:31.000 --> 00:03:37.000]  而每一天我要更深愛你
[00:03:38.000 --> 00:03:41.000]  聖靈啊我好愛你
[00:03:41.000 --> 00:03:45.000]  我的靈要你牽引
[00:03:45.000 --> 00:03:51.000]  而每一天我要更深愛你
[00:03:51.000 --> 00:03:55.000]  我要追上你主
[00:03:55.000 --> 00:03:59.000]  我將生命獻給你
[00:03:59.000 --> 00:04:03.000]  獻給我更親近的你
[00:04:03.000 --> 00:04:06.000]  你大能更信我靈
[00:04:06.000 --> 00:04:10.000]  無人能與你相比
[00:04:10.000 --> 00:04:14.000]  祝我仰望你的榮耀
[00:04:14.000 --> 00:04:16.000]  我敬拜你
[00:04:16.000 --> 00:04:20.000]  在你的真理裡
[00:04:20.000 --> 00:04:24.000]  我要追上你主
[00:04:24.000 --> 00:04:28.000]  我將生命獻給你
[00:04:28.000 --> 00:04:32.000]  獻給我更親近的你
[00:04:32.000 --> 00:04:35.000]  你大能更信我靈
[00:04:35.000 --> 00:04:39.000]  無人能與你相比
[00:04:39.000 --> 00:04:43.000]  祝我仰望你的榮耀
[00:04:43.000 --> 00:04:45.000]  我敬拜你
[00:04:45.000 --> 00:04:49.000]  在你的真理裡
[00:04:49.000 --> 00:04:53.000]  哦~哦~哦~
[00:05:16.000 --> 00:05:19.000]  我要追上你主
[00:05:19.000 --> 00:05:23.000]  我將生命獻給你
[00:05:23.000 --> 00:05:27.000]  獻給我更親近的你
[00:05:27.000 --> 00:05:30.000]  你大能更信我靈
[00:05:30.000 --> 00:05:34.000]  無人能與你相比
[00:05:34.000 --> 00:05:38.000]  祝我仰望你的榮耀
[00:05:38.000 --> 00:05:40.000]  我敬拜你
[00:05:40.000 --> 00:05:44.000]  在你的真理裡
[00:05:44.000 --> 00:05:48.000]  我要追上你主
[00:05:48.000 --> 00:05:52.000]  我將生命獻給你
[00:05:52.000 --> 00:05:56.000]  獻給我更親近的你
[00:05:56.000 --> 00:05:59.000]  你大能更信我靈
[00:05:59.000 --> 00:06:03.000]  無人能與你相比
[00:06:03.000 --> 00:06:07.000]  祝我仰望你的榮耀
[00:06:07.000 --> 00:06:09.000]  我敬拜你
[00:06:09.000 --> 00:06:13.000]  在你的真理裡
[00:06:14.000 --> 00:06:18.000]  我要追上你主
[00:06:18.000 --> 00:06:22.000]  我將生命獻給你
[00:06:22.000 --> 00:06:25.000]  獻給我更親近的你
[00:06:25.000 --> 00:06:29.000]  你大能更信我靈
[00:06:29.000 --> 00:06:33.000]  無人能與你相比
[00:06:33.000 --> 00:06:37.000]  祝我仰望你的榮耀
[00:06:37.000 --> 00:06:39.000]  我敬拜你
[00:06:39.000 --> 00:06:43.000]  在你的真理裡
[00:06:43.000 --> 00:06:45.000]  我敬拜你
[00:06:45.000 --> 00:06:47.000]  我敬拜你
[00:06:47.000 --> 00:06:50.000]  在你的真理裡
[00:06:50.000 --> 00:06:52.000]  我敬拜你
[00:06:52.000 --> 00:06:54.000]  我敬拜你
[00:06:54.000 --> 00:06:58.000]  在你的真理裡
[00:07:06.000 --> 00:07:09.000]  在這個世界上沒有任何人
[00:07:09.000 --> 00:07:12.000]  沒有任何所謂的神明
[00:07:12.000 --> 00:07:14.000]  能夠與你相比
[00:07:14.000 --> 00:07:19.000]  能夠與你帶給我們的恩典和平安相比
[00:07:19.000 --> 00:07:23.000]  求主繼續在我們這一段時間裡
[00:07:23.000 --> 00:07:25.000]  讓我們感覺到
[00:07:25.000 --> 00:07:27.000]  祢會保護我們
[00:07:27.000 --> 00:07:32.000]  讓我們不再只靠自己去生活
[00:07:32.000 --> 00:07:34.000]  而是信靠恩典
[00:07:34.000 --> 00:07:42.000]  (音樂)
[00:07:42.000 --> 00:07:49.000]  祢說聖母存在父母
[00:07:49.000 --> 00:07:56.000]  不求都將我同意
[00:07:56.000 --> 00:08:01.000]  祢應許我口出的那聖文
[00:08:01.000 --> 00:08:06.000]  去做乞人的我
[00:08:06.000 --> 00:08:10.000]  依靠聖靈
[00:08:10.000 --> 00:08:17.000]  祢敢說我並無後悔
[00:08:17.000 --> 00:08:25.000]  請我大能的戰士
[00:08:25.000 --> 00:08:29.000]  當日祢令百姓出過野
[00:08:29.000 --> 00:08:32.000]  也別令我走過
[00:08:32.000 --> 00:08:39.000]  大愛的主仍與我同在
[00:08:39.000 --> 00:08:43.000]  我向左或右
[00:08:43.000 --> 00:08:46.000]  我必聽見後人聲音說
[00:08:46.000 --> 00:08:48.000]  這是正路
[00:08:48.000 --> 00:08:53.000]  遙行在其間
[00:08:53.000 --> 00:08:57.000]  我橫向左或右
[00:08:57.000 --> 00:09:00.000]  祢的恩惠賜予福台
[00:09:00.000 --> 00:09:03.000]  我走在周圍
[00:09:03.000 --> 00:09:06.000]  至上文說
[00:09:06.000 --> 00:09:11.000]  祢如此能夠愛說
[00:09:11.000 --> 00:09:18.000]  祢說聖拜存在父母
[00:09:18.000 --> 00:09:25.000]  不求都將我同意
[00:09:25.000 --> 00:09:30.000]  祢應許我口出的那聖文
[00:09:30.000 --> 00:09:35.000]  去做乞人的我
[00:09:35.000 --> 00:09:39.000]  依靠聖靈
[00:09:39.000 --> 00:09:47.000]  祢敢說我並無後悔
[00:09:47.000 --> 00:09:55.000]  請我大能的戰士
[00:09:55.000 --> 00:09:59.000]  當日祢令百姓出過野
[00:09:59.000 --> 00:10:02.000]  也別令我走過
[00:10:02.000 --> 00:10:09.000]  大愛的主仍與我同在
[00:10:09.000 --> 00:10:13.000]  我向左或右
[00:10:13.000 --> 00:10:17.000]  我必聽見後人聲音說
[00:10:17.000 --> 00:10:19.000]  這是正路
[00:10:19.000 --> 00:10:24.000]  遙行在其間
[00:10:24.000 --> 00:10:27.000]  我橫向左或右
[00:10:27.000 --> 00:10:31.000]  祢的恩惠賜予福台
[00:10:31.000 --> 00:10:33.000]  我走在周圍
[00:10:33.000 --> 00:10:37.000]  至上文說
[00:10:37.000 --> 00:10:42.000]  祢如此能夠愛
[00:10:42.000 --> 00:11:07.000]  (音樂)
[00:11:07.000 --> 00:11:10.000]  我橫向左或右
[00:11:10.000 --> 00:11:14.000]  我必聽見後人聲音說
[00:11:14.000 --> 00:11:16.000]  這是正路
[00:11:16.000 --> 00:11:21.000]  遙行在其間
[00:11:21.000 --> 00:11:24.000]  我橫向左或右
[00:11:24.000 --> 00:11:28.000]  祢的恩惠賜予福台
[00:11:28.000 --> 00:11:30.000]  我走在周圍
[00:11:30.000 --> 00:11:34.000]  至上文說
[00:11:34.000 --> 00:11:39.000]  祢如此能夠愛
[00:11:39.000 --> 00:11:42.000]  我在活人之地
[00:11:42.000 --> 00:11:46.000]  必得祢的恩惠
[00:11:46.000 --> 00:11:49.000]  祢是惹禍我離世
[00:11:49.000 --> 00:11:53.000]  永別作夢
[00:11:53.000 --> 00:11:56.000]  我在活人之地
[00:11:56.000 --> 00:12:00.000]  必得祢的恩惠
[00:12:00.000 --> 00:12:03.000]  祢是惹禍我離世
[00:12:03.000 --> 00:12:07.000]  永永遠遠
[00:12:07.000 --> 00:12:10.000]  我在活人之地
[00:12:10.000 --> 00:12:14.000]  必得祢的恩惠
[00:12:14.000 --> 00:12:17.000]  祢是惹禍我離世
[00:12:17.000 --> 00:12:21.000]  永別作夢
[00:12:21.000 --> 00:12:24.000]  我在活人之地
[00:12:24.000 --> 00:12:28.000]  必得祢的恩惠
[00:12:28.000 --> 00:12:31.000]  祢是惹禍我離世
[00:12:31.000 --> 00:12:35.000]  永永遠遠
[00:12:35.000 --> 00:12:38.000]  我在活人之地
[00:12:38.000 --> 00:12:42.000]  必得祢的恩惠
[00:12:42.000 --> 00:12:45.000]  祢是惹禍我離世
[00:12:45.000 --> 00:12:49.000]  永別作夢
[00:12:49.000 --> 00:12:52.000]  我在活人之地
[00:12:52.000 --> 00:12:56.000]  必得祢的恩惠
[00:12:56.000 --> 00:12:59.000]  祢是惹禍我離世
[00:12:59.000 --> 00:13:03.000]  永永遠遠
[00:13:03.000 --> 00:13:07.000]  我或向左或向右
[00:13:07.000 --> 00:13:09.000]  我必聽見
[00:13:09.000 --> 00:13:11.000]  投入聲音說
[00:13:11.000 --> 00:13:13.000]  這是正道
[00:13:13.000 --> 00:13:18.000]  祢要行在其中
[00:13:18.000 --> 00:13:21.000]  我或向左或向右
[00:13:21.000 --> 00:13:23.000]  祢的恩惠
[00:13:23.000 --> 00:13:27.000]  馳願覆蓋那周章周年
[00:13:27.000 --> 00:13:31.000]  照常無說
[00:13:31.000 --> 00:13:36.000]  祢如此能感悟
[00:13:36.000 --> 00:13:40.000]  我或向左或向右
[00:13:40.000 --> 00:13:42.000]  我必聽見
[00:13:42.000 --> 00:13:44.000]  投入聲音說
[00:13:44.000 --> 00:13:46.000]  這是正道
[00:13:46.000 --> 00:13:51.000]  祢要行在其中
[00:13:51.000 --> 00:13:55.000]  我或向左或向右
[00:13:55.000 --> 00:13:57.000]  祢的恩惠
[00:13:57.000 --> 00:14:00.000]  馳願覆蓋那周章周年
[00:14:00.000 --> 00:14:04.000]  照常輪轉
[00:14:04.000 --> 00:14:09.000]  祢如此能跟我望在
[00:14:09.000 --> 00:14:12.000]  我在活人之地
[00:14:12.000 --> 00:14:16.000]  必得見祢恩惠
[00:14:16.000 --> 00:14:19.000]  祢是惹禍我離世
[00:14:19.000 --> 00:14:23.000]  永別作夢
[00:14:23.000 --> 00:14:27.000]  我在活人之地
[00:14:27.000 --> 00:14:31.000]  必得見祢恩惠
[00:14:31.000 --> 00:14:34.000]  祢是惹禍我離世
[00:14:34.000 --> 00:14:38.000]  永遠遠遠
[00:14:39.000 --> 00:14:42.000]  剛才我們大聲唱
[00:14:42.000 --> 00:14:43.000]  我在活人之地
[00:14:43.000 --> 00:14:44.000]  必得見祢恩惠
[00:14:44.000 --> 00:14:46.000]  是因為我們相信
[00:14:46.000 --> 00:14:50.000]  所以我們才大聲唱這句歌詞
[00:14:50.000 --> 00:14:52.000]  我相信耶和華離世
[00:14:52.000 --> 00:14:54.000]  必作王一定
[00:14:54.000 --> 00:14:56.000]  引領我們行正路
[00:14:56.000 --> 00:14:58.000]  因為祢的恩典
[00:14:58.000 --> 00:14:59.000]  永不缺少
[00:14:59.000 --> 00:15:01.000]  晝夜不變改
[00:15:01.000 --> 00:15:08.000]  詞曲:陳昇
[00:15:28.000 --> 00:15:34.000]  日落再出四季
[00:15:34.000 --> 00:15:37.000]  眾交替
[00:15:37.000 --> 00:15:43.000]  神高心落差的設計
[00:15:43.000 --> 00:15:47.000]  祖地與天
[00:15:47.000 --> 00:15:52.000]  無窮生命裏面
[00:15:52.000 --> 00:15:57.000]  神恩典不斷可看見
[00:15:57.000 --> 00:16:04.000]  誰給你最美麗名次
[00:16:04.000 --> 00:16:11.000]  唯獨你撲滅邦境敗
[00:16:11.000 --> 00:16:15.000]  神恩典總不缺少
[00:16:15.000 --> 00:16:18.000]  窮闖贊頌你榮耀
[00:16:18.000 --> 00:16:21.000]  日宿中有
[00:16:21.000 --> 00:16:23.000]  未乾的眼淚
[00:16:23.000 --> 00:16:25.000]  一度破曉
[00:16:25.000 --> 00:16:29.000]  必可歡笑恩典永久
[00:16:29.000 --> 00:16:33.000]  神不會別我遠走
[00:16:33.000 --> 00:16:36.000]  求足感恩主的援手
[00:16:36.000 --> 00:16:43.000]  隨你一生那照舊
[00:16:43.000 --> 00:16:53.000]  詞曲:陳昇
[00:16:53.000 --> 00:17:01.000]  日落再出四季
[00:17:01.000 --> 00:17:04.000]  眾交替
[00:17:04.000 --> 00:17:10.000]  神高心落差的設計
[00:17:10.000 --> 00:17:14.000]  祖地與天
[00:17:14.000 --> 00:17:19.000]  無窮生命裏面
[00:17:19.000 --> 00:17:24.000]  神恩典不斷可看見
[00:17:24.000 --> 00:17:30.000]  日落再出四季
[00:17:30.000 --> 00:17:33.000]  眾交替
[00:17:33.000 --> 00:17:38.000]  神高心落差的設計
[00:17:38.000 --> 00:17:42.000]  祖地與天
[00:17:42.000 --> 00:17:47.000]  無窮生命裏面
[00:17:47.000 --> 00:17:52.000]  神恩典不斷可看見
[00:17:52.000 --> 00:17:59.000]  誰給你最美麗名次
[00:17:59.000 --> 00:18:06.000]  唯獨你撲滅邦境敗
[00:18:06.000 --> 00:18:09.000]  神恩典像佛如笑
[00:18:09.000 --> 00:18:13.000]  闖贊頌你榮耀
[00:18:13.000 --> 00:18:15.000]  日宿中有
[00:18:15.000 --> 00:18:17.000]  未乾的眼淚
[00:18:17.000 --> 00:18:19.000]  一度破曉
[00:18:19.000 --> 00:18:23.000]  必可歡笑恩典永久
[00:18:23.000 --> 00:18:27.000]  神不會別我遠走
[00:18:27.000 --> 00:18:30.000]  求足感恩主的援手
[00:18:30.000 --> 00:18:34.000]  隨你一生
[00:18:34.000 --> 00:18:37.000]  神恩典像佛如笑
[00:18:37.000 --> 00:18:41.000]  闖贊頌你榮耀
[00:18:41.000 --> 00:18:43.000]  日宿中有
[00:18:43.000 --> 00:18:46.000]  未乾的眼淚
[00:18:46.000 --> 00:18:48.000]  一度破曉
[00:18:48.000 --> 00:18:51.000]  必可歡笑恩典永久
[00:18:51.000 --> 00:18:55.000]  神不會別我遠走
[00:18:55.000 --> 00:18:58.000]  求足感恩主的援手
[00:18:58.000 --> 00:19:02.000]  隨你一生
[00:19:02.000 --> 00:19:06.000]  那走到
[00:19:30.000 --> 00:19:33.000]  神恩典像佛如笑
[00:19:33.000 --> 00:19:37.000]  闖贊頌你榮耀
[00:19:37.000 --> 00:19:39.000]  日宿中有
[00:19:39.000 --> 00:19:41.000]  未乾的眼淚
[00:19:41.000 --> 00:19:43.000]  一度破曉
[00:19:43.000 --> 00:19:47.000]  必可歡笑恩典永久
[00:19:47.000 --> 00:19:51.000]  神不會別我遠走
[00:19:51.000 --> 00:19:54.000]  求足感恩主的援手
[00:19:54.000 --> 00:19:57.000]  隨你一生
[00:19:57.000 --> 00:20:01.000]  神恩典像佛如笑
[00:20:01.000 --> 00:20:04.000]  闖贊頌你榮耀
[00:20:04.000 --> 00:20:07.000]  日宿中有
[00:20:07.000 --> 00:20:09.000]  未乾的眼淚
[00:20:09.000 --> 00:20:11.000]  一度破曉
[00:20:11.000 --> 00:20:14.000]  必可歡笑恩典永久
[00:20:14.000 --> 00:20:18.000]  神不會別我遠走
[00:20:18.000 --> 00:20:21.000]  求足感恩主的援手
[00:20:21.000 --> 00:20:25.000]  隨你一生
[00:20:25.000 --> 00:20:28.000]  神恩典像佛如笑
[00:20:28.000 --> 00:20:32.000]  闖贊頌你榮耀
[00:20:32.000 --> 00:20:34.000]  日宿中有
[00:20:34.000 --> 00:20:37.000]  未乾的眼淚
[00:20:37.000 --> 00:20:39.000]  一度破曉
[00:20:39.000 --> 00:20:43.000]  必可歡笑恩典永久
[00:20:43.000 --> 00:20:46.000]  神不會別我遠走
[00:20:46.000 --> 00:20:50.000]  求足感恩主的援手
[00:20:50.000 --> 00:20:54.000]  隨你一生
[00:20:54.000 --> 00:21:00.000]  那就夠
[00:21:01.000 --> 00:21:05.000]  主啊感謝你
[00:21:05.000 --> 00:21:09.000]  感謝你的恩典像雨水一樣覆蓋大地
[00:21:09.000 --> 00:21:13.000]  求主保守繼續你的恩典與我們同在
[00:21:13.000 --> 00:21:15.000]  在日接下來的時間
[00:21:15.000 --> 00:21:17.000]  你親自與我們說話
[00:21:17.000 --> 00:21:18.000]  感謝你聆聽
[00:21:18.000 --> 00:21:19.000]  切託高交托
