
[00:00:00.000 --> 00:00:04.000]  大家好,我的聲音也不太好
[00:00:04.000 --> 00:00:08.000]  我聽到很多人說生病,但我沒有
[00:00:08.000 --> 00:00:10.000]  不過聲音有點沙沙的
[00:00:10.000 --> 00:00:13.000]  今天是最後一個的周六崇拜
[00:00:13.000 --> 00:00:15.000]  來到年尾
[00:00:15.000 --> 00:00:21.000]  剛才敬拜的姐妹也有問我們有什麼心情回來
[00:00:21.000 --> 00:00:24.000]  大家會不會很感嘆這麼快就過了一年
[00:00:24.000 --> 00:00:27.000]  還是很興奮進入新的一年裡
[00:00:27.000 --> 00:00:29.000]  又有重新的開始
[00:00:29.000 --> 00:00:31.000]  我自己是很興奮的
[00:00:31.000 --> 00:00:34.000]  因為過去一年裡我真的很忙
[00:00:34.000 --> 00:00:37.000]  我被這個忙亂充斥著
[00:00:37.000 --> 00:00:41.000]  我也要給自己一點時間去整頓一下
[00:00:41.000 --> 00:00:43.000]  接下來的計劃
[00:00:43.000 --> 00:00:47.000]  記得我小時候就開始有寫日記的習慣
[00:00:47.000 --> 00:00:50.000]  很喜歡在特別的節日
[00:00:50.000 --> 00:00:53.000]  例如生日、復活節、聖誕節、新年
[00:00:53.000 --> 00:00:55.000]  去定一些目標
[00:00:55.000 --> 00:00:58.000]  讓自己有一個藉口重新開始
[00:00:58.000 --> 00:01:01.000]  到了年尾
[00:01:01.000 --> 00:01:05.000]  我會找一個地方去看整年的日記
[00:01:05.000 --> 00:01:07.000]  去回顧自己的生命
[00:01:07.000 --> 00:01:09.000]  和去定下目標
[00:01:09.000 --> 00:01:13.000]  以前在職場就會定如何成功
[00:01:13.000 --> 00:01:17.000]  到了我現在做了一個教務之後
[00:01:17.000 --> 00:01:20.000]  我記得去年我定的目標是什麼呢
[00:01:20.000 --> 00:01:23.000]  就是我如何去接納自己
[00:01:23.000 --> 00:01:28.000]  我想我回顧在我不是一個很能夠接納自己的人
[00:01:28.000 --> 00:01:31.000]  我好像對自己的要求很高
[00:01:31.000 --> 00:01:34.000]  但這些要求可能是我自己
[00:01:34.000 --> 00:01:36.000]  不是神要求我
[00:01:36.000 --> 00:01:38.000]  我想在這一年裡
[00:01:38.000 --> 00:01:42.000]  我真的去求神讓我接納自己
[00:01:42.000 --> 00:01:44.000]  我不知道大家
[00:01:44.000 --> 00:01:45.000]  當我做一個教務的時候
[00:01:45.000 --> 00:01:48.000]  我就覺得如果我今天不能夠和自己和好
[00:01:48.000 --> 00:01:50.000]  我如何能夠和人和好
[00:01:50.000 --> 00:01:52.000]  如何能夠去愛呢
[00:01:52.000 --> 00:01:57.000]  我也想藉著這篇講道提醒大家
[00:01:57.000 --> 00:02:00.000]  如何和自己建立關係
[00:02:00.000 --> 00:02:02.000]  來到今年最後一講
[00:02:02.000 --> 00:02:05.000]  就是重建關係系列的我與自己的關係
[00:02:05.000 --> 00:02:07.000]  救我生我
[00:02:07.000 --> 00:02:11.000]  經文記載在二弗所書四章十七至三十二節
[00:02:11.000 --> 00:02:14.000]  我們如何去救迎新
[00:02:14.000 --> 00:02:16.000]  不單只是一些外在的東西
[00:02:16.000 --> 00:02:18.000]  更加是我們內在的東西
[00:02:18.000 --> 00:02:20.000]  很多時候我們說要傳福音
[00:02:20.000 --> 00:02:23.000]  但我們連自己也搞不定
[00:02:23.000 --> 00:02:24.000]  不要說傳福音
[00:02:24.000 --> 00:02:26.000]  可能我們會叛倒別人
[00:02:26.000 --> 00:02:30.000]  有時候我們只要單單地活好我們自己
[00:02:30.000 --> 00:02:33.000]  其實我們的生命本身就是一個見證
[00:02:33.000 --> 00:02:36.000]  生命也會成為別人的祝福
[00:02:36.000 --> 00:02:39.000]  今天我們如何和自己和好
[00:02:39.000 --> 00:02:43.000]  我們是不是經常被我們的聲音批評
[00:02:43.000 --> 00:02:45.000]  或者當我們對著鏡子的時候
[00:02:45.000 --> 00:02:47.000]  就覺得自己很失敗
[00:02:47.000 --> 00:02:48.000]  我是這樣的
[00:02:48.000 --> 00:02:50.000]  我改不了
[00:02:50.000 --> 00:02:54.000]  或者有些東西我們連自己也不能原諒
[00:02:54.000 --> 00:02:58.000]  保羅在二弗所書中如何說
[00:02:58.000 --> 00:03:00.000]  給了我們什麼答案
[00:03:00.000 --> 00:03:05.000]  他說神已經在基督裡將我們的救我釘死
[00:03:05.000 --> 00:03:07.000]  創造了一個新的我
[00:03:07.000 --> 00:03:11.000]  但我們必須有意識地脫去我們的救我
[00:03:11.000 --> 00:03:13.000]  穿上新的我
[00:03:13.000 --> 00:03:17.000]  讓福音重寫我們對自己的理解和回應的方式
[00:03:17.000 --> 00:03:22.000]  這段經文有很多東西叫我們不要做什麼
[00:03:22.000 --> 00:03:24.000]  但它不是一個道德的清單
[00:03:24.000 --> 00:03:29.000]  而是從神的角度去認清我們自己真實的身份
[00:03:29.000 --> 00:03:30.000]  不是舊人
[00:03:30.000 --> 00:03:32.000]  我們不再是舊人
[00:03:32.000 --> 00:03:36.000]  也不要過著一些舊有的敗壞模式
[00:03:36.000 --> 00:03:40.000]  而是照神的形象創造成為一個新人
[00:03:40.000 --> 00:03:43.000]  更加過著一些新的生活
[00:03:43.000 --> 00:03:46.000]  這段經文我們一步一步去看
[00:03:46.000 --> 00:03:51.000]  神如何從祂的話語中去重建我們自己的關係
[00:03:51.000 --> 00:03:53.000]  我今天用三個角度去看這段經文
[00:03:53.000 --> 00:03:55.000]  第一個就是看見救我
[00:03:55.000 --> 00:03:59.000]  在虛妄的心思裡迷失的我
[00:03:59.000 --> 00:04:01.000]  學習基督
[00:04:01.000 --> 00:04:05.000]  在心思裡被更新的新我
[00:04:05.000 --> 00:04:06.000]  活出新人
[00:04:06.000 --> 00:04:11.000]  在具體選擇中斷絕的救我
[00:04:11.000 --> 00:04:15.000]  在四章17至19節第一段裡
[00:04:15.000 --> 00:04:18.000]  如何去虛妄心思裡迷失的我
[00:04:18.000 --> 00:04:21.000]  我讀出17至19節
[00:04:21.000 --> 00:04:24.000]  所以我這樣說
[00:04:24.000 --> 00:04:27.000]  且在主裡鄭重地說
[00:04:27.000 --> 00:04:29.000]  你們行事為人
[00:04:29.000 --> 00:04:32.000]  不要再障礙幫人存虛妄的心而活
[00:04:32.000 --> 00:04:34.000]  他們心地昏昧
[00:04:34.000 --> 00:04:36.000]  因自己無知
[00:04:36.000 --> 00:04:37.000]  心裡剛硬
[00:04:37.000 --> 00:04:40.000]  而與上帝所賜的生命隔絕
[00:04:40.000 --> 00:04:42.000]  既然他們已經麻木
[00:04:42.000 --> 00:04:44.000]  就放縱情慾
[00:04:44.000 --> 00:04:47.000]  貪婪地行種種污穢的事
[00:04:47.000 --> 00:04:51.000]  一開始保羅用了一個很嚴肅的語句開頭
[00:04:51.000 --> 00:04:52.000]  所以我說
[00:04:52.000 --> 00:04:55.000]  並且在主裡鄭重地說
[00:04:55.000 --> 00:04:58.000]  這個語氣就像法庭宣判一些事情
[00:04:58.000 --> 00:05:02.000]  宣判完一件事就命令
[00:05:02.000 --> 00:05:04.000]  你們行事為人
[00:05:04.000 --> 00:05:08.000]  不要再障礙幫人虛妄的生活而活
[00:05:08.000 --> 00:05:10.000]  他所說的行事
[00:05:10.000 --> 00:05:13.000]  在原文裡是說行走
[00:05:13.000 --> 00:05:17.000]  《耳疾所書》第四章一節一開始說
[00:05:17.000 --> 00:05:20.000]  神呼召耳疾所教會的人
[00:05:20.000 --> 00:05:22.000]  叫他們行事為人
[00:05:22.000 --> 00:05:24.000]  遠蒙召起恩相情
[00:05:24.000 --> 00:05:26.000]  而在這17節裡
[00:05:26.000 --> 00:05:30.000]  他再次宣告你們不要再障礙幫人行走
[00:05:30.000 --> 00:05:33.000]  說的行走不是一種腳步
[00:05:33.000 --> 00:05:35.000]  好像走路的行走
[00:05:35.000 --> 00:05:36.000]  而是你的生命
[00:05:36.000 --> 00:05:39.000]  你如何將生命的路線轉向
[00:05:39.000 --> 00:05:41.000]  如果有人說
[00:05:41.000 --> 00:05:42.000]  有些人犯錯
[00:05:42.000 --> 00:05:44.000]  有人跟你說
[00:05:44.000 --> 00:05:47.000]  你不要再走舊路
[00:05:47.000 --> 00:05:49.000]  不知道大家有沒有發覺
[00:05:49.000 --> 00:05:52.000]  在我們生命裡好像有一個模式
[00:05:52.000 --> 00:05:53.000]  錯完又錯
[00:05:53.000 --> 00:05:55.000]  不斷重複犯錯
[00:05:55.000 --> 00:05:58.000]  剛才我說我會寫日記的習慣
[00:05:58.000 --> 00:05:59.000]  我看回自己的日記
[00:05:59.000 --> 00:06:01.000]  好像寫來寫去都是那些東西
[00:06:01.000 --> 00:06:07.000]  原來我都不知不覺地重複一些舊有的錯誤
[00:06:07.000 --> 00:06:10.000]  好像不明白為什麼
[00:06:10.000 --> 00:06:13.000]  但發現的時候就會很生氣
[00:06:13.000 --> 00:06:16.000]  有時候好像很難以自制
[00:06:16.000 --> 00:06:18.000]  但神再一次提醒我們
[00:06:18.000 --> 00:06:22.000]  不要再障礙幫人生活
[00:06:22.000 --> 00:06:26.000]  這三節經文裡有三個層面
[00:06:26.000 --> 00:06:28.000]  第一個層面
[00:06:28.000 --> 00:06:29.000]  理性的扭曲
[00:06:29.000 --> 00:06:31.000]  心思的虛妄
[00:06:31.000 --> 00:06:34.000]  虛妄是說一些虛空
[00:06:34.000 --> 00:06:35.000]  沒有意義的事
[00:06:35.000 --> 00:06:37.000]  好像傳道書說
[00:06:37.000 --> 00:06:39.000]  虛空的虛空
[00:06:39.000 --> 00:06:40.000]  好像捉不住
[00:06:40.000 --> 00:06:42.000]  好像一陣氣
[00:06:42.000 --> 00:06:45.000]  其實愛幫人不是治上帝
[00:06:45.000 --> 00:06:49.000]  而是他們將神的心思意念排除了之外
[00:06:49.000 --> 00:06:52.000]  所以他們在計劃裡
[00:06:52.000 --> 00:06:54.000]  不包括他們有意義的事
[00:06:54.000 --> 00:06:57.000]  所以就很空洞很虛空
[00:06:57.000 --> 00:07:00.000]  我們怎樣去定義我們自己
[00:07:00.000 --> 00:07:02.000]  會不會我們都是這樣的人
[00:07:02.000 --> 00:07:04.000]  我們改不了
[00:07:04.000 --> 00:07:05.000]  我們不懂表達去愛
[00:07:05.000 --> 00:07:07.000]  我們都不懂去愛人
[00:07:07.000 --> 00:07:11.000]  這些好像很普通的自我的定義
[00:07:11.000 --> 00:07:15.000]  其實是一些虛妄的枷鎖
[00:07:15.000 --> 00:07:17.000]  第二個層面
[00:07:17.000 --> 00:07:19.000]  是屬靈的隔絕
[00:07:19.000 --> 00:07:22.000]  心底的昏迷
[00:07:22.000 --> 00:07:24.000]  心底的昏迷在英文聖經裡說
[00:07:24.000 --> 00:07:26.000]  Darkness in understanding
[00:07:26.000 --> 00:07:29.000]  與神所設的生命隔絕
[00:07:29.000 --> 00:07:30.000]  因為他不敬虔
[00:07:30.000 --> 00:07:33.000]  以致導致他心思剛硬無知
[00:07:33.000 --> 00:07:38.000]  這個無知不是指資訊的不足
[00:07:38.000 --> 00:07:41.000]  而是他故意去抗拒真理
[00:07:41.000 --> 00:07:43.000]  救我可怕的地方就是
[00:07:43.000 --> 00:07:46.000]  我們自己以為是自由
[00:07:46.000 --> 00:07:48.000]  其實是自我封鎖
[00:07:48.000 --> 00:07:50.000]  拒絕神的光照
[00:07:50.000 --> 00:07:54.000]  記得前陣子我探望一些露宿者
[00:07:54.000 --> 00:07:59.000]  這些街友是吸毒者
[00:07:59.000 --> 00:08:01.000]  他們覺得自己很自由
[00:08:01.000 --> 00:08:04.000]  他們在街上隨處吸毒
[00:08:04.000 --> 00:08:05.000]  連警察都不會理會他們
[00:08:05.000 --> 00:08:07.000]  其實都不會干犯他們
[00:08:07.000 --> 00:08:11.000]  他們喜歡什麼時候打就什麼時候打都可以
[00:08:11.000 --> 00:08:13.000]  他們覺得自己很自由
[00:08:13.000 --> 00:08:17.000]  但他們卻被這些毒品牽制著
[00:08:17.000 --> 00:08:21.000]  我們會不會有些罪都牽制著我們
[00:08:21.000 --> 00:08:25.000]  我們說謊也沒所謂
[00:08:25.000 --> 00:08:26.000]  我們沉溺打遊戲
[00:08:26.000 --> 00:08:29.000]  不做功課不做事也沒所謂
[00:08:29.000 --> 00:08:30.000]  大家都是這樣
[00:08:30.000 --> 00:08:32.000]  很小事而已
[00:08:32.000 --> 00:08:37.000]  這些只是我們剛硬的心思作祟
[00:08:37.000 --> 00:08:40.000]  第三個層面就是情慾的麻木
[00:08:40.000 --> 00:08:42.000]  道德的放縱
[00:08:42.000 --> 00:08:46.000]  麻木是失去知覺
[00:08:46.000 --> 00:08:48.000]  好像病人一樣
[00:08:48.000 --> 00:08:50.000]  感覺不到傷口
[00:08:50.000 --> 00:08:51.000]  越傷越深
[00:08:51.000 --> 00:08:53.000]  他們都不自知
[00:08:53.000 --> 00:08:58.000]  我們的舊我不是一夜間敗壞
[00:08:58.000 --> 00:09:01.000]  而是一次又一次的妥協
