
[00:00:00.000 --> 00:00:06.600]  今日同大家繼續思考,已忽所書嘅訊息
[00:00:06.600 --> 00:00:11.260]  共融奧秘展,我哋會集中喺三章一至十三節
[00:00:11.260 --> 00:00:15.100]  三章嘅一至到十三節
[00:00:15.100 --> 00:00:24.320]  美國有個社區,佢好特別,呢個社區有兩間教會,個名係一模一樣
[00:00:24.320 --> 00:00:27.400]  都叫做第一浸信會,即係就唔係樓下嗰間
[00:00:27.400 --> 00:00:33.800]  兩間都叫第一浸信會,事源其實喺1846年
[00:00:33.800 --> 00:00:35.840]  其實佢哋係一間教會嚟嘅
[00:00:35.840 --> 00:00:45.840]  但當時教會實施咗一個規定,就係只有白人先可以喺教會禮堂裏面聚會
[00:00:45.840 --> 00:00:50.180]  黑人就要出去走廊嗰度參與聚會
[00:00:50.180 --> 00:00:53.000]  大家覺得有咩唔妥呢
[00:00:53.000 --> 00:00:59.140]  直至到黑人嘅人數比白人多嘅時候,佢哋就決定分家
[00:00:59.140 --> 00:01:04.780]  呢個分家就經過咗170年
[00:01:04.780 --> 00:01:11.940]  去到2016年,兩間教會嘅牧師就走埋一齊
[00:01:11.940 --> 00:01:16.800]  一間係黑人嘅牧師,另一個係白人嘅牧師
[00:01:16.800 --> 00:01:23.400]  佢哋見到社會裏面黑人同白人嘅撕裂係越來越大
[00:01:23.400 --> 00:01:31.080]  佢哋覺得喺神韻帝嘅話裏面,要喺個咁嘅時代裏面要見證上帝嘅愛
[00:01:31.080 --> 00:01:39.020]  所以佢哋就決定每年一個時節,不論黑人同埋白人都要喺同一個地方
[00:01:39.020 --> 00:01:44.660]  同一個禮堂,不分你我嘅去敬拜同一位上帝
[00:01:44.660 --> 00:01:56.180]  假設教會會辦一場同英語士工嘅弟兄姊妹一同崇拜
[00:01:56.180 --> 00:02:03.860]  我哋嘅英語士工嘅弟兄姊妹,就喺座堂嗰邊每個星期都會有聚會
[00:02:03.860 --> 00:02:10.000]  以前都曾經喺樓上19樓聚會
[00:02:10.000 --> 00:02:17.800]  假設我哋會同佢一齊舉行同一個崇拜聚會嘅時候
[00:02:17.800 --> 00:02:22.740]  大家又會唔會參加呢?參加嘅理由係乜嘢呢?
[00:02:22.740 --> 00:02:28.120]  你話都係唔係咁,唔係好慣喎
[00:02:28.120 --> 00:02:33.100]  我哋同佢嘅語言又唔同,文化又唔同,習慣又唔同
[00:02:33.100 --> 00:02:40.900]  如果一齊都需要啲適應,所以未必即刻想參加
[00:02:40.900 --> 00:02:44.660]  如果係咁,聖經又點睇呢?
[00:02:44.660 --> 00:02:48.080]  同大家喺呢一份所書睇下三方面
[00:02:48.080 --> 00:02:55.880]  第一方面,共融,請聽讀餘下經文,三章二節
[00:02:55.880 --> 00:03:02.640]  想必你們曾聽見上帝賜恩給我,把關切你們的職份託付我
[00:03:02.640 --> 00:03:08.020]  用啟示讓我知道福音的奧秘正如我以前略略寫過的
[00:03:08.020 --> 00:03:12.960]  你們讀了就會知道我深深了解基督的奧秘
[00:03:12.960 --> 00:03:17.160]  這奧秘在以前的世代沒有讓人知道
[00:03:17.160 --> 00:03:24.080]  就如今藉著聖靈向他的聖使徒和先知啟示一樣
[00:03:24.080 --> 00:03:36.580]  就是外邦人在基督耶穌裡藉著福音得以同為後製,同為一體,同為蒙應許的人
[00:03:36.580 --> 00:03:46.300]  我作了這福音的伏義,是照著上帝的恩賜,是照他運行的大能賜給我的
[00:03:46.300 --> 00:03:57.820]  經文裡很強調提到一個層面,保羅說他得到一個很大的啟示,一個福音的奧秘
[00:03:57.820 --> 00:04:07.840]  這個奧秘我以前也跟已忽所教會說過,當時的讀者知道一下他所說的奧秘是什麼
[00:04:07.840 --> 00:04:16.800]  而這班人更加清楚知道基督的奧秘是什麼
[00:04:16.800 --> 00:04:38.000]  簡單來說,基督的奧秘就是在猶太人以外的族群,包括華人,菲律賓人,甚至其他種族的人,都能夠在耶穌基督裡同作上帝的子民,同為一體,同為蒙應許的人
[00:04:38.000 --> 00:04:43.640]  但經文裡提到,這個奧秘以前的人是不知道的
[00:04:43.640 --> 00:04:54.080]  這裡是怎麼理解呢?因為在舊約裡,猶太人並不是不知道這個應許是包括其他種族的人的
[00:04:54.080 --> 00:05:07.800]  他們是知道的,因為在阿伯拉罕之約,在摩西五經的律法裡,外族人是跟他們一樣,可以在上帝的應許裡,賜福蒙愛的
[00:05:07.800 --> 00:05:19.680]  所以他們是知道的,但他們不知道什麼呢?他們不知道當兩族人在語言不同,文化不同,甚至這兩族人有仇
[00:05:19.680 --> 00:05:30.480]  究竟這兩族人怎麼可能在同一個場所走在一起去讚美主呢?
[00:05:30.480 --> 00:05:37.960]  這是他們不知道的,他們不知道可以怎樣實現這個共融,因為有仇,怎麼實現呢?
[00:05:37.960 --> 00:05:52.960]  而在以弗所書的二章裡,我們已經思想過兩族人是有冤仇的,但上帝的兒子用了他的十字架,拆毀了這個冤仇的牆
[00:05:52.960 --> 00:06:05.280]  就是說耶穌的死不只是停留在我們跟上帝之間的關係,而是這個十字架延伸到人與人之間的關係,族群與族群之間的關係
[00:06:05.280 --> 00:06:12.760]  讓到族群與族群之間的仇得以化解
[00:06:12.760 --> 00:06:30.560]  純粹是想像,只是假設,我們邀請大家,甚至各組人員,各小組一起辦一個展覽會在教會裡
[00:06:30.560 --> 00:06:44.280]  主題就是「復和」,不知道大家會想到什麼展覽品,或者怎樣將這個主題帶出來的活動或擺設呢?
[00:06:44.280 --> 00:06:52.560]  不如我們嘗試參考一下法國一個同類的展覽,就是法國的人類博物館
[00:06:52.560 --> 00:06:59.320]  早年它辦了一個叫做「看見我們與他者,從偏見到種族歧視」
[00:06:59.320 --> 00:07:06.000]  當你一進入這個展館,你就會看到一個260度的大型光幕
[00:07:06.000 --> 00:07:14.000]  在這個光幕裡展示了不同人種,不同的分類的標準,包括男女
[00:07:14.000 --> 00:07:20.640]  文化的背景不同,國籍的不同,社會階層的不同
[00:07:20.640 --> 00:07:29.920]  這個展館就是想讓參加者去反思在日常生活中,究竟種族歧視是怎樣產生的
[00:07:29.920 --> 00:07:38.360]  之後我們進入第二個展館,這個展館的主題就是「制度化的種族歧視」
[00:07:38.360 --> 00:07:44.120]  裡面展示了不同的物件去表達這件事
[00:07:44.120 --> 00:07:51.120]  例如大家在螢光幕裡靠最左邊的一個納粹時代
[00:07:51.120 --> 00:07:54.960]  你看到這個物件像什麼?
[00:07:54.960 --> 00:08:01.960]  這個物件是當時納粹時代一個毒氣室的傳聲喇叭
[00:08:01.960 --> 00:08:08.880]  這個喇叭正正象徵了當時種族清洗的歷史
[00:08:08.880 --> 00:08:14.120]  而中間的圖是美國的一個指示牌
[00:08:14.120 --> 00:08:17.040]  這個指示牌是什麼意思呢?
[00:08:17.040 --> 00:08:25.040]  就是每逢有色人種等巴士,就要去後排等,不可以前排等
[00:08:25.040 --> 00:08:37.760]  這個表示只有白人才有一個優先的、受到尊重的接待或處理方法
[00:08:37.760 --> 00:08:45.680]  而有色人種就要去到車尾等,是一個不平等的待遇
[00:08:45.680 --> 00:08:51.640]  這個正正是陳述了當時種族隔離政策
[00:08:51.640 --> 00:08:59.000]  另一個就是大家看到的一個盧旺達收音機
[00:08:59.000 --> 00:09:02.200]  這個收音機是1994年的收音機
[00:09:02.200 --> 00:09:12.480]  因為當時這些廣播節目很多時候都是鼓吹胡桃人如何繼續奴役那些屠西人
[00:09:12.480 --> 00:09:16.080]  去描述當年的大屠殺事件
[00:09:16.080 --> 00:09:24.640]  你看到種族的冤仇總是在歷史裡面留下一些比較象徵性的物件
[00:09:24.640 --> 00:09:31.120]  假設,假設我們要辦一個講復和的展覽會
[00:09:31.120 --> 00:09:39.440]  大家又會用什麼去代表我們的傷痛的記憶呢?
[00:09:39.440 --> 00:09:43.640]  在爭執不和的關係當中
[00:09:43.640 --> 00:09:48.600]  我們滿腦子都是很自然、很正常地
[00:09:48.600 --> 00:09:57.160]  會為一些,會為我們的創傷而找回一個應該為我們創傷而負責的人
[00:09:57.160 --> 00:10:01.200]  我們覺得我們的苦、我們的辛苦
[00:10:01.200 --> 00:10:04.960]  對方要感受到的,他要負責任
[00:10:04.960 --> 00:10:10.600]  以致我們得以能夠公義彰顯
[00:10:10.600 --> 00:10:21.440]  這種的思想或者這種的圖畫經常在我們腦子裡浮現
[00:10:21.440 --> 00:10:30.640]  但你有沒有發覺這份冤仇不僅僅是在當事人的苦裡面
[00:10:30.640 --> 00:10:36.760]  這份苦或許可能會代代相傳
[00:10:36.760 --> 00:10:39.000]  所以不只是我們受苦
[00:10:39.000 --> 00:10:43.000]  其實可能下一代都會因為這份記憶
[00:10:43.000 --> 00:10:47.400]  這些的,雖然他們沒有發生過在他們身上
[00:10:47.400 --> 00:10:51.120]  但是這些記憶會一代一代地傳
[00:10:51.120 --> 00:10:56.240]  如果是這樣,我們如何在當中得到釋放呢?
[00:10:56.240 --> 00:11:00.840]  同時思想光榮
[00:11:00.840 --> 00:11:02.440]  經文的三一節說
[00:11:02.440 --> 00:11:11.120]  因此我保羅為你們外邦人作了基督耶穌囚徒的替你們祈禱
[00:11:11.120 --> 00:11:12.680]  這裡很清楚地說到
[00:11:12.680 --> 00:11:19.760]  保羅為了讓兩族人能夠去復和,甚至是共融
[00:11:19.760 --> 00:11:24.200]  所以他願意為其中一方坐牢
[00:11:24.200 --> 00:11:26.000]  究竟是什麼事呢?
[00:11:26.000 --> 00:11:29.320]  其實在《士郎人傳》21章有記載這件事
[00:11:29.320 --> 00:11:33.400]  其實完全是出於誤會
[00:11:33.400 --> 00:11:39.520]  有一次保羅跟外族人在聖殿附近的一個市集出現
[00:11:39.520 --> 00:11:41.800]  純粹他在那裡出現
[00:11:41.800 --> 00:11:45.120]  當時有猶太人一見到他在市集出現
[00:11:45.120 --> 00:11:50.280]  認定他覺得保羅一定又帶了外族人進入了聖殿
[00:11:50.280 --> 00:11:52.400]  顛覆聖殿
[00:11:52.400 --> 00:11:55.800]  那些猶太人激動起來
[00:11:55.800 --> 00:11:57.360]  全城起哄
[00:11:57.360 --> 00:11:59.080]  聖經甚至形容到
[00:11:59.080 --> 00:12:03.800]  要包圍保羅,甚至差點要取他的命
[00:12:03.800 --> 00:12:09.280]  於是那時候羅馬軍立即進城
[00:12:09.280 --> 00:12:12.480]  馬上拘捕了保羅
[00:12:12.480 --> 00:12:15.280]  因為他平息民憤
[00:12:15.280 --> 00:12:17.760]  先抓了他
[00:12:17.760 --> 00:12:25.920]  按理就要受猶太會堂的人審訊指控他
[00:12:25.920 --> 00:12:29.600]  但是保羅的外甥發現
[00:12:29.600 --> 00:12:32.400]  其實猶太會堂的負責人
[00:12:32.400 --> 00:12:34.720]  對保羅的指控不是要查證
[00:12:34.720 --> 00:12:37.960]  究竟保羅有沒有帶外族人進聖殿
[00:12:37.960 --> 00:12:40.000]  有的話就罰他
[00:12:40.000 --> 00:12:41.480]  沒有的話就放他
[00:12:41.480 --> 00:12:43.480]  不是這個向度
[00:12:43.480 --> 00:12:45.560]  而是根本就想他死
[00:12:45.560 --> 00:12:48.440]  想盡辦法都是想他死
[00:12:48.440 --> 00:12:52.080]  保羅的外甥立即覺得不對勁
[00:12:52.080 --> 00:12:53.160]  既然如此
[00:12:53.160 --> 00:12:56.480]  不如交給第三方去審訊
[00:12:56.480 --> 00:13:05.320]  交給當時地方政府羅馬軍最大的總督去審這件事
[00:13:05.320 --> 00:13:07.760]  因為這個緣故
[00:13:07.760 --> 00:13:14.080]  保羅就開始接受一個長期審訊的體驗
[00:13:14.080 --> 00:13:16.840]  但是保羅很清楚知道
[00:13:16.840 --> 00:13:20.240]  耶穌的十字架是來終結冤仇
[00:13:20.240 --> 00:13:22.240]  而不是加深冤仇
[00:13:22.240 --> 00:13:24.520]  所以他坐牢的時候
[00:13:24.520 --> 00:13:27.600]  他刻意寫以弗所書
[00:13:27.600 --> 00:13:29.600]  就是要勸勉
[00:13:29.600 --> 00:13:31.600]  當時以弗所教會
[00:13:31.600 --> 00:13:33.600]  當中都有猶太的信徒
[00:13:33.600 --> 00:13:35.600]  也有外族的信徒
[00:13:35.600 --> 00:13:39.360]  鼓勵他們繼續保持和平共處
[00:13:39.360 --> 00:13:42.640]  在三章十二節裏面
[00:13:42.640 --> 00:13:43.640]  保羅說
[00:13:43.640 --> 00:13:45.640]  我們因信耶穌
[00:13:45.640 --> 00:13:48.040]  就在他裏面放膽無懼的
[00:13:48.040 --> 00:13:51.040]  滿有自信到達上帝的面前
[00:13:51.560 --> 00:13:53.560]  你看到到達上帝的面前
[00:13:53.560 --> 00:13:55.560]  其實在二章十八節
[00:13:55.560 --> 00:13:59.560]  都重複出現過這個騙語
[00:13:59.560 --> 00:14:02.560]  進到弗面前
[00:14:02.560 --> 00:14:04.560]  因此解的時候
[00:14:04.560 --> 00:14:06.560]  就要二章和三章一起去理解
[00:14:06.560 --> 00:14:08.560]  意思是什麼呢
[00:14:08.560 --> 00:14:14.560]  就是上帝的兒子竟然用十字架終止了兩族的冤仇
[00:14:14.560 --> 00:14:17.560]  兩族就可以大可放膽
[00:14:17.560 --> 00:14:22.560]  不需要怕兩族人在同一個地方會出現什麼事
[00:14:22.560 --> 00:14:25.560]  不用的,放膽無懼的,滿有自信的
[00:14:25.560 --> 00:14:28.560]  他們會一同的面向上帝
[00:14:28.560 --> 00:14:34.560]  他就用這份信心
[00:14:34.560 --> 00:14:38.560]  延伸到外族人的鼓勵他們
[00:14:38.560 --> 00:14:40.560]  三章十三節裏面說
[00:14:40.560 --> 00:14:42.560]  所以我求你們
[00:14:42.560 --> 00:14:46.560]  不要因我為你們所受的患難喪膽
[00:14:46.560 --> 00:14:49.560]  這原是你們的光榮
[00:14:49.560 --> 00:14:53.560]  這裏指的是保羅說
[00:14:53.560 --> 00:14:56.560]  不要因為我為了你們坐牢而你們就害怕
[00:14:56.560 --> 00:14:57.560]  害怕到一個地步
[00:14:57.560 --> 00:15:01.560]  哎呀,我們和我們傳福音那個都坐牢了
[00:15:01.560 --> 00:15:05.560]  那我們還搞什麼兩族出盡共融
[00:15:05.560 --> 00:15:06.560]  不要搞這些了
[00:15:06.560 --> 00:15:09.560]  他都坐牢了,我們不要搞這麼多了
[00:15:09.560 --> 00:15:11.560]  保羅說不是,不要
[00:15:12.560 --> 00:15:17.560]  只要外族人能夠成為天國的一份子
[00:15:17.560 --> 00:15:21.560]  能夠得到基督耶穌的榮耀
[00:15:21.560 --> 00:15:24.560]  這就是他們的光榮
[00:15:24.560 --> 00:15:31.560]  其實已忽所書的信徒當時是害怕到有這樣的理解
[00:15:31.560 --> 00:15:35.560]  但不等於每個教會都是這樣理解
[00:15:35.560 --> 00:15:38.560]  當時有一間叫菲勒比教會的信徒
[00:15:38.560 --> 00:15:41.560]  看到保羅坐牢
[00:15:41.560 --> 00:15:43.560]  不單止沒有膽怯
[00:15:43.560 --> 00:15:46.560]  更加放膽地去傳福音
[00:15:46.560 --> 00:15:51.560]  更加放膽地去覺得信仰真的很堅
[00:15:51.560 --> 00:15:58.560]  這正正就是保羅心裏面很想信徒知道
[00:15:58.560 --> 00:16:01.560]  我被囚不是要你們喪膽
[00:16:01.560 --> 00:16:05.560]  而是要你們大發熱心繼續傳福音
[00:16:06.560 --> 00:16:10.560]  這個經文解到這裏
[00:16:10.560 --> 00:16:14.560]  對我們現代人,特別是香港人
[00:16:14.560 --> 00:16:18.560]  無論在甚麼關係裏面,到底如何理解
[00:16:18.560 --> 00:16:19.560]  有甚麼可以反思
[00:16:19.560 --> 00:16:23.560]  我用一個故事和大家一起思想
[00:16:23.560 --> 00:16:27.560]  我認識一個弟兄
[00:16:27.560 --> 00:16:32.560]  他和他爸爸因為一個誤會,沒有見面17年
[00:16:33.560 --> 00:16:38.560]  三年前因為一個手機的訊息而有機會接觸
[00:16:38.560 --> 00:16:42.560]  我弟兄的姐姐和他父親的妹妹
[00:16:42.560 --> 00:16:44.560]  開始幫忙溝通
[00:16:44.560 --> 00:16:49.560]  看看爸爸是否也想見一下哥哥或弟弟
[00:16:49.560 --> 00:16:55.560]  弟弟或哥哥是否也準備好了
[00:16:55.560 --> 00:16:57.560]  他們溝通好後
[00:16:57.560 --> 00:17:01.560]  就說不如擺個和頭酒
[00:17:01.560 --> 00:17:05.560]  17年有些事情過去就過去吧
