
[00:00:00.000 --> 00:00:03.000]  七海天父願您帶領我們以後的時代
[00:00:03.000 --> 00:00:07.000]  當我們一來分享神的話
[00:00:07.000 --> 00:00:09.000]  當我們打開神的話
[00:00:09.000 --> 00:00:12.000]  主日求您的話語來吸引我們
[00:00:12.000 --> 00:00:15.000]  讓我們能夠直在神的話
[00:00:15.000 --> 00:00:18.000]  我們生命被主您提醒
[00:00:18.000 --> 00:00:20.000]  建造和修剪
[00:00:20.000 --> 00:00:22.000]  讓我們更加敬畏您
[00:00:22.000 --> 00:00:26.000]  也讓我們透過默想神的話
[00:00:26.000 --> 00:00:30.000]  讓我們的生命被主您修剪
[00:00:30.000 --> 00:00:32.000]  被主您塗造
[00:00:32.000 --> 00:00:34.000]  如果我們有得罪主的地方
[00:00:34.000 --> 00:00:38.000]  主日求您讓我們能夠在主面前
[00:00:38.000 --> 00:00:43.000]  懂得願意悔改歸向神
[00:00:43.000 --> 00:00:47.000]  求主您的聖名做一次光照我們
[00:00:47.000 --> 00:00:49.000]  讓我們能夠透過神的話
[00:00:49.000 --> 00:00:53.000]  我們更加明白自己生命的需要
[00:00:53.000 --> 00:00:55.000]  我們更加願意尋求
[00:00:55.000 --> 00:00:57.000]  天父的私人幫助
[00:00:57.000 --> 00:01:00.000]  獻上祈禱奉救主耶穌基督近利
[00:01:00.000 --> 00:01:02.000]  阿門
[00:01:02.000 --> 00:01:05.000]  今日和大家分享另一篇詩篇
[00:01:05.000 --> 00:01:07.000]  詩篇十九篇
[00:01:07.000 --> 00:01:10.000]  上次和大家分享詩篇第一篇
[00:01:10.000 --> 00:01:13.000]  這篇也是在詩篇裏
[00:01:13.000 --> 00:01:16.000]  很注重神話語的詩篇
[00:01:16.000 --> 00:01:18.000]  這篇詩篇比較長
[00:01:18.000 --> 00:01:22.000]  所以我和大家分成三個部分來思想
[00:01:22.000 --> 00:01:24.000]  這篇十九篇很多時候
[00:01:24.000 --> 00:01:27.000]  人對這篇詩篇的理解
[00:01:27.000 --> 00:01:32.000]  會否是三個獨立的部分
[00:01:32.000 --> 00:01:36.000]  只不過巧合將它們拼湊在一起
[00:01:36.000 --> 00:01:38.000]  今日和大家透過新漢語譯本
[00:01:38.000 --> 00:01:41.000]  當我們去明白這首詩篇的時候
[00:01:41.000 --> 00:01:44.000]  其實當中的一致性
[00:01:44.000 --> 00:01:48.000]  是更加讓我們知道神話語的重要
[00:01:48.000 --> 00:01:50.000]  我們先來看一到第七節
[00:01:50.000 --> 00:01:52.000]  它是這樣說
[00:01:52.000 --> 00:01:55.000]  說: 諸天述說神的榮耀
[00:01:55.000 --> 00:01:58.000]  窮滄泉陽他手的作為
[00:01:58.000 --> 00:02:01.000]  日復一日, 湧日言詞
[00:02:01.000 --> 00:02:04.000]  夜復一夜, 表達知識
[00:02:04.000 --> 00:02:08.000]  無言也無語, 也無聲音可聽
[00:02:08.000 --> 00:02:12.000]  聲音遍佈全地, 言語傳到地極
[00:02:12.000 --> 00:02:16.000]  他為太陽在其中, 安置帳幕
[00:02:16.000 --> 00:02:18.000]  太陽像新郎出洞房
[00:02:18.000 --> 00:02:21.000]  雀躍如勇士, 疾奔上路
[00:02:21.000 --> 00:02:26.000]  他從天的一極出來, 妖行達至另一極
[00:02:26.000 --> 00:02:30.000]  無物可躲藏, 避開其光熱
[00:02:30.000 --> 00:02:32.000]  詩篇一開始的時候
[00:02:32.000 --> 00:02:36.000]  讓我們從天地體會到神
[00:02:36.000 --> 00:02:39.000]  而天地很特別
[00:02:39.000 --> 00:02:41.000]  就是它好像沒有聲音
[00:02:41.000 --> 00:02:43.000]  但其實它有聲音
[00:02:43.000 --> 00:02:46.000]  所以新漢語譯本很強調
[00:02:46.000 --> 00:02:50.000]  無言也無語, 也無聲音可聽
[00:02:50.000 --> 00:02:54.000]  但它的聲線遍佈全地
[00:02:54.000 --> 00:02:59.000]  而且是日復一日, 夜復一夜
[00:02:59.000 --> 00:03:01.000]  所以天地很特別
[00:03:01.000 --> 00:03:03.000]  好像沒有聲音
[00:03:03.000 --> 00:03:05.000]  但又有聲音
[00:03:05.000 --> 00:03:08.000]  可以有風聲, 可以有海浪聲
[00:03:08.000 --> 00:03:10.000]  可以有鳥聲
[00:03:10.000 --> 00:03:12.000]  令我們置身其中的時候
[00:03:12.000 --> 00:03:17.000]  我們就想起這位創造天地的神
[00:03:17.000 --> 00:03:20.000]  神所創造的一切, 不可以代表神
[00:03:20.000 --> 00:03:22.000]  但神所創造的一切
[00:03:22.000 --> 00:03:25.000]  令我們去默想的時候
[00:03:25.000 --> 00:03:28.000]  知道背後有一位創造主
[00:03:28.000 --> 00:03:31.000]  特別這裡提到太陽
[00:03:31.000 --> 00:03:34.000]  很多時候古代太陽是當神般拜的
[00:03:34.000 --> 00:03:36.000]  就算到今天
[00:03:36.000 --> 00:03:41.000]  有不少國家都以太陽為他們的神
[00:03:41.000 --> 00:03:43.000]  但詩篇告訴我們
[00:03:43.000 --> 00:03:45.000]  太陽也是神創造的
[00:03:45.000 --> 00:03:48.000]  神為他安置一個帳幕
[00:03:48.000 --> 00:03:51.000]  休息, 每日運行
[00:03:51.000 --> 00:03:53.000]  而且創世紀給我們知道
[00:03:53.000 --> 00:03:57.000]  日月升神是神為我們創造
[00:03:57.000 --> 00:04:02.000]  而定節令, 讓我們知道時間連日
[00:04:02.000 --> 00:04:05.000]  所以天地好像沒有聲音
[00:04:05.000 --> 00:04:07.000]  但其實它有聲音
[00:04:07.000 --> 00:04:10.000]  令我們想起這位創造主
[00:04:10.000 --> 00:04:13.000]  但接著到8到14節
[00:04:13.000 --> 00:04:16.000]  讓我們更加知道
[00:04:16.000 --> 00:04:19.000]  這位創造主
[00:04:19.000 --> 00:04:21.000]  其實透過神的話
[00:04:21.000 --> 00:04:23.000]  祂就是耶和華神
[00:04:23.000 --> 00:04:25.000]  所以有時候我們讀聖經
[00:04:25.000 --> 00:04:30.000]  你見到詩人用很多描述
[00:04:30.000 --> 00:04:33.000]  去看到神話語的重要
[00:04:33.000 --> 00:04:35.000]  我簡單些的用新漢語
[00:04:35.000 --> 00:04:37.000]  去跟大家讀, 由第八節開始
[00:04:37.000 --> 00:04:40.000]  他說這裡是上主的訓誨
[00:04:40.000 --> 00:04:42.000]  上主的教導
[00:04:42.000 --> 00:04:44.000]  上主的指示
[00:04:44.000 --> 00:04:45.000]  上主的可畏
[00:04:45.000 --> 00:04:48.000]  上主的判斷等等
[00:04:48.000 --> 00:04:52.000]  這些從不同的角度去講神的話語
[00:04:52.000 --> 00:04:54.000]  不是將它分割
[00:04:54.000 --> 00:04:56.000]  而是將它整體
[00:04:56.000 --> 00:04:58.000]  神的話語是一個訓誨
[00:04:58.000 --> 00:05:02.000]  我們很多時候從律法這個觀念
[00:05:02.000 --> 00:05:04.000]  去體會神的話語
[00:05:04.000 --> 00:05:06.000]  所以特別我們在香港生活
[00:05:06.000 --> 00:05:08.000]  律法, 法律
[00:05:08.000 --> 00:05:10.000]  我們經常要守住, 守住, 守住
[00:05:10.000 --> 00:05:12.000]  所以好像很悶淡
[00:05:12.000 --> 00:05:14.000]  很困身
