
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹萬安
[00:00:02.000 --> 00:00:05.000]  好多謝漢語聖經協會的邀請
[00:00:05.000 --> 00:00:08.000]  讓我有機會在大家中間分享
[00:00:08.000 --> 00:00:11.000]  異創下書的一些訊息
[00:00:11.000 --> 00:00:15.000]  亦都好感謝漢語聖經協會
[00:00:15.000 --> 00:00:16.000]  透過這個講座
[00:00:16.000 --> 00:00:17.000]  我都是第一次
[00:00:17.000 --> 00:00:22.000]  應用新漢語譯本的異創下書的翻譯
[00:00:22.000 --> 00:00:24.000]  所以大家手上的筆記
[00:00:24.000 --> 00:00:25.000]  其實最珍貴的
[00:00:25.000 --> 00:00:28.000]  並不是我一些簡單的comment
[00:00:28.000 --> 00:00:36.000]  而是你會得到那幾張新漢語聖經譯本的經文
[00:00:36.000 --> 00:00:39.000]  這個應該大家未接觸過
[00:00:39.000 --> 00:00:44.000]  我都知道仍然有微小的修訂
[00:00:44.000 --> 00:00:47.000]  都是暫時的定稿
[00:00:47.000 --> 00:00:49.000]  基本上未公開
[00:00:49.000 --> 00:00:53.000]  都是第一批人去看到
[00:00:53.000 --> 00:00:56.000]  大家有機會第一次看到
[00:00:56.000 --> 00:00:59.000]  新漢語聖經譯本
[00:00:59.000 --> 00:01:01.000]  今日和大家分享異創下書
[00:01:01.000 --> 00:01:04.000]  我在香港神學院教書
[00:01:04.000 --> 00:01:07.000]  主要是教舊約科
[00:01:07.000 --> 00:01:09.000]  先知書和歷史書為主
[00:01:09.000 --> 00:01:11.000]  所以異創下書是其中一個
[00:01:11.000 --> 00:01:14.000]  我都幾專門處理的書卷
[00:01:14.000 --> 00:01:17.000]  而中間和大家選擇的題目就是
[00:01:17.000 --> 00:01:19.000]  僕人之歌
[00:01:19.000 --> 00:01:21.000]  大家都知道異創下書很長
[00:01:21.000 --> 00:01:22.000]  66章
[00:01:22.000 --> 00:01:25.000]  所以今日一個半小時的時間
[00:01:25.000 --> 00:01:27.000]  不可能全部說完
[00:01:27.000 --> 00:01:28.000]  要我選擇的時候
[00:01:28.000 --> 00:01:32.000]  於是和漢語聖經協會的同工傾談的時候
[00:01:32.000 --> 00:01:33.000]  其中一個就是
[00:01:33.000 --> 00:01:36.000]  不如我選擇僕人之歌來分享
[00:01:36.000 --> 00:01:39.000]  僕人之歌大家都熟悉的可能
[00:01:39.000 --> 00:01:44.000]  因為最多什麼時候你會聽到?
[00:01:44.000 --> 00:01:46.000]  壽難節的時候
[00:01:46.000 --> 00:01:48.000]  你就會聽到這四首僕人之歌
[00:01:48.000 --> 00:01:49.000]  當你壽難節聽的時候
[00:01:49.000 --> 00:01:50.000]  換句話說
[00:01:50.000 --> 00:01:51.000]  這四首僕人之歌
[00:01:51.000 --> 00:01:54.000]  你覺得主要是形容誰?
[00:01:54.000 --> 00:01:55.000]  就是耶穌
[00:01:55.000 --> 00:01:58.000]  耶穌基督的受苦、受難
[00:01:58.000 --> 00:02:03.000]  他在面對審判遇到的迫不及待
[00:02:03.000 --> 00:02:05.000]  各樣都是我們覺得
[00:02:05.000 --> 00:02:08.000]  這幾首詩歌最能夠形容耶穌基督
[00:02:08.000 --> 00:02:10.000]  不過今日想和大家嘗試
[00:02:10.000 --> 00:02:12.000]  跳多一個角度去看
[00:02:12.000 --> 00:02:14.000]  為什麼這幾首歌
[00:02:14.000 --> 00:02:17.000]  會這麼特別用來形容耶穌基督呢?
[00:02:17.000 --> 00:02:19.000]  甚至再遠一點
[00:02:19.000 --> 00:02:22.000]  當初最初在舊約寫成的時候
[00:02:22.000 --> 00:02:24.000]  他的想法是怎樣的呢?
[00:02:24.000 --> 00:02:28.000]  以致後來會被用來形容耶穌基督呢?
[00:02:28.000 --> 00:02:33.000]  所以今日和大家分享幾首僕人之歌的內容
[00:02:33.000 --> 00:02:37.000]  先說僕人之歌之前
[00:02:37.000 --> 00:02:40.000]  和大家看看整卷二刷書
[00:02:40.000 --> 00:02:41.000]  其實因為很長
[00:02:41.000 --> 00:02:42.000]  66章
[00:02:42.000 --> 00:02:44.000]  如果你試過一口氣看完
[00:02:44.000 --> 00:02:45.000]  不過都很困難
[00:02:45.000 --> 00:02:49.000]  因為看到後面都不記得前面
[00:02:49.000 --> 00:02:50.000]  這麼長的經文
[00:02:50.000 --> 00:02:52.000]  但你看的時候
[00:02:52.000 --> 00:02:56.000]  你會發現裡面好像說很多不同類型的訊息
[00:02:56.000 --> 00:02:57.000]  很多不同類型的訊息
[00:02:57.000 --> 00:03:00.000]  何解會有這麼多不同類型的訊息呢?
[00:03:00.000 --> 00:03:01.000]  其中一個
[00:03:01.000 --> 00:03:04.000]  學者們都有一個比較大的共識
[00:03:04.000 --> 00:03:06.000]  就是整個66章
[00:03:06.000 --> 00:03:08.000]  其實裡面針對的時期
[00:03:08.000 --> 00:03:10.000]  可能是幾不同的時期
[00:03:10.000 --> 00:03:12.000]  1至39章
[00:03:12.000 --> 00:03:15.000]  這是一個很粗略很粗略的劃分
[00:03:15.000 --> 00:03:16.000]  當然很仔細
[00:03:16.000 --> 00:03:19.000]  是不是整個1至39章都是同一個處境
[00:03:19.000 --> 00:03:20.000]  當然不是
[00:03:20.000 --> 00:03:22.000]  但是一個很粗略來說
[00:03:22.000 --> 00:03:24.000]  很多時候都會說1至39章
[00:03:24.000 --> 00:03:26.000]  是形容一個亞述時期
[00:03:26.000 --> 00:03:27.000]  所謂亞述時期
[00:03:27.000 --> 00:03:31.000]  即是說猶大國還未亡國的時候
[00:03:31.000 --> 00:03:34.000]  猶大國還未亡國的時候
[00:03:34.000 --> 00:03:35.000]  即是說
[00:03:35.000 --> 00:03:36.000]  希西加王
[00:03:36.000 --> 00:03:39.000]  那些皇帝還在的時期
[00:03:39.000 --> 00:03:40.000]  如果大家熟悉
[00:03:40.000 --> 00:03:42.000]  希西加王做皇帝的時候
[00:03:42.000 --> 00:03:44.000]  正正是以賽亞先知做先知的時候
[00:03:44.000 --> 00:03:46.000]  那些時期
[00:03:46.000 --> 00:03:48.000]  我們稱之為亞述時期
[00:03:48.000 --> 00:03:50.000]  但是去到40章之後
[00:03:50.000 --> 00:03:52.000]  很多時候就會有一個想法
[00:03:52.000 --> 00:03:56.000]  就是裡面的經文所說的處境很不同
[00:03:56.000 --> 00:03:58.000]  在王國時期的處境
[00:03:58.000 --> 00:04:01.000]  今天特別會說這個部分
[00:04:01.000 --> 00:04:04.000]  裡面很多關乎秘魯的信息
[00:04:04.000 --> 00:04:07.000]  很多關乎回歸的信息
[00:04:07.000 --> 00:04:08.000]  於是學者會覺得
[00:04:08.000 --> 00:04:10.000]  這段經文會不會有一個處境
[00:04:10.000 --> 00:04:12.000]  是在巴比倫的時期
[00:04:12.000 --> 00:04:13.000]  即是秘魯
[00:04:13.000 --> 00:04:15.000]  猶大國已經亡國之後
[00:04:15.000 --> 00:04:17.000]  甚至在我的理解裡面
[00:04:17.000 --> 00:04:20.000]  我甚至將它定為巴比倫的末期
[00:04:20.000 --> 00:04:22.000]  什麼叫末期?
[00:04:22.000 --> 00:04:25.000]  即是不是剛剛猶大國亡國
[00:04:25.000 --> 00:04:27.000]  秘魯去初期的時間
[00:04:27.000 --> 00:04:29.000]  是秘魯去多少年?
[00:04:29.000 --> 00:04:31.000]  很多時候我們都說70年
[00:04:31.000 --> 00:04:35.000]  即是說去到70年差不多結束
[00:04:35.000 --> 00:04:38.000]  甚至是結束的前後階段
[00:04:38.000 --> 00:04:41.000]  亦都是巴比倫亡國的階段
[00:04:41.000 --> 00:04:43.000]  不是猶大國亡國
[00:04:43.000 --> 00:04:45.000]  是輪到巴比倫亡國的時候
[00:04:45.000 --> 00:04:48.000]  去到第55章之後
[00:04:48.000 --> 00:04:50.000]  由56至66
[00:04:50.000 --> 00:04:52.000]  我們會很多時候將它分成
[00:04:52.000 --> 00:04:56.000]  巴比倫亡國之後到哪個帝國?
[00:04:56.000 --> 00:04:57.000]  波斯
[00:04:57.000 --> 00:04:59.000]  所以稱為波斯時期
[00:04:59.000 --> 00:05:01.000]  而波斯時期
[00:05:01.000 --> 00:05:04.000]  猶大人、秘魯人可以怎樣?
[00:05:04.000 --> 00:05:05.000]  已經回歸了
[00:05:05.000 --> 00:05:07.000]  所以這段信息
[00:05:07.000 --> 00:05:09.000]  你會發現很有趣
[00:05:09.000 --> 00:05:11.000]  中間那段部分沒有提到聖殿
[00:05:11.000 --> 00:05:14.000]  去到後面的部分又提到聖殿
[00:05:14.000 --> 00:05:16.000]  為什麼?
[00:05:16.000 --> 00:05:18.000]  因為回歸之後會做什麼?
[00:05:18.000 --> 00:05:19.000]  重建聖殿
[00:05:19.000 --> 00:05:20.000]  所以又再提到聖殿
[00:05:20.000 --> 00:05:21.000]  提到祭祀
[00:05:21.000 --> 00:05:23.000]  這是其中一個可能
[00:05:23.000 --> 00:05:25.000]  其中一個理解
[00:05:25.000 --> 00:05:27.000]  我借助這個理解
[00:05:27.000 --> 00:05:29.000]  今天和大家看看
[00:05:29.000 --> 00:05:31.000]  究竟四首暴人之歌
[00:05:31.000 --> 00:05:33.000]  在哪個範圍?
[00:05:33.000 --> 00:05:38.000]  四首暴人之歌在哪個範圍?
