
[00:00:00.000 --> 00:00:04.000]  進入秋天仍然都叫炎熱的日子
[00:00:04.000 --> 00:00:07.400]  我們叫這些做秋老虎
[00:00:07.400 --> 00:00:15.000]  在蔣老堂這裡我們一起讀耶利米埃歌
[00:00:15.000 --> 00:00:19.200]  應該是教會少數讀的書卷之一
[00:00:19.200 --> 00:00:23.300]  另外有些基本上不讀的就好像雅歌
[00:00:23.300 --> 00:00:26.400]  你有沒有讀過耶利米埃歌
[00:00:26.400 --> 00:00:27.800]  如果你跟讀經進度
[00:00:27.800 --> 00:00:30.100]  你可能會有機會接觸到的
[00:00:30.100 --> 00:00:31.000]  如果讓你選擇
[00:00:31.000 --> 00:00:34.600]  這個不是你首選要讀的書卷
[00:00:34.600 --> 00:00:38.300]  曾經有一個初信的信徒
[00:00:38.300 --> 00:00:42.100]  問早代的教父耶利米埃
[00:00:42.100 --> 00:00:45.400]  他就說我什麼時候可以讀雅歌呢
[00:00:45.400 --> 00:00:49.600]  可能他也正在一些情愛的困擾裡面
[00:00:49.600 --> 00:00:52.100]  耶利米埃就跟他這樣說
[00:00:52.100 --> 00:00:55.600]  教父就說你不如先讀福音書
[00:00:55.600 --> 00:00:58.200]  多認識耶穌多認識基督
[00:00:58.200 --> 00:01:00.700]  沒多久他就說我都讀完了
[00:01:00.700 --> 00:01:02.700]  現在可以讀一下歌了嗎
[00:01:02.700 --> 00:01:05.300]  他說還沒有你應該讀一下保羅書信
[00:01:05.300 --> 00:01:07.200]  讀一下早期教會裡面
[00:01:07.200 --> 00:01:11.900]  神怎樣來帶領教會經過了頭個
[00:01:11.900 --> 00:01:14.800]  最艱難的一百年
[00:01:14.800 --> 00:01:16.800]  然後他又讀完了就問
[00:01:16.800 --> 00:01:18.800]  現在可以讀一下歌了嗎
[00:01:18.800 --> 00:01:21.300]  他說還沒有你讀一下創世紀
[00:01:21.300 --> 00:01:22.700]  知道人類的起源
[00:01:22.700 --> 00:01:24.300]  神創造的心意
[00:01:24.300 --> 00:01:26.600]  然後他讀春埃及記
[00:01:26.600 --> 00:01:30.900]  因為那裡神救他的百姓離開埃及
[00:01:30.900 --> 00:01:35.300]  差不多把我們叫做在詩歌自慰書
[00:01:35.300 --> 00:01:37.300]  最後的譬如雅歌
[00:01:37.300 --> 00:01:40.100]  耶利米埃歌這些書卷
[00:01:40.100 --> 00:01:41.600]  都是放到最後才讀的
[00:01:41.600 --> 00:01:44.100]  這個不是教會的頭盤
[00:01:44.100 --> 00:01:47.600]  你最多可以當作是一些飯後的點心
[00:01:47.600 --> 00:01:50.300]  但是神將這些書卷
[00:01:50.300 --> 00:01:54.100]  在他的聖經裡面是很有意思的
[00:01:54.100 --> 00:01:57.300]  因為你什麼時候見到一個民族
[00:01:57.300 --> 00:02:02.900]  經過亡國或者是在這種亡國的憂傷裡面
[00:02:02.900 --> 00:02:06.100]  他們會集體在神面前祈禱呢
[00:02:06.100 --> 00:02:09.100]  以色列人做了七十年
[00:02:09.100 --> 00:02:11.500]  直到先知撒該利亞這樣說
[00:02:11.500 --> 00:02:14.600]  這七十年你們這樣禁食祈禱
[00:02:14.600 --> 00:02:17.300]  你是不是覺得你們很親近我
[00:02:17.300 --> 00:02:19.000]  為什麼你們又禁食
[00:02:19.000 --> 00:02:20.900]  但是又出手打人呢
[00:02:20.900 --> 00:02:23.100]  你們又不守安息日呢
[00:02:23.100 --> 00:02:26.100]  就是說這些禁食的禮儀
[00:02:26.100 --> 00:02:28.100]  對於一個國家的復興
[00:02:28.100 --> 00:02:30.100]  是沒有真實的作用的
[00:02:30.100 --> 00:02:32.100]  但是神體重我們的禁食
[00:02:32.100 --> 00:02:34.700]  體重我們的禁食嚴肅會
[00:02:34.700 --> 00:02:36.700]  體重我們的刻苦己心
[00:02:36.700 --> 00:02:38.900]  這樣你們就親近他
[00:02:38.900 --> 00:02:41.300]  因為我剛才說到耶利米埃歌
[00:02:41.300 --> 00:02:43.700]  其實不是一個個人的讀本
[00:02:43.700 --> 00:02:47.100]  其實是一個整個民族整個群體
[00:02:47.100 --> 00:02:49.100]  在每年的國殤紀念日
[00:02:49.100 --> 00:02:50.500]  大概是五月
[00:02:50.500 --> 00:02:56.100]  猶太和中國或西方的日子的出入
[00:02:56.100 --> 00:02:58.100]  大概五月的時間
[00:02:58.100 --> 00:03:04.900]  他們就來守這些禁食嚴肅會的時候
[00:03:04.900 --> 00:03:06.900]  他們就會讀耶利米埃歌
[00:03:06.900 --> 00:03:08.900]  但其實不是一次的
[00:03:08.900 --> 00:03:13.700]  很少猶太人這樣
[00:03:13.700 --> 00:03:18.700]  一年四次來紀念亡國的痛苦
[00:03:18.700 --> 00:03:21.700]  五月差不多是水尾
[00:03:21.700 --> 00:03:23.700]  其實是從十月開始
[00:03:23.700 --> 00:03:28.700]  應該是七月十月四月五月
[00:03:28.700 --> 00:03:30.700]  即是四次的
[00:03:30.700 --> 00:03:32.700]  他們聚在一起
[00:03:32.700 --> 00:03:34.700]  在神面前又取空
[00:03:34.700 --> 00:03:35.700]  又哀哭
[00:03:35.700 --> 00:03:37.700]  又哭到不似人形
[00:03:37.700 --> 00:03:40.700]  尤其是當大家都在哭的時候
[00:03:40.700 --> 00:03:42.700]  你就會被挑動
[00:03:42.700 --> 00:03:43.700]  會不會啊
[00:03:43.700 --> 00:03:45.700]  你裡面的憂傷
[00:03:45.700 --> 00:03:47.700]  因為別人的哀哭
[00:03:47.700 --> 00:03:49.700]  抽搐
[00:03:49.700 --> 00:03:53.700]  你都情不自禁進入這種憂傷
[00:03:53.700 --> 00:03:59.700]  猶太人在撒加利亞書第八章之前
[00:03:59.700 --> 00:04:00.700]  都是一年四次
[00:04:00.700 --> 00:04:02.700]  做了七十年
[00:04:02.700 --> 00:04:04.700]  這七十年是什麼日子呢
[00:04:04.700 --> 00:04:06.700]  就是亡國的日子
[00:04:06.700 --> 00:04:08.700]  直至他們在巴比倫回歸
[00:04:08.700 --> 00:04:11.700]  在四百多年回歸的時候
[00:04:11.700 --> 00:04:15.700]  這七十年他們每年都有四個月份
[00:04:15.700 --> 00:04:17.700]  一齊哀哭
[00:04:17.700 --> 00:04:18.700]  一齊來呼求
[00:04:18.700 --> 00:04:21.700]  一齊來讀耶利米哀歌
[00:04:21.700 --> 00:04:24.700]  這就是這本書哀歌的背景
[00:04:24.700 --> 00:04:26.700]  但對於很多人來說
[00:04:26.700 --> 00:04:27.700]  我們更困擾的是
[00:04:27.700 --> 00:04:33.700]  為什麼神要動手來砌耶路撒冷呢
[00:04:33.700 --> 00:04:35.700]  祂不是你的聖神嗎
[00:04:35.700 --> 00:04:37.700]  祂不是你的腳椅嗎
[00:04:37.700 --> 00:04:40.700]  你為什麼可以掩面不看祂呢
[00:04:40.700 --> 00:04:43.700]  幸好聖經裡面為我們傳流
[00:04:43.700 --> 00:04:45.700]  不只是耶利米哀歌
[00:04:45.700 --> 00:04:48.700]  那種呼喊聲和哭聲
[00:04:48.700 --> 00:04:55.700]  裡面保存了歷史書、獵王記、歷代誌
[00:04:55.700 --> 00:04:58.700]  解釋為什麼他們會進入亡國
[00:04:58.700 --> 00:05:02.700]  其實也不是忽然間的戰事臨到
[00:05:02.700 --> 00:05:07.700]  587年正式地猶太人進入亡國
[00:05:07.700 --> 00:05:08.700]  不過在十年前
[00:05:08.700 --> 00:05:13.700]  他們已經被尼泊爾格尼撒王圍城了一次
[00:05:13.700 --> 00:05:19.700]  那次是火中抽出來的柴枝
[00:05:19.700 --> 00:05:22.700]  就是說神要動手
[00:05:22.700 --> 00:05:24.700]  其實祂會透過先知書
[00:05:24.700 --> 00:05:26.700]  透過以賽亞書
[00:05:26.700 --> 00:05:27.700]  透過以西傑書
[00:05:27.700 --> 00:05:30.700]  透過耶利米這些先知
[00:05:30.700 --> 00:05:32.700]  不停地來勸喻
[00:05:32.700 --> 00:05:35.700]  你好悔改 你好回歸
[00:05:35.700 --> 00:05:37.700]  時候很快就到了
[00:05:37.700 --> 00:05:40.700]  這些先知又說有各樣的signs
[00:05:40.700 --> 00:05:45.700]  即是你看得到的跡象就知道了
[00:05:45.700 --> 00:05:49.700]  不要輕判神的憤怒
[00:05:49.700 --> 00:05:52.700]  當神要向耶路撒冷發烈路的日子
[00:05:52.700 --> 00:05:56.700]  是沒有人能夠抵擋得住的
[00:05:56.700 --> 00:05:58.700]  當然在亡國之後
[00:05:58.700 --> 00:06:03.700]  有另外一些文學又會出現
[00:06:03.700 --> 00:06:10.700]  我看看這個怎樣用
[00:06:10.700 --> 00:06:11.700]  另外文學
[00:06:11.700 --> 00:06:13.700]  剛才我已經一口氣說了
[00:06:13.700 --> 00:06:17.700]  以賽亞書 耶利米書
[00:06:17.700 --> 00:06:18.700]  還有以西傑書
[00:06:18.700 --> 00:06:21.700]  這次坐前一點會比較有好處
[00:06:21.700 --> 00:06:24.700]  螢幕原來有限
[00:06:24.700 --> 00:06:26.700]  大家坐前一點會看得清楚一點
[00:06:26.700 --> 00:06:33.700]  然後關於回轉敬畏神守約
[00:06:33.700 --> 00:06:37.700]  這個我們叫生命神學的一個重點
[00:06:37.700 --> 00:06:39.700]  在生命的一早就說了
[00:06:39.700 --> 00:06:45.700]  背若是會遭到禍患
[00:06:45.700 --> 00:06:48.700]  落在神的就造當中
[00:06:48.700 --> 00:06:49.700]  而你能夠守約
[00:06:49.700 --> 00:06:53.700]  你能夠回轉就在神的祝福裏面
[00:06:53.700 --> 00:07:00.700]  而587年就應驗了生命記所說的
[00:07:00.700 --> 00:07:02.700]  大家知道生命記什麼時候寫的嗎
[00:07:02.700 --> 00:07:05.700]  照理說 簡單來說
[00:07:05.700 --> 00:07:06.700]  不要想得那麼複雜
[00:07:06.700 --> 00:07:09.700]  他們在摩亞平原還沒有進入迦南
[00:07:09.700 --> 00:07:11.700]  摩西已經跟他們說
[00:07:11.700 --> 00:07:14.700]  神將美地 英許之地賜給你們
[00:07:14.700 --> 00:07:21.700]  但不要當神的恩典是必然的
[00:07:21.700 --> 00:07:26.700]  你去守節 你去敬畏神
[00:07:26.700 --> 00:07:27.700]  你去守你的盟約
[00:07:27.700 --> 00:07:29.700]  神必定叫地圖為你效力
[00:07:29.700 --> 00:07:32.700]  你要知道這個地圖不是屬於你的
[00:07:32.700 --> 00:07:35.700]  本來不是屬於你的
[00:07:35.700 --> 00:07:39.700]  本來這個地圖上的國民國族已經被趕出去
[00:07:39.700 --> 00:07:41.700]  所以今天以色列
[00:07:41.700 --> 00:07:44.700]  以色列你能夠存在這個地圖
[00:07:44.700 --> 00:07:46.700]  你都可能會被趕出去
[00:07:46.700 --> 00:07:47.700]  如果你拜偶像
[00:07:47.700 --> 00:07:54.700]  如果你做各樣背若不守律法的事
[00:07:54.700 --> 00:07:58.700]  一天你都會被這個地圖套出來
[00:07:58.700 --> 00:08:01.700]  這個就是生命記用的字眼
[00:08:01.700 --> 00:08:07.700]  守約蒙福 背若蒙奏奏
[00:08:07.700 --> 00:08:10.700]  還有當然烈王記下
[00:08:10.700 --> 00:08:12.700]  所羅門的祈禱已經提到
[00:08:12.700 --> 00:08:14.700]  將來你的百姓秘魯
[00:08:14.700 --> 00:08:16.700]  如果向著這個殿來禱告的時候
[00:08:16.700 --> 00:08:19.700]  求你從天上垂聽
[00:08:19.700 --> 00:08:22.700]  而烈王記一直記載
[00:08:22.700 --> 00:08:25.700]  以色列諸王
[00:08:25.700 --> 00:08:27.700]  包括首先不覺亡國
[00:08:27.700 --> 00:08:29.700]  然後南國猶大
[00:08:29.700 --> 00:08:30.700]  一直背棄神
[00:08:30.700 --> 00:08:33.700]  一直聽不到神的話
[00:08:33.700 --> 00:08:36.700]  一直傳一種僥倖心態
[00:08:36.700 --> 00:08:39.700]  覺得不需要對神那麼認真
[00:08:39.700 --> 00:08:41.700]  每天我們的盈盈盈盈
[00:08:41.700 --> 00:08:42.700]  賺到多少錢
[00:08:42.700 --> 00:08:44.700]  我們被我們淪捨虧欠
[00:08:44.700 --> 00:08:46.700]  那些就斤斤計較
[00:08:46.700 --> 00:08:47.700]  但在大是大非
[00:08:47.700 --> 00:08:49.700]  在跟隨神的事上
[00:08:49.700 --> 00:08:51.700]  對神是不認真
[00:08:51.700 --> 00:08:53.700]  烈王記就將烈王
[00:08:53.700 --> 00:08:55.700]  即是怎樣背棄神
[00:08:55.700 --> 00:08:57.700]  殺自己的兒子
[00:08:57.700 --> 00:08:59.700]  獻在祭壇上獻人祭
[00:08:59.700 --> 00:09:04.700]  這些情景一幕一幕被記錄下來
[00:09:04.700 --> 00:09:06.700]  烈王記應該在亡國之前
[00:09:06.700 --> 00:09:09.700]  是最後一個反省
[00:09:09.700 --> 00:09:13.700]  為何我們得地而最後失地
[00:09:13.700 --> 00:09:15.700]  從得地到失地
[00:09:15.700 --> 00:09:17.700]  就是整個生命紀的
[00:09:17.700 --> 00:09:20.700]  我們叫生命歷史的作家
[00:09:20.700 --> 00:09:23.700]  他提出約書亞是得地
[00:09:23.700 --> 00:09:25.700]  但為何去到西底加
[00:09:25.700 --> 00:09:27.700]  全部輸了
[00:09:27.700 --> 00:09:28.700]  為何去到約瓦京
