
[00:00:00.000 --> 00:00:03.480]  在看經文之前,讓我們先一同祈禱
[00:00:03.480 --> 00:00:05.480]  摯愛的天父上帝
[00:00:05.480 --> 00:00:10.240]  感謝祢讓我們在這段時間中一同親近祢
[00:00:10.240 --> 00:00:11.760]  求祢幫助我們
[00:00:11.760 --> 00:00:14.160]  讓我們能夠在祢的話語當中
[00:00:14.160 --> 00:00:18.400]  都得到從祢而來的提醒、安慰和鼓勵
[00:00:18.400 --> 00:00:21.200]  我們這樣祈禱,奉耶穌基督的名而求
[00:00:21.200 --> 00:00:22.080]  阿們
[00:00:22.080 --> 00:00:28.160]  今天我和大家選讀的經文是來自彼得前書五章第七節
[00:00:28.160 --> 00:00:31.200]  當中會選用新漢語譯本
[00:00:31.200 --> 00:00:32.480]  請聽我讀出
[00:00:32.480 --> 00:00:39.120]  「你們要把一切的憂慮卸給上帝,因為祂關心你們」
[00:00:39.120 --> 00:00:42.640]  原來曾經在英國做過一個調查
[00:00:42.640 --> 00:00:48.880]  發現一個人一生平均會用差不多五年的時間
[00:00:48.880 --> 00:00:51.520]  用在一件事當中
[00:00:51.520 --> 00:00:54.080]  這件事就是憂慮
[00:00:54.080 --> 00:01:02.080]  換言之,一個人平均每年會差不多用一個月或以上的時間
[00:01:02.080 --> 00:01:05.600]  去憂慮、擔心各樣的事情
[00:01:05.600 --> 00:01:08.880]  不過事實上,正如羅文先生有首歌說
[00:01:08.880 --> 00:01:12.720]  人生不眠崎嶇,難以絕無掛慮
[00:01:12.720 --> 00:01:16.320]  我們要能夠做到無憂無慮,談何容易呢?
[00:01:16.320 --> 00:01:21.120]  不過聖經又對我們有怎樣的教導?
[00:01:21.120 --> 00:01:24.080]  今天我們集中思想一節經文
[00:01:24.080 --> 00:01:25.680]  彼得前書五章第七節
[00:01:25.680 --> 00:01:28.000]  彼得前書五章第七節裡邊說
[00:01:28.000 --> 00:01:34.560]  「你們要把一切的憂慮卸給上帝,因為祂關心你們」
[00:01:34.560 --> 00:01:38.000]  不知道這節經文當中有什麼字眼很吸引你
[00:01:38.000 --> 00:01:41.680]  當中有一個字真的特別吸引我的注意力
[00:01:41.680 --> 00:01:43.120]  就是「卸」字
[00:01:43.120 --> 00:01:45.760]  平時我們用「卸」字會想起什麼呢?
[00:01:45.760 --> 00:01:49.120]  我們可能會想起「膊頭」、「卸膊」
[00:01:49.120 --> 00:01:52.800]  意思就是把責任推給別人,自己不再管
[00:01:52.800 --> 00:01:54.720]  各位朋友,各位弟兄姊妹
[00:01:54.720 --> 00:01:58.320]  我們千萬不要做一個卸膊的人
[00:01:58.320 --> 00:02:01.280]  更加不要做一個卸膊的基督徒
[00:02:01.280 --> 00:02:04.000]  但除了一個方面我們要學習卸的
[00:02:04.000 --> 00:02:05.520]  就是憂慮
[00:02:05.520 --> 00:02:08.880]  聖經鼓勵我們把憂慮卸出去
[00:02:08.880 --> 00:02:12.720]  不知道大家有沒有曾經玩過一個遊戲
[00:02:12.720 --> 00:02:15.200]  是要用音樂的
[00:02:15.200 --> 00:02:18.000]  通常會有很多人的時候
[00:02:18.000 --> 00:02:20.560]  當大家彼此不太認識
[00:02:20.560 --> 00:02:23.760]  想搞搞氣氛,我們就會玩這個遊戲
[00:02:23.760 --> 00:02:25.440]  遊戲很簡單
[00:02:25.440 --> 00:02:27.840]  就是給一個球,大家去傳
[00:02:27.840 --> 00:02:30.320]  傳的時候就播音樂
[00:02:30.320 --> 00:02:32.000]  當音樂停的時候
[00:02:32.000 --> 00:02:35.920]  如果球在你手上,你就要受到懲罰
[00:02:35.920 --> 00:02:38.480]  通常會罰什麼呢?
[00:02:38.480 --> 00:02:41.440]  我自己參加不同的活動
[00:02:41.440 --> 00:02:42.640]  玩這個遊戲的時候
[00:02:42.640 --> 00:02:45.440]  我發現十居其九的懲罰
[00:02:45.440 --> 00:02:47.920]  都是叫你介紹一下自己的名字
[00:02:47.920 --> 00:02:49.680]  不過不知道為什麼
[00:02:49.680 --> 00:02:51.760]  我又發現每次玩這個遊戲的時候
[00:02:51.760 --> 00:02:53.600]  大家好像都會覺得
[00:02:53.600 --> 00:02:57.280]  輸了之後會有什麼很大的酷刑
[00:02:57.280 --> 00:02:58.720]  大家都會很緊張
[00:02:58.720 --> 00:03:01.040]  當球傳到自己手上的時候
[00:03:01.040 --> 00:03:02.880]  就好像接到炸彈一樣
[00:03:02.880 --> 00:03:04.960]  很怕傳給隔壁
[00:03:04.960 --> 00:03:09.200]  而每次當音樂似乎快要停的時候
[00:03:09.200 --> 00:03:11.920]  很多時候我就留意到一個情況
[00:03:11.920 --> 00:03:13.840]  就是大家會索性不傳
[00:03:13.840 --> 00:03:16.720]  接到球,馬上不管那麼多
[00:03:16.720 --> 00:03:19.840]  就一拋,就拋去隔壁
[00:03:19.840 --> 00:03:22.960]  那麼我們的憂慮可以拋給誰呢?
[00:03:22.960 --> 00:03:25.600]  誰又有能力去接?
[00:03:25.600 --> 00:03:28.800]  彼得說我們的天父上帝
[00:03:28.800 --> 00:03:32.080]  祂有能力去接我們的憂慮
[00:03:32.080 --> 00:03:35.120]  祂願意我們將憂慮卸給祂
[00:03:35.120 --> 00:03:38.240]  事實上當作者彼得寫這篇經文的時候
[00:03:38.240 --> 00:03:39.760]  祂真的有這個意思
[00:03:39.760 --> 00:03:41.360]  因為在原文當中
[00:03:41.360 --> 00:03:45.840]  那個「卸」字是有「拋出去」的意思
[00:03:45.840 --> 00:03:48.880]  彼得說,如果你一有憂慮
[00:03:48.880 --> 00:03:50.560]  不要抱緊它
[00:03:50.560 --> 00:03:52.880]  我們要馬上拋走它
[00:03:52.880 --> 00:03:56.800]  拋其實就是學習放手
[00:03:56.800 --> 00:03:58.960]  如果我們在祈禱之後
[00:03:58.960 --> 00:04:01.440]  仍然是充滿了掛慮的話
[00:04:01.440 --> 00:04:05.360]  可能是因為我們沒有真的將憂慮拋給上帝
[00:04:05.360 --> 00:04:08.320]  但是我們往往在祈禱之後
[00:04:08.320 --> 00:04:11.760]  就將這些憂慮,好像我們玩搖搖一樣
[00:04:11.760 --> 00:04:15.840]  又收回在自己身上
[00:04:15.840 --> 00:04:20.240]  但如果我們的祈禱好像玩搖搖一樣
[00:04:20.240 --> 00:04:22.000]  祈的時候就拋出去
[00:04:22.000 --> 00:04:25.600]  祈完阿門之後又收回那些憂慮走的話
[00:04:25.600 --> 00:04:28.160]  我們可能祈禱又祈禱
[00:04:28.160 --> 00:04:32.480]  但是內心仍然會充滿了掛慮
[00:04:32.480 --> 00:04:36.400]  因為我們的祈禱並沒有真正的交代
[00:04:36.400 --> 00:04:37.760]  如果這樣的話
[00:04:37.760 --> 00:04:41.120]  我們就未完全的放手
[00:04:41.120 --> 00:04:45.360]  未有真正將憂慮交給上帝
[00:04:45.360 --> 00:04:47.040]  聖經今天提醒我們
[00:04:47.040 --> 00:04:51.360]  我們應當將憂慮卸給上帝
[00:04:51.360 --> 00:04:53.600]  放手交給上帝
[00:04:53.600 --> 00:04:56.160]  而當說到憂慮的時候
[00:04:56.160 --> 00:04:57.680]  有時我們可能會想
[00:04:57.680 --> 00:05:00.800]  一天有這麼多憂慮的事情
[00:05:00.800 --> 00:05:03.600]  還是不要每樣都煩到上帝
[00:05:03.600 --> 00:05:06.240]  不過讓我們要聽真一點
[00:05:06.240 --> 00:05:07.920]  聖經是怎麼說的
[00:05:07.920 --> 00:05:09.920]  彼得前書五章七節是說
[00:05:09.920 --> 00:05:14.720]  你們要將一切的憂慮卸給上帝
[00:05:14.720 --> 00:05:18.880]  留意是一切一切的憂慮
[00:05:18.880 --> 00:05:21.120]  原來在仕途彼得的眼中
[00:05:21.120 --> 00:05:23.280]  並沒有所謂大一點的憂慮
[00:05:23.280 --> 00:05:25.120]  或者小一點的憂慮
[00:05:25.120 --> 00:05:26.720]  重要一點的憂慮
[00:05:26.720 --> 00:05:28.880]  或者沒有這麼重要的憂慮
[00:05:28.880 --> 00:05:30.640]  按著聖靈的感動
[00:05:30.640 --> 00:05:32.480]  彼得他呼籲我們
[00:05:32.480 --> 00:05:36.400]  應當將一切的憂慮卸給上帝
[00:05:36.400 --> 00:05:40.880]  不要讓憂慮繼續蔓延生長
[00:05:40.880 --> 00:05:42.560]  為什麼呢?
[00:05:42.560 --> 00:05:47.920]  彼得說你們要將一切的憂慮卸給上帝
[00:05:47.920 --> 00:05:49.120]  彼得接著說
[00:05:49.120 --> 00:05:50.640]  因為
[00:05:50.640 --> 00:05:54.400]  因為祂關心你們
[00:05:54.400 --> 00:05:55.920]  彼得說我們可以將一切
[00:05:55.920 --> 00:05:58.160]  大大小小的憂慮卸給上帝
[00:05:58.160 --> 00:05:59.760]  有一個很重要的原因
[00:05:59.760 --> 00:06:01.680]  是因為我們的天父
[00:06:01.680 --> 00:06:06.240]  祂關心、祂關注、祂很在乎
[00:06:06.240 --> 00:06:07.840]  你和我
[00:06:07.840 --> 00:06:10.080]  我曾經聽過一個故事
[00:06:10.080 --> 00:06:11.360]  話說有一個人
[00:06:11.360 --> 00:06:14.400]  他有一天路經一個地方
[00:06:14.400 --> 00:06:18.640]  他不小心掉進了一個井中
