
[00:00:00.000 --> 00:00:03.520]  2024年聖賢系列已經三個月沒有見大家了
[00:00:03.520 --> 00:00:07.920]  代表漢語聖經協會問候現場和線上的弟兄姊妹
[00:00:07.920 --> 00:00:09.760]  我們和旁邊的那個給錢問候
[00:00:09.760 --> 00:00:11.480]  歡迎你好不好?跟他講一聲
[00:00:11.480 --> 00:00:13.600]  歡迎你 歡迎梁國權老師
[00:00:13.600 --> 00:00:14.800]  歡迎你們
[00:00:14.800 --> 00:00:19.600]  今天是夏季聖賢系列第一場的讀經講座
[00:00:19.600 --> 00:00:22.640]  是由梁國權老師主持福音書的
[00:00:22.640 --> 00:00:25.120]  是連續兩場的聚會
[00:00:25.120 --> 00:00:27.760]  主題是耶穌基督的福音
[00:00:27.760 --> 00:00:30.560]  在這兩堂講座裡面
[00:00:30.560 --> 00:00:34.360]  歡迎大家留步和梁國權老師交流
[00:00:34.360 --> 00:00:37.480]  因為聽的過程中可能你也有些疑問
[00:00:37.480 --> 00:00:39.480]  相信梁國權老師也願意留下來
[00:00:39.480 --> 00:00:41.080]  和你們有深入的交流
[00:00:41.080 --> 00:00:43.200]  不如在講座之先
[00:00:43.200 --> 00:00:46.080]  我們有請漢語聖經協會總幹事
[00:00:46.080 --> 00:00:49.120]  李耀華先生為這個講座祈禱
[00:00:49.120 --> 00:00:52.120]  然後就將時間交給梁國權老師
[00:00:52.120 --> 00:00:53.760]  梁國權老師
[00:00:53.760 --> 00:00:56.680]  在場的弟兄姊妹平安
[00:00:56.840 --> 00:00:58.840]  線上的弟兄姊妹也平安
[00:00:58.840 --> 00:01:04.840]  我們很難得梁老師來到我們當中講新約
[00:01:04.840 --> 00:01:06.840]  我都沒有聽過
[00:01:06.840 --> 00:01:08.840]  所以很期待 非常期待
[00:01:08.840 --> 00:01:10.840]  我們不如一起祈禱
[00:01:10.840 --> 00:01:13.840]  清水天父我們感謝你自己
[00:01:13.840 --> 00:01:16.840]  我們今早聽了李進博士講到
[00:01:16.840 --> 00:01:21.840]  也是耶穌基督的大祭司身份
[00:01:21.840 --> 00:01:24.840]  也通過希伯來書讓我們更加了解
[00:01:24.840 --> 00:01:26.840]  耶穌基督所做的
[00:01:26.840 --> 00:01:28.840]  為我們獻上的 為我們付出的
[00:01:28.840 --> 00:01:30.840]  我們今天下午也有梁國權老師
[00:01:30.840 --> 00:01:32.840]  在我們當中去講馬學福音
[00:01:32.840 --> 00:01:34.840]  關於耶穌基督的福音
[00:01:34.840 --> 00:01:36.840]  我們再一次在這兩場裡面
[00:01:36.840 --> 00:01:39.840]  我們都能夠再深入了解
[00:01:39.840 --> 00:01:42.840]  耶穌基督所為我們所做的一切
[00:01:42.840 --> 00:01:44.840]  我們再次去反思去思想
[00:01:44.840 --> 00:01:47.840]  求聖靈在我們當中引領我們
[00:01:47.840 --> 00:01:49.840]  我們願意將整個聚會
[00:01:49.840 --> 00:01:52.840]  恭敬仰望從頭到尾
[00:01:52.840 --> 00:01:55.840]  求主在當中與我們同在
[00:01:55.840 --> 00:01:58.840]  祈求你奉耶穌基督的名字祈禱
[00:01:58.840 --> 00:02:00.840]  把時間交給梁老師
[00:02:00.840 --> 00:02:03.840]  在現場的電視上的電影姐妹大家好
[00:02:03.840 --> 00:02:10.840]  我是很少在這樣的情況下講福音書的
[00:02:10.840 --> 00:02:14.840]  我記得在拍宣傳短片的時候
[00:02:14.840 --> 00:02:18.840]  我說過一個對話
[00:02:18.840 --> 00:02:23.840]  在香港去長洲的渡輪上
[00:02:23.840 --> 00:02:27.840]  我與見到一位聖經科的老師交談
[00:02:27.840 --> 00:02:30.840]  大家不約而同地覺得
[00:02:30.840 --> 00:02:34.840]  其實在66卷聖經書卷裡
[00:02:34.840 --> 00:02:38.840]  我們覺得最難的其實就是福音書
[00:02:38.840 --> 00:02:41.840]  福音書好像很容易
[00:02:41.840 --> 00:02:43.840]  但其實很難
[00:02:43.840 --> 00:02:45.840]  特別在它的結構
[00:02:45.840 --> 00:02:49.840]  在佈局上真的不容易
[00:02:49.840 --> 00:02:52.840]  我在宣傳短片裡說
[00:02:52.840 --> 00:02:56.840]  如果你讀保羅書信是很簡單的
[00:02:56.840 --> 00:03:00.840]  哪一節對哪一節是順手問安語
[00:03:00.840 --> 00:03:02.840]  哪一節是結語
[00:03:02.840 --> 00:03:04.840]  哪一段是祈禱
[00:03:04.840 --> 00:03:05.840]  哪一段是感恩
[00:03:05.840 --> 00:03:06.840]  很清楚的
[00:03:06.840 --> 00:03:08.840]  但福音書就不是
[00:03:08.840 --> 00:03:11.840]  福音書是你每個故事都懂
[00:03:11.840 --> 00:03:13.840]  但整本書是說什麼
[00:03:13.840 --> 00:03:15.840]  怎樣去組織
[00:03:15.840 --> 00:03:16.840]  其實就不懂
[00:03:16.840 --> 00:03:19.840]  這就是我們的困難
[00:03:19.840 --> 00:03:22.840]  所以這次硬著頭皮
[00:03:22.840 --> 00:03:26.840]  跟大家試試說一兩卷書
[00:03:26.840 --> 00:03:30.840]  我今天會選擇馬可跟大家一起分享
[00:03:30.840 --> 00:03:35.840]  馬可應該是四福音書裡
[00:03:35.840 --> 00:03:38.840]  弟兄姊妹最熟的一卷
[00:03:38.840 --> 00:03:41.840]  我想後面的原因是因為她最短
[00:03:41.840 --> 00:03:45.840]  所以很多弟兄姊妹都很熟悉
[00:03:45.840 --> 00:03:48.840]  不過馬可福音一開始的時候
[00:03:48.840 --> 00:03:55.840]  其實已經是一個不容易掌握和明白的經文
[00:03:55.840 --> 00:04:01.840]  如果我問馬可第一個大的段落
[00:04:01.840 --> 00:04:03.840]  由第一節開始
[00:04:03.840 --> 00:04:06.840]  他應該去到哪一節結束
[00:04:06.840 --> 00:04:10.840]  作為整個福音書的引言
[00:04:10.840 --> 00:04:12.840]  只是這個問題
[00:04:12.840 --> 00:04:14.840]  你都發覺那些學者
[00:04:14.840 --> 00:04:16.840]  他們寫注釋
[00:04:16.840 --> 00:04:19.840]  或者在不同的聖經裡
[00:04:19.840 --> 00:04:21.840]  都有不同的做法
[00:04:21.840 --> 00:04:24.840]  我知道很多弟兄姊妹一看聖經
[00:04:24.840 --> 00:04:28.840]  就馬上就去到這些位置
[00:04:28.840 --> 00:04:30.840]  經文的位置
[00:04:30.840 --> 00:04:33.840]  不過其實大家應該可能要習慣
[00:04:33.840 --> 00:04:35.840]  看聖經之前
[00:04:35.840 --> 00:04:38.840]  儘管試試看標題
[00:04:38.840 --> 00:04:40.840]  所以這個是和合本
[00:04:40.840 --> 00:04:42.840]  他給的標題就是
[00:04:42.840 --> 00:04:44.840]  施洗浴汗全道
[00:04:44.840 --> 00:04:46.840]  有時候很多人都不看這些
[00:04:46.840 --> 00:04:48.840]  你應該看的
[00:04:48.840 --> 00:04:51.840]  你看看他施洗浴汗全道
[00:04:51.840 --> 00:04:54.840]  去到哪一節就結束呢?
[00:04:54.840 --> 00:04:58.840]  他去到第十二節
[00:04:58.840 --> 00:05:00.840]  應該再早一點
[00:05:00.840 --> 00:05:02.840]  第八節就結束
[00:05:02.840 --> 00:05:04.840]  第九節他就開新段
[00:05:04.840 --> 00:05:08.840]  這個就是他這個版本的做法
[00:05:08.840 --> 00:05:13.840]  如果你看和修本
[00:05:13.840 --> 00:05:19.840]  和合本和和修本的分別不大
[00:05:19.840 --> 00:05:24.840]  或者你看看新漢語的譯本
[00:05:24.840 --> 00:05:26.840]  這些都是大家可以
