
[00:00:00.000 --> 00:00:02.000]  各位弟姐妹平安
[00:00:02.000 --> 00:00:06.000]  很高興跟大家分享整個說話
[00:00:06.000 --> 00:00:10.000]  時間相當緊迫
[00:00:10.000 --> 00:00:14.000]  但我會跟足時間去做
[00:00:14.000 --> 00:00:20.000]  今次的講座會用新漢語譯本的經文
[00:00:20.000 --> 00:00:24.000]  這些經文還未發表
[00:00:24.000 --> 00:00:27.000]  即是還未上載到電腦上
[00:00:27.000 --> 00:00:31.000]  所以還未引出來
[00:00:31.000 --> 00:00:35.000]  但跟大家從新漢語譯本看一看
[00:00:35.000 --> 00:00:40.000]  我先講讀聖經
[00:00:40.000 --> 00:00:43.000]  讀聖經我經常說
[00:00:43.000 --> 00:00:46.000]  兩條路一起走
[00:00:46.000 --> 00:00:48.000]  快讀慢讀
[00:00:48.000 --> 00:00:50.000]  我經常說
[00:00:50.000 --> 00:00:52.000]  不要經常快讀也不要經常慢讀
[00:00:52.000 --> 00:00:54.000]  快讀慢讀要一起做
[00:00:54.000 --> 00:00:56.000]  快讀是用不同的譯本
[00:00:56.000 --> 00:00:58.000]  一些比較容易讀
[00:00:58.000 --> 00:01:00.000]  或是比較易認的譯本
[00:01:00.000 --> 00:01:04.000]  讓你能夠很快掌握整個梗概上下文
[00:01:04.000 --> 00:01:07.000]  慢讀是用比較原文
[00:01:07.000 --> 00:01:09.000]  近原文 直譯一點
[00:01:09.000 --> 00:01:11.000]  能夠看到原文的面貌
[00:01:11.000 --> 00:01:14.000]  你可以慢慢讀 慢慢研究 慢慢細讀
[00:01:14.000 --> 00:01:16.000]  所以是用不同的工具
[00:01:16.000 --> 00:01:18.000]  所以可能你用快讀
[00:01:18.000 --> 00:01:20.000]  可能會用一些比較易認的譯本
[00:01:20.000 --> 00:01:22.000]  例如我們有新普及譯本
[00:01:22.000 --> 00:01:26.000]  或者是當代聖經
[00:01:26.000 --> 00:01:28.000]  現代中文譯本之類
[00:01:28.000 --> 00:01:31.000]  慢讀的可以用新漢語譯本
[00:01:31.000 --> 00:01:33.000]  環球聖經譯本
[00:01:33.000 --> 00:01:34.000]  和合本 修正版
[00:01:34.000 --> 00:01:36.000]  這些可以慢慢讀
[00:01:36.000 --> 00:01:38.000]  這樣你能夠很快
[00:01:38.000 --> 00:01:41.000]  也短時間內掌握整個上下文
[00:01:41.000 --> 00:01:45.000]  再看回每一段經文就容易很多了
[00:01:45.000 --> 00:01:47.000]  這些說話我要講一次就算了
[00:01:47.000 --> 00:01:49.000]  我不能再講得太多
[00:01:49.000 --> 00:01:52.000]  如果你不想看快讀
[00:01:52.000 --> 00:01:54.000]  其實可以聽的
[00:01:54.000 --> 00:01:57.000]  無論你是聖經公會的聆聽版
[00:01:57.000 --> 00:01:59.000]  或者是我們的播放器
[00:01:59.000 --> 00:02:01.000]  都可以的
[00:02:01.000 --> 00:02:02.000]  很多人都這樣說
[00:02:02.000 --> 00:02:03.000]  八十八個鐘
[00:02:03.000 --> 00:02:05.000]  你就可以聽完整個聖經
[00:02:05.000 --> 00:02:06.000]  八十八個鐘
[00:02:06.000 --> 00:02:07.000]  想得到嗎?
[00:02:07.000 --> 00:02:08.000]  你也想不到吧?
[00:02:08.000 --> 00:02:09.000]  其實沒有甚麼藉口
[00:02:09.000 --> 00:02:11.000]  說你不去讀聖經
[00:02:11.000 --> 00:02:12.000]  八十八個鐘而已
[00:02:12.000 --> 00:02:13.000]  不過你不睡覺
[00:02:13.000 --> 00:02:16.000]  不睡覺才八十八個鐘
[00:02:16.000 --> 00:02:19.000]  無論如何你都可以拉到一個月
[00:02:19.000 --> 00:02:20.000]  你怎樣也會看完
[00:02:20.000 --> 00:02:22.000]  怎樣也會聽完
[00:02:22.000 --> 00:02:24.000]  這個時間我不多說了
[00:02:24.000 --> 00:02:26.000]  我想說今天我們會做甚麼呢?
[00:02:26.000 --> 00:02:30.000]  今天我們會看這段經文
[00:02:30.000 --> 00:02:33.000]  這段經文是《河西亞書》最高峰的經文
[00:02:33.000 --> 00:02:35.000]  大家應該熟悉的
[00:02:35.000 --> 00:02:37.000]  不過可能大家比較集中在一到三章
[00:02:37.000 --> 00:02:40.000]  一到三章我不會去解釋的
[00:02:40.000 --> 00:02:42.000]  因為大家都很熟悉的
[00:02:42.000 --> 00:02:46.000]  反而去到《河西亞書》最後這段最高峰的經文
[00:02:46.000 --> 00:02:47.000]  我會和大家看看
[00:02:47.000 --> 00:02:49.000]  發生了甚麼事
[00:02:49.000 --> 00:02:53.000]  我會和大家看三方面的
[00:02:53.000 --> 00:02:59.000]  一:我會和句子句子之間的連結
[00:02:59.000 --> 00:03:08.000]  去看它怎樣去將整個敘事去拉動它
[00:03:08.000 --> 00:03:09.000]  帶動它
[00:03:09.000 --> 00:03:12.000]  如果是句與句之間的話
[00:03:12.000 --> 00:03:15.000]  我不知道我的聲音會否有些回音
[00:03:15.000 --> 00:03:16.000]  可以嗎?
[00:03:16.000 --> 00:03:18.000]  我聽到好像有些回音
[00:03:18.000 --> 00:03:19.000]  句與句之間的話
[00:03:19.000 --> 00:03:22.000]  即是平行體的作用
[00:03:22.000 --> 00:03:24.000]  這個是聯句
[00:03:24.000 --> 00:03:32.000]  這是語意層面、意思層面、句子、詞語層面
[00:03:32.000 --> 00:03:35.000]  去怎樣帶動整個經文
[00:03:35.000 --> 00:03:41.000]  第二條線就是敘事的弧線
[00:03:41.000 --> 00:03:44.000]  敘事,整個故事是怎樣走的
[00:03:44.000 --> 00:03:48.000]  這條線是比較大的圖畫來看的
[00:03:48.000 --> 00:03:53.000]  聯句,句與句之間是小一點的
[00:03:53.000 --> 00:03:56.000]  整個結構的弧線是大一點的
[00:03:56.000 --> 00:04:02.000]  最後會和大家看看神學的訊息在哪裏
[00:04:02.000 --> 00:04:06.000]  我講了很多東西,似乎好像很多東西
[00:04:06.000 --> 00:04:10.000]  但其實沒可能講得完這麼多東西
[00:04:10.000 --> 00:04:13.000]  但我想大家感受一下
