
[00:00:00.000 --> 00:00:05.000]  在讀經文之前,我帶大家一起去祈禱
[00:00:05.000 --> 00:00:10.000]  天父,我們感謝祢,祢賜給我們聖經
[00:00:10.000 --> 00:00:14.000]  求祢給我們一份渴慕祢說話的心
[00:00:14.000 --> 00:00:19.000]  當我們來到祢的聖經面前,我們嚴謹地去讀
[00:00:19.000 --> 00:00:24.000]  我們也求祢將祢的說話放在我們的生命裏
[00:00:24.000 --> 00:00:28.000]  讓我們的生命能夠得著改變和更新
[00:00:28.000 --> 00:00:32.000]  祢保佑我們每一天都能夠在耶穌基督的名下祈求,阿們
[00:00:32.000 --> 00:00:39.000]  今天我選的經文是尼西米記第二章整章的經文
[00:00:39.000 --> 00:00:42.000]  首先要提一提之前發生了什麼事
[00:00:42.000 --> 00:00:48.000]  在尼西米記第一章提到那時候以色列人被擄
[00:00:48.000 --> 00:00:52.000]  有很多人被波斯帝國統治
[00:00:52.000 --> 00:00:57.000]  尼西米這個猶太人那時候是服侍波斯的皇帝
[00:00:57.000 --> 00:00:59.000]  他是皇帝的酒政
[00:00:59.000 --> 00:01:07.000]  第一章提到尼西米聽到從耶路撒冷去探望一些猶太人
[00:01:07.000 --> 00:01:13.000]  說到原來在耶路撒冷那時候的以色列人遭大難受凌辱
[00:01:13.000 --> 00:01:18.000]  耶路撒冷的城牆被毀,城門被火焚燒
[00:01:18.000 --> 00:01:23.000]  他聽到一個不好的消息,他就悲哀祈禱
[00:01:23.000 --> 00:01:26.000]  不過他心裏已經有一個計劃
[00:01:26.000 --> 00:01:34.000]  他希望運用自己酒政的身份回到耶路撒冷重建那個城市
[00:01:34.000 --> 00:01:40.000]  今天的經文第二章就是講到他怎樣去實踐這個計劃
[00:01:40.000 --> 00:01:42.000]  第一節就說
[00:01:42.000 --> 00:01:48.000]  阿達說西王二十年尼山月酒擺在王面前
[00:01:48.000 --> 00:01:54.000]  我拿起酒來奉給王,我在王面前從來沒有受辱
[00:01:54.000 --> 00:01:58.000]  王對我說:你既沒有病,為什麼面帶受辱呢?
[00:01:58.000 --> 00:02:03.000]  這不是別的,別是你心中受罰
[00:02:03.000 --> 00:02:06.000]  於是我非常懼怕
[00:02:06.000 --> 00:02:12.000]  這裡說到在阿達說西王二十年的尼山月
[00:02:12.000 --> 00:02:21.000]  相比之下,原來距離第一章尼西米聽到耶路撒冷受凌辱的月份
[00:02:21.000 --> 00:02:24.000]  原來已經隔了四個月
[00:02:24.000 --> 00:02:32.000]  接著第一節,尼西米說自己在王前面從來沒有受辱
[00:02:32.000 --> 00:02:36.000]  其實我們相信不是說他之前沒有見過皇帝
[00:02:36.000 --> 00:02:41.000]  而是之前幾個月,即使他聽到耶路撒冷這樣的狀況
[00:02:41.000 --> 00:02:48.000]  他心裏很不開心,他都沒有將受辱擺在皇帝的面前
[00:02:48.000 --> 00:02:52.000]  不過到了四個月之後,第二節就說
[00:02:52.000 --> 00:02:56.000]  王就說他發覺他面上有受辱
[00:02:56.000 --> 00:03:02.000]  我想我的解釋就是,那時候尼西米覺得時間都到了
[00:03:02.000 --> 00:03:08.000]  所以他就將受辱沒有再在皇帝面前隱藏
[00:03:08.000 --> 00:03:10.000]  為什麼會這樣呢?
[00:03:10.000 --> 00:03:14.000]  因為接著皇帝真的慰問他
[00:03:14.000 --> 00:03:21.000]  接著他就提出重建耶路撒冷的要求
[00:03:21.000 --> 00:03:23.000]  其實對於尼西米來說
[00:03:23.000 --> 00:03:28.000]  一個猶太人在波斯王面前提出重建耶路撒冷
[00:03:28.000 --> 00:03:35.000]  是一個很難,甚至很危險,或者可以叫做一個政治的事情
[00:03:35.000 --> 00:03:43.000]  不過如果他知道皇帝是關心他個人心情受辱的問題
[00:03:43.000 --> 00:03:49.000]  可能皇帝因為這樣會容許尼西米的要求
[00:03:49.000 --> 00:03:53.000]  或者我們可以這樣去看尼西米所做的事情
[00:03:53.000 --> 00:03:59.000]  不過無論如何,當皇帝發現尼西米有受辱
[00:03:59.000 --> 00:04:04.000]  問他「這不是別的,必是你心中受煩」
[00:04:04.000 --> 00:04:09.000]  聖經就說「於是我非常懼怕」
[00:04:09.000 --> 00:04:11.000]  懼怕究竟是什麼呢?
[00:04:11.000 --> 00:04:18.000]  我想尼西米的懼怕不是只是因為被皇帝發現了他的受辱
[00:04:18.000 --> 00:04:24.000]  而是因為後面他所提出的事情事關重大
[00:04:24.000 --> 00:04:28.000]  甚至可以招來殺身之禍
[00:04:28.000 --> 00:04:32.000]  後面提出什麼呢?第三節就是這樣說
[00:04:32.000 --> 00:04:39.000]  我對王說:怨王萬歲,我祖先墳墓所在的那城荒涼,城門被火焚燒
[00:04:39.000 --> 00:04:43.000]  我豈能面無仇容呢?
[00:04:43.000 --> 00:04:48.000]  後面提出他的祖先以色列人在耶路撒冷的地方
[00:04:48.000 --> 00:04:52.000]  很荒涼,城門被焚燒
[00:04:52.000 --> 00:04:58.000]  是一些很敏感,關於他的民族和波斯的民族
[00:04:58.000 --> 00:05:00.000]  帝國關係的問題
[00:05:00.000 --> 00:05:04.000]  這些事情會帶來殺身之禍
[00:05:04.000 --> 00:05:07.000]  不過接著下去都順利
[00:05:07.000 --> 00:05:11.000]  皇帝問:王對我說:你想求什麼?
[00:05:11.000 --> 00:05:16.000]  尼西米希望皇帝做一個決定
[00:05:16.000 --> 00:05:18.000]  其實是一個政治上的決定
[00:05:18.000 --> 00:05:24.000]  是利用尼西米自己走正的身份回到耶路撒冷
[00:05:24.000 --> 00:05:31.000]  他知道皇帝肯不肯是一個最重要、最關鍵的地方
[00:05:31.000 --> 00:05:38.000]  所以聖經說:於是我向天上的神祈禱
[00:05:38.000 --> 00:05:46.000]  我想我們都能夠想像尼西米的懼怕
[00:05:46.000 --> 00:05:54.000]  有時候我們會看到經文描述尼西米的懼怕
[00:05:54.000 --> 00:05:59.000]  但沒有提及尼西米在這件事上有沒有信心
[00:05:59.000 --> 00:06:03.000]  應該我們要想一想這對我們有什麼看法
[00:06:03.000 --> 00:06:07.000]  不過懼怕我想都是人之常情
[00:06:07.000 --> 00:06:12.000]  當事情繼續順利,皇帝問候他的時候
[00:06:12.000 --> 00:06:15.000]  問他:你想求什麼?第五節
[00:06:15.000 --> 00:06:20.000]  尼西米說:王曰以為好,僕人曰在王面前蒙恩
[00:06:20.000 --> 00:06:23.000]  求王差遣我往猶大
[00:06:23.000 --> 00:06:29.000]  到我祖先墳墓所在的那城區,我好重新建築
[00:06:29.000 --> 00:06:32.000]  那時皇后在王的旁邊
[00:06:32.000 --> 00:06:36.000]  都有提到,能夠讓尼西米回到猶大
[00:06:36.000 --> 00:06:40.000]  去重建耶路撒冷是一個最大最大的要求
[00:06:40.000 --> 00:06:44.000]  第六節提到皇后都在皇帝旁邊
[00:06:44.000 --> 00:06:51.000]  意思是那時候不是一些官方和大臣開會的時候
[00:06:51.000 --> 00:06:55.000]  就說他是一些比較私人的環境
[00:06:55.000 --> 00:07:02.000]  更加了解到原來尼西米都是用一種比較個人的角度
[00:07:02.000 --> 00:07:07.000]  他能夠服侍皇帝
[00:07:07.000 --> 00:07:10.000]  皇帝對他的寵愛和信任
[00:07:10.000 --> 00:07:15.000]  對他自己的受用和關注
[00:07:15.000 --> 00:07:20.000]  而能夠引起幫助尼西米這件事
[00:07:20.000 --> 00:07:25.000]  果然皇帝是允許的
[00:07:25.000 --> 00:07:26.000]  然後聖經說
[00:07:26.000 --> 00:07:29.000]  「皇帝我說,你要去多久,何時回來?」
[00:07:29.000 --> 00:07:34.000]  「王看這事為好,就派我去,給我定了日期」
[00:07:34.000 --> 00:07:37.000]  然後尼西米對皇帝有些請求
[00:07:37.000 --> 00:07:38.000]  第七節說
[00:07:38.000 --> 00:07:42.000]  「我又對王說,王讓以為好,求王賜我詔書」
[00:07:42.000 --> 00:07:46.000]  「通知河西的省長准我經過,直到猶大」
[00:07:46.000 --> 00:07:48.000]  所以尼西米是一個很有計劃的人
[00:07:48.000 --> 00:07:51.000]  他知道他要經過的地方
[00:07:51.000 --> 00:07:54.000]  希望皇帝給他一個方便
[00:07:54.000 --> 00:07:57.000]  讓他可以回去羊紮
