
[00:00:00.000 --> 00:00:07.000]  在經文之先,想和大家有一個祈禱,我們合眼低頭祈禱吧!
[00:00:07.000 --> 00:00:12.000]  感謝主你是我們的盼望,我們恩典的傳言,
[00:00:12.000 --> 00:00:19.000]  在我們面對明天不確定性人生的那種迷惘,求書賜給我們信心和盼望,
[00:00:19.000 --> 00:00:27.000]  等待主你的憐憫和幫助,在艱難的日子裡,我們不會疲倦灰心,
[00:00:27.000 --> 00:00:32.000]  甚或對主的信心會動搖,因為有主給我們盼望和恩典,
[00:00:32.000 --> 00:00:39.000]  令我們能渡過憂谷,在生命中經驗主的大靈和豐富,
[00:00:39.000 --> 00:00:44.000]  我們今天禱告,奉我主耶穌基督的名字,阿們。
[00:00:44.000 --> 00:00:50.000]  今日我和大家簡述一段經文,是來自詩篇的27篇,
[00:00:50.000 --> 00:00:52.000]  第一節,
[00:00:53.000 --> 00:00:58.000]  大衛的詩,夜和華是我的亮光,是我的拯救,
[00:00:58.000 --> 00:01:04.000]  我還怕誰呢?夜和華是我性命的保障,我還懼誰呢?
[00:01:04.000 --> 00:01:10.000]  那在我的,就是我的仇敵,前來在我獄的時候,就半跌腐倒,
[00:01:10.000 --> 00:01:15.000]  雖有軍兵安然攻擊我,我的心也不害怕,
[00:01:15.000 --> 00:01:20.000]  雖然興起刀兵攻擊我,我必仍夠安穩,
[00:01:20.000 --> 00:01:25.000]  有一件事,我尋求夜和華,我仍要尋求,
[00:01:25.000 --> 00:01:29.000]  就是一生一世住在夜和華的殿,
[00:01:29.000 --> 00:01:34.000]  瞻仰他的榮美,在他的殿裡求民,
[00:01:34.000 --> 00:01:38.000]  因為我遭遇患難,他便暗暗地保守我,
[00:01:38.000 --> 00:01:43.000]  在亭子裡把我藏在帳幕的隱密處,
[00:01:43.000 --> 00:01:46.000]  將我高舉在盤石上,
[00:01:46.000 --> 00:01:50.000]  現在我得以昂首,高過四面的仇敵,
[00:01:50.000 --> 00:01:56.000]  我要在他的帳幕裡歡言獻祭,我要唱詩歌頌夜和華,
[00:01:56.000 --> 00:02:03.000]  夜和華,我用聲音呼籲的時候,求你誰聽,並求你連恤我,英文我,
[00:02:03.000 --> 00:02:09.000]  你說,你們當尋求我的面,那時我心向你說,
[00:02:09.000 --> 00:02:12.000]  夜和華,你的面我正要尋求,
[00:02:12.000 --> 00:02:16.000]  不要向我掩面,不要發怒,趕逐僕人,
[00:02:16.000 --> 00:02:22.000]  你向來是幫助我的,救我的神,不要丟掉我,也不要離棄我,
[00:02:22.000 --> 00:02:26.000]  我父母離棄我,夜和華必收留我,
[00:02:26.000 --> 00:02:29.000]  夜和華,求你將你的道指教我,
[00:02:29.000 --> 00:02:33.000]  因我仇敵的緣故,引導我走平坦的路,
[00:02:33.000 --> 00:02:37.000]  求你不要把我交給敵人,遂其所願,
[00:02:37.000 --> 00:02:42.000]  因為妄作見證的,和口吐空言的,起來攻擊我,
[00:02:42.000 --> 00:02:48.000]  我若不信在活人之地,得見夜和華的恩惠,就早已喪膽了,
[00:02:48.000 --> 00:02:52.000]  要等候夜和華,當壯膽,堅固你的心,
[00:02:52.000 --> 00:02:55.000]  我再說,要等候夜和華。
[00:02:55.000 --> 00:02:59.000]  其實剛才我看的經文可以分為四個段落,
[00:02:59.000 --> 00:03:05.000]  在一至三節是說我們對於信心方面要靠賴神的保守,
[00:03:05.000 --> 00:03:09.000]  而在四至六節是尋求神的同在,
[00:03:09.000 --> 00:03:13.000]  七至十二節是哀求神的憐憫,
[00:03:13.000 --> 00:03:18.000]  而十三至十四節是等候神的恩典。
[00:03:18.000 --> 00:03:21.000]  在一至三節裏面我們看到,
[00:03:21.000 --> 00:03:27.000]  私人對於夜和華信心的基礎是建於神是他的亮光,
[00:03:27.000 --> 00:03:30.000]  是他的拯救,是他的保障,
[00:03:30.000 --> 00:03:35.000]  亮光可以令他不會在黑暗之中行走,
[00:03:35.000 --> 00:03:38.000]  不會跌倒,不會看得不清楚,
[00:03:38.000 --> 00:03:45.000]  而拯救和保障,即使敵人好像野獸一樣走來,
[00:03:45.000 --> 00:03:48.000]  他想吃他的肉,他都不會害怕,
[00:03:48.000 --> 00:03:52.000]  即使敵人四圍的安營,興起刀兵,
[00:03:52.000 --> 00:03:55.000]  他的心都不怕,仍舊安穩,
[00:03:55.000 --> 00:03:59.000]  他在說他的信心是很紮實,很安穩的狀態,
[00:03:59.000 --> 00:04:05.000]  當有這個認定的時候,他更加有一樣東西要做,
[00:04:05.000 --> 00:04:11.000]  他在四至六節說,有一件事我曾求夜和華,
[00:04:11.000 --> 00:04:14.000]  仍要求在夜和華的殿裏面,
[00:04:14.000 --> 00:04:19.000]  其實我們聖經當中,有一件事還有幾段經文提到,
[00:04:19.000 --> 00:04:22.000]  好像在馬可福音十章二十一節,
[00:04:22.000 --> 00:04:25.000]  主耶穌對一個少年的財主說,
[00:04:25.000 --> 00:04:31.000]  你欠一件事,便變賣你所有去幫助分給窮人,
[00:04:31.000 --> 00:04:33.000]  然後來跟從我,
[00:04:33.000 --> 00:04:35.000]  這裏是否說了很多件事?
[00:04:35.000 --> 00:04:41.000]  不是,只是一件事,簡單來說,脫去錢類,來去跟從著,
[00:04:41.000 --> 00:04:45.000]  其實在剛才說的那件事,求告夜和華,
[00:04:45.000 --> 00:04:49.000]  他能夠在殿裏面,正正就是想去親近神,
[00:04:49.000 --> 00:04:51.000]  和神有一個好的關係,
[00:04:51.000 --> 00:04:55.000]  此外在路加福音十章四十一至四十二節,
[00:04:55.000 --> 00:04:59.000]  說的是馬大和瑪利亞去接待耶穌,
[00:04:59.000 --> 00:05:05.000]  但馬大,耶穌就跟他說,你只有一件事,你不可缺少,
[00:05:05.000 --> 00:05:07.000]  就在三十九節所說,
[00:05:07.000 --> 00:05:10.000]  專心在主的腳前,聽祂的道,
[00:05:10.000 --> 00:05:15.000]  都是要去到主的面前,去親近主,
[00:05:15.000 --> 00:05:18.000]  而最後,只有一件事,忘記背後,
[00:05:18.000 --> 00:05:22.000]  努力面前,向著標竿直跑,
[00:05:22.000 --> 00:05:27.000]  是要得到神在基督耶穌裏面,從上面,召我來的掌上,
[00:05:27.000 --> 00:05:31.000]  在這裏說道,不約而同,都是帶出一個重點,
[00:05:31.000 --> 00:05:36.000]  這個重點就是說,在主裏面,跟從主,聽主的道,
[00:05:36.000 --> 00:05:40.000]  行主的旨意,都是一個很重要的事情,
[00:05:40.000 --> 00:05:43.000]  我們回到詩篇二十七篇四至六節,
[00:05:43.000 --> 00:05:46.000]  詩人都很切勿在神的家裏面,
[00:05:46.000 --> 00:05:49.000]  在神的殿裏面,在神的帳篷裏面,
[00:05:49.000 --> 00:05:51.000]  種種都是在說一個內容,
[00:05:51.000 --> 00:05:58.000]  就是說,去到主的裏面,去到主,有主的同在裏面,去叩問神,
[00:05:58.000 --> 00:06:01.000]  在困難之中,我們得著保守,
[00:06:01.000 --> 00:06:04.000]  在四周的敵人裏面,我們都能夠抬起頭,
[00:06:04.000 --> 00:06:08.000]  都是建立在同神的關係,和依靠神,
[00:06:08.000 --> 00:06:10.000]  這是一個很重要的事情,
[00:06:10.000 --> 00:06:14.000]  當我們信心有兩個環節之後,去到第三個環節,
[00:06:14.000 --> 00:06:17.000]  困難是不斷又會重複出現,
[00:06:17.000 --> 00:06:20.000]  不會完全完全沒有了,
[00:06:20.000 --> 00:06:23.000]  久不久又會有一些困難,甚至是新的困難,
[00:06:23.000 --> 00:06:28.000]  所以在第七至十二節,是說到我們要哀求神的憐憫,
[00:06:28.000 --> 00:06:34.000]  我們怎樣去仰望神的憐憫,看顧,保守呢?
[00:06:34.000 --> 00:06:39.000]  詩人用了不同的方式,來哀求上主,
[00:06:39.000 --> 00:06:44.000]  首先第七節,他講到去求神,
