
[00:00:00.000 --> 00:00:04.600]  進入秋天仍然都叫炎熱的日子
[00:00:04.600 --> 00:00:06.600]  我們叫這些做秋老虎
[00:00:06.600 --> 00:00:14.600]  在蔣老堂這裡我們一起讀耶利米埃歌
[00:00:14.600 --> 00:00:19.600]  應該是教會少數讀的書卷之一
[00:00:19.600 --> 00:00:23.600]  另外有些基本上不讀的就好像雅歌
[00:00:23.600 --> 00:00:25.600]  你有沒有讀過?
[00:00:25.600 --> 00:00:26.600]  耶利米埃歌
[00:00:26.600 --> 00:00:28.600]  如果你跟讀經進度
[00:00:28.600 --> 00:00:30.600]  有機會接觸到
[00:00:30.600 --> 00:00:31.600]  如果讓你選擇
[00:00:31.600 --> 00:00:34.600]  這個不是你首選要讀的書卷
[00:00:34.600 --> 00:00:38.600]  曾經有一個初信的信徒
[00:00:38.600 --> 00:00:42.600]  問早代的教父耶利米埃歌
[00:00:42.600 --> 00:00:45.600]  他問我什麼時候可以讀雅歌呢?
[00:00:45.600 --> 00:00:49.600]  可能他也正在情愛的困擾裡
[00:00:49.600 --> 00:00:52.600]  耶利米埃歌就跟他這樣說
[00:00:52.600 --> 00:00:53.600]  教父就說
[00:00:53.600 --> 00:00:55.600]  你不如先讀福音書吧
[00:00:55.600 --> 00:00:57.600]  多認識耶穌多認識基督
[00:00:57.600 --> 00:00:59.600]  沒多久他就說
[00:00:59.600 --> 00:01:00.600]  我都讀完了
[00:01:00.600 --> 00:01:02.600]  現在可以讀一下歌了嗎?
[00:01:02.600 --> 00:01:03.600]  都還沒有
[00:01:03.600 --> 00:01:05.600]  你應該讀一下保羅書信
[00:01:05.600 --> 00:01:07.600]  讀一下早期教會裡面
[00:01:07.600 --> 00:01:11.600]  神怎樣帶領教會經過了頭個
[00:01:11.600 --> 00:01:14.600]  最艱難的一百年
[00:01:14.600 --> 00:01:16.600]  然後他又讀完了
[00:01:16.600 --> 00:01:18.600]  現在可以讀一下歌了嗎?
[00:01:18.600 --> 00:01:19.600]  都還沒有
[00:01:19.600 --> 00:01:21.600]  你讀一下創世紀吧
[00:01:21.600 --> 00:01:22.600]  知道人類的起源
[00:01:22.600 --> 00:01:24.600]  神創造的心意
[00:01:24.600 --> 00:01:26.600]  然後去讀春埃及記
[00:01:26.600 --> 00:01:30.600]  因為那裡神救他的百姓離開埃及
[00:01:30.600 --> 00:01:33.600]  差不多將我們叫做
[00:01:33.600 --> 00:01:36.600]  在詩歌自慰書最後的
[00:01:36.600 --> 00:01:39.600]  譬如雅歌、耶利米埃歌這些書卷
[00:01:39.600 --> 00:01:41.600]  都是放到最後才讀的
[00:01:41.600 --> 00:01:44.600]  這個不是教會的頭盤
[00:01:44.600 --> 00:01:47.600]  你最多可以當作是飯後的點心
[00:01:47.600 --> 00:01:49.600]  但是神將這些書卷
[00:01:49.600 --> 00:01:53.600]  在他的聖經裡面是很有意思的
[00:01:53.600 --> 00:01:56.600]  因為你什麼時候見到一個民族
[00:01:56.600 --> 00:02:02.600]  經過亡國或是在這種亡國的憂傷裡面
[00:02:02.600 --> 00:02:05.600]  他們會集體在神面前祈禱呢?
[00:02:05.600 --> 00:02:07.600]  以色列人做了七十年
[00:02:07.600 --> 00:02:11.600]  直到先知撒該利亞這樣說
[00:02:11.600 --> 00:02:14.600]  這七十年你們這樣禁食祈禱
[00:02:14.600 --> 00:02:17.600]  你是不是覺得你們很親近我呢?
[00:02:17.600 --> 00:02:18.600]  為什麼你們又禁食
[00:02:18.600 --> 00:02:20.600]  但是又出手打人呢?
[00:02:20.600 --> 00:02:22.600]  你們又不守安息日呢?
[00:02:22.600 --> 00:02:25.600]  就是說這些禁食禮儀
[00:02:25.600 --> 00:02:27.600]  對於一個國家的復興
[00:02:27.600 --> 00:02:29.600]  是沒有真實的作用的
[00:02:29.600 --> 00:02:31.600]  但是神體重我們的禁食
[00:02:31.600 --> 00:02:34.600]  體重我們的禁食嚴肅會
[00:02:34.600 --> 00:02:36.600]  體重我們的刻苦己心
[00:02:36.600 --> 00:02:38.600]  這樣你就會親近他
[00:02:38.600 --> 00:02:40.600]  因為我剛才說到耶利米埃歌
[00:02:40.600 --> 00:02:43.600]  其實不是一個個人的讀本
[00:02:43.600 --> 00:02:46.600]  其實是一個整個民族、整個群體
[00:02:46.600 --> 00:02:48.600]  在每年的國殤紀念日
[00:02:48.600 --> 00:02:50.600]  大概是五月
[00:02:50.600 --> 00:02:56.600]  猶太和中國或西方的日子
[00:02:56.600 --> 00:02:58.600]  大概五月的時間
[00:02:58.600 --> 00:03:04.600]  他們就來守這些禁食、嚴肅會的時候
[00:03:04.600 --> 00:03:07.600]  他們就會讀耶利米埃歌
[00:03:07.600 --> 00:03:09.600]  但其實不是一次的
[00:03:09.600 --> 00:03:13.600]  很少猶太人這樣
