
[00:00:00.000 --> 00:00:02.000]  各位好
[00:00:02.000 --> 00:00:04.000]  願一位平安
[00:00:04.000 --> 00:00:06.000]  從天父上帝並主耶穌基督
[00:00:06.000 --> 00:00:08.000]  歸於每一位參與
[00:00:08.000 --> 00:00:10.000]  培靈會的弟兄姊妹
[00:00:10.000 --> 00:00:12.000]  無論你在線上參與
[00:00:12.000 --> 00:00:14.000]  或是現場參與的朋友
[00:00:14.000 --> 00:00:16.000]  都是被神的話語吸引來
[00:00:16.000 --> 00:00:18.000]  當中,我都非常感恩
[00:00:18.000 --> 00:00:20.000]  有機會在
[00:00:20.000 --> 00:00:22.000]  看完聖經議會
[00:00:22.000 --> 00:00:24.000]  去分享
[00:00:24.000 --> 00:00:26.000]  主耶和華的話語
[00:00:26.000 --> 00:00:28.000]  神聖經的訊息
[00:00:28.000 --> 00:00:30.000]  不過,在開始講的時候
[00:00:30.000 --> 00:00:32.000]  我希望調整一下
[00:00:32.000 --> 00:00:34.000]  大家的期望
[00:00:34.000 --> 00:00:36.000]  為什麼這樣說呢?
[00:00:36.000 --> 00:00:38.000]  因為我們知道
[00:00:38.000 --> 00:00:40.000]  看完聖經協會
[00:00:40.000 --> 00:00:42.000]  擺明是怎樣的
[00:00:42.000 --> 00:00:44.000]  就是聖經
[00:00:44.000 --> 00:00:46.000]  當然我都是講聖經
[00:00:46.000 --> 00:00:48.000]  誰回教會聽到不是聽聖經的
[00:00:48.000 --> 00:00:50.000]  每個人都聽聖經
[00:00:50.000 --> 00:00:52.000]  每個人打開聖經,讀聖經
[00:00:52.000 --> 00:00:54.000]  但我們知道
[00:00:54.000 --> 00:00:56.000]  很多時候,這類的講座
[00:00:56.000 --> 00:00:58.000]  我用了這個字
[00:00:58.000 --> 00:01:00.000]  或是課程
[00:01:00.000 --> 00:01:02.000]  課程
[00:01:02.000 --> 00:01:04.000]  我們有一個感覺
[00:01:04.000 --> 00:01:06.000]  我們今天來上課
[00:01:06.000 --> 00:01:08.000]  所以會怎樣呢?
[00:01:08.000 --> 00:01:10.000]  問有沒有筆記
[00:01:10.000 --> 00:01:12.000]  有多少頁PowerPoint
[00:01:12.000 --> 00:01:16.000]  或者
[00:01:16.000 --> 00:01:18.000]  講多少小時
[00:01:18.000 --> 00:01:20.000]  或者有多少學術
[00:01:20.000 --> 00:01:22.000]  有多少原文的
[00:01:22.000 --> 00:01:24.000]  聖經在裡面
[00:01:24.000 --> 00:01:26.000]  有多少善人的結構
[00:01:26.000 --> 00:01:28.000]  這些全部都是非常好的
[00:01:28.000 --> 00:01:30.000]  我覺得
