
[00:00:00.000 --> 00:00:03.000]  剛才有很大雨,好像黃雨
[00:00:03.000 --> 00:00:04.000]  現在又平靜了
[00:00:04.000 --> 00:00:07.000]  最後我們都是平安地吃了午飯
[00:00:07.000 --> 00:00:11.000]  來到我們下午的秋季聖經課程
[00:00:11.000 --> 00:00:14.000]  很開心今天有吳慧儀老師
[00:00:14.000 --> 00:00:17.000]  來跟我們一起有這個課程
[00:00:17.000 --> 00:00:18.000]  是連續兩堂的
[00:00:18.000 --> 00:00:24.000]  吳慧儀博士是前中國神學研究院的聖經科教授
[00:00:24.000 --> 00:00:26.000]  我知道好幾年前
[00:00:26.000 --> 00:00:29.000]  她都幫我們看協講約翰福音
[00:00:29.000 --> 00:00:31.000]  其實吳老師之前我宣傳都說
[00:00:31.000 --> 00:00:35.000]  她是一個仕途約翰的專家
[00:00:35.000 --> 00:00:37.000]  在這方面很有心得
[00:00:37.000 --> 00:00:41.000]  所以她今天都跟我們看約翰一二三書
[00:00:41.000 --> 00:00:43.000]  是一個非常適合的人選
[00:00:43.000 --> 00:00:46.000]  在宣傳上她說過一樣東西很有趣
[00:00:46.000 --> 00:00:48.000]  就說好像迷宮一樣
[00:00:48.000 --> 00:00:49.000]  不知道你記不記得
[00:00:49.000 --> 00:00:53.000]  不知道我們這兩堂之後會不會走出這個迷宮
[00:00:53.000 --> 00:00:55.000]  應該要等下一堂才會走得出
[00:00:55.000 --> 00:00:57.000]  但我們在第一堂裏面
[00:00:57.000 --> 00:00:59.000]  感受一下這個迷宮有多有趣味
[00:00:59.000 --> 00:01:01.000]  你說過是很有趣味的
[00:01:01.000 --> 00:01:05.000]  我們今天認識仕途約翰的一二三書之外
[00:01:05.000 --> 00:01:07.000]  我們相信可以在裏面
[00:01:07.000 --> 00:01:09.000]  看到正如她主題說
[00:01:09.000 --> 00:01:11.000]  從無知到無懼
[00:01:11.000 --> 00:01:13.000]  約翰書誦的啟示
[00:01:13.000 --> 00:01:16.000]  真的要為課程祈禱
[00:01:16.000 --> 00:01:18.000]  為吳博士祈禱
[00:01:18.000 --> 00:01:21.000]  為我們有一個領悟力
[00:01:21.000 --> 00:01:22.000]  在這個迷宮裏面
[00:01:22.000 --> 00:01:24.000]  希望都能夠走得出去
[00:01:24.000 --> 00:01:27.000]  和看到一個可能有新的啟迪也不同
[00:01:27.000 --> 00:01:30.000]  請我們總幹事李耀華先生
[00:01:30.000 --> 00:01:32.000]  幫我們為課程祈禱
[00:01:32.000 --> 00:01:34.000]  之後就將時間交給吳博士
[00:01:34.000 --> 00:01:44.000]  實體的弟兄姊妹和線上的弟兄姊妹
[00:01:44.000 --> 00:01:45.000]  大家午安
[00:01:45.000 --> 00:01:46.000]  不是老師
[00:01:46.000 --> 00:01:47.000]  我叫老師
[00:01:47.000 --> 00:01:49.000]  真的是我老師
[00:01:49.000 --> 00:01:54.000]  在忠實教了很多科目
[00:01:54.000 --> 00:01:56.000]  雖然年紀和我差不多
[00:01:56.000 --> 00:02:00.000]  最深刻的是哥倫多後書
[00:02:00.000 --> 00:02:01.000]  不單是約翰的專家
[00:02:01.000 --> 00:02:02.000]  哥倫多後書
[00:02:02.000 --> 00:02:04.000]  我上去讀的經歷也相當有得著
[00:02:04.000 --> 00:02:07.000]  我們現在一起祈禱
[00:02:07.000 --> 00:02:10.000]  七天我們感謝你自己
[00:02:10.000 --> 00:02:11.000]  讓吳老師來到我們當中
[00:02:11.000 --> 00:02:13.000]  和我們宣講這個
[00:02:13.000 --> 00:02:15.000]  都不容易掌握的約翰書信
[00:02:15.000 --> 00:02:17.000]  求主你自己引領
[00:02:17.000 --> 00:02:19.000]  別開我們的領悟力
[00:02:19.000 --> 00:02:21.000]  讓聖靈幫助我們
[00:02:21.000 --> 00:02:25.000]  能夠明白吳老師的宣講和教導
[00:02:25.000 --> 00:02:27.000]  讓我們能夠領受這個訊息
[00:02:27.000 --> 00:02:30.000]  能夠真的從無知去到無懼
[00:02:30.000 --> 00:02:32.000]  求主你自己帶領著我們
[00:02:32.000 --> 00:02:34.000]  我們都願意你自己
[00:02:34.000 --> 00:02:37.000]  親自得著最高的榮耀
[00:02:37.000 --> 00:02:39.000]  我們將整個課堂恭敬仰望
[00:02:39.000 --> 00:02:40.000]  求你親自帶領
[00:02:40.000 --> 00:02:42.000]  奉耶穌基督的名字祈禱
[00:02:42.000 --> 00:02:43.000]  阿們
[00:02:43.000 --> 00:02:45.000]  將時間交給吳老師
[00:02:45.000 --> 00:02:50.000]  請吳老師上台
[00:02:50.000 --> 00:02:57.000]  弟兄姊妹平安
[00:02:57.000 --> 00:03:04.000]  這兩次我們會將約翰一二三書讀一遍
[00:03:04.000 --> 00:03:08.000]  我猜大家都已經讀過這些書卷
[00:03:08.000 --> 00:03:11.000]  不知道大家有沒有同感
[00:03:11.000 --> 00:03:14.000]  讀的時候發覺有些說法是重複
[00:03:14.000 --> 00:03:18.000]  變得比較難追究它的脈絡
[00:03:18.000 --> 00:03:21.000]  也不知道背後發生了什麼事
[00:03:21.000 --> 00:03:25.000]  所以我有時候覺得他是一個迷宮
[00:03:25.000 --> 00:03:27.000]  曾經有學者說
[00:03:27.000 --> 00:03:30.000]  讀書信比讀福音書更難
[00:03:30.000 --> 00:03:36.000]  原因是每一卷書信背後都有故事
[00:03:36.000 --> 00:03:39.000]  希望我們這次看完之後
[00:03:39.000 --> 00:03:40.000]  知道多一點
[00:03:40.000 --> 00:03:43.000]  不是很怕讀這幾卷書
[00:03:43.000 --> 00:03:46.000]  我給他一個比較吸引的題目
[00:03:46.000 --> 00:03:48.000]  就是從無知到無懼
[00:03:48.000 --> 00:03:50.000]  我相信弟兄姊妹都猜到
[00:03:50.000 --> 00:03:53.000]  其實這些書信裡有一句說話
[00:03:53.000 --> 00:03:56.000]  愛裡沒有懼怕
[00:03:56.000 --> 00:03:58.000]  究竟愛裡沒有懼怕
[00:03:58.000 --> 00:04:01.000]  是因為無知自己犯罪都不用怕呢?
[00:04:01.000 --> 00:04:04.000]  還是愛裡沒有懼怕
[00:04:04.000 --> 00:04:06.000]  真的明白它的意思
[00:04:06.000 --> 00:04:10.000]  以致因為有神的愛在當中
[00:04:10.000 --> 00:04:16.000]  對神的掌管是沒有恐懼的
[00:04:16.000 --> 00:04:19.000]  這幾卷成書的時候
[00:04:19.000 --> 00:04:24.000]  在教會裡的確產生了一些紛亂
[00:04:24.000 --> 00:04:29.000]  這些紛亂也因為不清楚它的底細
[00:04:29.000 --> 00:04:33.000]  以致弟兄姊妹手足無措
[00:04:33.000 --> 00:04:37.000]  或者做錯了一些事
[00:04:37.000 --> 00:04:42.000]  這位作者其實是想澄清
[00:04:42.000 --> 00:04:45.000]  讓弟兄姊妹知道要怎麼做
[00:04:45.000 --> 00:04:49.000]  所以我們會讀下去
[00:04:49.000 --> 00:04:53.000]  透過經文進入這個謎裡
[00:04:53.000 --> 00:04:54.000]  去理解多一點
[00:04:54.000 --> 00:04:56.000]  其實已經很足夠
[00:04:56.000 --> 00:04:58.000]  不過如果挖深一點
[00:04:58.000 --> 00:05:02.000]  就會發覺裡面的謎都很多
[00:05:02.000 --> 00:05:05.000]  我這裡跟大家介紹幾個
[00:05:05.000 --> 00:05:09.000]  其實都很難定準的問題
[00:05:09.000 --> 00:05:10.000]  所謂的迷宮
[00:05:10.000 --> 00:05:14.000]  我們用少許時間來說明一下
[00:05:14.000 --> 00:05:18.000]  這些書信究竟是誰寫的呢?
[00:05:18.000 --> 00:05:22.000]  我們一般認為是約翰所寫的
[00:05:22.000 --> 00:05:30.000]  但是也有不少人覺得奇怪
[00:05:30.000 --> 00:05:32.000]  是不是真的約翰所寫呢?
[00:05:32.000 --> 00:05:37.000]  原因是他沒有自稱為約翰
[00:05:37.000 --> 00:05:41.000]  記不記得啟示錄是作者自稱為約翰
[00:05:41.000 --> 00:05:45.000]  這裡的作者是自稱為長老
[00:05:45.000 --> 00:05:48.000]  所以就令人覺得奇怪
[00:05:48.000 --> 00:05:51.000]  如果他可以自稱為約翰
[00:05:51.000 --> 00:05:53.000]  為什麼這裡又自稱為長老呢?
[00:05:53.000 --> 00:05:56.000]  約翰夫人更加沒有名字
[00:05:56.000 --> 00:05:58.000]  而是讓我們字裡行間看到
[00:05:58.000 --> 00:06:01.000]  作者是「主所愛的那門徒」
[00:06:01.000 --> 00:06:04.000]  意思是誰寫書信呢?
[00:06:04.000 --> 00:06:08.000]  令人有點困惑
[00:06:08.000 --> 00:06:13.000]  究竟約翰夫人啟示錄約翰所寫的書
[00:06:13.000 --> 00:06:17.000]  是不是跟這些書信的作者一樣呢?
[00:06:17.000 --> 00:06:21.000]  這裡說一個長話短說
[00:06:21.000 --> 00:06:24.000]  是講一個小小的歷史故事
[00:06:24.000 --> 00:06:27.000]  話說在教會早期
[00:06:27.000 --> 00:06:30.000]  有一位歷史學家,有勢庇護
[00:06:30.000 --> 00:06:34.000]  他已經傳統地將書卷的作者
[00:06:34.000 --> 00:06:37.000]  給我們知道
[00:06:37.000 --> 00:06:40.000]  不過當他寫這些歷史的時候
[00:06:40.000 --> 00:06:43.000]  他就向我們提及一個非常早期的人物
[00:06:43.000 --> 00:06:45.000]  叫做帕皮亞
[00:06:45.000 --> 00:06:47.000]  可能你也聽過
[00:06:47.000 --> 00:06:50.000]  帕皮亞很追求真理
[00:06:50.000 --> 00:06:55.000]  他時時都會盡量找那些仕徒
[00:06:55.000 --> 00:06:57.000]  仕徒的門生
[00:06:57.000 --> 00:07:00.000]  來追問關於耶穌基督的事
[00:07:00.000 --> 00:07:04.000]  但是仕徒慢慢地離開世界
[00:07:04.000 --> 00:07:06.000]  活得最長的,你猜猜是誰呢?
[00:07:06.000 --> 00:07:08.000]  就是約翰
[00:07:08.000 --> 00:07:11.000]  所以他記載
[00:07:11.000 --> 00:07:16.000]  他曾經努力接觸作者
[00:07:16.000 --> 00:07:19.000]  所以他列寫了兩個人物
[00:07:19.000 --> 00:07:22.000]  兩個人都叫做約翰
[00:07:22.000 --> 00:07:25.000]  一個是仕徒約翰
[00:07:25.000 --> 00:07:31.000]  一個是和其他仕徒一樣
[00:07:31.000 --> 00:07:35.000]  安德烈、彼得、菲歷
[00:07:35.000 --> 00:07:37.000]  一群都是仕徒
[00:07:37.000 --> 00:07:40.000]  還有約翰,約翰就是仕徒
[00:07:40.000 --> 00:07:42.000]  但他又說
[00:07:42.000 --> 00:07:46.000]  有時候我會見到長老約翰
[00:07:46.000 --> 00:07:50.000]  我又會在他當中得到一些知識
[00:07:50.000 --> 00:07:55.000]  教父提及兩個約翰
[00:07:55.000 --> 00:08:00.000]  導致教會開始有些人覺得困惑
[00:08:00.000 --> 00:08:04.000]  一個約翰為何會出現兩次的名字呢?
[00:08:04.000 --> 00:08:07.000]  因為約翰是一個相當普通的名字
[00:08:07.000 --> 00:08:10.000]  所以說到書信的作者
[00:08:10.000 --> 00:08:13.000]  如果我們想簡單地報告
[00:08:13.000 --> 00:08:16.000]  就是約翰寫了所有的書
[00:08:16.000 --> 00:08:22.000]  但如果我們深入地、詳細地進入迷宮
[00:08:22.000 --> 00:08:27.000]  究竟他有沒有其他人幫他寫呢?
