
[00:00:00.000 --> 00:00:14.000]  足夠法定人數
[00:00:14.000 --> 00:00:16.000]  各位兄妹平安
[00:00:16.000 --> 00:00:18.000]  今天下午
[00:00:18.000 --> 00:00:20.000]  我在這裡也不需要多說這個譯本
[00:00:20.000 --> 00:00:24.000]  因為我知道是一個新的譯本
[00:00:24.000 --> 00:00:26.000]  有兩句的特徵
[00:00:26.000 --> 00:00:30.000]  就是出於原文的譯本
[00:00:30.000 --> 00:00:32.000]  也是貼近生活的文字
[00:00:32.000 --> 00:00:36.000]  我所著重的就是講到
[00:00:36.000 --> 00:00:38.000]  教會成長的要訣
[00:00:38.000 --> 00:00:40.000]  所以好像是一個專題
[00:00:40.000 --> 00:00:44.000]  不過我的支持經文就是借用
[00:00:44.000 --> 00:00:48.000]  哥倫多教會成為我們一起學習
[00:00:48.000 --> 00:00:52.000]  因為如果不是有哥倫多教會當時的症狀
[00:00:52.000 --> 00:01:00.000]  我們就不知道如何面對很多令教會成長不到的問題
[00:01:00.000 --> 00:01:02.000]  在今年二月的時候
[00:01:02.000 --> 00:01:04.000]  我見到一個小妹妹
[00:01:04.000 --> 00:01:06.000]  剛剛要慶祝五歲
[00:01:06.000 --> 00:01:08.000]  我就問她
[00:01:08.000 --> 00:01:10.000]  這個問題也不容易回答
[00:01:10.000 --> 00:01:14.000]  我說你快要五歲生日
[00:01:14.000 --> 00:01:18.000]  你覺得你五歲和四歲有什麼分別?
[00:01:18.000 --> 00:01:20.000]  真的不容易
[00:01:20.000 --> 00:01:23.000]  五歲和四歲有什麼分別?
[00:01:23.000 --> 00:01:28.000]  她說五歲可以走遠一點
[00:01:28.000 --> 00:01:30.000]  我可以高一點
[00:01:30.000 --> 00:01:33.000]  我可以做多一點
[00:01:33.000 --> 00:01:39.000]  她說五歲和四歲應該有分別
[00:01:39.000 --> 00:01:41.000]  以前怎樣
[00:01:41.000 --> 00:01:43.000]  現在應該大一點
[00:01:43.000 --> 00:01:45.000]  走遠一點,做多一點,多學一點
[00:01:45.000 --> 00:01:49.000]  沒錯,生命是要成長的
[00:01:49.000 --> 00:01:51.000]  教會也要成長
[00:01:51.000 --> 00:01:53.000]  哥倫多教會
[00:01:53.000 --> 00:01:55.000]  當保羅寫信給他們的時候
[00:01:55.000 --> 00:01:57.000]  他們就是五歲大
[00:01:57.000 --> 00:02:02.000]  但我見到經卷裏面所透露的
[00:02:02.000 --> 00:02:06.000]  不是這個教會有五歲大的樣子
[00:02:06.000 --> 00:02:12.000]  而是這個教會好像停頓在大不到的情況
[00:02:12.000 --> 00:02:18.000]  你們看到我會用的經文都是在新漢語曲本
[00:02:18.000 --> 00:02:20.000]  如果你手上有聖經
[00:02:20.000 --> 00:02:23.000]  我這本是漢語聖經業會送給我的,真的挺好的
[00:02:23.000 --> 00:02:25.000]  有新漢語和和合本
[00:02:25.000 --> 00:02:27.000]  萬一我不對
[00:02:27.000 --> 00:02:30.000]  我還是看回我所熟悉的和合本
[00:02:30.000 --> 00:02:33.000]  如果你手上沒有經文
[00:02:33.000 --> 00:02:35.000]  一會兒我就讀給你們聽
[00:02:35.000 --> 00:02:37.000]  有需要的時候
[00:02:37.000 --> 00:02:39.000]  因為聖經真的很重要
[00:02:39.000 --> 00:02:42.000]  最重要是人人一本,自己熟習
[00:02:42.000 --> 00:02:46.000]  當保羅寫信給哥倫多教會的時候
[00:02:46.000 --> 00:02:49.000]  那個教會是創立了五年的時間
[00:02:49.000 --> 00:02:53.000]  是保羅在第二次宣教旅程
[00:02:53.000 --> 00:02:58.000]  我知道他有三次遠方海外的宣教旅程
[00:02:58.000 --> 00:03:03.000]  第一次是在小亞細亞的居比魯地方
[00:03:03.000 --> 00:03:06.000]  第二次是本來在亞細亞
[00:03:06.000 --> 00:03:08.000]  但是神將他帶到歐洲
[00:03:08.000 --> 00:03:12.000]  要他跨部跨洋去到歐洲的地方
[00:03:12.000 --> 00:03:14.000]  在神的帶領之下
[00:03:14.000 --> 00:03:18.000]  一直催促他由菲律賓去到切薩諾尼加
[00:03:18.000 --> 00:03:20.000]  去到比利亞,去到雅典
[00:03:20.000 --> 00:03:22.000]  來到哥倫多
[00:03:22.000 --> 00:03:25.000]  在這個地方因為神很眷顧這裡的人
[00:03:25.000 --> 00:03:26.000]  很大的需要
[00:03:26.000 --> 00:03:28.000]  所以讓他的僕人
[00:03:28.000 --> 00:03:31.000]  第一次可以停留一年零六個月
[00:03:31.000 --> 00:03:33.000]  即是十八個月這麼長
[00:03:33.000 --> 00:03:35.000]  所以保羅在那裡的事工
[00:03:35.000 --> 00:03:37.000]  得到神很大的使用
[00:03:37.000 --> 00:03:39.000]  雖然那裡的人都不容易
[00:03:39.000 --> 00:03:41.000]  所以今天你會在進來的時候
[00:03:41.000 --> 00:03:43.000]  看到派給大家的
[00:03:43.000 --> 00:03:48.000]  都有講到一些關於哥倫多教會的背景資料
[00:03:48.000 --> 00:03:51.000]  也是我們閱讀聖經一定要注意的
[00:03:51.000 --> 00:03:55.000]  因為每一間教會都不同的背景
[00:03:55.000 --> 00:03:58.000]  不同的地點帶來不同的問題
[00:03:58.000 --> 00:04:01.000]  和不同的群體都有不同的問題
[00:04:01.000 --> 00:04:03.000]  所以我們要研讀聖經
[00:04:03.000 --> 00:04:05.000]  不去看它的背景
[00:04:05.000 --> 00:04:07.000]  我們根本就沒有辦法知道
[00:04:07.000 --> 00:04:10.000]  為什麼這個作者在書中講這些東西
[00:04:10.000 --> 00:04:12.000]  為什麼在哥倫多講
[00:04:12.000 --> 00:04:13.000]  在伊弗所書不講
[00:04:13.000 --> 00:04:15.000]  在哥羅西書不講
[00:04:15.000 --> 00:04:17.000]  所以知道它的背景
[00:04:17.000 --> 00:04:19.000]  是對我們明白教會的特性
[00:04:19.000 --> 00:04:22.000]  很重要的一個先決條件
[00:04:22.000 --> 00:04:25.000]  我不多講它的歷史概略
[00:04:25.000 --> 00:04:27.000]  因為這些已經印在這裡
[00:04:27.000 --> 00:04:29.000]  其實新學院的譯本裡
[00:04:29.000 --> 00:04:34.000]  每一個書卷的導演都有一些資料介紹
[00:04:34.000 --> 00:04:37.000]  所以就讓大家知道教會是怎樣的
[00:04:37.000 --> 00:04:40.000]  那個城市有三個特色
[00:04:40.000 --> 00:04:41.000]  在B點那裡
[00:04:41.000 --> 00:04:42.000]  一個是B點
[00:04:42.000 --> 00:04:43.000]  也是很重要
[00:04:43.000 --> 00:04:45.000]  當然特色不止這麼多
[00:04:45.000 --> 00:04:50.000]  但是我覺得這三點是非常關鍵性的
[00:04:50.000 --> 00:04:54.000]  這三點就導致教會問題重重
[00:04:54.000 --> 00:04:58.000]  不過問題重重都不是因著外在環境
[00:04:58.000 --> 00:04:59.000]  還有它自己要決定
[00:04:59.000 --> 00:05:02.000]  我希望到我一會兒講到結語的時候
[00:05:02.000 --> 00:05:06.000]  就可以將這個問題和大家分享出來
[00:05:06.000 --> 00:05:08.000]  也成為我們一起借鏡
[00:05:08.000 --> 00:05:10.000]  我相信大家今天下午來參加
[00:05:10.000 --> 00:05:12.000]  一方面你愛聖經
[00:05:12.000 --> 00:05:14.000]  一方面大家都可以關注自己的教會
[00:05:14.000 --> 00:05:16.000]  我們相信教會能夠成長
[00:05:16.000 --> 00:05:19.000]  教會成長不到究竟是什麼原因呢
[00:05:19.000 --> 00:05:20.000]  有什麼阻力
[00:05:20.000 --> 00:05:22.000]  有什麼阻力
[00:05:22.000 --> 00:05:23.000]  我想和大家看看
[00:05:23.000 --> 00:05:26.000]  哥倫多城這個地方有三樣的特色
[00:05:26.000 --> 00:05:28.000]  就是B點
[00:05:28.000 --> 00:05:30.000]  第一就是地理環境
[00:05:30.000 --> 00:05:35.000]  它是位於兩海之間的地下上
[00:05:35.000 --> 00:05:37.000]  左右邊都是海
[00:05:37.000 --> 00:05:39.000]  上下都是陸地
[00:05:39.000 --> 00:05:42.000]  剛剛好一個很窄的地下
[00:05:42.000 --> 00:05:44.000]  很窄的地方
[00:05:44.000 --> 00:05:45.000]  因為它在那裡
[00:05:45.000 --> 00:05:48.000]  陸路方面是南北交通的交流站
[00:05:48.000 --> 00:05:49.000]  海路方面
[00:05:49.000 --> 00:05:52.000]  它是東西貿易都可以經過的
[00:05:52.000 --> 00:05:54.000]  不過當然現在的哥倫多
[00:05:54.000 --> 00:05:56.000]  中間有一條運河
[00:05:56.000 --> 00:05:59.000]  所以說船是可以過的
[00:05:59.000 --> 00:06:05.000]  但以前雖然它只有三里半的陸路
[00:06:05.000 --> 00:06:06.000]  不算多
[00:06:06.000 --> 00:06:08.000]  但它是很難過的
[00:06:08.000 --> 00:06:10.000]  怎麼將東西運過去呢
[00:06:10.000 --> 00:06:11.000]  由東運去西
[00:06:11.000 --> 00:06:13.000]  或者西運去東呢
[00:06:13.000 --> 00:06:16.000]  他們是用木筏
[00:06:16.000 --> 00:06:19.000]  木筏的意思不是走海
