code,preacher,bkno,book,chapter,verse,title,date
kzUx2k7DXdQ,曾敏姑娘,1,創世記,1,1:1-31,2021.01.10《起初，神創造天地》創世記 1_1-31（ 和修版）  曾敏姑娘,2021-01-11
ra6IMFq2wMc,陳朗欣傳道,1,創世記,1,1:26-28,"2022.04.10 《因為愛，所以創作》 創世記1_26-28;2_18-23;3_7,21 (新普及譯本) 陳朗欣傳道",2022-04-10
xeKLoIITcbQ,曾敏姑娘,1,創世記,2,2:4-25,2021.02.07《唯獨你是不可取替》創世記 2_4-25（ 和修版）  曾敏姑娘,2021-02-10
j8cE70aJucM,陳晟希傳道,1,創世記,4,4:1-16,2024.12.22 《愛子》 創世記4_1-16 (和修版) 陳晟希傳道,2024-12-23
PriyvxgsE30,楊穎兒傳道,1,創世記,5,5:1-5,2021.10.24 《耶和華眼中的亞當》 創世記 5_1-5 (新譯本) 楊穎兒傳道,2021-10-27
XbnJouzOuIw,許淑芬牧師,1,創世記,5,5:21-24,2025.06.22 《與神同行人生路》 經文：創世記5_21-24 講員 ： 許淑芬牧師,2025-06-24
Yl0EevfFnJU,楊穎兒宣教士,1,創世記,11,11:1-9,2024.02.18 《宣教使命：從分散一族到召聚萬國》 創世記11_1-9 (和修版) 楊穎兒宣教士,2024-02-20
G34IvTirgOo,老耀雄牧師,1,創世記,12,12:1-20,2021.08.01《絕不離地的信仰》 創世記 12_1-20 (和修版) 老耀雄牧師,2021-08-04
Y3F7I4ibIlg,許淑芬牧師,1,創世記,16,16:7-14,2024.11.17 《神與你同行》 創世記16_7-14 (和修版) 講員 ： 許淑芬牧師,2024-11-17
RaRAzKcNgEg,許淑芬牧師,1,創世記,18,18:16-33,2024.06.23 《與神同行》創世記 18_16-33 (和修版) 許淑芬牧師,2024-06-24
drs0Z9UDTE0,楊小玲傳道,1,創世記,32,32:22-32,2023.12.17 《真正的得勝》 創世記32_22-32 (和修版) 楊小玲傳道,2023-12-20
rX2pkPqwylA,盧思源姑娘,1,創世記,39,39:2,2024.12.15 《活出神的同在》 創世記39_2 (和修版) 盧思源姑娘,2024-12-17
sVUIck2trk4,曾裔貴牧師,2,出埃及記,3,3:1-15,2021.01.24《再思上主的呼召》出埃及記 3_1-15（ 和修版）  曾裔貴牧師,2021-01-26
rVzIB96PGyI,曾敏姑娘,2,出埃及記,12,12:40-41,2022.07.24 《榮耀的軍隊》 出埃及記 12_40-41 (和修版) 曾敏姑娘,2022-07-25
KbMX2DPfTSA,董家驊牧師,2,出埃及記,13,13:17-22,2022.10.30 《曠野中的更新》 出埃及記 13_17-22 節 (和修版) 董家驊牧師,2022-10-30
-xVz-wL7W7s,曾敏傳道,2,出埃及記,17,17:8-16,2022.02.13 《耶和華尼西》 出埃及記 17_8-16 (和修版) 曾敏傳道,2022-02-13
HRSr7qaJnjw,樓恩德牧師,2,出埃及記,33,33:12-17,2024.02.04 《認識神的摩西》 出埃及記33_12-17 (和修版) 樓恩德牧師,2024-02-04
