讓我們先聽到禱告。
我們一起低頭。
慈愛天父,我們感謝讚美祢。
祢是那位全能全知,偉大無比的神。
我們一同來到祢的面前,一同去敬拜祢。
求主,賜我們有屬靈的眼睛。
以致我們聽祢的話語的時候。
我們能夠看得清楚,聽得明白。
求主,帶領以下的時間。
聽我們的禱告,是奉主耶穌基督,明智而求。
我們一同去敬拜祢。
我們一同去敬拜祢。
祢是那位全能全知,偉大無比的神。
我們一同去敬拜祢。
求主,賜我們有屬靈的眼睛。
以致我們聽祢的話語的時候。
我們能夠聽得清楚,聽得明白。
求主,帶領以下的時間。
聽我們的禱告,是奉主耶穌基督,明智而求。
求主,帶領以下的時間。
我們一同去敬拜祢。
求主,帶領以下的時間。
我們一同去敬拜祢。
求主,帶領以下的時間。
我們一同去敬拜祢。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
求主,帶領以下的時間。
