
[00:00:00.000 --> 00:00:02.960]  不過呢,我現在想大家一齊來看一個大圖畫
[00:00:02.960 --> 00:00:05.300]  我現在想帶大家來看一個大圖畫
[00:00:05.300 --> 00:00:08.000]  來到獵王記下的22張了
[00:00:08.000 --> 00:00:10.000]  來到獵王記下的22張
[00:00:10.000 --> 00:00:14.000]  25張是最後一張了
[00:00:14.000 --> 00:00:15.500]  25是最後一張
[00:00:15.500 --> 00:00:17.500]  可以說是尾聲
[00:00:17.500 --> 00:00:19.500]  可以說是接近尾聲了
[00:00:19.500 --> 00:00:22.500]  即是從猶大的王來看呢?
[00:00:22.500 --> 00:00:24.500]  從猶大的王來講
[00:00:24.500 --> 00:00:26.000]  約西亞
[00:00:26.000 --> 00:00:27.500]  約西亞
[00:00:29.000 --> 00:00:30.000]  是一個名主
[00:00:30.000 --> 00:00:31.000]  是一個名主
[00:00:31.000 --> 00:00:32.500]  那些兒子呢?
[00:00:32.500 --> 00:00:33.500]  他的兒子呢?
[00:00:33.500 --> 00:00:34.500]  就不行了
[00:00:34.500 --> 00:00:35.500]  那就不行了
[00:00:35.500 --> 00:00:36.500]  他的兒子呢?
[00:00:36.500 --> 00:00:38.000]  有幾個兒子都做過王的
[00:00:38.000 --> 00:00:39.500]  三個兒子都做過王的
[00:00:39.500 --> 00:00:41.000]  他三個兒子都做過王
[00:00:41.000 --> 00:00:43.500]  然後就被擄了
[00:00:43.500 --> 00:00:44.500]  然後被擄
[00:00:44.500 --> 00:00:47.000]  所以來到這裡,如果你看這個大圖畫呢
[00:00:47.000 --> 00:00:48.500]  約西亞呢
[00:00:48.500 --> 00:00:50.500]  是亡國之前
[00:00:50.500 --> 00:00:54.000]  那些王,三個王的爸爸來的
[00:00:54.000 --> 00:00:55.500]  他是這個
[00:00:55.500 --> 00:00:57.500]  亡國之前三個王的父親
[00:01:00.000 --> 00:01:01.500]  那你看,如果
[00:01:01.500 --> 00:01:04.000]  約西亞,你會想一想
[00:01:04.000 --> 00:01:06.000]  你會想一想,如果你的兒子之後就
[00:01:06.000 --> 00:01:09.000]  就玩完了,這個王朝
[00:01:09.000 --> 00:01:13.500]  當你的兒子這一代王朝已經玩了的話
[00:01:13.500 --> 00:01:15.500]  你有什麼感受呢?
[00:01:15.500 --> 00:01:17.000]  你有什麼樣的感受?
[00:01:17.000 --> 00:01:19.000]  我們讀這段經文的時候
[00:01:19.000 --> 00:01:20.500]  當我們去讀這個經文的時候
[00:01:20.500 --> 00:01:22.500]  想一想,來到這裡
[00:01:22.500 --> 00:01:23.500]  玩完了
[00:01:23.500 --> 00:01:25.500]  到這個王朝就要玩了
[00:01:26.000 --> 00:01:30.000]  如果你是一個很忠於大帝家族的人
[00:01:30.000 --> 00:01:32.500]  如果你是一個很忠於大帝家族的人
[00:01:32.500 --> 00:01:36.000]  也都是很留意上帝選民的家族的人
[00:01:36.000 --> 00:01:38.500]  如果留意上帝選民家族的人
[00:01:38.500 --> 00:01:40.000]  你讀這段經文的時候呢
[00:01:40.000 --> 00:01:41.500]  你去讀這段經文的時候
[00:01:41.500 --> 00:01:43.000]  你都會很心悶的
[00:01:43.000 --> 00:01:44.500]  你都會很心急的
[00:01:44.500 --> 00:01:46.000]  心悶啊
[00:01:46.000 --> 00:01:48.000]  心裡就是這個
[00:01:48.000 --> 00:01:49.000]  很忐忑
[00:01:49.000 --> 00:01:52.000]  但是
[00:01:52.000 --> 00:01:54.000]  其實這段經文呢
[00:01:54.000 --> 00:01:56.000]  其實這幾章呢
[00:01:56.000 --> 00:01:57.000]  是很好的
[00:01:57.000 --> 00:01:58.000]  這幾章很好
[00:01:58.000 --> 00:01:59.000]  我會一直在這裡
[00:01:59.000 --> 00:02:01.000]  跟大家讀這段經文
[00:02:01.000 --> 00:02:03.000]  也都看今天的世代
[00:02:03.000 --> 00:02:05.000]  要去讀這段經文的時候
[00:02:05.000 --> 00:02:06.500]  也可以看看今天的世代
[00:02:06.500 --> 00:02:08.000]  是有直接的關係的
[00:02:08.000 --> 00:02:09.000]  是有直接的關係的
[00:02:09.000 --> 00:02:10.000]  所以是解答了問題
[00:02:10.000 --> 00:02:13.000]  這些兩千幾百年前的事
[00:02:13.000 --> 00:02:14.000]  關今天什麼事啊?
[00:02:14.000 --> 00:02:17.000]  這兩千五百多年前的事
[00:02:17.000 --> 00:02:18.500]  跟我現在有什麼關係呢?
[00:02:18.500 --> 00:02:19.000]  有啊
[00:02:19.000 --> 00:02:19.500]  有
[00:02:19.500 --> 00:02:20.000]  有教訓的
[00:02:20.000 --> 00:02:21.000]  有教訓
[00:02:21.000 --> 00:02:22.000]  你留意慢慢學了
[00:02:22.000 --> 00:02:23.500]  尤其是下一堂呢
[00:02:23.500 --> 00:02:25.000]  特別是下一堂
[00:02:25.000 --> 00:02:26.500]  約西亞呢
[00:02:26.500 --> 00:02:30.500]  聽到呂先知的解經呢
[00:02:30.500 --> 00:02:32.000]  對我們很有用
[00:02:32.000 --> 00:02:34.000]  我知道呂先知的解經
[00:02:34.000 --> 00:02:35.500]  對我們就很有用
[00:02:35.500 --> 00:02:37.000]  不過今天我們
[00:02:37.000 --> 00:02:38.500]  現在我要再
[00:02:38.500 --> 00:02:40.000]  project大家看一下
[00:02:40.000 --> 00:02:42.500]  二十二到二十三章呢
[00:02:42.500 --> 00:02:45.000]  就是二十二到二十三章
[00:02:45.000 --> 00:02:46.000]  是一個
[00:02:46.000 --> 00:02:48.500]  我們見到猶大最好的君王
[00:02:48.500 --> 00:02:51.000]  見到猶大最好的君王
[00:02:51.000 --> 00:02:53.000]  但是有一個可惜的是什麼呢?
[00:02:53.000 --> 00:02:54.500]  但是有一個可惜的是什麼呢?
[00:02:54.500 --> 00:02:56.500]  He came late
[00:02:56.500 --> 00:02:59.000]  就是說已經維持太晚了
[00:02:59.000 --> 00:03:01.000]  太晚了
[00:03:01.000 --> 00:03:04.000]  因為過多兩章呢
[00:03:04.000 --> 00:03:05.500]  二十四二十五章呢
[00:03:05.500 --> 00:03:07.000]  到二十二二十五章呢
[00:03:07.000 --> 00:03:08.000]  他不在了
[00:03:08.000 --> 00:03:08.500]  他已經不在了
[00:03:08.500 --> 00:03:10.000]  這個猶大國呢
[00:03:10.000 --> 00:03:11.000]  這個猶大國
[00:03:11.000 --> 00:03:13.000]  已經走上滅亡的道路了
[00:03:13.000 --> 00:03:15.000]  已經走上滅亡的道路了
[00:03:15.000 --> 00:03:18.000]  你可以說這是一個
[00:03:18.000 --> 00:03:21.000]  神學上的矛盾
[00:03:21.000 --> 00:03:22.500]  我翻譯是英文的
[00:03:22.500 --> 00:03:25.000]  theological paradox
[00:03:25.000 --> 00:03:28.000]  這就是一個神學上的矛盾
[00:03:28.000 --> 00:03:30.000]  一個這麼好的王
[00:03:30.000 --> 00:03:32.000]  一個這麼好的王
[00:03:32.000 --> 00:03:33.000]  但是呢
[00:03:33.000 --> 00:03:36.000]  他下一代的兒子作王呢
[00:03:36.000 --> 00:03:37.000]  他下一代的作王呢
[00:03:37.000 --> 00:03:38.000]  就沒有了
[00:03:38.000 --> 00:03:40.000]  沒有了
[00:03:40.000 --> 00:03:43.000]  大家看到一樣東西
[00:03:43.000 --> 00:03:46.000]  上帝的旨意運行呢
[00:03:46.000 --> 00:03:49.000]  是比一個單線運動
[00:03:49.000 --> 00:03:52.000]  simple application 複雜
[00:03:52.000 --> 00:03:54.000]  所以上帝旨意的運行
[00:03:54.000 --> 00:03:56.000]  比單線運動要複雜
[00:03:56.000 --> 00:03:58.000]  其實這段片我們有很多的透視
[00:03:58.000 --> 00:04:00.000]  就是說信耶穌啊
[00:04:00.000 --> 00:04:02.000]  就上天堂啊
