
[00:00:00.000 --> 00:00:04.000]  宗善師父,讓我們聽上帝的說話,以心而為心,同心投靠。
[00:00:04.000 --> 00:00:09.000]  請讓我們聽上帝的話之前,先同心禱告。
[00:00:09.000 --> 00:00:13.000]  請讓我們能夠再次來到你的授法跟前,
[00:00:13.000 --> 00:00:17.000]  一同讓眾弟兄姐妹我們重新來到麥上,
[00:00:17.000 --> 00:00:20.000]  領受主理在當中的教訓,
[00:00:20.000 --> 00:00:24.000]  讓我們知道怎麼活,我們每天的生活,
[00:00:24.000 --> 00:00:29.000]  在你的心意裡面,我們能夠怎麼把主理道理,
[00:00:29.000 --> 00:00:32.000]  完完全全地來到全開。
[00:00:32.000 --> 00:00:36.000]  也讓我們明白到我們今天所處的光景,
[00:00:36.000 --> 00:00:41.000]  實際上有很多事情阻撓我們來到師父裡,
[00:00:41.000 --> 00:00:43.000]  但願主理幫助我們,
[00:00:43.000 --> 00:00:45.000]  使我們能夠在你的當中,
[00:00:45.000 --> 00:00:50.000]  能夠準確知道怎麼樣活出一個真正合神心意的基督徒生命,
[00:00:50.000 --> 00:00:54.000]  贖主你的寂寞的生活。
[00:00:54.000 --> 00:00:59.000]  秋主,多謝你讓我們能夠再次打開你的說話,一起細心研讀,
[00:00:59.000 --> 00:01:03.000]  並且在當中再次領受上帝的心言,
[00:01:03.000 --> 00:01:04.000]  我們再次獻上感謝。
[00:01:04.000 --> 00:01:06.000]  求你與我們同在,
[00:01:06.000 --> 00:01:10.000]  讓你的說話能夠成為我們知道怎麼樣活出基督徒的生命,
[00:01:10.000 --> 00:01:14.000]  也要知道怎麼樣實踐主理的教訓,
[00:01:14.000 --> 00:01:16.000]  完成主理在這個世界上,
[00:01:16.000 --> 00:01:20.000]  你交託給我們每個屬主理的子民,
[00:01:20.000 --> 00:01:23.000]  應當所承擔的責任。
[00:01:23.000 --> 00:01:24.000]  求你與我們同在,
[00:01:24.000 --> 00:01:25.000]  我們再次恭敬,
[00:01:25.000 --> 00:01:27.000]  讓我們現在聽到的事情,
[00:01:27.000 --> 00:01:28.000]  恭敬教授,
[00:01:28.000 --> 00:01:30.000]  讓聖靈幫助我們。
[00:01:30.000 --> 00:01:32.000]  禱告奉耶穌的名號。
[00:01:32.000 --> 00:01:33.000]  阿們。
[00:01:33.000 --> 00:01:39.000]  今天會和大家一起思想一個題目,
[00:01:39.000 --> 00:01:41.000]  今天和大家思考一個題目,
[00:01:41.000 --> 00:01:45.000]  就是怎麼樣能夠去突破有關於在傳道的時候,
[00:01:45.000 --> 00:01:48.000]  我們有很多的疾恐我們的思想,
[00:01:48.000 --> 00:01:54.000]  談論談道或者傳道這件事情,
[00:01:54.000 --> 00:01:56.000]  談道和傳道這個事情,
[00:01:56.000 --> 00:02:04.000]  其實莫過於很多時候耶穌基督自己本身的見證,
[00:02:04.000 --> 00:02:07.000]  在耶穌基督傳道的過程當中,
[00:02:07.000 --> 00:02:08.000]  在耶穌的傳道當中,
[00:02:08.000 --> 00:02:12.000]  有的時候有些人就會有一個錯誤的理解,
[00:02:12.000 --> 00:02:22.000]  很多時候人有一個錯誤的理解,
[00:02:22.000 --> 00:02:26.000]  我們今天很多信徒去讀聖經的時候都有很多誤解,
[00:02:26.000 --> 00:02:29.000]  以至於發展出今天很多教會的聖功。
[00:02:29.000 --> 00:02:34.000]  我所指的就是教會其實應該擔當一個怎麼樣的傳道角色呢?
[00:02:34.000 --> 00:02:38.000]  我想指的就是教會應該擔當一個怎樣的傳道角色呢?
[00:02:38.000 --> 00:02:43.000]  很多時候教會的信徒就會說我們參考聖經裡面耶穌怎樣報道,
[00:02:43.000 --> 00:02:46.000]  跟我們參考聖經當中耶穌是如何報道的,
[00:02:46.000 --> 00:02:48.000]  就讓我們去看看,
[00:02:48.000 --> 00:02:53.000]  很多時候我們參與聖經講的或者解釋聖經怎樣報道的時候,
[00:02:53.000 --> 00:02:55.000]  我們有一個誤會就是說,
[00:02:55.000 --> 00:03:00.000]  其實我們是用一些人中意的方式去吸引人來聽主的道理,
[00:03:00.000 --> 00:03:04.000]  通常我們是採用人爭議的方式來聽主的道理,
[00:03:04.000 --> 00:03:08.000]  所以很多時候就很喜歡引用在福音書裡面,
[00:03:08.000 --> 00:03:13.000]  特別耶穌基督有五餅二魚的神蹟見證,
[00:03:13.000 --> 00:03:17.000]  就是說很多人會引用耶穌基督的五餅二魚的神蹟見證,
[00:03:17.000 --> 00:03:21.000]  他說還不在聖經裡面教導我們,
[00:03:21.000 --> 00:03:23.000]  你看聖經裡面教導我們,
[00:03:23.000 --> 00:03:26.000]  要人們來聽聖經的道理,
[00:03:26.000 --> 00:03:30.000]  首先你首先要幫助他們,
[00:03:30.000 --> 00:03:35.000]  吸引他們肉身有什麼需要,
[00:03:35.000 --> 00:03:41.000]  於是乎今天很多教會就以慈惠事工去開展所謂福音教的工作,
[00:03:41.000 --> 00:03:46.000]  首先我想在這裡聲明,
[00:03:46.000 --> 00:03:49.000]  慈惠工作不是教會不應該做的事,
[00:03:49.000 --> 00:03:55.000]  什麼叫慈惠工作?
[00:03:55.000 --> 00:04:00.000]  什麼叫慈惠工作?
[00:04:00.000 --> 00:04:02.000]  所以孤兒寡婦我們需要照顧,
[00:04:02.000 --> 00:04:05.000]  沒有問題的,我覺得這是應該做的事,
[00:04:05.000 --> 00:04:09.000]  應該說先後次序,
[00:04:09.000 --> 00:04:11.000]  什麼導致我們會這樣做,
[00:04:11.000 --> 00:04:13.000]  這個反而是重要的考慮,
[00:04:13.000 --> 00:04:20.000]  如果我們用這種方式去做慈惠工作,
[00:04:20.000 --> 00:04:22.000]  去吸引人來教會的話,
[00:04:22.000 --> 00:04:27.000]  如果我們透過這個慈善工作來吸引人來教會的話,
[00:04:27.000 --> 00:04:29.000]  就很容易誤導了人,
[00:04:29.000 --> 00:04:32.000]  以為教會是收買他們而回來,
[00:04:32.000 --> 00:04:34.000]  這很容易讓人產生誤會,
[00:04:34.000 --> 00:04:36.000]  是因為教會收買他們而過來,
[00:04:36.000 --> 00:04:41.000]  這個情況也都引致了人沒需要就不回教會,
[00:04:41.000 --> 00:04:43.000]  就是導致另外一個極端情況,
[00:04:43.000 --> 00:04:46.000]  如果人沒有需要就不需要來教會,
[00:04:46.000 --> 00:04:48.000]  這個是更大的罪名的錯誤,
[00:04:48.000 --> 00:04:49.000]  或者神學的錯誤,
[00:04:49.000 --> 00:04:53.000]  這是更大的神學的錯誤,
[00:04:53.000 --> 00:04:56.000]  所以很多時候教會的人認為傳道是什麼時間呢?
[00:04:56.000 --> 00:04:58.000]  在危機的時候傳道就最好了,
[00:04:58.000 --> 00:05:02.000]  很多人認為教會是應該在危機的時候傳道,
[00:05:02.000 --> 00:05:04.000]  不過我們發現到,
[00:05:04.000 --> 00:05:11.000]  如果我們用這種思想或者神學觀念去推行教會的傳道工作的話,
[00:05:11.000 --> 00:05:14.000]  如果我們用這種觀念去推導神經學工作的時候,
[00:05:14.000 --> 00:05:16.000]  我們反而會造成一個局面,
[00:05:16.000 --> 00:05:18.000]  反而會造成一個局面,
[00:05:18.000 --> 00:05:21.000]  人家就說我沒事就不用回教會,
[00:05:21.000 --> 00:05:23.000]  我沒事就不需要來教會,
[00:05:23.000 --> 00:05:24.000]  我沒什麼問題,
[00:05:24.000 --> 00:05:25.000]  我生活很暢順,
[00:05:25.000 --> 00:05:27.000]  為什麼要有一個信徒主呢?
[00:05:27.000 --> 00:05:29.000]  我生活很暢順,
[00:05:29.000 --> 00:05:30.000]  為什麼要有一個信徒主呢?
[00:05:30.000 --> 00:05:35.000]  很多人認為信耶穌其實是一個規限自己自由的活動,
[00:05:35.000 --> 00:05:39.000]  很多人認為信耶穌是規限自己的行動,
[00:05:39.000 --> 00:05:42.000]  所以今天你跟別人說你去信耶穌,
[00:05:42.000 --> 00:05:43.000]  很多人就說不要了,
[00:05:43.000 --> 00:05:46.000]  所以如果說你跟別人說你要信耶穌,
[00:05:46.000 --> 00:05:50.000]  一,我沒有需要,
[00:05:50.000 --> 00:05:51.000]  我沒有困難,
[00:05:51.000 --> 00:05:54.000]  不需要靠神來幫我,
[00:05:54.000 --> 00:05:56.000]  我也很了不起,
[00:05:56.000 --> 00:05:57.000]  我很有能力,
[00:05:57.000 --> 00:05:58.000]  我不需要,
[00:05:58.000 --> 00:06:00.000]  我有大把錢,
[00:06:00.000 --> 00:06:02.000]  有什麼現在錢搞不定呢?
[00:06:02.000 --> 00:06:04.000]  有什麼事情錢解決不了呢?
[00:06:04.000 --> 00:06:10.000]  第三,他們會覺得等到有事再來,
[00:06:10.000 --> 00:06:14.000]  導致很多人認為教會只不過是有問題的人才去,
[00:06:14.000 --> 00:06:19.000]  導致別人認為只有有問題的人才去教會,
[00:06:19.000 --> 00:06:20.000]  你看不看得見,
[00:06:20.000 --> 00:06:23.000]  因為我們有一個錯了的神學理解,
[00:06:23.000 --> 00:06:26.000]  我們以為耶穌是用五比喻吸引人來,
[00:06:26.000 --> 00:06:27.000]  所以人家才會來,
[00:06:27.000 --> 00:06:30.000]  我們有一個錯誤的事情就關,
[00:06:30.000 --> 00:06:33.000]  比如耶穌基督用五比二魚吸引人才來,
[00:06:33.000 --> 00:06:35.000]  其實做慈惠工作,
[00:06:35.000 --> 00:06:37.000]  但做慈善工作,
[00:06:37.000 --> 00:06:40.000]  是每個信徒自然的生命改變之後的流露,
[00:06:40.000 --> 00:06:44.000]  是信徒生命改變後的自然流露,
[00:06:44.000 --> 00:06:48.000]  一定是信了主的人會去做慈惠工作,
[00:06:48.000 --> 00:06:51.000]  一定是信了主的人會自動去做慈善工作,
[00:06:51.000 --> 00:06:52.000]  但我們要留意,
[00:06:52.000 --> 00:06:55.000]  有很多人做慈惠工作不信主都會做慈惠工作,
[00:06:55.000 --> 00:06:58.000]  但是有很多做慈善工作他不信主他也去做,
[00:06:58.000 --> 00:07:01.000]  因此用慈惠工作去吸引人信主,
[00:07:01.000 --> 00:07:04.000]  其實不是一個正確的開端,
[00:07:04.000 --> 00:07:08.000]  因為慈善工作去吸引人來信主不是一個正常的開端,
[00:07:08.000 --> 00:07:10.000]  我誤會了耶穌基督是用這種方法,
[00:07:10.000 --> 00:07:12.000]  不要誤會了耶穌基督用這種方法,
[00:07:12.000 --> 00:07:16.000]  但是很多人就是因為這樣的緣故也錯誤跟隨耶穌,
[00:07:16.000 --> 00:07:20.000]  很多人就是因為這個緣故而錯誤跟隨耶穌,
[00:07:20.000 --> 00:07:22.000]  如果我們參考《約翰福音》六章,
[00:07:22.000 --> 00:07:24.000]  說到五比二魚這個神蹟的時候,
[00:07:24.000 --> 00:07:27.000]  當我們看《約翰福音》第六章,
[00:07:27.000 --> 00:07:28.000]  五比二魚這個神蹟的時候,
[00:07:28.000 --> 00:07:30.000]  John Chapter 6,
[00:07:30.000 --> 00:07:32.000]  在這個神蹟當中,
[00:07:32.000 --> 00:07:33.000]  在這個神蹟當中,
[00:07:33.000 --> 00:07:35.000]  正正就是很多人誤會耶穌,
[00:07:35.000 --> 00:07:37.000]  跟耶穌有得吃了,
[00:07:37.000 --> 00:07:39.000]  就很多人誤會耶穌,
[00:07:39.000 --> 00:07:41.000]  以為跟隨耶穌就有得吃,
[00:07:41.000 --> 00:07:43.000]  就造成了好大多數,
[00:07:43.000 --> 00:07:47.000]  好多只是為了吃而來的貪心者去跟隨耶穌,
[00:07:47.000 --> 00:07:51.000]  就造成很多貪心者來跟隨耶穌,
[00:07:51.000 --> 00:07:52.000]  你覺得耶穌知不知道呢?
[00:07:52.000 --> 00:07:53.000]  你說耶穌知不知道呢?
[00:07:53.000 --> 00:07:54.000]  知!
[00:07:54.000 --> 00:07:55.000]  當然知道!
[00:07:55.000 --> 00:07:58.000]  所以當我們看回五比二魚這個故事的時候,
[00:07:58.000 --> 00:08:00.000]  當我們看五比二魚故事的時候,
[00:08:00.000 --> 00:08:02.000]  核心不在五比二魚裡面,
[00:08:02.000 --> 00:08:04.000]  核心不在五比二魚上面,
[00:08:04.000 --> 00:08:06.000]  而是跟著的經文,
[00:08:06.000 --> 00:08:07.000]  而是跟著的經文,
[00:08:07.000 --> 00:08:10.000]  耶穌祂要帶什麼訊息給人,
[00:08:10.000 --> 00:08:11.000]  這個反而重要,
