
[00:00:00.000 --> 00:00:02.880]  好,我們領受神的話語之先,我們先來到低頭,我們禱告
[00:00:02.880 --> 00:00:05.640]  天父,我們感謝祢,讓我們有機會去敬拜祢
[00:00:05.640 --> 00:00:09.320]  求主祢自己,彌帶我們去用祢自己的恩典托住我們
[00:00:09.320 --> 00:00:13.160]  然後懇求耶穌基督祢的補血,託伴我們的過犯,特別是孩子的過犯
[00:00:13.160 --> 00:00:16.000]  讓我們能夠守潔心清的,彌帶我們去服侍主祢
[00:00:16.000 --> 00:00:17.600]  成為一個恩典的出口
[00:00:17.600 --> 00:00:19.280]  懇求聖靈,祢自己的工作
[00:00:19.280 --> 00:00:21.640]  讓我們對祢的話語有更深的體會
[00:00:21.640 --> 00:00:24.680]  以致我們懂得如何面對這個凶險的屬靈的征戰
[00:00:24.680 --> 00:00:26.120]  帶領我們以下的時間
[00:00:26.240 --> 00:00:28.360]  祈禱禱奉主,得聖的名,Amen
[00:00:57.240 --> 00:01:01.520]  如果我們來看路加福音第十四章二十七到三十二節
[00:01:01.520 --> 00:01:04.120]  我們不讀出來,只是在PowerPoint給大家看
[00:01:04.120 --> 00:01:08.160]  耶穌來到呼召人的時候,祂說跟隨我,請你想清楚
[00:01:08.160 --> 00:01:10.040]  祂說了兩個的比喻
[00:01:10.040 --> 00:01:11.760]  一個比喻是什麼呢?
[00:01:11.760 --> 00:01:13.840]  就是如果你要蓋房子
[00:01:13.840 --> 00:01:17.280]  你要想一想,你的經濟能力是多少
[00:01:17.280 --> 00:01:20.600]  免得你蓋著蓋著的時候,變成爛尾樓
[00:01:20.600 --> 00:01:22.200]  不能夠去員工
[00:01:22.560 --> 00:01:26.760]  很多年之前,我記得我去泰國參加一間教會講道的時候
[00:01:26.760 --> 00:01:29.680]  後來我看到有兩棟大廈很特別的
[00:01:29.680 --> 00:01:31.200]  是雙子塔的兩邊
[00:01:31.200 --> 00:01:33.480]  一邊是有人入住了
[00:01:33.480 --> 00:01:35.200]  但另一邊是空空的
[00:01:35.200 --> 00:01:37.200]  他就說那間公司
[00:01:37.200 --> 00:01:39.600]  原來經濟不夠,起起下下就沒錢
[00:01:39.600 --> 00:01:40.280]  所以就
[00:01:40.280 --> 00:01:44.160]  一間空置了,但還沒完工的
[00:01:44.160 --> 00:01:45.760]  幾十層高的大廈
[00:01:45.760 --> 00:01:49.200]  並成為一個笑柄,給人家去警醒
[00:01:49.200 --> 00:01:51.640]  所以很多人都帶著,這間就是這樣了
[00:01:51.760 --> 00:01:53.240]  所以他就要提醒我們
[00:01:53.240 --> 00:01:56.960]  你要來計算清楚你自己的能力
[00:01:56.960 --> 00:01:58.760]  特別是經濟能力有多少
[00:01:58.760 --> 00:02:00.840]  第二個比喻是講打仗
[00:02:00.840 --> 00:02:05.920]  你要跟別人打仗的時候,你要先計算一下自己的兵力有多大
[00:02:05.920 --> 00:02:09.080]  對方敵對勢力的兵力又如何
[00:02:09.080 --> 00:02:12.040]  如果你知道自己兵微將寡
[00:02:12.040 --> 00:02:15.280]  一定打不贏的時候,不如早點去求和
[00:02:15.280 --> 00:02:18.160]  免得你受更大的虧損
[00:02:18.560 --> 00:02:22.360]  耶穌就說,今天你要來跟從我的時候,你要很清楚
[00:02:22.360 --> 00:02:25.200]  你要負代價的,不是一條平坦的路
[00:02:25.200 --> 00:02:28.720]  當年我自己要來奉獻讀神學的時候
[00:02:28.720 --> 00:02:30.640]  我掙扎了很久
[00:02:30.640 --> 00:02:34.200]  我要很清楚計算,我才敢走上這條路
[00:02:34.200 --> 00:02:36.240]  我知道這條不容易走的路
[00:02:36.240 --> 00:02:38.520]  今天我們每個基督徒都知道
[00:02:38.520 --> 00:02:42.640]  我們正在面對魔鬼撒旦的誘惑攻擊
[00:02:42.640 --> 00:02:47.080]  我們要贏他的時候,我們就要知彼知己
[00:02:47.200 --> 00:02:49.800]  然後才可以來得勝
[00:02:49.800 --> 00:02:53.480]  在未來的日子裡,我會跟大家來看
[00:02:53.480 --> 00:02:55.480]  《耳筆所書》第六章
[00:02:55.480 --> 00:02:58.560]  《耳筆所書》第六章裡就來教導我們
[00:02:58.560 --> 00:03:02.800]  如何面對撒旦的攻擊和挑戰
[00:03:02.800 --> 00:03:06.360]  在這段經文裡分開三部分的,我們先不讀了
[00:03:06.360 --> 00:03:09.200]  第一部分就是能力的需要
[00:03:09.200 --> 00:03:13.040]  今天不是靠我們自己血氣的能力
[00:03:13.040 --> 00:03:14.520]  就可以得勝撒旦
[00:03:14.640 --> 00:03:17.760]  我們需要的是倚靠神的大能大力
[00:03:17.760 --> 00:03:21.240]  但不僅是倚靠神,我們自己也要有裝備
[00:03:21.240 --> 00:03:24.160]  這就是能力上的需要
[00:03:24.160 --> 00:03:26.200]  我們要靠神之取能力
[00:03:26.200 --> 00:03:28.640]  第二部分就是能力的裝備
[00:03:28.640 --> 00:03:31.920]  《耳筆所書》第六章,第十四到第十七節
[00:03:31.920 --> 00:03:34.360]  我們很熟悉這個「全副軍裝」
[00:03:34.360 --> 00:03:36.040]  但是我們有沒有去想想
[00:03:36.040 --> 00:03:38.280]  為什麼「救恩」是用頭盔的呢?
[00:03:38.280 --> 00:03:42.360]  為什麼「順德」是騰牌呢?
[00:03:42.640 --> 00:03:46.240]  我們很熟悉的經文,但有時候我們沒有好好地去研讀
[00:03:46.240 --> 00:03:51.040]  所以在未來的日子裡,會跟大家去看這個「全副軍裝」
[00:03:51.040 --> 00:03:54.640]  但是有了這些軍裝,未必有用的
[00:03:54.640 --> 00:03:59.480]  因為閱兵那段日子裡,我上個星期去了加拿大,我去了幾天而已
[00:03:59.480 --> 00:04:03.360]  我星期四回來了,我沒有機會看到閱兵是怎麼樣
[00:04:03.360 --> 00:04:06.760]  很多人就說,哇,很厲害啊,那些武器很厲害啊
[00:04:06.760 --> 00:04:09.600]  我自己也有點擔心,這些武器有沒有用過的?
[00:04:09.600 --> 00:04:11.360]  但是我也不太想用的
[00:04:11.560 --> 00:04:15.160]  但是我就想起近代史,甲午戰爭,大家知不知道?
[00:04:15.160 --> 00:04:18.720]  就是我們中國的海軍
[00:04:18.720 --> 00:04:22.920]  本來是應該贏的,就是打日本的艦隊
[00:04:22.920 --> 00:04:25.240]  但是怎麼知道原來很多的炮彈
[00:04:25.240 --> 00:04:28.200]  只有外殼,裡面是沒有火藥的
[00:04:28.200 --> 00:04:31.440]  這些是沒有讀近代史的
[00:04:31.440 --> 00:04:33.360]  我一念妄言的
[00:04:33.360 --> 00:04:35.560]  裡面有很多泥沙的
[00:04:35.560 --> 00:04:40.080]  原來慈禧拿了那些軍餉來建義和院
[00:04:40.360 --> 00:04:41.760]  原來只有外殼而已
[00:04:41.760 --> 00:04:45.840]  意思就是說,如果你有很精良,表面上的武器
[00:04:45.840 --> 00:04:48.760]  但是如果沒有實質,或者不懂得怎麼運用
[00:04:48.760 --> 00:04:50.640]  都是一切多餘的
[00:04:50.640 --> 00:04:54.400]  那麼我們怎麼來運用這些能力呢?或者裝備呢?
[00:04:54.400 --> 00:04:57.640]  能力的運用就在二弗所說第六章的十八到二十節
[00:04:57.640 --> 00:05:00.680]  不過請大家一起先來讀第十八節
[00:05:00.680 --> 00:05:01.880]  我只是讀第十八節
[00:05:01.880 --> 00:05:06.440]  靠著聖靈,隨時多方禱告祈求
[00:05:06.560 --> 00:05:11.000]  並要在此警醒不倦,為眾聖徒祈求
[00:05:36.920 --> 00:05:38.920]  撒旦是什麼一回事
[00:05:38.920 --> 00:05:40.400]  我們要知彼
[00:05:40.400 --> 00:05:45.760]  很多人對撒旦魔鬼有很不同的看法
[00:05:45.760 --> 00:05:47.440]  有些人就說
[00:05:47.440 --> 00:05:49.640]  神經病,哪裡有鬼的,不要騙我
[00:05:49.640 --> 00:05:54.840]  這是科學世界,他會否定鬼的存在
[00:05:54.840 --> 00:05:56.600]  但是這些是少數的
[00:05:56.600 --> 00:05:59.080]  但是大部分的人都會相信有鬼
[00:05:59.080 --> 00:06:01.160]  不過他們相信的魔鬼是什麼呢?
[00:06:01.160 --> 00:06:04.520]  就是那些
[00:06:04.640 --> 00:06:07.600]  你看看過去這兩個星期
[00:06:07.600 --> 00:06:10.240]  在街上有沒有看到有人燒衣
[00:06:10.240 --> 00:06:12.080]  為什麼他們會燒衣呢?
[00:06:12.080 --> 00:06:14.040]  因為他們相信有鬼
[00:06:14.040 --> 00:06:16.880]  因為傳統的農曆七月十四
[00:06:16.880 --> 00:06:19.640]  就是鬼門關大開,盂蘭節
[00:06:19.640 --> 00:06:21.480]  那些人就來燒衣
[00:06:21.480 --> 00:06:23.320]  我住的那個屋苑也好
[00:06:23.320 --> 00:06:25.200]  原來他也出了一個通告
[00:06:25.200 --> 00:06:26.840]  如果要燒衣的時候
[00:06:26.840 --> 00:06:28.720]  我們在一個特定的地方給你來燒
[00:06:28.720 --> 00:06:29.520]  其實是好的
[00:06:29.520 --> 00:06:32.680]  多怕你在門口燒的時候會把我也燒了
[00:06:32.840 --> 00:06:34.800]  原來很多人會相信有鬼
[00:06:34.800 --> 00:06:37.600]  但是這些其實是低層次的
[00:06:37.600 --> 00:06:41.640]  甚至有一些年輕人
[00:06:41.640 --> 00:06:43.240]  自己嚇自己
[00:06:43.240 --> 00:06:46.160]  他們會搞一些「尋鬼團」
[00:06:46.160 --> 00:06:47.680]  你會想想
[00:06:47.680 --> 00:06:51.120]  十大凶險的地方
[00:06:51.120 --> 00:06:54.040]  報紙會介紹哪些地方最多鬼的
[00:06:54.040 --> 00:06:55.920]  西營盤高街
[00:06:55.920 --> 00:06:58.040]  以前是斷頭台
[00:06:58.040 --> 00:06:59.760]  灣仔某個地方
[00:06:59.760 --> 00:07:02.000]  我們就會特意去搞鬼
[00:07:02.200 --> 00:07:03.240]  但是他還要怎樣呢?
[00:07:03.240 --> 00:07:05.440]  他不會十二點鐘中午去的
[00:07:05.440 --> 00:07:07.440]  是要晚上十二點鐘去的
[00:07:07.440 --> 00:07:09.000]  要夠黑夠恐怖
[00:07:09.000 --> 00:07:11.360]  真的有些人會嚇到自己
[00:07:11.360 --> 00:07:14.680]  甚至前兩年你記得出過一個 app
[00:07:14.680 --> 00:07:17.040]  說哪裡你會查到靈界
[00:07:17.040 --> 00:07:18.200]  是最強的
[00:07:18.200 --> 00:07:19.040]  就是那支針
[00:07:19.040 --> 00:07:46.800]  (自言自語)
[00:07:46.800 --> 00:07:48.600]  有人會相信
[00:07:48.600 --> 00:07:49.480]  有鬼
[00:07:49.480 --> 00:07:51.840]  但是其實他只是相信這些
[00:07:51.840 --> 00:07:52.760]  但是告訴大家
[00:07:52.760 --> 00:07:53.920]  這只是一部分
[00:07:53.920 --> 00:07:55.080]  是低層次的
[00:07:55.080 --> 00:07:57.280]  撒旦最重要的工作不是這些
[00:07:57.280 --> 00:07:58.360]  特別是對我們基督徒
[00:07:58.360 --> 00:07:59.520]  他們不會用這些嚇我們
[00:07:59.520 --> 00:08:00.440]  是嚇不到的
[00:08:00.440 --> 00:08:03.840]  因為我們基督徒是否相信有魔鬼撒旦呢?
[00:08:03.840 --> 00:08:06.960]  我絕對相信我們基督徒是會相信這些
[00:08:06.960 --> 00:08:09.800]  但是很可惜我們對他的全面的認識
[00:08:09.800 --> 00:08:10.840]  都不是很足夠
[00:08:10.840 --> 00:08:13.240]  以致到有時候我們會有軟弱
[00:08:13.240 --> 00:08:14.160]  我們會失敗
[00:08:14.160 --> 00:08:16.240]  使得神的名受虧損
[00:08:16.240 --> 00:08:18.440]  或者神的使命不能夠擴展
[00:08:18.840 --> 00:08:20.880]  所以今天我會和大家集中看
[00:08:20.880 --> 00:08:22.400]  在二弗所書裡面
[00:08:22.400 --> 00:08:26.240]  如何讓我們認識到撒旦那種權勢
[00:08:26.240 --> 00:08:30.160]  我們一起來讀二弗所書第六章第十二節
[00:08:30.160 --> 00:08:31.760]  二弗所書第六章第十二節
[00:08:31.760 --> 00:08:32.800]  我們一起來讀出
[00:08:32.800 --> 00:08:37.040]  因我們並不是與血氣的爭戰
[00:08:37.040 --> 00:08:39.400]  乃是與那些執政的
[00:08:39.400 --> 00:08:40.440]  掌權的
[00:08:40.440 --> 00:08:42.720]  管轄者幽暗世界的
[00:08:42.720 --> 00:08:46.120]  以及天空屬靈氣的惡魔爭戰
[00:08:46.200 --> 00:08:50.080]  他特別強調我們並不是與屬血氣的爭戰
[00:08:50.080 --> 00:08:52.080]  這是正確的
[00:08:52.080 --> 00:08:53.800]  撒旦是沒有位格
[00:08:53.800 --> 00:08:55.160]  就是不像我們人那樣
[00:08:55.160 --> 00:08:56.480]  有血肉之軀
[00:08:56.480 --> 00:09:00.520]  所以不是互相的來來去去鬥打
[00:09:00.520 --> 00:09:01.920]  然後血流披面
[00:09:01.920 --> 00:09:02.320]  沒有
[00:09:02.320 --> 00:09:03.960]  這不是肉體的爭戰
[00:09:03.960 --> 00:09:05.000]  今天
[00:09:05.000 --> 00:09:07.920]  原來是一場屬靈的爭戰
[00:09:07.920 --> 00:09:09.760]  所以我們經常會想
[00:09:09.760 --> 00:09:12.200]  魔鬼是怎麼來的呢?
[00:09:12.200 --> 00:09:14.600]  我們很多人都會去探索這個問題
[00:09:15.080 --> 00:09:16.800]  但是我們不得不承認聖經裡面
[00:09:16.800 --> 00:09:18.920]  沒有很詳細的讓我們知道
[00:09:18.920 --> 00:09:20.480]  魔鬼是怎麼來的
[00:09:20.480 --> 00:09:23.480]  因為這是另外一個層次
[00:09:23.480 --> 00:09:24.800]  就是屬靈的領域
[00:09:24.800 --> 00:09:26.840]  聖經的記載是什麼呢?
[00:09:26.840 --> 00:09:29.120]  就是焦點放在我們人的身上
[00:09:29.120 --> 00:09:31.560]  就是講神怎麼創造我們
[00:09:31.560 --> 00:09:33.120]  而人為什麼會墮落
[00:09:33.120 --> 00:09:33.800]  然後墮落之後
[00:09:33.800 --> 00:09:35.360]  神怎麼為我們預備救恩
[00:09:35.360 --> 00:09:37.000]  更加留意的就是
[00:09:37.000 --> 00:09:39.400]  不是為了我們將來要上天堂
[00:09:39.400 --> 00:09:42.280]  聖經的焦點是放在我們現今在地上
[00:09:42.280 --> 00:09:43.480]  怎麼活得更加好
[00:09:43.480 --> 00:09:44.280]  有意義
[00:09:44.600 --> 00:09:45.720]  所以你有沒有留意到
[00:09:45.720 --> 00:09:48.000]  講天堂的經文是很少的
[00:09:48.000 --> 00:09:49.120]  只有幾段而已
[00:09:49.120 --> 00:09:52.120]  因為神給我們這個確距
[00:09:52.120 --> 00:09:54.720]  但是叫我們的焦點不是放在這裡
[00:09:54.720 --> 00:09:56.280]  同樣的
[00:09:56.280 --> 00:09:58.200]  魔鬼是怎麼來的
[00:09:58.200 --> 00:09:59.680]  是怎麼出現的呢?
[00:09:59.680 --> 00:10:02.400]  我們可以透過兩段的聖經
[00:10:02.400 --> 00:10:04.280]  可以有一定的了解
[00:10:04.280 --> 00:10:08.200]  就是以賽亞書十四章的十二到第十七節
[00:10:08.200 --> 00:10:10.760]  以及以西傑書二十八章一到十九節
