
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹 眨眼又一日又讀聖經了
[00:00:04.000 --> 00:00:08.000]  今天聖經人 聖經事 是生命說書的網絡為大家預備
[00:00:08.000 --> 00:00:13.000]  我必與你同在 很安慰的說話
[00:00:13.000 --> 00:00:15.000]  今天神是跟你說這句話的
[00:00:15.000 --> 00:00:16.000]  記不記得昨天
[00:00:16.000 --> 00:00:22.000]  昨天是我原知道他們的痛苦 我知道的
[00:00:22.000 --> 00:00:26.000]  今天就是說 我必與你同在
[00:00:26.000 --> 00:00:28.000]  好 我們看下去
[00:00:28.000 --> 00:00:30.000]  出一句第三章第九節
[00:00:30.000 --> 00:00:37.000]  現在以色列人的哀聲是達到我耳中
[00:00:37.000 --> 00:00:41.000]  我又聽見埃及人怎樣欺壓他們
[00:00:41.000 --> 00:00:45.000]  由於有些綠色字 是我的注釋
[00:00:45.000 --> 00:00:48.000]  藍色字是希伯來文沒有的
[00:00:48.000 --> 00:00:53.000]  不過中文有 希望幫助我們更加明白
[00:00:53.000 --> 00:01:00.000]  現在以色列人的哀聲是達到我耳中
[00:01:00.000 --> 00:01:04.000]  我又看見埃及人怎樣欺壓他們
[00:01:04.000 --> 00:01:07.000]  神和摩西這樣說
[00:01:07.000 --> 00:01:10.000]  現在以色列人的哀聲
[00:01:10.000 --> 00:01:24.000]  這個哀聲其實是很慘 很痛 很餓
[00:01:24.000 --> 00:01:27.000]  我們以為哀聲是很辛苦的聲音
[00:01:27.000 --> 00:01:28.000]  其實不是
[00:01:28.000 --> 00:01:36.000]  這個哀聲的意思是喊叫
[00:01:36.000 --> 00:01:40.000]  我都聽過很多次
[00:01:40.000 --> 00:01:44.000]  有些弟兄姊妹入院
[00:01:44.000 --> 00:01:48.000]  我都入過醫院住過
[00:01:48.000 --> 00:01:56.000]  但是我住的時候病房環境相當安靜
[00:01:56.000 --> 00:02:01.000]  但是我聽過很多在不同的醫院
[00:02:01.000 --> 00:02:03.000]  特別是公家的醫院
[00:02:03.000 --> 00:02:05.000]  很多病人很擠迫
[00:02:05.000 --> 00:02:09.000]  整晚都睡不著 為甚麼
[00:02:09.000 --> 00:02:15.000]  他說我病房裡每個人都嘔吐聲
[00:02:15.000 --> 00:02:21.000]  那些病人就大叫
[00:02:21.000 --> 00:02:26.000]  特別是長者病房有很多大叫
[00:02:26.000 --> 00:02:29.000]  原因是他們覺得自己孤單沒人理
[00:02:29.000 --> 00:02:31.000]  所以他們會大叫
[00:02:31.000 --> 00:02:34.000]  由於中風不能動
[00:02:34.000 --> 00:02:37.000]  躺在床上會被壓住
[00:02:37.000 --> 00:02:39.000]  如果把床調斜一點
[00:02:39.000 --> 00:02:42.000]  病人會慢慢摔下去
[00:02:42.000 --> 00:02:44.000]  他們就很不舒服
[00:02:44.000 --> 00:02:48.000]  又或者躺在床上被衣服壓住
[00:02:48.000 --> 00:02:52.000]  壓得很辛苦 背部又痛
[00:02:52.000 --> 00:02:56.000]  動不了就開始大叫
[00:02:56.000 --> 00:03:07.000]  不是嘔吐聲 是大叫
[00:03:07.000 --> 00:03:10.000]  有兩個幾晚都沒睡
[00:03:10.000 --> 00:03:12.000]  大聲大叫
[00:03:12.000 --> 00:03:15.000]  大聲大叫就是這個
[00:03:15.000 --> 00:03:18.000]  哀聲看中文就是小聲
[00:03:18.000 --> 00:03:25.000]  哀聲是大聲大叫
[00:03:25.000 --> 00:03:29.000]  現在以色列人大聲大叫
[00:03:29.000 --> 00:03:32.000]  是達到我耳中
[00:03:32.000 --> 00:03:35.000]  達到是進入
[00:03:35.000 --> 00:03:37.000]  直接翻譯就是
[00:03:37.000 --> 00:03:42.000]  以色列人的慘叫進入
[00:03:42.000 --> 00:03:44.000]  進入甚麼
[00:03:44.000 --> 00:03:47.000]  希伯來文是這樣說
[00:03:47.000 --> 00:03:48.000]  原文就是
[00:03:48.000 --> 00:03:51.000]  現在以色列人的慘叫進入
[00:03:51.000 --> 00:03:53.000]  一句就是這樣
[00:03:53.000 --> 00:03:56.000]  於是翻譯的人加了少少字
[00:03:56.000 --> 00:03:57.000]  加了甚麼字呢
[00:03:57.000 --> 00:04:00.000]  進入我耳中
[00:04:00.000 --> 00:04:03.000]  第一沒有「耳」字
[00:04:03.000 --> 00:04:05.000]  也沒有「我」字
[00:04:05.000 --> 00:04:10.000]  不過現在以色列人的慘叫進入我
[00:04:10.000 --> 00:04:11.000]  這個一定是
[00:04:11.000 --> 00:04:12.000]  進入甚麼呢
[00:04:12.000 --> 00:04:13.000]  進入我那裏
[00:04:13.000 --> 00:04:15.000]  在哪裏進入呢
[00:04:15.000 --> 00:04:16.000]  我們自然要想由耳仔
[00:04:16.000 --> 00:04:19.000]  所以翻譯加了「我耳中」
[00:04:19.000 --> 00:04:23.000]  現在以色列人的慘叫進入
[00:04:23.000 --> 00:04:26.000]  即是神是說以色列人的慘叫進入
[00:04:26.000 --> 00:04:28.000]  因此你們一定要記得
[00:04:28.000 --> 00:04:30.000]  昨天說的題目是
[00:04:30.000 --> 00:04:33.000]  我原知道他們的痛苦
[00:04:33.000 --> 00:04:35.000]  神是知道我們的痛苦
[00:04:35.000 --> 00:04:39.000]  其實很多時候痛苦有人知道
[00:04:39.000 --> 00:04:41.000]  真誠地知道和聽
[00:04:41.000 --> 00:04:44.000]  已經減了一半痛
[00:04:44.000 --> 00:04:45.000]  有人知道
[00:04:45.000 --> 00:04:48.000]  不是孤單一個人就很痛
[00:04:48.000 --> 00:04:51.000]  除了我聽到
[00:04:51.000 --> 00:04:55.000]  我又看見埃及人怎樣欺壓他們
[00:04:55.000 --> 00:04:56.000]  看得「raa」
[00:04:56.000 --> 00:04:58.000]  還有很多次
[00:04:58.000 --> 00:04:59.000]  我看到看到
[00:04:59.000 --> 00:05:01.000]  昨天是這樣說的
[00:05:01.000 --> 00:05:02.000]  我實在看到
[00:05:02.000 --> 00:05:04.000]  其實我「raa」「raa」
[00:05:04.000 --> 00:05:05.000]  我看到看到
[00:05:05.000 --> 00:05:06.000]  說兩次看到
[00:05:06.000 --> 00:05:08.000]  即是說非常之看到
[00:05:08.000 --> 00:05:10.000]  我看到埃及人怎樣欺壓
[00:05:10.000 --> 00:05:12.000]  欺壓呢
[00:05:12.000 --> 00:05:13.000]  「Lakats」
[00:05:13.000 --> 00:05:14.000]  「Lakats」呢
[00:05:14.000 --> 00:05:17.000]  「Lakats」的意思是際語壓
[00:05:17.000 --> 00:05:19.000]  這個際語壓
[00:05:19.000 --> 00:05:22.000]  就好像我們壓蔗渣
[00:05:22.000 --> 00:05:23.000]  就是擠壓
[00:05:23.000 --> 00:05:25.000]  就真是這個意思
[00:05:25.000 --> 00:05:27.000]  就不是說我欺壓他
[00:05:27.000 --> 00:05:28.000]  欺壓呢
[00:05:28.000 --> 00:05:30.000]  我們看中文字就是欺壓
[00:05:30.000 --> 00:05:34.000]  「Lakats」是捏他
[00:05:34.000 --> 00:05:36.000]  好像蔗那樣榨汁
[00:05:36.000 --> 00:05:39.000]  好像壓橄欖油那樣
[00:05:39.000 --> 00:05:41.000]  壓橄欖
[00:05:41.000 --> 00:05:44.000]  好像葡萄那樣踩扁他
[00:05:44.000 --> 00:05:45.000]  踩爆他
[00:05:45.000 --> 00:05:47.000]  然後流汁出來
[00:05:47.000 --> 00:05:49.000]  這個是用在
[00:05:49.000 --> 00:05:52.000]  擠壓「Lakats」這個字
[00:05:52.000 --> 00:05:54.000]  是用在攪那些
[00:05:54.000 --> 00:05:57.000]  水果、食物那裡
[00:05:57.000 --> 00:05:59.000]  就不是指剝削
[00:05:59.000 --> 00:06:01.000]  而是指壓他
[00:06:01.000 --> 00:06:04.000]  我看到埃及人怎樣
[00:06:04.000 --> 00:06:08.000]  去擠壓我的百姓
[00:06:08.000 --> 00:06:10.000]  第十節
[00:06:10.000 --> 00:06:11.000]  留意了
[00:06:11.000 --> 00:06:14.000]  故此我要打發你去見法老
[00:06:14.000 --> 00:06:17.000]  使你可以將我的百姓以色列人
[00:06:17.000 --> 00:06:19.000]  從埃及領出來
[00:06:19.000 --> 00:06:21.000]  故此這個字
[00:06:21.000 --> 00:06:24.000]  就譯得不好
[00:06:24.000 --> 00:06:26.000]  其實這個字是「Eta」
[00:06:26.000 --> 00:06:28.000]  「Eta」是現在
[00:06:28.000 --> 00:06:30.000]  所以第十節開始就是
[00:06:30.000 --> 00:06:32.000]  現在我要打發你
[00:06:32.000 --> 00:06:34.000]  就不是故此
[00:06:34.000 --> 00:06:35.000]  因為故此呢
[00:06:35.000 --> 00:06:37.000]  就是我聽到他們被擠壓得很慘
[00:06:37.000 --> 00:06:39.000]  所以故此我就
[00:06:39.000 --> 00:06:41.000]  所以我派你去
[00:06:41.000 --> 00:06:42.000]  不是
