
[00:00:00.000 --> 00:00:07.000]  今日我們要看的經文就是歷代至上第29章10-22節
[00:00:07.000 --> 00:00:11.000]  剛才摘星姐妹已經幫我們讀出來
[00:00:11.000 --> 00:00:16.000]  我們要思想的題目就是奉獻的禮讚
[00:00:16.000 --> 00:00:18.000]  我們思想到奉獻
[00:00:18.000 --> 00:00:22.000]  讓我們再一次低頭來交託給我們的主
[00:00:22.000 --> 00:00:26.000]  仰望我們的主
[00:00:26.000 --> 00:00:28.000]  天父我們感謝祢
[00:00:28.000 --> 00:00:33.000]  讓我們在今早更深認識祢
[00:00:33.000 --> 00:00:36.000]  也知道祢對我們的心意
[00:00:36.000 --> 00:00:38.000]  求祢帶領我們
[00:00:38.000 --> 00:00:41.000]  讓我們透過祢的話語
[00:00:41.000 --> 00:00:44.000]  能夠明白祢的心
[00:00:44.000 --> 00:00:46.000]  奉耶穌基督的聖名
[00:00:46.000 --> 00:00:47.000]  阿們
[00:00:47.000 --> 00:00:53.000]  講奉獻其實真是不容易的事
[00:00:53.000 --> 00:00:58.000]  所以我們豐盛家都很少講到這個題目
[00:00:58.000 --> 00:01:04.000]  可能都是邱牧師特別為我預備
[00:01:04.000 --> 00:01:05.000]  有時都是的
[00:01:05.000 --> 00:01:07.000]  去其他教會都是
[00:01:07.000 --> 00:01:11.000]  自己人講不是太方便
[00:01:11.000 --> 00:01:14.000]  所以有時請外人來講
[00:01:14.000 --> 00:01:17.000]  我現在不知是否當半個外人
[00:01:17.000 --> 00:01:19.000]  或者一半的
[00:01:19.000 --> 00:01:22.000]  也是好的事情
[00:01:22.000 --> 00:01:25.000]  當講到奉獻的時候
[00:01:25.000 --> 00:01:28.000]  其實有很多不同的想法
[00:01:28.000 --> 00:01:32.000]  我相信來教會日子不同的人
[00:01:32.000 --> 00:01:36.000]  對於奉獻也有不同的看法
[00:01:36.000 --> 00:01:38.000]  到底奉獻是什麼呢
[00:01:38.000 --> 00:01:40.000]  或者回教會久了
[00:01:40.000 --> 00:01:43.000]  我們這陣子要講奉獻
[00:01:43.000 --> 00:01:48.000]  是不是教會有什麼特別的需要呢
[00:01:48.000 --> 00:01:53.000]  所以有時我們把奉獻看成是要籌款
[00:01:53.000 --> 00:01:56.000]  要做一些特別的事情
[00:01:56.000 --> 00:02:00.000]  所以就要牧師上來講奉獻
[00:02:00.000 --> 00:02:03.000]  如果不是平時都不會講這個題目
[00:02:03.000 --> 00:02:05.000]  以我所知又好像沒什麼
[00:02:05.000 --> 00:02:08.000]  有特別需要都是前一段時間
[00:02:08.000 --> 00:02:10.000]  好像現在差不多完結了
[00:02:10.000 --> 00:02:12.000]  為什麼完結才來講這個題目呢
[00:02:12.000 --> 00:02:13.000]  又不是
[00:02:13.000 --> 00:02:19.000]  或者對於一些比較新的弟兄姊妹信徒
[00:02:19.000 --> 00:02:20.000]  奉獻是什麼呢
[00:02:20.000 --> 00:02:25.000]  是不是好像星期六賣旗那些要籌款
[00:02:25.000 --> 00:02:28.000]  一個機構籌款所以賣旗
[00:02:28.000 --> 00:02:30.000]  所以我們就要奉獻
[00:02:30.000 --> 00:02:31.000]  是不是這樣呢
[00:02:31.000 --> 00:02:32.000]  如果是這樣
[00:02:32.000 --> 00:02:36.000]  執事就每一個主日早上就在這裡
[00:02:36.000 --> 00:02:38.000]  麻煩你幫我買支旗
[00:02:38.000 --> 00:02:41.000]  為教會籌款
[00:02:41.000 --> 00:02:45.000]  於是教會就有這個錢可以去運用
[00:02:45.000 --> 00:02:47.000]  奉獻不是賣旗
[00:02:47.000 --> 00:02:49.000]  不是籌款
[00:02:49.000 --> 00:02:52.000]  不是說因為教會一些的需要
[00:02:52.000 --> 00:02:54.000]  所以才要奉獻
[00:02:54.000 --> 00:02:59.000]  其實奉獻對基督徒生命來講
[00:02:59.000 --> 00:03:03.000]  我認為是一件非常重要的事情
[00:03:03.000 --> 00:03:07.000]  可不可以成為我們信仰的一個指標呢
[00:03:07.000 --> 00:03:12.000]  你的奉獻生活是不是你基督徒信仰的一個指標
[00:03:12.000 --> 00:03:16.000]  我相信都是可以掛鉤的
[00:03:16.000 --> 00:03:18.000]  你怎樣看奉獻
[00:03:18.000 --> 00:03:21.000]  奉獻就是將你所擁有的
[00:03:21.000 --> 00:03:23.000]  上帝給過你的
[00:03:23.000 --> 00:03:27.000]  你怎樣來獻給上帝
[00:03:27.000 --> 00:03:30.000]  這個和你的信仰生活
