
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹,主內平安
[00:00:02.000 --> 00:00:06.120]  當我講到安德烈行動的時候
[00:00:06.120 --> 00:00:07.560]  你記不記得是什麼東西?
[00:00:07.560 --> 00:00:11.720]  安德烈行動就是過去
[00:00:11.720 --> 00:00:14.640]  我們教會在崇拜裡面
[00:00:14.640 --> 00:00:16.400]  那個講壇的訊息
[00:00:16.400 --> 00:00:25.040]  是加重在福音和報道的訊息裡面
[00:00:25.040 --> 00:00:27.400]  我們稱之為安德烈行動
[00:00:27.960 --> 00:00:31.560]  那你知不知道為什麼叫做安德烈呢?
[00:00:31.560 --> 00:00:32.680]  安德烈呢
[00:00:32.680 --> 00:00:34.520]  不知道你對他有多少認識
[00:00:34.520 --> 00:00:37.920]  這個名字是記載在約翰福音
[00:00:37.920 --> 00:00:42.040]  是因為安德烈是耶穌其中一個門徒
[00:00:42.040 --> 00:00:45.400]  他帶領他的兄弟信主
[00:00:45.400 --> 00:00:47.320]  所以我們通常稱
[00:00:47.320 --> 00:00:51.000]  帶人信主的行動稱為安德烈行動
[00:00:51.000 --> 00:00:54.160]  我不知道你對安德烈的認識有多少
[00:00:54.160 --> 00:00:57.040]  聖經的記載確實是不多的
[00:00:57.040 --> 00:00:58.400]  我們看看福音書
[00:00:58.400 --> 00:01:03.200]  頭三卷福音書都沒有記載安德烈
[00:01:03.200 --> 00:01:06.040]  只是在約翰福音記載了安德烈
[00:01:06.040 --> 00:01:07.880]  但很特別的是一記載
[00:01:07.880 --> 00:01:11.800]  就有三個地方都記載了安德烈
[00:01:11.800 --> 00:01:14.920]  而三個地方都有一個共同的地方
[00:01:14.920 --> 00:01:17.880]  就是他們都描述到安德烈
[00:01:17.880 --> 00:01:21.480]  怎樣帶人去見耶穌
[00:01:21.480 --> 00:01:24.280]  所以為什麼叫做安德烈行動
[00:01:24.280 --> 00:01:27.120]  今天我希望藉著這三段經文
[00:01:27.120 --> 00:01:32.040]  希望看看在這段經文裏神帶給我們有什麼寶貴的教導
[00:01:32.040 --> 00:01:38.440]  我們一起先打開約翰福音第一章三十五到四十二節
[00:01:38.440 --> 00:01:42.040]  今天我主要是用大家手上的聖經來讀經
[00:01:42.040 --> 00:01:44.920]  所以我們一路都打開它
[00:01:44.920 --> 00:01:49.040]  約翰福音第一章三十五到四十二節
[00:01:49.040 --> 00:01:53.160]  在教會西域聖經部份第一百二十六頁
[00:01:53.160 --> 00:01:56.640]  找到的不如我們一起讀這段經文好不好
[00:01:56.640 --> 00:01:58.760]  三十五節請
[00:01:58.760 --> 00:02:03.280]  在次日,約翰和兩個門徒站在那裏
[00:02:03.280 --> 00:02:06.040]  他見耶穌行走,就說:
[00:02:06.040 --> 00:02:08.720]  「看!這是神的羔羊!」
[00:02:08.720 --> 00:02:12.880]  兩個門徒聽見他的話,就跟從了耶穌
[00:02:12.880 --> 00:02:16.440]  耶穌轉過身來,看見他們跟著
[00:02:16.440 --> 00:02:18.080]  就問他們說:
[00:02:18.080 --> 00:02:19.720]  「你們要什麼?」
[00:02:19.720 --> 00:02:20.560]  他們說:
[00:02:20.560 --> 00:02:22.960]  「拉比在那裏住」
[00:02:22.960 --> 00:02:25.640]  拉比翻出來就是夫子
[00:02:25.640 --> 00:02:26.440]  耶穌說:
[00:02:26.440 --> 00:02:27.760]  「你們來看」
[00:02:27.760 --> 00:02:30.720]  他們就去看他在那裏住
[00:02:30.720 --> 00:02:33.240]  這一天便與他同住
[00:02:33.240 --> 00:02:35.560]  那時約有新證了
[00:02:35.560 --> 00:02:37.080]  正見約翰的話
[00:02:37.080 --> 00:02:39.400]  跟從耶穌的那兩個人
