
[00:00:00.000 --> 00:00:02.880]  上星期日是復活主日
[00:00:02.880 --> 00:00:08.040]  我亦跟大家講了關於耶穌復活的意義
[00:00:08.040 --> 00:00:11.720]  耶穌復活對我們有甚麼意義呢?
[00:00:11.720 --> 00:00:14.040]  意義就是一方面
[00:00:14.040 --> 00:00:17.320]  就是因為復活的真確性
[00:00:17.320 --> 00:00:22.120]  令我們更加有信心去倚靠耶穌
[00:00:22.120 --> 00:00:23.760]  另一方面
[00:00:23.760 --> 00:00:27.520]  既然我們知道耶穌是復活的主
[00:00:27.520 --> 00:00:30.720]  我們靠著這位復活的主
[00:00:30.720 --> 00:00:34.480]  我們自己有了復活的生命
[00:00:34.480 --> 00:00:37.720]  我們就需要離開罪惡
[00:00:37.720 --> 00:00:39.800]  不要再繼續犯罪
[00:00:39.800 --> 00:00:43.800]  不要再在罪人或罪惡之中打滾
[00:00:43.800 --> 00:00:50.360]  不要不肯離開罪人、死人之地
[00:00:50.360 --> 00:00:54.960]  我們不可以在罪中與主同行
[00:00:54.960 --> 00:00:58.440]  就好像當時的天使說
[00:00:58.440 --> 00:01:03.760]  怎麼可以在死人之中尋找活人呢?
[00:01:03.760 --> 00:01:06.800]  因為我們的主已經復活了
[00:01:06.800 --> 00:01:13.120]  這是上一次復活訊息的重點
[00:01:13.120 --> 00:01:21.000]  今天我要跟大家講耶穌升天的意義
[00:01:21.000 --> 00:01:25.000]  四本福音書都有提到
[00:01:25.000 --> 00:01:28.720]  記載了耶穌受難和復活
[00:01:28.720 --> 00:01:32.960]  但卻只有《馬可福音》和《路加福音》
[00:01:32.960 --> 00:01:36.800]  記載了耶穌升天的事
[00:01:36.800 --> 00:01:39.280]  《馬可福音》的記載很簡單
[00:01:39.280 --> 00:01:41.280]  只有一句說話
[00:01:41.280 --> 00:01:44.400]  我們一起看看
[00:01:44.400 --> 00:01:50.680]  《馬可福音》十六章十九節
[00:01:50.680 --> 00:01:53.640]  耶穌和他們說完了話
[00:01:53.640 --> 00:01:55.640]  後來被接到天上
[00:01:55.640 --> 00:01:58.200]  坐在神的右邊
[00:01:58.200 --> 00:02:00.680]  只有一句這麼簡單的說話
[00:02:00.680 --> 00:02:05.200]  《路加福音》的記載就多了一點
[00:02:05.200 --> 00:02:09.800]  再加上有《仕途行傳》第一章的補充
[00:02:09.800 --> 00:02:14.080]  我們可以知道多一點的東西
[00:02:14.080 --> 00:02:19.840]  我們從經文的記述
[00:02:19.840 --> 00:02:24.720]  我們知道耶穌是在伯大利對面的
[00:02:24.720 --> 00:02:26.720]  橄欖山上
[00:02:26.720 --> 00:02:32.520]  祂一路為門徒祝福
[00:02:32.520 --> 00:02:35.960]  一路被接上升升天
[00:02:35.960 --> 00:02:41.160]  我們看完多一點經文的時候
[00:02:41.160 --> 00:02:43.160]  心裏會舒服一點
[00:02:43.160 --> 00:02:46.160]  也會覺得開心一點
[00:02:46.160 --> 00:02:49.960]  《路加福音》和《仕途行傳》
[00:02:49.960 --> 00:02:51.960]  都是路加所寫的
[00:02:51.960 --> 00:02:55.160]  其實是一本書的上下集
[00:02:55.160 --> 00:02:57.560]  只不過編排聖經的人
[00:02:57.560 --> 00:02:59.760]  就將《路加福音》插在中間
[00:02:59.760 --> 00:03:03.760]  將上下集分開了
[00:03:03.760 --> 00:03:07.760]  《路加福音》和《仕途行傳》
[00:03:07.760 --> 00:03:12.760]  都是說道的行蹤
[00:03:12.760 --> 00:03:18.760]  上集《路加福音》是說道成肉身來到這個世界
[00:03:18.760 --> 00:03:20.760]  去宣傳神國
[00:03:20.760 --> 00:03:23.760]  然後受難復活
[00:03:23.760 --> 00:03:25.760]  成就了舊恩
[00:03:25.760 --> 00:03:28.760]  下集《仕途行傳》
[00:03:28.760 --> 00:03:34.760]  也是說道繼續進入世界
[00:03:34.760 --> 00:03:37.760]  但今次的進入是由聖靈的帶領
[00:03:37.760 --> 00:03:43.760]  也透過門徒的奔走宣講作為工具
[00:03:43.760 --> 00:03:47.760]  直至達到最終的目的
[00:03:47.760 --> 00:03:50.760]  最終的目的就是要征服整個世界
[00:03:50.760 --> 00:03:54.760]  包括拯救所有屬神的人
[00:03:54.760 --> 00:03:57.760]  和建立教會在這個地上
[00:03:57.760 --> 00:04:03.760]  我們看看《仕途行傳》一章三節
[00:04:05.760 --> 00:04:07.760]  大家有沒有想過
[00:04:07.760 --> 00:04:10.760]  如果我們沒有了這節聖經
[00:04:10.760 --> 00:04:12.760]  或者沒有看過這節聖經
[00:04:12.760 --> 00:04:16.760]  我們會不會擔心那些仕途
[00:04:16.760 --> 00:04:21.760]  怎麼會有能力擔負這麼重要的責任
[00:04:21.760 --> 00:04:24.760]  就是要建立基督的教會
[00:04:24.760 --> 00:04:28.760]  如果沒有這節聖經
[00:04:28.760 --> 00:04:30.760]  你會不會擔心呢
[00:04:30.760 --> 00:04:31.760]  意思就是說
[00:04:31.760 --> 00:04:35.760]  耶穌復活顯現給門徒看了幾次
[00:04:35.760 --> 00:04:37.760]  然後升天
[00:04:37.760 --> 00:04:40.760]  然後將建立教會的重任
[00:04:40.760 --> 00:04:42.760]  交給一班仕途
[00:04:42.760 --> 00:04:45.760]  大家有沒有想過
[00:04:45.760 --> 00:04:47.760]  這班仕途是什麼人呢
[00:04:47.760 --> 00:04:49.760]  這班仕途是一些
[00:04:49.760 --> 00:04:51.760]  表現不是這麼好的人
[00:04:51.760 --> 00:04:52.760]  而在以往裡
[00:04:52.760 --> 00:04:56.760]  我們知道有一個出賣他
[00:04:56.760 --> 00:04:58.760]  有一個不認他
[00:04:58.760 --> 00:05:01.760]  另一個不信他真的復活了
[00:05:01.760 --> 00:05:04.760]  試問我們
[00:05:04.760 --> 00:05:06.760]  怎麼可以倚靠一班
[00:05:06.760 --> 00:05:09.760]  這樣的質素的門徒
[00:05:09.760 --> 00:05:11.760]  來建立基督的教會呢
[00:05:11.760 --> 00:05:13.760]  不過幸好
[00:05:13.760 --> 00:05:17.760]  有這節聖經的記載告訴我們
[00:05:17.760 --> 00:05:20.760]  耶穌在復活之後
[00:05:20.760 --> 00:05:22.760]  在升天之前
[00:05:22.760 --> 00:05:25.760]  是有四十天和這些門徒在一起
[00:05:25.760 --> 00:05:27.760]  他們相聚的時候
[00:05:27.760 --> 00:05:29.760]  不只是吃飯
[00:05:29.760 --> 00:05:31.760]  你會發覺他們很多次相聚的時候
[00:05:31.760 --> 00:05:33.760]  是吃東西的
[00:05:33.760 --> 00:05:34.760]  是吃飯的
[00:05:34.760 --> 00:05:36.760]  但是不只是吃飯
[00:05:36.760 --> 00:05:37.760]  不只是聊天
[00:05:37.760 --> 00:05:41.760]  而是有教導他們神國的事情
[00:05:41.760 --> 00:05:47.760]  就好像我們今天所說的
[00:05:47.760 --> 00:05:48.760]  他們原來
[00:05:48.760 --> 00:05:50.760]  耶穌和這班門徒
[00:05:50.760 --> 00:05:55.760]  是有一個四十天的密集訓練課程
[00:05:56.760 --> 00:05:58.760]  我們就開始放心了
[00:05:58.760 --> 00:06:00.760]  這班門徒
[00:06:00.760 --> 00:06:03.760]  能夠升任去做一個
[00:06:03.760 --> 00:06:05.760]  建立教會這麼重要的工作
[00:06:05.760 --> 00:06:07.760]  當然再加上
[00:06:07.760 --> 00:06:10.760]  有聖靈的引導和賜能力
[00:06:10.760 --> 00:06:12.760]  結果的確是
[00:06:12.760 --> 00:06:16.760]  基督的教會就一步一步建立起來
[00:06:16.760 --> 00:06:21.760]  再問剛才問的問題
[00:06:21.760 --> 00:06:24.760]  耶穌升天對我們有什麼意義
[00:06:26.760 --> 00:06:28.760]  我們的意義是這樣的
[00:06:28.760 --> 00:06:29.760]  首先
[00:06:29.760 --> 00:06:31.760]  我們知道復活
[00:06:31.760 --> 00:06:34.760]  是在神的救恩計劃裡面
[00:06:34.760 --> 00:06:36.760]  但是這個計劃
[00:06:36.760 --> 00:06:39.760]  不是去到耶穌受難
[00:06:39.760 --> 00:06:40.760]  復活了之後
[00:06:40.760 --> 00:06:41.760]  救恩完成了
[00:06:41.760 --> 00:06:43.760]  那就停了
[00:06:43.760 --> 00:06:45.760]  不是
[00:06:45.760 --> 00:06:47.760]  而是繼續的
[00:06:47.760 --> 00:06:52.760]  是繼續要去完成這個計劃的最終目的
[00:06:53.760 --> 00:06:56.760]  最終目的就是要藉著福音廣傳
[00:06:56.760 --> 00:06:58.760]  來去建立神的國度
[00:06:58.760 --> 00:07:00.760]  也是建立神的教會
[00:07:00.760 --> 00:07:05.760]  建立神的教會在這個地上
[00:07:05.760 --> 00:07:07.760]  令到屬神的人
[00:07:07.760 --> 00:07:09.760]  可以成為神的子民
[00:07:09.760 --> 00:07:12.760]  而耶穌升天
[00:07:12.760 --> 00:07:16.760]  正正就是這個新階段的里程碑
[00:07:16.760 --> 00:07:19.760]  大家可以想想
[00:07:19.760 --> 00:07:21.760]  復活之前
[00:07:21.760 --> 00:07:25.760]  神的道是由耶穌親自去宣傳
[00:07:25.760 --> 00:07:27.760]  去傳播
[00:07:27.760 --> 00:07:31.760]  聖靈降臨之後
[00:07:31.760 --> 00:07:34.760]  神的道是由聖靈帶領
[00:07:34.760 --> 00:07:36.760]  透過門徒的宣講
[00:07:36.760 --> 00:07:39.760]  這樣去傳播
[00:07:39.760 --> 00:07:46.760]  耶穌升天就是這兩個階段的轉捩點
[00:07:48.760 --> 00:07:53.760]  是救恩歷史裡面一個非常重要的時刻
[00:07:53.760 --> 00:07:56.760]  也在這個時刻
[00:07:56.760 --> 00:07:58.760]  耶穌升天的時候
[00:07:58.760 --> 00:07:59.760]  耶穌宣告
[00:07:59.760 --> 00:08:01.760]  聖靈會帶領門徒
[00:08:01.760 --> 00:08:04.760]  傳神的道和建立教會
[00:08:04.760 --> 00:08:07.760]  這個時代就會即將開始
