
[00:00:00.000 --> 00:00:02.880]  各位太古食堂的「頂姊妹」,早晨
[00:00:02.880 --> 00:00:07.760]  今天很高興有機會來到大家當中
[00:00:07.760 --> 00:00:09.760]  去宣講神話語
[00:00:09.760 --> 00:00:14.640]  剛才我們的主席帶領我們唱詩
[00:00:14.640 --> 00:00:19.920]  今天有美好的詩琴旋律去配搭
[00:00:19.920 --> 00:00:23.720]  另外每一個「頂姊妹」今天回到教會裡面
[00:00:23.720 --> 00:00:26.320]  能夠有神的說話
[00:00:26.720 --> 00:00:30.480]  有詩歌去激勵我們的心
[00:00:30.480 --> 00:00:32.480]  這是成了恩典
[00:00:32.480 --> 00:00:36.680]  今天跟大家分享一個題目
[00:00:36.680 --> 00:00:39.400]  叫做「To be or not to be」
[00:00:39.400 --> 00:00:40.840]  可能大家會說
[00:00:40.840 --> 00:00:44.280]  「牧師,為何要弄一些雞腸出來呢?」
[00:00:44.280 --> 00:00:48.120]  「我也不知道怎樣去明白你所說的東西」
[00:00:48.120 --> 00:00:50.600]  就是說「做還是不做」
[00:00:50.600 --> 00:00:51.600]  就是這麼簡單
[00:00:51.600 --> 00:00:53.400]  「行不行呢?」
[00:00:53.400 --> 00:00:54.400]  「To be」「去」
[00:00:54.400 --> 00:00:56.320]  「Not to be」「不去」
[00:00:56.320 --> 00:00:57.960]  「逃避」就是這麼簡單
[00:00:57.960 --> 00:00:58.960]  有這個意思
[00:00:58.960 --> 00:01:01.080]  我想解釋一下
[00:01:01.080 --> 00:01:04.320]  今天為甚麼我會用這兩個英文字
[00:01:04.320 --> 00:01:07.520]  跟大家分享一些斷經文的訊息
[00:01:07.520 --> 00:01:09.040]  首先
[00:01:09.040 --> 00:01:11.280]  我們有個祈禱
[00:01:11.280 --> 00:01:15.000]  「儒叔,希望你的聖靈在我們當中作功」
[00:01:15.000 --> 00:01:18.480]  「讓我們每一個頂姊妹欣著你的聖靈」
[00:01:18.480 --> 00:01:20.120]  「觸動我們的心」
[00:01:20.120 --> 00:01:23.040]  「讓我們能夠明白真理」
[00:01:23.040 --> 00:01:25.720]  「能夠在我們心靈裡面」
[00:01:25.720 --> 00:01:27.480]  「可以活出真理」
[00:01:27.480 --> 00:01:28.760]  「彰顯真理」
[00:01:28.760 --> 00:01:31.360]  這個今天就是我講到的目的
[00:01:31.360 --> 00:01:34.800]  求主耶穌使用這篇信息的內容
[00:01:34.800 --> 00:01:37.120]  能夠打動我們眾頂姊妹
[00:01:37.120 --> 00:01:37.920]  我們的心
[00:01:37.920 --> 00:01:39.480]  能夠歸向你
[00:01:39.480 --> 00:01:40.760]  我們這樣祈禱
[00:01:40.760 --> 00:01:43.240]  奉主耶穌得聖的命求
[00:01:43.240 --> 00:01:49.440]  通常我講猜傳的信息
[00:01:49.440 --> 00:01:54.480]  一定要將聖經整幅大圖畫
[00:01:54.760 --> 00:01:55.920]  向大家展示
[00:01:55.920 --> 00:02:00.240]  雖然今天我們的主席讀了三段經文
[00:02:00.240 --> 00:02:02.040]  有《若拿書》
[00:02:02.040 --> 00:02:04.040]  有《洩魂傳》
[00:02:04.040 --> 00:02:05.680]  有《彼得前書》
[00:02:05.680 --> 00:02:07.480]  是不夠後的
[00:02:07.480 --> 00:02:10.680]  這些是聖經當中其中一些
[00:02:10.680 --> 00:02:14.560]  今天我們這篇信息是一些片段
[00:02:14.560 --> 00:02:18.480]  如果我們今天單單看片段裡面
[00:02:18.480 --> 00:02:22.200]  有時候我看不到聖經的上文下理
[00:02:22.440 --> 00:02:26.840]  究竟怎樣去拼成一篇很寶貴的信息
[00:02:26.840 --> 00:02:30.440]  所以今天我講這篇道的時候
[00:02:30.440 --> 00:02:33.280]  我頭和尾都略略講一下
[00:02:33.280 --> 00:02:35.960]  因為時間限制我不可以講太多
[00:02:35.960 --> 00:02:37.960]  首先《創世紀》
[00:02:37.960 --> 00:02:40.120]  十二章
[00:02:40.120 --> 00:02:41.720]  一節四節
[00:02:41.720 --> 00:02:48.320]  為什麼我會跟大家分享這幾節經文呢?
[00:02:48.320 --> 00:02:52.120]  因為牧師年紀都一把了
[00:02:52.840 --> 00:02:55.960]  我當中見到台下的頂姊妹
[00:02:55.960 --> 00:02:58.840]  都走過人生很大一段路了
[00:02:58.840 --> 00:03:03.200]  這個人物跟我們有些共鳴感
[00:03:03.200 --> 00:03:04.760]  這個人幾歲?
[00:03:04.760 --> 00:03:06.200]  七十五歲
[00:03:06.200 --> 00:03:08.240]  阿伯蘭
[00:03:08.240 --> 00:03:11.080]  在哈拿這個地方
[00:03:11.080 --> 00:03:13.440]  當時他做大牙哥
[00:03:13.440 --> 00:03:16.080]  他在這個地方裡面是一個
[00:03:16.080 --> 00:03:18.440]  叫做德高望重
[00:03:18.440 --> 00:03:20.680]  一個叫做族長
[00:03:21.280 --> 00:03:23.080]  很多人都對他很尊重
[00:03:23.080 --> 00:03:24.880]  但是有一天
[00:03:24.880 --> 00:03:27.880]  上帝的呼召臨到阿伯蘭
[00:03:27.880 --> 00:03:29.440]  喂阿伯蘭
[00:03:29.440 --> 00:03:30.760]  拜託你
[00:03:30.760 --> 00:03:33.080]  我現在將我的福氣給你
[00:03:33.080 --> 00:03:35.360]  你將我給你的福氣
[00:03:35.360 --> 00:03:37.880]  告訴萬國萬民知道
[00:03:37.880 --> 00:03:39.200]  讓他們知道
[00:03:39.200 --> 00:03:41.240]  耶和華是我們的神
[00:03:41.240 --> 00:03:44.000]  讓他們一起起來認識我
[00:03:44.000 --> 00:03:44.880]  敬拜我
[00:03:44.880 --> 00:03:48.640]  更重要的是今天我們猜拳月
[00:03:49.200 --> 00:03:52.080]  我們教會每一個月
[00:03:52.080 --> 00:03:54.480]  十月份都是講猜拳的
[00:03:54.480 --> 00:03:56.480]  好像很姻緒
[00:03:56.480 --> 00:04:02.040]  教會所定我們的侍奉不是很姻緒
[00:04:02.040 --> 00:04:04.200]  希望我們每一刻
[00:04:04.200 --> 00:04:07.240]  我們教會能夠給大家的信息
[00:04:07.240 --> 00:04:08.680]  最重要的目的是什麼?
[00:04:08.680 --> 00:04:13.480]  要喚起大家對神的心
[00:04:13.480 --> 00:04:14.360]  喚起
[00:04:14.360 --> 00:04:17.680]  讓我們每一個人都對著神的說話
[00:04:17.680 --> 00:04:18.760]  為之一振
[00:04:19.040 --> 00:04:20.920]  以此要能夠採取行動
[00:04:20.920 --> 00:04:22.840]  不要看自己有什麼軟弱
[00:04:22.840 --> 00:04:24.440]  不要看自己有什麼限制
[00:04:24.440 --> 00:04:27.640]  阿伯蘭當時75歲
[00:04:27.640 --> 00:04:29.680]  聽了神的吩咐
[00:04:29.680 --> 00:04:33.160]  就照著神的吩咐去行
[00:04:33.160 --> 00:04:35.520]  75歲
[00:04:35.520 --> 00:04:37.400]  腰骨都痛了
[00:04:37.400 --> 00:04:39.560]  關節都發炎了
[00:04:39.560 --> 00:04:41.200]  怎麼行得動啊
[00:04:41.200 --> 00:04:43.120]  她不是看自己
[00:04:43.120 --> 00:04:46.280]  看神對她的吩咐
[00:04:46.960 --> 00:04:50.400]  姐妹們 今天我們聽到不是單單坐在這裡
[00:04:50.400 --> 00:04:52.400]  我今天有空回來聚會
[00:04:52.400 --> 00:04:53.320]  不是啊
[00:04:53.320 --> 00:04:55.800]  今天我們要仰望上帝
[00:04:55.800 --> 00:04:56.960]  求神光
[00:04:56.960 --> 00:05:00.320]  求上帝的信仰光照我們的生命
[00:05:00.320 --> 00:05:02.720]  讓我們的生命活得更有意義
[00:05:02.720 --> 00:05:04.000]  活得更有喜經
[00:05:04.000 --> 00:05:05.000]  同不同意啊?
[00:05:05.000 --> 00:05:06.320]  同意啊?
[00:05:06.320 --> 00:05:08.160]  我們當然是有活力的
[00:05:08.160 --> 00:05:09.960]  不要看自己年紀多大了
[00:05:09.960 --> 00:05:11.920]  你的腦袋怎麼動啊
[00:05:11.920 --> 00:05:12.720]  不是啊
[00:05:12.720 --> 00:05:15.600]  今天我們的宣教都有金陵宣教的
[00:05:16.240 --> 00:05:18.400]  我們都鼓勵很多
[00:05:18.400 --> 00:05:20.440]  好像雷牧師這八年多的人
[00:05:20.440 --> 00:05:22.640]  都起來做宣教事
[00:05:22.640 --> 00:05:24.640]  我現在都在做宣教
[00:05:24.640 --> 00:05:26.520]  我明年都有計劃了
[00:05:26.520 --> 00:05:27.760]  明年我會分享一下
[00:05:27.760 --> 00:05:30.280]  究竟我們去不去呢?
[00:05:30.280 --> 00:05:31.880]  To be 就去
[00:05:31.880 --> 00:05:32.880]  Not to be
[00:05:32.880 --> 00:05:34.280]  算了
[00:05:34.280 --> 00:05:35.600]  等運到吧
[00:05:35.600 --> 00:05:38.160]  反正我信了耶穌可以上天堂
[00:05:38.160 --> 00:05:40.360]  對不起
[00:05:40.360 --> 00:05:42.800]  今天我們回來教會
[00:05:42.800 --> 00:05:44.480]  說信耶穌
[00:05:44.480 --> 00:05:46.600]  不是在等運到的
[00:05:46.600 --> 00:05:51.000]  我們看看神今天怎樣去活化我們的生命
[00:05:51.000 --> 00:05:53.240]  讓我們的生命更加青春
[00:05:53.240 --> 00:05:54.480]  更有活力
[00:05:54.480 --> 00:05:56.720]  去面對每一個生活的挑戰
[00:05:56.720 --> 00:05:59.560]  所以我看回一些段經文
[00:05:59.560 --> 00:06:04.200]  首先我說從《整卷聖經》的大圖畫
[00:06:04.200 --> 00:06:06.760]  首先第一幅就說《創世紀》
[00:06:06.760 --> 00:06:09.400]  最後一幅說什麼?
[00:06:09.400 --> 00:06:11.080]  《啟示錄》
[00:06:11.080 --> 00:06:14.160]  《啟示錄》
[00:06:14.160 --> 00:06:18.400]  就說整個世界去到大結局
[00:06:18.400 --> 00:06:21.480]  《啟示錄》第五章
[00:06:21.480 --> 00:06:22.960]  第七章
[00:06:22.960 --> 00:06:24.960]  大家有一個共通點
[00:06:24.960 --> 00:06:28.040]  原來耶穌再回來
[00:06:28.040 --> 00:06:30.720]  回來坐在先人寶座面前
[00:06:30.720 --> 00:06:32.040]  做什麼?
[00:06:32.040 --> 00:06:34.800]  原來有萬國萬民
[00:06:34.800 --> 00:06:38.240]  去到主耶穌的寶座面前
