
[00:00:00.000 --> 00:00:03.240]  好,在聆聽今天講到的最開頭
[00:00:03.240 --> 00:00:05.800]  讓我們再次同心低頭的一起禱告
[00:00:05.800 --> 00:00:07.680]  仰望在我們主、我們神面前
[00:00:07.680 --> 00:00:10.440]  父神,多謝祢
[00:00:10.440 --> 00:00:14.800]  讓我們能夠再次回到祢的說話當中
[00:00:14.800 --> 00:00:17.120]  讓我們去明白祢更多
[00:00:17.120 --> 00:00:21.840]  讓我們真的學會如何尊敬祢為我們主、我們的神
[00:00:21.840 --> 00:00:25.680]  讓我們能夠在上帝祢的裡面
[00:00:25.680 --> 00:00:30.080]  真的去找到一個永恆的依靠
[00:00:30.080 --> 00:00:32.760]  環顧在今天這個世界裡面
[00:00:32.760 --> 00:00:36.240]  可以說是非常動盪的狀態之下
[00:00:36.240 --> 00:00:40.400]  人心有很多的思索
[00:00:40.400 --> 00:00:42.800]  究竟人的意義
[00:00:42.800 --> 00:00:44.720]  人在地上是什麼意思
[00:00:44.720 --> 00:00:48.320]  但願在今天這個經文裡面
[00:00:48.320 --> 00:00:50.920]  讓我們重新去學會如何與你同行
[00:00:50.920 --> 00:00:55.080]  我們將我們每一個無論在網上聽的
[00:00:55.080 --> 00:00:57.880]  或者在現場聽的弟兄姊妹
[00:00:57.880 --> 00:01:00.800]  都能夠將我們的心連繫於你
[00:01:00.800 --> 00:01:02.680]  求聖靈與我們同在
[00:01:02.680 --> 00:01:04.480]  我們的同心禱告
[00:01:04.480 --> 00:01:08.080]  奉教主耶穌基督的德性的名字
[00:01:08.080 --> 00:01:15.600]  好,很多時候我們都會去談論到
[00:01:15.600 --> 00:01:18.760]  傳道的問題
[00:01:18.760 --> 00:01:20.480]  究竟怎樣去傳福音呢
[00:01:20.480 --> 00:01:25.000]  於是教會很多年來都會有很多的學習、教導
[00:01:25.000 --> 00:01:33.680]  能夠去訓練信徒去做準確的傳福音的侍奉
[00:01:33.680 --> 00:01:36.520]  但是在我自己的經驗裡面
[00:01:36.520 --> 00:01:38.840]  發覺在教會這麼多年的當中
[00:01:38.840 --> 00:01:42.240]  無論教會給多少的訓練都好
[00:01:42.240 --> 00:01:45.760]  很多時候信徒當一出去跟人去談道的時候
[00:01:45.760 --> 00:01:48.840]  都很喜歡用到這個說法
[00:01:48.840 --> 00:01:50.720]  他說當然了
[00:01:50.720 --> 00:01:53.360]  說了一大輪有關於耶穌的救恩
[00:01:53.360 --> 00:01:55.640]  耶穌的拯救、耶穌如何受死
[00:01:55.640 --> 00:01:58.520]  在十字架上面等等這些事蹟之後
[00:01:58.520 --> 00:02:00.920]  他就說信耶穌吧
[00:02:00.920 --> 00:02:02.720]  信了耶穌之後
[00:02:02.720 --> 00:02:06.640]  你就可以求耶穌給你什麼
[00:02:06.640 --> 00:02:09.400]  去保守你在生命生活上
[00:02:09.400 --> 00:02:12.360]  都能夠有很多的好處
[00:02:12.360 --> 00:02:14.200]  我曾經有一次跟一個
[00:02:14.200 --> 00:02:26.280]  有兩個博士銜頭的年青才俊去談道的時候
[00:02:26.280 --> 00:02:27.920]  也都談論到這個問題
[00:02:27.920 --> 00:02:30.280]  他直接跟我講到
[00:02:30.280 --> 00:02:32.080]  他說為什麼我會去信耶穌呢
[00:02:32.080 --> 00:02:34.000]  因為信了耶穌
[00:02:34.000 --> 00:02:36.960]  可以耶穌保守供應很多的東西給我
[00:02:36.960 --> 00:02:40.000]  信上帝所有的宗教
[00:02:40.000 --> 00:02:42.600]  都只是源於這個基礎上面
[00:02:42.600 --> 00:02:45.240]  才會有人肯去相信
[00:02:45.240 --> 00:02:47.240]  我就跟他解釋
[00:02:47.240 --> 00:02:52.120]  倘若我告訴你信了耶穌之後
[00:02:52.120 --> 00:02:56.960]  而你所求是不會應驗的話
[00:02:56.960 --> 00:02:59.560]  你還會不會信呢
[00:02:59.560 --> 00:03:03.400]  很諷刺地這位自稱為一個基督徒的人
[00:03:03.400 --> 00:03:05.240]  他竟然跟我說
[00:03:05.240 --> 00:03:07.240]  如果你告訴我
[00:03:07.240 --> 00:03:11.320]  信耶穌是沒有任何得益
[00:03:11.320 --> 00:03:12.840]  而是我所期望的東西
[00:03:12.840 --> 00:03:14.840]  也都不能夠得到實現的話
[00:03:14.840 --> 00:03:18.040]  我為什麼要相信這個神呢
[00:03:18.040 --> 00:03:22.520]  當我們去討論到傳道這個題目的時候
[00:03:22.520 --> 00:03:27.240]  很容易我們都會用很多時候
[00:03:27.240 --> 00:03:29.880]  很多人對宗教的觀念
[00:03:29.880 --> 00:03:33.840]  信了你就可以求這個神去保佑你
[00:03:33.840 --> 00:03:37.960]  信了上帝就會在你的應求當中
[00:03:37.960 --> 00:03:40.720]  去實現你和我的願望
[00:03:40.720 --> 00:03:44.000]  但是當我們再細心的去重新
[00:03:44.000 --> 00:03:47.800]  看回在聖經裡面的記載的時候
[00:03:47.800 --> 00:03:50.000]  特別我們在《馬太福音》
[00:03:50.000 --> 00:03:52.880]  去提到耶穌在第四章
[00:03:52.880 --> 00:03:54.200]  第一節、十一節
[00:03:54.200 --> 00:03:58.560]  跟魔鬼接受魔鬼的試探的時候
[00:03:58.560 --> 00:04:01.440]  我們竟然在聖經裡面
[00:04:01.440 --> 00:04:03.840]  發現到一件很重要的事
[00:04:03.840 --> 00:04:08.560]  原來如果我們只是去信了耶穌
[00:04:08.560 --> 00:04:13.040]  耶穌就可以應驗你的所想所求
[00:04:13.040 --> 00:04:17.600]  用這樣去印證上帝是又真又活的神
[00:04:17.600 --> 00:04:20.160]  這種的報道方式
[00:04:20.160 --> 00:04:24.240]  原來是跟魔鬼的傳道方式
[00:04:24.240 --> 00:04:26.880]  是同出一轍的
[00:04:26.880 --> 00:04:28.760]  所以當我們再去看回
[00:04:28.760 --> 00:04:31.240]  在《馬太福音》第四章裡面
[00:04:31.240 --> 00:04:36.480]  當聖靈帶耶穌去給魔鬼試探的時候
[00:04:36.480 --> 00:04:40.440]  魔鬼就使出了這個魔鬼報道法
[00:04:40.440 --> 00:04:44.240]  用吃的、享受的、榮譽的
[00:04:44.240 --> 00:04:45.840]  甚至在宗教層面上
[00:04:45.840 --> 00:04:48.600]  那種高人一等的條件
[00:04:48.600 --> 00:04:50.760]  來吸引人相信主
[00:04:50.760 --> 00:04:55.680]  這種魔鬼報道法實在是很吸引
[00:04:55.680 --> 00:04:59.840]  甚至魔鬼也用在耶穌基督身上
[00:04:59.840 --> 00:05:01.760]  但是耶穌有沒有接受呢?
[00:05:01.760 --> 00:05:04.840]  沒有
[00:05:04.840 --> 00:05:07.320]  那我們就要問一個問題
[00:05:07.320 --> 00:05:09.800]  既然耶穌都已經藉著
[00:05:09.800 --> 00:05:14.440]  在祂被試探的過程當中
[00:05:14.440 --> 00:05:17.280]  告訴了你和我知道
[00:05:17.280 --> 00:05:21.440]  這種的傳道方式是不對的時候
[00:05:21.440 --> 00:05:24.000]  為什麼這種的傳道方式
[00:05:24.000 --> 00:05:30.680]  仍然廣泛地去流行在今天的教會裡面呢?
[00:05:30.680 --> 00:05:34.920]  為什麼很多人為了要帶人進入
[00:05:34.920 --> 00:05:37.760]  基督教會裡面的時候
[00:05:37.760 --> 00:05:41.440]  就使用出這種好使好用的方式
[00:05:41.440 --> 00:05:42.960]  來吸引人呢?
[00:05:42.960 --> 00:05:46.280]  而也是耶穌不同意的
[00:05:46.280 --> 00:05:48.440]  甚至有些傳道人覺得
[00:05:48.440 --> 00:05:52.360]  既然這種方式大家都這麼受用
[00:05:52.360 --> 00:05:55.960]  不如就索性將它粉飾一下
[00:05:55.960 --> 00:06:01.240]  讓它好像看上去是合乎聖經的教導
[00:06:01.240 --> 00:06:04.000]  於是使很多信徒用這種傳道方式
[00:06:04.000 --> 00:06:07.200]  甚至用這種方式而相信主的信徒
[00:06:07.200 --> 00:06:09.280]  存留在教會裡面
[00:06:09.280 --> 00:06:11.800]  使他們可以心安理得
[00:06:11.800 --> 00:06:13.800]  留在教會裡面
[00:06:13.800 --> 00:06:17.480]  因為這種魔鬼神學
[00:06:17.480 --> 00:06:23.160]  實在是很容易為人帶來榮譽
[00:06:23.160 --> 00:06:25.480]  為人帶來益處
[00:06:25.480 --> 00:06:31.680]  為人帶來好像上帝真是神的這樣的印證
[00:06:31.680 --> 00:06:34.600]  但是耶和華神根本上不是靠
[00:06:34.600 --> 00:06:37.920]  祂有沒有實現你和我的願望
[00:06:37.920 --> 00:06:40.160]  來去印證祂是真實的神
[00:06:40.160 --> 00:06:42.800]  相反我們在聖經裡面會發現到
[00:06:42.800 --> 00:06:45.440]  原來上帝要證實祂是神
[00:06:45.440 --> 00:06:48.760]  有時是完全出於我們
[00:06:48.760 --> 00:06:51.440]  超出了我們的所想所求
[00:06:51.440 --> 00:06:53.520]  甚至我們的期望
[00:06:53.520 --> 00:06:59.040]  上帝不是要利用滿足人的期望
[00:06:59.040 --> 00:07:01.560]  來去印證祂就是上帝
[00:07:01.560 --> 00:07:04.200]  上帝甚至不是要利用這種方式
[00:07:04.200 --> 00:07:07.360]  去吸引人回到祂面前
[00:07:07.360 --> 00:07:10.840]  不過很多時候我們作為教會的信徒
[00:07:10.840 --> 00:07:14.240]  聽了很多歪曲了的神學之後
[00:07:14.240 --> 00:07:17.360]  而不是從聖經而出的教導的話
[00:07:17.360 --> 00:07:20.800]  我們就以為只有神跡實現者
[00:07:20.800 --> 00:07:25.880]  那些才能夠印證到祂是屬神的人
[00:07:25.880 --> 00:07:28.640]  所以我們看到在今時今日
[00:07:28.640 --> 00:07:33.360]  很多的教會很喜歡使出
[00:07:33.360 --> 00:07:37.120]  靈恩這種運動的手段
[00:07:37.120 --> 00:07:41.800]  來證明這位牧者或者這個教會
[00:07:41.800 --> 00:07:44.120]  是有神在他裡面的
[00:07:44.120 --> 00:07:47.000]  如果沒有這些神跡歧視
[00:07:47.000 --> 00:07:51.160]  發生在這個傳道人的教會裡面
[00:07:51.160 --> 00:07:53.680]  就代表這個傳道人沒有靈氣
[00:07:53.680 --> 00:07:56.400]  上帝也不在這間教會裡面
[00:07:56.400 --> 00:08:01.960]  而這間教會是可以被取締的
[00:08:01.960 --> 00:08:07.080]  耶穌就在祂的侍奉裡面
[00:08:07.080 --> 00:08:14.800]  一次又一次來提醒我們每一個信徒
[00:08:14.800 --> 00:08:19.120]  這種的傳道方式
[00:08:19.120 --> 00:08:22.480]  這種的信仰模式
[00:08:22.480 --> 00:08:24.280]  不是上帝所運進的
[00:08:24.280 --> 00:08:27.360]  甚至是耶穌否定的
[00:08:27.360 --> 00:08:31.560]  今天我們就會看到馬太福音的第八章
[00:08:31.560 --> 00:08:35.200]  從第23至27節裡面
[00:08:35.200 --> 00:08:39.720]  我們看一個大家很熟悉的事件
[00:08:39.720 --> 00:08:42.600]  從這段聖經去思想一個題目
[00:08:42.600 --> 00:08:47.680]  就是「跟隨主不在於人所預期」
[00:08:47.680 --> 00:08:52.840]  或者從另一個層次去看
[00:08:52.840 --> 00:08:57.440]  「跟隨主根本就不似人所預期」
[00:08:57.440 --> 00:08:59.240]  人所預期的東西
[00:08:59.240 --> 00:09:00.960]  你預期到就等同於
[00:09:00.960 --> 00:09:05.560]  你可以成為一個跟隨主的門徒
[00:09:05.560 --> 00:09:07.160]  耶穌在這段聖經說了
[00:09:07.160 --> 00:09:10.280]  「不!這不是一件事實」
[00:09:10.280 --> 00:09:12.400]  我希望透過這段聖經
[00:09:12.400 --> 00:09:15.000]  第8章23至27節
[00:09:15.000 --> 00:09:18.840]  被命名為「平靜風和海」的經文
[00:09:18.840 --> 00:09:21.840]  能夠給大家多一重的思想
[00:09:21.840 --> 00:09:26.880]  不如我們在一起聽我解釋這段聖經的時候
[00:09:26.880 --> 00:09:29.200]  我們再回到馬太福音
[00:09:29.200 --> 00:09:31.720]  第8章23至27節
[00:09:31.720 --> 00:09:33.960]  一起讀一下這段經文
[00:09:33.960 --> 00:09:37.640]  大家讀完中文和合本之後
[00:09:37.640 --> 00:09:44.320]  我就會讓大家多讀一次英語的net版本
[00:09:44.320 --> 00:09:48.160]  好 我們找到之後我們一起讀
[00:09:48.160 --> 00:09:52.880]  耶穌上了船 門徒跟著祂
[00:09:52.880 --> 00:09:56.000]  海裡忽然起了暴風
[00:09:56.000 --> 00:09:59.920]  甚至船被波浪掩閉
[00:09:59.920 --> 00:10:02.720]  耶穌卻睡著了
[00:10:02.720 --> 00:10:05.360]  門徒來叫醒了祂
[00:10:05.360 --> 00:10:10.680]  說:「主啊!救我們!我們喪命了!」
[00:10:10.680 --> 00:10:14.640]  耶穌說:「你們這小信的人
[00:10:14.640 --> 00:10:16.960]  為甚麼膽怯呢?」
[00:10:16.960 --> 00:10:20.640]  於是起來 斥責風和海
[00:10:20.640 --> 00:10:24.200]  風和海就大大地平靜了
[00:10:24.200 --> 00:10:25.880]  眾人稀奇
[00:10:25.880 --> 00:10:28.880]  說:「這是怎樣的人
[00:10:28.880 --> 00:10:32.320]  連風和海也聽從他了!」
[00:10:32.320 --> 00:10:36.440]  新英語翻譯:當祂上了船
[00:10:36.440 --> 00:10:39.200]  祂的徒弟們跟隨祂
[00:10:39.200 --> 00:10:43.240]  一陣巨大的暴風在海上發生
[00:10:43.240 --> 00:10:47.760]  令船上的浪漫開始
[00:10:47.760 --> 00:10:50.280]  祂卻睡著了
[00:10:50.280 --> 00:10:52.920]  於是他們來呼喚祂
[00:10:52.920 --> 00:10:56.760]  說:「主啊!救我們!我們喪命了!」
[00:10:56.760 --> 00:11:00.720]  祂對他們說:「你們這小信的人
[00:11:00.720 --> 00:11:03.640]  為甚麼膽怯呢?」
[00:11:03.640 --> 00:11:05.920]  於是祂起來
[00:11:05.920 --> 00:11:09.800]  斥責風和海
[00:11:09.800 --> 00:11:13.200]  風和海就大大地平靜了
