
[00:00:00.000 --> 00:00:02.000]  各位聖誕平安
[00:00:02.000 --> 00:00:04.000]  今時今日講這句說話
[00:00:04.000 --> 00:00:06.000]  可能會有很不同的意思
[00:00:06.000 --> 00:00:08.000]  或者今年2020年聖誕節
[00:00:08.000 --> 00:00:10.000]  正是提醒我們
[00:00:10.000 --> 00:00:12.000]  以往一直這麼多年
[00:00:12.000 --> 00:00:14.000]  西方的世界文化
[00:00:14.000 --> 00:00:16.000]  已經將聖誕節
[00:00:16.000 --> 00:00:18.000]  無限地浪漫化
[00:00:18.000 --> 00:00:20.000]  我們一想起聖誕節
[00:00:20.000 --> 00:00:22.000]  便想起火樹銀花
[00:00:22.000 --> 00:00:24.000]  每個人都會很開心
[00:00:24.000 --> 00:00:26.000]  聖誕是否真的如此?
[00:00:26.000 --> 00:00:28.000]  今時今日
[00:00:28.000 --> 00:00:30.000]  疫情仍然橫掃全球的時候
[00:00:30.000 --> 00:00:32.000]  我們想起聖誕
[00:00:32.000 --> 00:00:34.000]  就非常不一樣
[00:00:34.000 --> 00:00:36.000]  或者這個可以提醒我們
[00:00:36.000 --> 00:00:38.000]  本身第一次聖誕
[00:00:38.000 --> 00:00:40.000]  應該的處境是怎樣的?
[00:00:40.000 --> 00:00:42.000]  路加福音第二章這樣說
[00:00:42.000 --> 00:00:44.000]  在百里行之野地裡
[00:00:44.000 --> 00:00:46.000]  有牧羊的人
[00:00:46.000 --> 00:00:48.000]  夜間按照更次
[00:00:48.000 --> 00:00:50.000]  看守羊群
[00:00:50.000 --> 00:00:52.000]  有主的使者站在他們旁邊
[00:00:52.000 --> 00:00:54.000]  主的榮光四面照著他們
[00:00:54.000 --> 00:00:56.000]  牧羊的人就甚懼怕
[00:00:56.000 --> 00:00:58.000]  那些使對他們說
[00:00:58.000 --> 00:01:00.000]  不要懼怕
[00:01:00.000 --> 00:01:02.000]  我給你們大喜的訊息
[00:01:02.000 --> 00:01:04.000]  是關乎萬民的
[00:01:04.000 --> 00:01:06.000]  因為今日在大衛的城裡
[00:01:06.000 --> 00:01:08.000]  為你們生了救主
[00:01:08.000 --> 00:01:10.000]  就是主基督
[00:01:10.000 --> 00:01:12.000]  你們要看見一個鷹鞋
[00:01:12.000 --> 00:01:14.000]  包著布臥在馬槽裡
[00:01:14.000 --> 00:01:16.000]  那就是記號了
[00:01:16.000 --> 00:01:18.000]  忽然有一大隊天兵和天使
[00:01:18.000 --> 00:01:20.000]  讚美上帝說
[00:01:20.000 --> 00:01:22.000]  在至高之處榮耀歸於神
[00:01:22.000 --> 00:01:24.000]  在地上平安歸於他所喜悅的人
[00:01:24.000 --> 00:01:26.000]  眾天使離開他們
[00:01:26.000 --> 00:01:28.000]  升天去了
[00:01:28.000 --> 00:01:30.000]  牧羊的人彼此說
[00:01:30.000 --> 00:01:32.000]  我們往百里行去
[00:01:32.000 --> 00:01:34.000]  看看所成的事
[00:01:34.000 --> 00:01:36.000]  就是主所指示我們的
[00:01:36.000 --> 00:01:38.000]  他們急忙去了
[00:01:38.000 --> 00:01:40.000]  就尋見瑪利亞和約室
[00:01:40.000 --> 00:01:42.000]  又有那鷹鞋臥在馬槽裡
[00:01:42.000 --> 00:01:44.000]  既然看見
[00:01:44.000 --> 00:01:46.000]  就向天使論這孩子的話傳開了
[00:01:46.000 --> 00:01:48.000]  凡聽見的
[00:01:48.000 --> 00:01:50.000]  就我以牧羊之人對他們所說的話
[00:01:50.000 --> 00:01:52.000]  瑪利亞卻把這一切事
[00:01:52.000 --> 00:01:54.000]  傳在心裡反覆思想
[00:01:54.000 --> 00:01:56.000]  牧羊人回去了
[00:01:56.000 --> 00:01:58.000]  因所看見的一切事
[00:01:58.000 --> 00:02:00.000]  正如天使
[00:02:00.000 --> 00:02:02.000]  向他們所說的
[00:02:02.000 --> 00:02:04.000]  就歸榮耀於上帝
[00:02:04.000 --> 00:02:06.000]  讚美他
[00:02:06.000 --> 00:02:08.000]  說起聖誕節
[00:02:08.000 --> 00:02:10.000]  不少教會和基督徒會在聖誕節
[00:02:10.000 --> 00:02:12.000]  有崇拜有特別的慶典
[00:02:12.000 --> 00:02:14.000]  這個當然不代表
[00:02:14.000 --> 00:02:16.000]  我們說十二二十五號西曆
[00:02:16.000 --> 00:02:18.000]  就是耶穌出生那一天
[00:02:18.000 --> 00:02:20.000]  我們不會搞錯的
[00:02:20.000 --> 00:02:22.000]  初期的教會
[00:02:22.000 --> 00:02:24.000]  只有公元後四世紀
[00:02:24.000 --> 00:02:26.000]  開始才有
[00:02:26.000 --> 00:02:28.000]  聖誕節慶祝的傳統
[00:02:28.000 --> 00:02:30.000]  由第一世紀開始
[00:02:30.000 --> 00:02:32.000]  初期幾百年
[00:02:32.000 --> 00:02:34.000]  基督最重要的事件
[00:02:34.000 --> 00:02:36.000]  教會所紀念的
[00:02:36.000 --> 00:02:38.000]  全部都是集中在
[00:02:38.000 --> 00:02:40.000]  耶穌的死和復活裡面
[00:02:40.000 --> 00:02:42.000]  但我們會問
[00:02:42.000 --> 00:02:44.000]  耶穌誕生那麼大件事
[00:02:44.000 --> 00:02:46.000]  福音書的記載
[00:02:46.000 --> 00:02:48.000]  有什麼交代呢?
[00:02:48.000 --> 00:02:50.000]  特別說到耶穌出生的時間
[00:02:50.000 --> 00:02:52.000]  到底第一個的聖誕節
[00:02:52.000 --> 00:02:54.000]  到底是什麼時間呢?
[00:02:54.000 --> 00:02:56.000]  如果不是十二月二十五號
[00:02:56.000 --> 00:02:58.000]  應該是什麼時候呢?
[00:02:58.000 --> 00:03:00.000]  很多人自然會指出
[00:03:00.000 --> 00:03:02.000]  在路加福音第二章第八節
[00:03:02.000 --> 00:03:04.000]  那裡說
[00:03:04.000 --> 00:03:06.000]  伯利恆的野地
[00:03:06.000 --> 00:03:08.000]  有牧羊的人
[00:03:08.000 --> 00:03:10.000]  夜裡按照庚次看守羊群
[00:03:10.000 --> 00:03:12.000]  他們就會指著這段經文說
[00:03:12.000 --> 00:03:14.000]  不可能是冬天的
[00:03:14.000 --> 00:03:16.000]  到底是不是呢?
[00:03:16.000 --> 00:03:18.000]  可能我們要看看地理和氣候
[00:03:18.000 --> 00:03:20.000]  在伯利恆的野地
[00:03:20.000 --> 00:03:22.000]  有牧羊的人按照庚次看守羊群
[00:03:22.000 --> 00:03:24.000]  其實一年四季
[00:03:24.000 --> 00:03:26.000]  都能夠這樣做
[00:03:26.000 --> 00:03:28.000]  就算在雨季
[00:03:28.000 --> 00:03:30.000]  在冬天的時候
[00:03:30.000 --> 00:03:32.000]  為什麼呢?
[00:03:32.000 --> 00:03:34.000]  我們只需要明白一點
[00:03:34.000 --> 00:03:36.000]  以色列巴勒斯坦地的地理和氣候
[00:03:36.000 --> 00:03:38.000]  就會知道
[00:03:38.000 --> 00:03:40.000]  這個又長又窄的以色列地
[00:03:40.000 --> 00:03:42.000]  由地中海的海皮
[00:03:42.000 --> 00:03:44.000]  沿海平原這個地方
[00:03:44.000 --> 00:03:46.000]  向東走的時候
[00:03:46.000 --> 00:03:48.000]  你會發現地勢會越來越高
[00:03:48.000 --> 00:03:50.000]  直至去到最高的地方
[00:03:50.000 --> 00:03:52.000]  就是一個中央山脈
[00:03:52.000 --> 00:03:54.000]  上面有什麼城鎮呢?
[00:03:54.000 --> 00:03:56.000]  就是耶路撒冷和伯利恆
[00:03:56.000 --> 00:03:58.000]  伯利恆
[00:03:58.000 --> 00:04:00.000]  就是在中央山脊的
[00:04:00.000 --> 00:04:02.000]  分水嶺之上
[00:04:02.000 --> 00:04:04.000]  為什麼叫分水嶺呢?
[00:04:04.000 --> 00:04:06.000]  因為每逢雨季來到的時候
[00:04:06.000 --> 00:04:08.000]  冬天這些雨水
[00:04:08.000 --> 00:04:10.000]  就會落在分水嶺以西的
[00:04:10.000 --> 00:04:12.000]  土地上
[00:04:12.000 --> 00:04:14.000]  當我們過了這個分水嶺
[00:04:14.000 --> 00:04:16.000]  地勢就會一直下降
[00:04:16.000 --> 00:04:18.000]  會落到猶太曠野
[00:04:18.000 --> 00:04:20.000]  和下面
[00:04:20.000 --> 00:04:22.000]  死海的低谷
[00:04:22.000 --> 00:04:24.000]  所以在曠野
[00:04:24.000 --> 00:04:26.000]  在死海的下谷
[00:04:26.000 --> 00:04:28.000]  即使是冬天和雨季
[00:04:28.000 --> 00:04:30.000]  都會比較亂和乾旱
[00:04:30.000 --> 00:04:32.000]  今時今日巴勒斯坦地的
[00:04:32.000 --> 00:04:34.000]  牧羊人
[00:04:34.000 --> 00:04:36.000]  都會在冬天的時候
[00:04:36.000 --> 00:04:38.000]  可以出外牧羊
[00:04:38.000 --> 00:04:40.000]  你查一查天氣報告
[00:04:40.000 --> 00:04:42.000]  在這個聖誕的升旗
[00:04:42.000 --> 00:04:44.000]  氣溫是怎樣的呢?
[00:04:44.000 --> 00:04:46.000]  伯利恆最低氣溫
[00:04:46.000 --> 00:04:48.000]  是攝氏5至7度
[00:04:48.000 --> 00:04:50.000]  或是40至45度
[00:04:50.000 --> 00:04:52.000]  最高的氣溫是攝氏14至17度
[00:04:52.000 --> 00:04:54.000]  或是57至63度
[00:04:54.000 --> 00:04:56.000]  但當你過了
[00:04:56.000 --> 00:04:58.000]  這個分水嶺
[00:04:58.000 --> 00:05:00.000]  你落到死海的下谷
[00:05:00.000 --> 00:05:02.000]  這裡的氣溫這個星期
[00:05:02.000 --> 00:05:04.000]  最低的氣溫是攝氏13至15度
[00:05:04.000 --> 00:05:06.000]  或是53至57度
[00:05:06.000 --> 00:05:08.000]  但最高的氣溫
[00:05:08.000 --> 00:05:10.000]  是攝氏21至23度
[00:05:10.000 --> 00:05:12.000]  或是68至72度
[00:05:12.000 --> 00:05:14.000]  在整個星期裡
[00:05:14.000 --> 00:05:16.000]  都是天晴的
[00:05:16.000 --> 00:05:18.000]  只是星期三至四
[00:05:18.000 --> 00:05:20.000]  會有少許的驟雨
[00:05:20.000 --> 00:05:22.000]  如果你這樣看的時候
[00:05:22.000 --> 00:05:24.000]  其實溫度和氣候
[00:05:24.000 --> 00:05:26.000]  都是非常溫暖的
[00:05:26.000 --> 00:05:28.000]  對牧羊人甚至羊仔
[00:05:28.000 --> 00:05:30.000]  應該不會有很大問題
[00:05:38.000 --> 00:05:40.000]  所以我們不能單單說
[00:05:40.000 --> 00:05:42.000]  牧羊人在野地
[00:05:42.000 --> 00:05:44.000]  看守羊群就不可能在冬天
[00:05:44.000 --> 00:05:46.000]  但想清楚這句說話
[00:05:46.000 --> 00:05:48.000]  是和當地的地理
[00:05:48.000 --> 00:05:50.000]  農耕的運作
[00:05:50.000 --> 00:05:52.000]  很有關係
[00:05:52.000 --> 00:05:54.000]  因為巴勒斯坦地
[00:05:54.000 --> 00:05:56.000]  大麥小麥收割的時候
[00:05:56.000 --> 00:05:58.000]  大概是六月的時候結束
[00:05:58.000 --> 00:06:00.000]  收割結束之後
[00:06:00.000 --> 00:06:02.000]  當地的農民很多時候
