
[00:00:00.000 --> 00:00:02.000]  在聖誕的時節
[00:00:02.000 --> 00:00:06.480]  特別紀念或者特別慶祝
[00:00:06.480 --> 00:00:13.140]  耶穌降生帶來有人與上帝之間的和平平安
[00:00:13.140 --> 00:00:15.540]  同時又有新生命之後
[00:00:15.540 --> 00:00:18.060]  人與人在地上又平安
[00:00:18.060 --> 00:00:19.680]  我就問這個問題
[00:00:19.680 --> 00:00:21.360]  上帝啊上帝
[00:00:21.360 --> 00:00:22.860]  Over Over Over
[00:00:22.860 --> 00:00:26.760]  在香港今天
[00:00:26.760 --> 00:00:28.520]  平安在哪裡
[00:00:28.960 --> 00:00:30.360]  和平在哪裡
[00:00:30.360 --> 00:00:32.160]  那麼我就可以
[00:00:32.160 --> 00:00:34.000]  自己心裡面回答的
[00:00:34.000 --> 00:00:35.880]  有些神學的思想去回答的
[00:00:35.880 --> 00:00:37.840]  那麼環境惡劣而已
[00:00:37.840 --> 00:00:39.520]  不等於上帝不真實的
[00:00:39.520 --> 00:00:40.640]  上帝還沒做事而已
[00:00:40.640 --> 00:00:42.000]  那麼我也是用這個
[00:00:42.000 --> 00:00:43.200]  安慰自己
[00:00:43.200 --> 00:00:44.520]  也安慰大家
[00:00:44.520 --> 00:00:47.280]  在聖經裡面講的真理是
[00:00:47.280 --> 00:00:50.760]  單向性有權威地講了一個現實
[00:00:50.760 --> 00:00:53.360]  上帝是真實在掌管的
[00:00:53.360 --> 00:00:56.880]  不過上帝看著香港教會
[00:00:57.080 --> 00:00:59.440]  要更生改變的時候
[00:00:59.440 --> 00:01:05.720]  又看著香港社會人心要更生改變的時候
[00:01:05.720 --> 00:01:09.440]  上帝仍然容許有一些困難
[00:01:09.440 --> 00:01:13.560]  只要人可以有效地或者立志地
[00:01:13.560 --> 00:01:18.800]  歸向回遠求上帝去解決一些人沒辦法解決的問題
[00:01:18.800 --> 00:01:22.560]  就有如馬可福音記載的風浪
[00:01:22.560 --> 00:01:24.320]  耶穌來喝止風浪的時候
[00:01:24.320 --> 00:01:32.600]  當人是筋疲力竭地去舀水自救的時候
[00:01:32.600 --> 00:01:34.160]  還想著耶穌說
[00:01:34.160 --> 00:01:36.720]  耶穌你多雙手去舀水
[00:01:36.720 --> 00:01:38.640]  我們解釋過這段經文
[00:01:38.640 --> 00:01:40.720]  經文要求我們這樣理解
[00:01:40.720 --> 00:01:46.120]  但是耶穌就用出乎人意料之外的方法
[00:01:46.120 --> 00:01:47.600]  也是最有效
[00:01:47.600 --> 00:01:51.440]  最快捷就是喝止風浪
[00:01:51.440 --> 00:01:52.880]  風浪就停止了
[00:01:52.880 --> 00:01:55.120]  我仍然在看著上帝
[00:01:55.120 --> 00:01:59.400]  我也邀請大家特別在耶穌降生
[00:01:59.400 --> 00:02:01.360]  耶穌真的有降生
[00:02:01.360 --> 00:02:03.440]  耶穌真的救主
[00:02:03.440 --> 00:02:05.440]  耶穌真的升了天
[00:02:05.440 --> 00:02:07.320]  耶穌真的是主人
[00:02:07.320 --> 00:02:09.400]  今天仍然在掌管
[00:02:09.400 --> 00:02:10.640]  祂還要回來
[00:02:10.640 --> 00:02:12.760]  還有審判的
[00:02:12.760 --> 00:02:16.000]  不要以為今天所做的事
[00:02:16.000 --> 00:02:18.720]  所不做的事沒有審判
[00:02:18.720 --> 00:02:24.520]  這樣相信上帝昨日今日明日都是主宰
[00:02:24.520 --> 00:02:26.400]  所以有一個心情可以說
[00:02:26.400 --> 00:02:29.280]  我今天仍然可以為耶穌降生
[00:02:29.280 --> 00:02:34.840]  去慶祝、去歡欣、去有盼望
[00:02:34.840 --> 00:02:38.240]  雖然眼見的仍然是非常創傷
[00:02:38.240 --> 00:02:41.080]  非常擔心
[00:02:41.080 --> 00:02:44.680]  在聖誕節的時候
[00:02:44.680 --> 00:02:50.240]  我們常常出現的聖誕節是什麼呢?
[00:02:50.240 --> 00:02:53.880]  我講一些聖誕老人
[00:02:53.880 --> 00:02:57.520]  你現在講時下的禮物
[00:02:57.520 --> 00:02:58.920]  還有呢?
[00:02:58.920 --> 00:03:02.720]  聖誕鐘聲、聖誕歌
[00:03:02.720 --> 00:03:03.560]  還有呢?
[00:03:03.560 --> 00:03:06.760]  經常都說天使
[00:03:06.760 --> 00:03:09.000]  所以今天就講天使這件事
[00:03:09.000 --> 00:03:11.640]  天使在港獨裡面
[00:03:11.640 --> 00:03:13.720]  通常古今中外都少講的
[00:03:13.720 --> 00:03:15.320]  因為聖經也是少講
[00:03:15.320 --> 00:03:20.520]  但是聖經是有講一些關於天使的真實
[00:03:20.520 --> 00:03:21.120]  所以我說
[00:03:21.120 --> 00:03:22.800]  不如今天是聖誕節
[00:03:22.800 --> 00:03:24.400]  適逢聖誕
[00:03:24.400 --> 00:03:25.840]  就是聖誕時節
[00:03:25.840 --> 00:03:27.240]  12月1日到12月2日
[00:03:27.240 --> 00:03:31.000]  我就講一下天使的真實性
[00:03:31.000 --> 00:03:33.240]  然後如果天使是真的
[00:03:33.240 --> 00:03:37.520]  又對我們有什麼影響呢?
[00:03:37.520 --> 00:03:38.640]  就是這樣子
[00:03:38.640 --> 00:03:39.680]  那麼我先講一下
[00:03:39.680 --> 00:03:41.520]  剛才讀了一段經文
[00:03:43.920 --> 00:03:48.360]  第一件事在聖經裡面給了一個單向性的宣告
[00:03:48.360 --> 00:03:49.520]  講一個真實
[00:03:49.520 --> 00:03:51.520]  天使是真實存在的
[00:03:51.520 --> 00:03:57.840]  天使是一個上帝造的物體
[00:03:57.840 --> 00:03:59.200]  或者有生命性的
[00:03:59.200 --> 00:04:00.480]  有一個過體
[00:04:00.480 --> 00:04:03.240]  是一個靈體
[00:04:03.240 --> 00:04:05.640]  沒有身體
[00:04:05.640 --> 00:04:07.920]  那是真的嗎?
[00:04:07.920 --> 00:04:10.200]  見都見不到
[00:04:10.200 --> 00:04:12.160]  那我就跟著問
[00:04:13.080 --> 00:04:14.240]  見到是真的嗎?
[00:04:14.240 --> 00:04:16.480]  見到很多東西都是假的
[00:04:16.480 --> 00:04:18.760]  見到是真的
[00:04:18.760 --> 00:04:20.480]  你也沒辦法證明是真的
[00:04:20.480 --> 00:04:26.920]  我跟一些很驕傲的年輕人聊天
[00:04:26.920 --> 00:04:28.760]  不多不少都見到很驕傲的
[00:04:28.760 --> 00:04:32.040]  可能神也是因為他說我驕傲
[00:04:32.040 --> 00:04:34.160]  所以經常有這些很驕傲的人
[00:04:34.160 --> 00:04:36.840]  經常都說
[00:04:36.840 --> 00:04:39.160]  耶穌不是真的,沒有見到
[00:04:39.160 --> 00:04:41.360]  雖然是假的,沒有見到的東西
[00:04:41.360 --> 00:04:42.640]  我見到是真的嗎?
[00:04:43.880 --> 00:04:47.400]  我問你怎麼知道你爸爸媽媽真的是你爸爸媽媽?
[00:04:47.400 --> 00:04:49.440]  我就知道
[00:04:49.440 --> 00:04:50.560]  憑什麼知道?
[00:04:50.560 --> 00:04:52.200]  你想清楚
[00:04:52.200 --> 00:04:53.880]  你怎麼知道你有爸爸媽媽?
[00:04:53.880 --> 00:04:56.920]  我就不會否認我有爸爸
[00:04:56.920 --> 00:04:59.320]  我爸爸是我爸爸,我媽媽是我媽媽
[00:04:59.320 --> 00:05:02.120]  但我不會驕傲到這裡
[00:05:02.120 --> 00:05:04.400]  望我能夠證明她是我爸爸我媽媽
[00:05:04.400 --> 00:05:06.200]  憑什麼說?
[00:05:06.200 --> 00:05:07.640]  從小騙你行不行?
[00:05:07.640 --> 00:05:10.360]  不是,我的樣子很像她
[00:05:10.360 --> 00:05:11.560]  很像她就是嗎?
[00:05:13.800 --> 00:05:15.920]  你好像個大賊,你能拘捕嗎?
[00:05:15.920 --> 00:05:20.960]  我有基因測試
[00:05:20.960 --> 00:05:23.920]  基因測試就是了
[00:05:23.920 --> 00:05:25.760]  我這麼說
[00:05:25.760 --> 00:05:28.200]  基因測試,如果測試到正面,多數都是
[00:05:28.200 --> 00:05:30.480]  多數而已,憑什麼說是?
[00:05:30.480 --> 00:05:33.280]  鄉親父老都說我是
[00:05:33.280 --> 00:05:34.840]  鄉親父老說是就是了
[00:05:34.840 --> 00:05:36.640]  我鄉下點燈的
[00:05:36.640 --> 00:05:41.200]  出生點燈,然後寫有哪個父母
[00:05:41.200 --> 00:05:42.160]  那就是了
[00:05:43.120 --> 00:05:45.080]  可能是你撿回來的
[00:05:45.080 --> 00:05:48.440]  當然我不相信我是撿回來的
[00:05:48.440 --> 00:05:51.160]  你是石頭包而已
[00:05:51.160 --> 00:05:53.160]  然後又撿回來而已
[00:05:53.160 --> 00:05:57.480]  我在國內做宣教有一個
[00:05:57.480 --> 00:05:59.720]  很有心的年輕人
[00:05:59.720 --> 00:06:02.600]  看到街邊真的撿了一個嬰兒
[00:06:02.600 --> 00:06:06.680]  在武漢附近
[00:06:06.680 --> 00:06:08.960]  撿回來的這個年輕人
[00:06:08.960 --> 00:06:11.640]  養了三個月
[00:06:11.640 --> 00:06:14.680]  當然也困難了,他自己生活各方面
[00:06:14.680 --> 00:06:18.720]  也在國內你沒有戶口,非常困難
[00:06:18.720 --> 00:06:20.000]  養不順
[00:06:20.000 --> 00:06:22.280]  養不順又如何?
[00:06:22.280 --> 00:06:25.120]  媽媽,當然是找自己的媽媽
[00:06:25.120 --> 00:06:27.720]  媽媽我養不順,交給媽媽養
[00:06:27.720 --> 00:06:30.600]  現在二十多三十歲
[00:06:30.600 --> 00:06:33.360]  我還有跟這個年輕人交往
[00:06:33.360 --> 00:06:35.760]  但是很清楚知道
[00:06:35.760 --> 00:06:40.560]  這個雖然對他怎麼好的媽媽
[00:06:41.280 --> 00:06:43.200]  是撿回來的,很清楚知道的
[00:06:43.200 --> 00:06:48.320]  你呢,你也不能證明你不是撿回來的
[00:06:48.320 --> 00:06:50.640]  是父母一直告訴你
[00:06:50.640 --> 00:06:56.600]  你憑信心,憑證據相信你的真實
[00:06:56.600 --> 00:06:57.640]  就是這樣
[00:06:57.640 --> 00:06:59.360]  所以我說不要太驕傲
[00:06:59.360 --> 00:07:01.760]  見到就真,不見到就不真
[00:07:01.760 --> 00:07:04.280]  見到就真,你憑什麼說?
[00:07:04.280 --> 00:07:08.520]  變成有一點自大,我們不要太自大
[00:07:08.520 --> 00:07:12.080]  但是我就介紹在這個有證據底下
[00:07:12.080 --> 00:07:14.040]  以及有這個聖經的教導底下
[00:07:14.040 --> 00:07:15.720]  他說有一樣東西是真實的
[00:07:15.720 --> 00:07:17.240]  真有天使
[00:07:17.240 --> 00:07:19.920]  我馬上就會解釋天使是什麼的了
[00:07:19.920 --> 00:07:22.040]  天使是上帝所創造的
[00:07:22.040 --> 00:07:24.160]  是沒有身體的靈體
[00:07:24.160 --> 00:07:26.720]  又比人厲害的那麼多,又智慧的那麼多的
[00:07:26.720 --> 00:07:29.000]  不受時間空間所
[00:07:29.000 --> 00:07:32.680]  好像我們有軀殼的限制
[00:07:32.680 --> 00:07:34.600]  他絕對有限制
[00:07:34.600 --> 00:07:36.520]  不是全能的
[00:07:36.520 --> 00:07:38.320]  不過是真實的
[00:07:38.320 --> 00:07:39.960]  先講了這一點
[00:07:39.960 --> 00:07:41.320]  第二點
[00:07:41.320 --> 00:07:44.040]  他的存在目的是上帝的工人
[00:07:44.040 --> 00:07:48.200]  他其中一個最重要的角色
[00:07:48.200 --> 00:07:50.160]  上帝創造出來
[00:07:50.160 --> 00:07:51.000]  在聖經說
[00:07:51.000 --> 00:07:53.000]  有很多其他的聖經沒有說的
[00:07:53.000 --> 00:07:54.000]  但是說了出來
[00:07:54.000 --> 00:07:57.360]  是上帝的僕人
[00:07:57.360 --> 00:07:58.600]  差事
[00:07:58.600 --> 00:08:02.080]  這個angel
[00:08:02.080 --> 00:08:04.000]  angel這個字
[00:08:04.000 --> 00:08:05.720]  就是
[00:08:06.640 --> 00:08:09.160]  大訊息者
[00:08:09.160 --> 00:08:11.040]  angel的意思
[00:08:11.040 --> 00:08:15.920]  在啟示錄剛剛讀過的話
[00:08:15.920 --> 00:08:18.520]  周圍有很多的靈體
[00:08:18.520 --> 00:08:22.320]  在上帝的寶座上
[00:08:22.320 --> 00:08:24.360]  包括天使、長老周圍
[00:08:24.360 --> 00:08:26.280]  千千萬萬
[00:08:26.280 --> 00:08:27.480]  這是中文譯本
[00:08:27.480 --> 00:08:28.840]  我相信意思就是
[00:08:28.840 --> 00:08:30.920]  無數這麼多
[00:08:30.920 --> 00:08:33.400]  數之不盡
[00:08:33.400 --> 00:08:35.440]  然後就說
[00:08:35.440 --> 00:08:36.880]  大聲的說
