
[00:00:00.000 --> 00:00:02.000]  如果講起戴口罩呢
[00:00:02.000 --> 00:00:04.000]  大家有沒有發現
[00:00:04.000 --> 00:00:06.000]  越來越戴口罩越來越覺得辛苦了
[00:00:06.000 --> 00:00:08.000]  開始
[00:00:08.000 --> 00:00:10.000]  特別是夏天
[00:00:10.000 --> 00:00:12.000]  就算今天下樓
[00:00:12.000 --> 00:00:14.000]  其實我下樓都很陽光充沛
[00:00:14.000 --> 00:00:16.000]  站在巴士站裏面
[00:00:16.000 --> 00:00:18.000]  應該五分鐘左右
[00:00:18.000 --> 00:00:20.000]  其實都已經覺得很熱
[00:00:20.000 --> 00:00:22.000]  是不是
[00:00:22.000 --> 00:00:24.000]  開始越來越覺得難
[00:00:24.000 --> 00:00:26.000]  另一種令我們覺得難的就是
[00:00:26.000 --> 00:00:28.000]  好像疫情都
[00:00:28.000 --> 00:00:30.000]  都緩和了
[00:00:30.000 --> 00:00:32.000]  加上今天都沒有
[00:00:32.000 --> 00:00:34.000]  本地個案
[00:00:34.000 --> 00:00:36.000]  二十一日沒有感染
[00:00:36.000 --> 00:00:38.000]  所以有些放鬆
[00:00:38.000 --> 00:00:40.000]  是不是
[00:00:40.000 --> 00:00:42.000]  真是不想戴了
[00:00:42.000 --> 00:00:44.000]  有些心理上的感覺
[00:00:44.000 --> 00:00:46.000]  有些真是
[00:00:46.000 --> 00:00:48.000]  剛才我講的戴著口罩
[00:00:48.000 --> 00:00:50.000]  人際關係好像縮短距離
[00:00:50.000 --> 00:00:52.000]  不是,好像遠了一個距離
[00:00:52.000 --> 00:00:54.000]  對我來講又不是很想
[00:00:54.000 --> 00:00:56.000]  所以漸漸真是很想
[00:00:56.000 --> 00:00:58.000]  脫下口罩
[00:00:58.000 --> 00:01:00.000]  不知道大家
[00:01:00.000 --> 00:01:02.000]  覺不覺得是這樣
[00:01:02.000 --> 00:01:04.000]  但疫情就不行了
[00:01:04.000 --> 00:01:06.000]  令我們怎樣都要戴著口罩
[00:01:06.000 --> 00:01:08.000]  我們有沒有想過
[00:01:08.000 --> 00:01:10.000]  在我們的信仰生活裏面
[00:01:10.000 --> 00:01:12.000]  其實有很多
[00:01:12.000 --> 00:01:14.000]  面罩我們是戴著的
[00:01:14.000 --> 00:01:16.000]  我今天講面罩不是講口罩
[00:01:16.000 --> 00:01:18.000]  是面罩是戴著的
[00:01:18.000 --> 00:01:20.000]  以致我們
[00:01:20.000 --> 00:01:22.000]  越戴會越不舒服
[00:01:22.000 --> 00:01:24.000]  如果面罩
[00:01:24.000 --> 00:01:26.000]  能夠清理
[00:01:26.000 --> 00:01:28.000]  清除
[00:01:28.000 --> 00:01:30.000]  其實整個人整個信仰的生活
[00:01:30.000 --> 00:01:32.000]  都是很不同很自由的
[00:01:32.000 --> 00:01:34.000]  今天我的講題是
[00:01:34.000 --> 00:01:36.000]  可以打出來
[00:01:36.000 --> 00:01:38.000]  是時候
[00:01:38.000 --> 00:01:40.000]  脫下面罩了
[00:01:40.000 --> 00:01:42.000]  我講的強調是面罩
[00:01:42.000 --> 00:01:44.000]  我講完之後
[00:01:44.000 --> 00:01:46.000]  大家不要脫掉口罩
[00:01:46.000 --> 00:01:48.000]  不要賴我,我講的是面罩
[00:01:48.000 --> 00:01:50.000]  OK
[00:01:50.000 --> 00:01:52.000]  我們先一起來讀一段
[00:01:52.000 --> 00:01:54.000]  聖經
[00:01:54.000 --> 00:01:58.000]  我找不到
[00:01:58.000 --> 00:02:00.000]  沒有脫掉
[00:02:00.000 --> 00:02:02.000]  所以我強調
[00:02:02.000 --> 00:02:04.000]  我講的是面罩
[00:02:04.000 --> 00:02:06.000]  講完之後大家不要脫掉
[00:02:06.000 --> 00:02:08.000]  你的口罩
[00:02:08.000 --> 00:02:10.000]  不行的,OK,再講一次
[00:02:10.000 --> 00:02:12.000]  好,我們一起讀一段聖經
[00:02:12.000 --> 00:02:14.000]  哥林多後書
[00:02:14.000 --> 00:02:16.000]  三章
[00:02:16.000 --> 00:02:18.000]  十二到十八節
[00:02:18.000 --> 00:02:20.000]  這裡講到有個面罩
[00:02:20.000 --> 00:02:22.000]  我們一起讀,預備請
[00:02:22.000 --> 00:02:24.000]  我們既有
[00:02:24.000 --> 00:02:26.000]  這樣的盼望
[00:02:26.000 --> 00:02:28.000]  就大膽講說
[00:02:28.000 --> 00:02:30.000]  不像摩西將
[00:02:30.000 --> 00:02:32.000]  柏子蒙在臉上
[00:02:32.000 --> 00:02:34.000]  叫以色列人
[00:02:34.000 --> 00:02:36.000]  不能定睛看到那
[00:02:36.000 --> 00:02:38.000]  彰匪者的結局
[00:02:38.000 --> 00:02:40.000]  但他們的心地
[00:02:40.000 --> 00:02:42.000]  剛硬直到
[00:02:42.000 --> 00:02:44.000]  今日中毒救藥的時候
[00:02:44.000 --> 00:02:46.000]  這柏子
[00:02:46.000 --> 00:02:48.000]  還沒有揭去
[00:02:48.000 --> 00:02:50.000]  這柏子在基督裡
[00:02:50.000 --> 00:02:52.000]  已經廢去了
[00:02:52.000 --> 00:02:54.000]  但然而
[00:02:54.000 --> 00:02:56.000]  直到今日
[00:02:56.000 --> 00:02:58.000]  每逢中毒摩西輸的時候
[00:02:58.000 --> 00:03:00.000]  柏子
[00:03:00.000 --> 00:03:02.000]  還在他們心上
[00:03:02.000 --> 00:03:04.000]  但他們的心
[00:03:04.000 --> 00:03:06.000]  幾時歸向主
[00:03:06.000 --> 00:03:08.000]  柏子就幾時
[00:03:08.000 --> 00:03:10.000]  除去了
[00:03:10.000 --> 00:03:12.000]  主就是那靈
[00:03:12.000 --> 00:03:14.000]  主的靈在那裡
[00:03:14.000 --> 00:03:16.000]  那裡就得以自由
[00:03:16.000 --> 00:03:18.000]  我們眾人
[00:03:18.000 --> 00:03:20.000]  既然躺著念
[00:03:20.000 --> 00:03:22.000]  得以看見主的榮光
[00:03:22.000 --> 00:03:24.000]  好像從鏡子裡
[00:03:24.000 --> 00:03:26.000]  反照
[00:03:26.000 --> 00:03:28.000]  就變成主的形狀
[00:03:28.000 --> 00:03:30.000]  榮上加榮
[00:03:30.000 --> 00:03:32.000]  如同從主的靈
[00:03:32.000 --> 00:03:34.000]  變成的
[00:03:34.000 --> 00:03:36.000]  這段聖經都不容易解
[00:03:36.000 --> 00:03:38.000]  有些典故
[00:03:38.000 --> 00:03:40.000]  第一樣我想講
[00:03:40.000 --> 00:03:42.000]  我們其實仍然
[00:03:42.000 --> 00:03:44.000]  戴著面罩
[00:03:44.000 --> 00:03:46.000]  這裡提到
[00:03:46.000 --> 00:03:48.000]  摩西戴著
[00:03:48.000 --> 00:03:50.000]  其實他叫柏子
[00:03:50.000 --> 00:03:52.000]  我改一改用現在的術語
[00:03:52.000 --> 00:03:54.000]  叫面罩
[00:03:54.000 --> 00:03:56.000]  是一塊布遮住自己的臉
[00:03:56.000 --> 00:03:58.000]  即是面罩
[00:03:58.000 --> 00:04:00.000]  這裡提到
[00:04:00.000 --> 00:04:02.000]  摩西用柏子蒙上面
[00:04:02.000 --> 00:04:04.000]  有個典故
[00:04:04.000 --> 00:04:06.000]  在舊約
[00:04:06.000 --> 00:04:08.000]  摩西就
[00:04:08.000 --> 00:04:10.000]  上了西奈山
[00:04:10.000 --> 00:04:12.000]  四十晝夜
[00:04:12.000 --> 00:04:14.000]  去和神討論
[00:04:14.000 --> 00:04:18.000]  最後
[00:04:18.000 --> 00:04:20.000]  神給了他一個十誡
[00:04:20.000 --> 00:04:22.000]  十誡就寫在
[00:04:22.000 --> 00:04:24.000]  兩塊石板上
[00:04:24.000 --> 00:04:26.000]  摩西
[00:04:26.000 --> 00:04:28.000]  捧著兩塊石板下山
[00:04:28.000 --> 00:04:30.000]  下山的時候
[00:04:30.000 --> 00:04:32.000]  百姓看見摩西
[00:04:32.000 --> 00:04:34.000]  嘩!臉是怎樣的?
[00:04:34.000 --> 00:04:36.000]  發光的
[00:04:36.000 --> 00:04:38.000]  因為接觸神很榮耀
[00:04:38.000 --> 00:04:40.000]  反照神的榮耀
[00:04:40.000 --> 00:04:42.000]  聖經形容
[00:04:42.000 --> 00:04:44.000]  百姓很害怕
[00:04:44.000 --> 00:04:46.000]  心裡很害怕
[00:04:46.000 --> 00:04:48.000]  不敢靠近摩西
[00:04:48.000 --> 00:04:50.000]  所以摩西和他們說話的時候
[00:04:50.000 --> 00:04:52.000]  特別頒佈律法的時候
[00:04:52.000 --> 00:04:54.000]  戴著一個面罩
[00:04:54.000 --> 00:04:56.000]  而當摩西回到帳幕
[00:04:56.000 --> 00:04:58.000]  和神討論的時候
[00:04:58.000 --> 00:05:00.000]  他就會把面罩脫下
[00:05:00.000 --> 00:05:02.000]  把柏子脫下
[00:05:02.000 --> 00:05:04.000]  和神討論
[00:05:04.000 --> 00:05:06.000]  這是聖經的一個故事
[00:05:06.000 --> 00:05:08.000]  或典故
[00:05:08.000 --> 00:05:10.000]  保羅在
[00:05:10.000 --> 00:05:12.000]  十二節提到
[00:05:12.000 --> 00:05:14.000]  不像不像
[00:05:14.000 --> 00:05:16.000]  摩西將柏子
[00:05:16.000 --> 00:05:18.000]  蒙在臉上
[00:05:18.000 --> 00:05:20.000]  他提到
[00:05:20.000 --> 00:05:22.000]  我們既有這樣的盼望
[00:05:22.000 --> 00:05:24.000]  就大膽講說
[00:05:24.000 --> 00:05:26.000]  就不像摩西那樣
[00:05:26.000 --> 00:05:28.000]  盼望和大膽講說
[00:05:28.000 --> 00:05:30.000]  我一會兒再說
[00:05:30.000 --> 00:05:32.000]  這裡他在說什麼?
[00:05:32.000 --> 00:05:34.000]  不像摩西將柏子蒙在臉上
[00:05:34.000 --> 00:05:36.000]  就叫以色列人
[00:05:36.000 --> 00:05:38.000]  能夠定睛看到
[00:05:38.000 --> 00:05:40.000]  那個彰匪者的結局
[00:05:40.000 --> 00:05:42.000]  這裡有點難解
[00:05:42.000 --> 00:05:46.000]  什麼叫彰匪者的結局呢?
[00:05:46.000 --> 00:05:49.000]  有幾個解法的
[00:05:49.000 --> 00:05:52.000]  有人說這個彰匪者
[00:05:52.000 --> 00:05:55.000]  是指摩西臉上的榮光
[00:05:55.000 --> 00:05:57.000]  有些就說是
[00:05:57.000 --> 00:05:59.000]  摩西臉上的面罩
[00:05:59.000 --> 00:06:01.000]  有些就說摩西
[00:06:01.000 --> 00:06:03.000]  這個彰匪者
[00:06:03.000 --> 00:06:08.000]  是在說將會被取代的意思
[00:06:08.000 --> 00:06:10.000]  而結局的意思
[00:06:10.000 --> 00:06:12.000]  就是講到一個目的
[00:06:12.000 --> 00:06:15.000]  這個彰匪者的目的是什麼呢?
[00:06:15.000 --> 00:06:17.000]  我自己在看的時候
[00:06:17.000 --> 00:06:19.000]  就採納了一個說法
[00:06:19.000 --> 00:06:21.000]  覺得這樣比較合理
[00:06:21.000 --> 00:06:23.000]  很多人都是這樣的
[00:06:23.000 --> 00:06:25.000]  這個彰匪者
[00:06:25.000 --> 00:06:29.000]  是解釋成為一個將被取代
[00:06:29.000 --> 00:06:31.000]  被取代者
[00:06:31.000 --> 00:06:33.000]  其實保羅在說什麼呢?
[00:06:33.000 --> 00:06:36.000]  是一種象徵性的說法
[00:06:36.000 --> 00:06:39.000]  是在說摩西臉上的榮光
[00:06:39.000 --> 00:06:43.000]  是象徵一個舊約的時代
[00:06:43.000 --> 00:06:47.000]  而這個榮光是會慢慢消失的
[00:06:47.000 --> 00:06:50.000]  而拍子蒙著臉
[00:06:50.000 --> 00:06:53.000]  這裡提到以色列人看不到
[00:06:53.000 --> 00:06:58.000]  這個舊約最終會被取代的目的
[00:06:58.000 --> 00:07:01.000]  這個解釋是一個我接納的解釋
[00:07:01.000 --> 00:07:02.000]  想問一下你
[00:07:02.000 --> 00:07:05.000]  有其他解釋大家有機會可以看看書
[00:07:05.000 --> 00:07:08.000]  這樣解釋的時候
[00:07:08.000 --> 00:07:10.000]  就是在說什麼呢?
[00:07:10.000 --> 00:07:13.000]  就是說摩西這塊的拍子
[00:07:13.000 --> 00:07:15.000]  是其實令到以色列人
[00:07:15.000 --> 00:07:17.000]  是看不到這個榮光
[00:07:17.000 --> 00:07:19.000]  就是說舊約的光芒
[00:07:19.000 --> 00:07:22.000]  是會漸漸失去這樣的意思
[00:07:22.000 --> 00:07:24.000]  這個目的是這樣的
[00:07:24.000 --> 00:07:27.000]  所以保羅直接這樣說的時候
[00:07:27.000 --> 00:07:29.000]  現在的以色列人
[00:07:29.000 --> 00:07:30.000]  到了今天
[00:07:30.000 --> 00:07:31.000]  就是保羅的時代
[00:07:31.000 --> 00:07:34.000]  是仍然在戴口罩
[00:07:34.000 --> 00:07:35.000]  面罩
[00:07:35.000 --> 00:07:38.000]  仍然在戴面罩
[00:07:38.000 --> 00:07:39.000]  為什麼呢?
[00:07:39.000 --> 00:07:41.000]  為什麼仍然在戴面罩呢?
[00:07:41.000 --> 00:07:42.000]  保羅就說什麼呢?
[00:07:42.000 --> 00:07:43.000]  十四節
[00:07:43.000 --> 00:07:47.000]  他們是心地剛硬
[00:07:47.000 --> 00:07:50.000]  就是心思意念很硬
[00:07:50.000 --> 00:07:51.000]  那是什麼意思呢?
[00:07:51.000 --> 00:07:52.000]  他們的心思意念
[00:07:52.000 --> 00:07:56.000]  仍然是守著舊約的規條
[00:07:56.000 --> 00:07:57.000]  仍然是守著
[00:07:57.000 --> 00:08:00.000]  要行律法才稱義
[00:08:00.000 --> 00:08:02.000]  仍然是守著
[00:08:02.000 --> 00:08:03.000]  彌賽亞會來
[00:08:03.000 --> 00:08:05.000]  不過他們是不會相信
[00:08:05.000 --> 00:08:07.000]  耶穌基督就是那個彌賽亞
[00:08:07.000 --> 00:08:09.000]  他們仍然是堅信這些
[00:08:09.000 --> 00:08:10.000]  堅信
