
[00:00:00.000 --> 00:00:01.280]  看節目好
[00:00:01.280 --> 00:00:03.700]  我們一起低頭禱告
[00:00:03.700 --> 00:00:07.340]  我們一起禱告
[00:00:07.340 --> 00:00:08.580]  天父我們多謝祢
[00:00:08.580 --> 00:00:11.160]  讓我們一起去看祢的話語
[00:00:11.160 --> 00:00:14.840]  今天是紀念主耶穌基督的復活
[00:00:14.840 --> 00:00:16.280]  讓我們一起學習
[00:00:16.280 --> 00:00:17.760]  主要是活著
[00:00:17.760 --> 00:00:21.460]  讓我們一起得著那個激勵
[00:00:21.460 --> 00:00:22.340]  那個盼望
[00:00:22.340 --> 00:00:23.360]  求主祢帶領
[00:00:23.360 --> 00:00:25.100]  祈禱奉主耶穌基督的名
[00:00:25.100 --> 00:00:25.920]  阿們
[00:00:25.920 --> 00:00:29.980]  我相信今天大家都面對很多困難
[00:00:29.980 --> 00:00:31.120]  疫症的時間
[00:00:31.120 --> 00:00:34.200]  我們暫時未能夠一起實體的見面
[00:00:34.200 --> 00:00:37.900]  下個星期我們可以有這個實體的聚會
[00:00:37.900 --> 00:00:39.680]  這個就是很感恩
[00:00:39.680 --> 00:00:41.100]  我想一下
[00:00:41.100 --> 00:00:43.440]  這個世局都很亂
[00:00:43.440 --> 00:00:45.320]  我們看到烏克蘭的情況
[00:00:45.320 --> 00:00:50.020]  在50年代有一位法國的作家叫卡某
[00:00:50.020 --> 00:00:54.160]  寫了一本書叫做《主疫》或者《瘟疫》
[00:00:54.160 --> 00:00:58.160]  這本書講到一個醫生
[00:00:58.160 --> 00:00:59.860]  主角是一個醫生
[00:00:59.860 --> 00:01:00.840]  這個人物
[00:01:00.840 --> 00:01:04.000]  然後他就看到這個
[00:01:04.000 --> 00:01:07.920]  當時在非洲的一個阿爾及利亞
[00:01:07.920 --> 00:01:08.980]  一個地方
[00:01:08.980 --> 00:01:10.880]  叫做奧蘭
[00:01:10.880 --> 00:01:12.820]  一個城市裡面
[00:01:12.820 --> 00:01:15.760]  慢慢慢慢爆發起瘟疫上來
[00:01:15.760 --> 00:01:19.960]  他就看到越來越嚴重了
[00:01:19.960 --> 00:01:27.400]  然後他很願意將他的力量去救人
[00:01:27.400 --> 00:01:31.720]  然後又看到當中有些人物跟他志同道合等等
[00:01:31.720 --> 00:01:34.400]  但是很可惜都有一些人去死亡
[00:01:34.400 --> 00:01:36.080]  也有一些
[00:01:36.080 --> 00:01:38.240]  很多的問題會發生
[00:01:38.240 --> 00:01:41.280]  瘟疫成為一個很大的威脅
[00:01:41.280 --> 00:01:44.920]  其實這個小說也提到
[00:01:44.920 --> 00:01:46.520]  其實人除了瘟疫
[00:01:46.520 --> 00:01:49.680]  其實有一些像瘟疫的東西侵蝕人的生命
[00:01:49.680 --> 00:01:51.080]  譬如一些人的
[00:01:51.080 --> 00:01:54.360]  他做的事情
[00:01:54.360 --> 00:01:57.800]  有可能是有意外 人會死亡
[00:01:57.800 --> 00:02:00.240]  還有一些人做了一些錯誤的事情
[00:02:00.240 --> 00:02:02.600]  讓其他人受傷害
[00:02:02.600 --> 00:02:03.760]  很多很多這些事情
[00:02:03.760 --> 00:02:06.080]  我們面對很多類似瘟疫的事情
[00:02:06.080 --> 00:02:09.800]  這個故事繼續的發展
[00:02:09.800 --> 00:02:12.320]  就是講到這場瘟疫越來越大
[00:02:12.320 --> 00:02:15.160]  而這個醫生
[00:02:15.160 --> 00:02:16.160]  主要的人物
[00:02:16.160 --> 00:02:17.440]  重要的人物
[00:02:17.440 --> 00:02:18.760]  太太一開始的時候
[00:02:18.760 --> 00:02:20.560]  這個小說就講到
[00:02:20.560 --> 00:02:22.000]  是他有一種病
[00:02:22.000 --> 00:02:23.560]  這個應該不是瘟疫
[00:02:23.560 --> 00:02:27.120]  就是去到一個護養院的地方
[00:02:27.120 --> 00:02:29.880]  到了這個小說結尾的時候
[00:02:29.880 --> 00:02:32.040]  太太也離開了
[00:02:32.040 --> 00:02:33.920]  很多的不幸會發生
[00:02:33.920 --> 00:02:36.320]  疫症慢慢的似乎平復了
[00:02:36.320 --> 00:02:39.200]  但是仍然帶來一些死亡
[00:02:39.200 --> 00:02:42.320]  甚至乎這個重要的人物
[00:02:42.320 --> 00:02:42.960]  這個醫生
[00:02:42.960 --> 00:02:45.720]  一些好朋友也去世了
[00:02:45.720 --> 00:02:47.120]  看到很多人的問題
[00:02:47.120 --> 00:02:48.560]  也有一個就是
[00:02:48.560 --> 00:02:51.440]  自己很錯亂地
[00:02:51.440 --> 00:02:55.600]  就開槍在自己的家裡
[00:02:55.600 --> 00:02:58.320]  去射殺一些老人等等
[00:02:58.320 --> 00:02:59.080]  然後被人抓了
[00:02:59.080 --> 00:03:02.520]  這些很多離奇怪誕的事情
[00:03:02.520 --> 00:03:03.720]  疫症可能是過去了
[00:03:03.720 --> 00:03:06.000]  但是結束的時候
[00:03:06.000 --> 00:03:07.120]  這位醫生自己說
[00:03:07.120 --> 00:03:09.800]  我相信也是卡某自己的意思
[00:03:09.800 --> 00:03:11.600]  之後這個疫症結束了
[00:03:11.600 --> 00:03:16.720]  其實這些鼠疫的幹菌
[00:03:16.720 --> 00:03:18.760]  其實是隱藏了
[00:03:18.760 --> 00:03:20.360]  可能過了很多年之後
[00:03:20.360 --> 00:03:21.520]  又再來回
[00:03:21.520 --> 00:03:24.280]  然後又再向一班很開心的
[00:03:24.280 --> 00:03:25.960]  一個城市的人
[00:03:25.960 --> 00:03:29.120]  再去有這個瘟疫發生
[00:03:29.120 --> 00:03:30.880]  人很想過平安
[00:03:30.880 --> 00:03:31.640]  安樂的日子
[00:03:31.640 --> 00:03:33.920]  但是似乎瘟疫
[00:03:33.920 --> 00:03:37.040]  很難完全地避免
[00:03:37.040 --> 00:03:39.480]  當然作者有很多的解決辦法
[00:03:39.480 --> 00:03:41.800]  這個荒謬的世界
[00:03:41.800 --> 00:03:44.320]  這個是很難令人觸摸的世界
[00:03:44.320 --> 00:03:46.960]  很多的悲劇不斷地發生
[00:03:46.960 --> 00:03:50.480]  當然它有它人的方法
[00:03:50.480 --> 00:03:51.880]  人的美善
[00:03:51.880 --> 00:03:54.160]  以致它要走出來的出路
[00:03:54.160 --> 00:03:56.560]  這個是卡某的想法
[00:03:56.560 --> 00:03:58.520]  但是我們的信徒又如何呢
[00:03:58.520 --> 00:04:02.520]  我們如何面對這些一個一個的艱難呢
[00:04:02.520 --> 00:04:04.560]  我們今天面對一些疫情
[00:04:04.560 --> 00:04:06.640]  甚至乎在第五波的當中
[00:04:06.640 --> 00:04:08.720]  我們很大的傷痛
[00:04:08.720 --> 00:04:13.000]  有八千多人的死亡數字
[00:04:13.000 --> 00:04:16.120]  很多的人可能是你和我認識的
[00:04:16.120 --> 00:04:17.720]  很多悲傷
[00:04:17.720 --> 00:04:21.520]  我們又看到可能戰火越來越嚴峻
[00:04:21.520 --> 00:04:23.040]  我們要禱告
[00:04:23.040 --> 00:04:24.840]  我們要祈禱
[00:04:24.840 --> 00:04:28.200]  但是我們的盼望在哪呢
[00:04:28.200 --> 00:04:30.160]  今天我們會看到
[00:04:30.160 --> 00:04:34.200]  其實今天是紀念耶穌基督的復活
[00:04:34.200 --> 00:04:37.800]  我相信給你和我有很多的啟迪
[00:04:37.800 --> 00:04:39.480]  帶來很多的盼望
[00:04:39.480 --> 00:04:43.200]  願意我們一起去學習這段經文
[00:04:43.200 --> 00:04:45.600]  原來復活了的主
[00:04:45.600 --> 00:04:49.160]  戰勝了人最害怕的死亡
[00:04:49.160 --> 00:04:51.960]  甚至乎我們人很多的問題
[00:04:51.960 --> 00:04:53.360]  是由罪而來
[00:04:53.360 --> 00:04:56.840]  而耶穌基督是將人和死
[00:04:56.840 --> 00:04:59.160]  這個罪的問題
[00:04:59.160 --> 00:05:00.720]  死的問題
[00:05:00.720 --> 00:05:02.680]  透過祂的復活
[00:05:02.680 --> 00:05:04.560]  開出一條出路
[00:05:04.560 --> 00:05:06.880]  這個就是我們的盼望
[00:05:06.880 --> 00:05:08.160]  或者我們看看這段經文
[00:05:08.160 --> 00:05:11.200]  在約翰福音第二十章裡面
[00:05:11.200 --> 00:05:15.760]  我們去看耶穌基督復活的顯現
[00:05:15.760 --> 00:05:17.240]  這段經文
[00:05:17.240 --> 00:05:22.280]  之前我們知道耶穌基督是傳道
[00:05:22.280 --> 00:05:23.720]  然後醫治很多的人
[00:05:23.720 --> 00:05:25.640]  做很多的事情
[00:05:25.640 --> 00:05:27.760]  很多人認為救世主來到
[00:05:27.760 --> 00:05:28.720]  很大的盼望
[00:05:28.720 --> 00:05:30.200]  但是突然間
[00:05:30.200 --> 00:05:33.200]  耶穌基督被捕捉
[00:05:33.200 --> 00:05:36.120]  而且死在十字架上
[00:05:36.120 --> 00:05:38.560]  很多的希望
[00:05:38.560 --> 00:05:40.880]  全部都好像幻滅了一樣
[00:05:40.880 --> 00:05:42.600]  但是我們會知道
[00:05:42.600 --> 00:05:44.440]  雖然人體為幻滅
[00:05:44.440 --> 00:05:46.320]  但是原來神的工作
[00:05:46.320 --> 00:05:48.320]  正是去開展
[00:05:48.320 --> 00:05:51.720]  祂的救恩正是要成就
