
[00:00:00.000 --> 00:00:02.000]  頂姐妹,早晨
[00:00:02.000 --> 00:00:04.000]  在宣教之前
[00:00:04.000 --> 00:00:08.000]  我是做珠寶批發,珍珠的
[00:00:08.000 --> 00:00:10.000]  我很記得1994年
[00:00:10.000 --> 00:00:12.000]  剛剛30年前
[00:00:12.000 --> 00:00:14.000]  年底
[00:00:14.000 --> 00:00:16.000]  我在一間日本公司做
[00:00:16.000 --> 00:00:18.000]  老闆是日本人
[00:00:18.000 --> 00:00:20.000]  他說不如我們
[00:00:20.000 --> 00:00:22.000]  不是不如,他說要求我
[00:00:22.000 --> 00:00:25.000]  去日本買貨
[00:00:25.000 --> 00:00:27.000]  買珍珠
[00:00:27.000 --> 00:00:31.000]  我們去的城市是神戶
[00:00:31.000 --> 00:00:33.000]  去到神戶的時候
[00:00:33.000 --> 00:00:35.000]  很多工作,很忙
[00:00:35.000 --> 00:00:37.000]  到了晚上的時候
[00:00:37.000 --> 00:00:39.000]  我老闆問我
[00:00:39.000 --> 00:00:43.000]  Edward,今晚去哪裏吃飯好呢?
[00:00:43.000 --> 00:00:46.000]  我想想,去神戶吃什麼好呢?
[00:00:46.000 --> 00:00:48.000]  吃什麼好呢?
[00:00:48.000 --> 00:00:50.000]  我又不好意思說
[00:00:50.000 --> 00:00:52.000]  好像很要求他這樣做
[00:00:52.000 --> 00:00:54.000]  我只是打工而已
[00:00:54.000 --> 00:00:56.000]  然後我說,老闆你選吧
[00:00:56.000 --> 00:00:58.000]  他說,好啊
[00:00:58.000 --> 00:01:01.000]  今晚你來到,我們吃北京菜吧
[00:01:01.000 --> 00:01:03.000]  他帶我去唐人街
[00:01:03.000 --> 00:01:05.000]  吃,我還記得
[00:01:05.000 --> 00:01:07.000]  糖醋排骨
[00:01:07.000 --> 00:01:09.000]  他吃得很開心
[00:01:09.000 --> 00:01:11.000]  我說不是吧
[00:01:11.000 --> 00:01:13.000]  來這裏吃糖醋排骨
[00:01:13.000 --> 00:01:15.000]  香港很多人都吃
[00:01:15.000 --> 00:01:17.000]  到第二天工作,完結了
[00:01:17.000 --> 00:01:19.000]  他又問我,老闆
[00:01:19.000 --> 00:01:21.000]  問我去哪裏吃東西好呢?
[00:01:21.000 --> 00:01:23.000]  吃什麼好呢?
[00:01:23.000 --> 00:01:25.000]  我忍無可忍
[00:01:25.000 --> 00:01:27.000]  他說,其實神戶的牛肉不太好吃
[00:01:27.000 --> 00:01:29.000]  我說,神戶的牛肉不好吃
[00:01:29.000 --> 00:01:31.000]  你先帶我去吧,不要說那麼多
[00:01:31.000 --> 00:01:33.000]  到了一間,好像很出名
[00:01:33.000 --> 00:01:35.000]  很小,但有很多明星的照片
[00:01:35.000 --> 00:01:37.000]  即是那些香港明星的照片
[00:01:37.000 --> 00:01:39.000]  第一次吃神戶牛肉
[00:01:39.000 --> 00:01:41.000]  留在神戶吃
[00:01:41.000 --> 00:01:43.000]  中間都沒什麼時間旅遊
[00:01:43.000 --> 00:01:45.000]  因為很忙
[00:01:45.000 --> 00:01:47.000]  我記得那些商場
[00:01:47.000 --> 00:01:49.000]  那些商場有很多天橋,一層一層
[00:01:49.000 --> 00:01:51.000]  在最低那層
[00:01:51.000 --> 00:01:53.000]  買了幾雙襪子,回到香港
[00:01:53.000 --> 00:01:55.000]  過了兩個星期
[00:01:55.000 --> 00:01:57.000]  1995年
[00:01:57.000 --> 00:01:59.000]  1月17日
[00:01:59.000 --> 00:02:01.000]  神戶大地震
[00:02:01.000 --> 00:02:03.000]  死了6000多人
[00:02:03.000 --> 00:02:05.000]  我記得那天
[00:02:05.000 --> 00:02:07.000]  我回到公司
[00:02:07.000 --> 00:02:09.000]  我問老闆,那現在怎麼辦?
[00:02:09.000 --> 00:02:11.000]  他說,他很生氣
[00:02:11.000 --> 00:02:13.000]  很不開心
[00:02:13.000 --> 00:02:15.000]  他只顧著一些珍珠
[00:02:15.000 --> 00:02:17.000]  因為珍珠要浸了一段時間才能賣出來
[00:02:17.000 --> 00:02:19.000]  全部倒在地上
[00:02:19.000 --> 00:02:21.000]  不能再賣
[00:02:21.000 --> 00:02:23.000]  突然間我都很震驚
[00:02:23.000 --> 00:02:25.000]  我相信了主
[00:02:25.000 --> 00:02:27.000]  大概那時候都不夠十年
[00:02:27.000 --> 00:02:29.000]  教會都有侍奉
[00:02:29.000 --> 00:02:31.000]  教會一宣教主日
[00:02:31.000 --> 00:02:33.000]  我就不回去了
[00:02:33.000 --> 00:02:35.000]  為什麼呢?
[00:02:35.000 --> 00:02:37.000]  我記得第一次
[00:02:37.000 --> 00:02:39.000]  宣教士說完之後,傳道人上來
[00:02:39.000 --> 00:02:41.000]  他說,其實不是每個人都是做宣教士的
[00:02:41.000 --> 00:02:43.000]  這樣啊?
[00:02:43.000 --> 00:02:45.000]  那我還要回?
[00:02:45.000 --> 00:02:47.000]  不回了
[00:02:47.000 --> 00:02:49.000]  所以今天你們很開心,看到你們
[00:02:49.000 --> 00:02:51.000]  教會講Commission是什麼?
[00:02:51.000 --> 00:02:55.000]  大使命
[00:02:55.000 --> 00:02:57.000]  使萬民做主的門徒
[00:02:57.000 --> 00:02:59.000]  但是我心裡面
[00:02:59.000 --> 00:03:01.000]  我生命中的大使命
[00:03:01.000 --> 00:03:03.000]  的Commission你知道是什麼嗎?
[00:03:03.000 --> 00:03:05.000]  就是回到公司的Commission
[00:03:05.000 --> 00:03:07.000]  就是賺珠寶
[00:03:07.000 --> 00:03:09.000]  賺到的佣金
[00:03:09.000 --> 00:03:11.000]  但是當地震來到的時候
[00:03:11.000 --> 00:03:13.000]  我還在新聞看到那些天橋都倒塌了
[00:03:13.000 --> 00:03:15.000]  而那些人可能在我身邊
[00:03:15.000 --> 00:03:17.000]  經過很多個
[00:03:17.000 --> 00:03:19.000]  那個禮拜在神戶
[00:03:19.000 --> 00:03:21.000]  我從來沒有想過
[00:03:21.000 --> 00:03:23.000]  拿些單張去
[00:03:23.000 --> 00:03:25.000]  或者怎樣降福日,從來沒有想過
[00:03:25.000 --> 00:03:27.000]  宣教不是我的責任
[00:03:27.000 --> 00:03:29.000]  不是我做的
[00:03:29.000 --> 00:03:31.000]  我又不會日文
[00:03:31.000 --> 00:03:33.000]  至少都可以拿些單張
[00:03:33.000 --> 00:03:35.000]  對我來說是一個很大的衝擊
[00:03:35.000 --> 00:03:37.000]  我就想一下,究竟應該怎樣
[00:03:37.000 --> 00:03:39.000]  去計劃我的人生呢?
[00:03:39.000 --> 00:03:41.000]  那時候我準備結婚
[00:03:41.000 --> 00:03:43.000]  我在祈禱的時候
[00:03:43.000 --> 00:03:45.000]  我再看回大使命
[00:03:45.000 --> 00:03:47.000]  聖經的大使命
[00:03:47.000 --> 00:03:49.000]  它說
[00:03:49.000 --> 00:03:51.000]  「使萬民作主的門徒」
[00:03:51.000 --> 00:03:53.000]  原來
[00:03:53.000 --> 00:03:55.000]  我發現了一個真理
[00:03:55.000 --> 00:03:57.000]  秘密,其實不是秘密
[00:03:57.000 --> 00:03:59.000]  原來是一個命令
[00:03:59.000 --> 00:04:01.000]  你知道嗎?
[00:04:01.000 --> 00:04:03.000]  因為很多人說
[00:04:03.000 --> 00:04:05.000]  是一個感召
[00:04:05.000 --> 00:04:07.000]  按你的興趣
[00:04:07.000 --> 00:04:09.000]  按你的感受,按你的感動
[00:04:09.000 --> 00:04:11.000]  按你可不可以做
[00:04:11.000 --> 00:04:13.000]  其實不是一定的
[00:04:13.000 --> 00:04:15.000]  會不會這樣想呢?
[00:04:15.000 --> 00:04:17.000]  「使萬民作主的門徒」
[00:04:17.000 --> 00:04:19.000]  但是我們看回聖經說
[00:04:19.000 --> 00:04:21.000]  那個原文是命令式
[00:04:21.000 --> 00:04:23.000]  一定做,命令是無法選擇的
[00:04:23.000 --> 00:04:25.000]  沒有選擇
[00:04:25.000 --> 00:04:27.000]  無法選擇就一定要做
[00:04:27.000 --> 00:04:29.000]  萬民
[00:04:29.000 --> 00:04:31.000]  萬民作主的門徒
[00:04:31.000 --> 00:04:33.000]  是命令
[00:04:33.000 --> 00:04:35.000]  原來不是「去」,不是「高」這個字
[00:04:35.000 --> 00:04:37.000]  還說
[00:04:37.000 --> 00:04:39.000]  不是我的民
[00:04:39.000 --> 00:04:41.000]  通常
[00:04:41.000 --> 00:04:43.000]  我想,當然是我的民
[00:04:43.000 --> 00:04:45.000]  或者哪一個民
[00:04:45.000 --> 00:04:47.000]  但不是耶穌說
[00:04:47.000 --> 00:04:49.000]  萬民,你知道什麼意思嗎?
[00:04:49.000 --> 00:04:51.000]  每一個民族
[00:04:51.000 --> 00:04:53.000]  「pass」,用希臘文那個字
[00:04:53.000 --> 00:04:55.000]  「pass」,即是每一個
[00:04:55.000 --> 00:04:57.000]  作主的門徒
[00:04:57.000 --> 00:04:59.000]  即是你見到每一個人
[00:04:59.000 --> 00:05:01.000]  譬如你今天出街
[00:05:01.000 --> 00:05:03.000]  你見到那個巴基斯坦
[00:05:03.000 --> 00:05:05.000]  你見到那個非洲人
[00:05:05.000 --> 00:05:07.000]  你知不知道
[00:05:07.000 --> 00:05:09.000]  你有個命令在主裡面
[00:05:09.000 --> 00:05:11.000]  領受了一個命令
[00:05:11.000 --> 00:05:13.000]  是無法選擇的
[00:05:13.000 --> 00:05:15.000]  你就要去做主的門徒
[00:05:15.000 --> 00:05:17.000]  甚至在教會你也是
[00:05:17.000 --> 00:05:19.000]  你見到那些頂姐妹
[00:05:19.000 --> 00:05:21.000]  你的命令就是
[00:05:21.000 --> 00:05:23.000]  我要去做主的門徒
[00:05:23.000 --> 00:05:25.000]  去跟她聊聊,她能不能救
[00:05:25.000 --> 00:05:27.000]  她有沒有跟隨主
[00:05:27.000 --> 00:05:29.000]  命令就是這樣
[00:05:29.000 --> 00:05:31.000]  那我自己一邊看回聖經
[00:05:31.000 --> 00:05:33.000]  一段經文說
[00:05:33.000 --> 00:05:35.000]  「我必須令他們來」
[00:05:35.000 --> 00:05:37.000]  剛才我們也讀了這段經文
[00:05:37.000 --> 00:05:39.000]  「我必須令他們來」
[00:05:39.000 --> 00:05:41.000]  說一下
[00:05:41.000 --> 00:05:43.000]  那些羊
[00:05:43.000 --> 00:05:45.000]  當然耶穌說是人
[00:05:45.000 --> 00:05:47.000]  代表人
[00:05:47.000 --> 00:05:49.000]  另外的羊
[00:05:49.000 --> 00:05:51.000]  他要令他們回來
[00:05:51.000 --> 00:05:53.000]  即是圈裡面有些羊
[00:05:53.000 --> 00:05:55.000]  外面又有些羊
[00:05:55.000 --> 00:05:57.000]  究竟圈裡面那些羊是什麼呢
[00:05:57.000 --> 00:05:59.000]  是什麼人呢
[00:05:59.000 --> 00:06:01.000]  圈外那些是什麼人呢
[00:06:01.000 --> 00:06:03.000]  有些人說
[00:06:03.000 --> 00:06:05.000]  圈裡面那些是猶太人
[00:06:05.000 --> 00:06:11.000]  圈外那些是外邦人
[00:06:11.000 --> 00:06:13.000]  是不是這個意思
[00:06:13.000 --> 00:06:17.000]  但是到了十章二十四節
[00:06:17.000 --> 00:06:19.000]  猶太人圍著耶穌就問他
[00:06:19.000 --> 00:06:21.000]  你快點說
[00:06:21.000 --> 00:06:23.000]  你是不是那個尼賽亞
[00:06:23.000 --> 00:06:25.000]  耶穌知道怎麼回答嗎
[00:06:25.000 --> 00:06:27.000]  他說:我說了,你不相信
