
[00:00:00.000 --> 00:00:04.280]  最近我在網上看到一個調查報告
[00:00:04.280 --> 00:00:07.480]  就是某一間教會訪問弟兄姊妹
[00:00:07.480 --> 00:00:09.000]  作一個比較全面的調查
[00:00:09.000 --> 00:00:11.000]  問一下教會的弟兄姊妹
[00:00:11.000 --> 00:00:16.720]  你們心目中一個理想的團體是怎樣的
[00:00:16.720 --> 00:00:18.720]  我們來看看
[00:00:18.720 --> 00:00:23.320]  這裡綜合了十點
[00:00:23.320 --> 00:00:26.880]  第一是有愛彼此接納包容
[00:00:26.880 --> 00:00:31.400]  互相關心在靈裡一同成長激勵守望
[00:00:31.400 --> 00:00:34.360]  第二點弟兄姊妹不單有生活的交流
[00:00:34.360 --> 00:00:36.360]  也共同有屬靈的追求
[00:00:36.360 --> 00:00:40.160]  投入團契聚會彼此分擔一起成長
[00:00:40.160 --> 00:00:43.880]  第三點每人都願意放下執著
[00:00:43.880 --> 00:00:45.680]  原來我們也有很多執著
[00:00:45.680 --> 00:00:46.880]  多走一步
[00:00:46.880 --> 00:00:49.680]  以至關係相交支持等
[00:00:49.680 --> 00:00:51.680]  都能夠日益增長
[00:00:51.680 --> 00:00:55.800]  第四大家積極參與活動多元化
[00:00:55.800 --> 00:00:57.680]  不要太悶
[00:00:57.680 --> 00:01:02.880]  第五能夠真誠分享彼此有聯繫有信任
[00:01:02.880 --> 00:01:07.200]  肯認帝位願意伸出腳
[00:01:07.200 --> 00:01:08.080]  做甚麼呢
[00:01:08.080 --> 00:01:11.640]  將壞事都肯拿出來說給大家知道
[00:01:11.640 --> 00:01:15.600]  讓弟兄姊妹可以為自己洗腳為自己祈禱守望
[00:01:15.600 --> 00:01:19.760]  第六同神和弟兄姊妹關係親密和睦
[00:01:19.760 --> 00:01:21.840]  和團友之間互相建立
[00:01:21.840 --> 00:01:24.880]  團友間在屬靈上互相支持
[00:01:24.880 --> 00:01:27.480]  可以彼此分享建立
[00:01:27.480 --> 00:01:30.200]  雖然大家有不同也會接納
[00:01:30.200 --> 00:01:32.320]  可以互相提醒扶持
[00:01:32.320 --> 00:01:36.360]  最後當然是想弟兄姊妹和睦同居
[00:01:36.360 --> 00:01:39.080]  活出主敬愛
[00:01:39.080 --> 00:01:43.720]  這間教會弟兄姊妹對團契的期望
[00:01:43.720 --> 00:01:48.280]  是否你心中的期望呢
[00:01:48.280 --> 00:01:52.320]  你想不想你自己參加教會自己的小組
[00:01:52.320 --> 00:01:55.600]  都能夠有這些情況出現
[00:01:55.600 --> 00:02:00.680]  我想正常人也會想的
[00:02:00.680 --> 00:02:05.600]  今天你能否經歷到呢
[00:02:05.600 --> 00:02:08.280]  你對自己現在團契小組
[00:02:08.280 --> 00:02:09.800]  弟兄姊妹之間
[00:02:09.800 --> 00:02:11.120]  不單是團契小組
[00:02:11.120 --> 00:02:17.480]  回來教會和其他不同年紀的弟兄姊妹相交
[00:02:17.480 --> 00:02:21.600]  你敢不敢受到剛才所說的理想呢
[00:02:21.600 --> 00:02:22.920]  今天真是很好
[00:02:22.920 --> 00:02:24.320]  除了年輕的之外
[00:02:24.320 --> 00:02:28.360]  我們還有少少成熟的和你們一起來
[00:02:28.360 --> 00:02:29.440]  其實這是很寶貴的
[00:02:29.440 --> 00:02:31.560]  是相交
[00:02:31.560 --> 00:02:33.840]  教會不單是某一個年紀的人
[00:02:33.840 --> 00:02:36.360]  而是我們一起來敬拜讚美
[00:02:36.360 --> 00:02:38.000]  一起來成長
[00:02:38.000 --> 00:02:39.720]  相交
[00:02:39.720 --> 00:02:42.800]  今天我們來看看約翰一書一至四節
[00:02:42.800 --> 00:02:45.680]  這封書信是一個引言
[00:02:45.680 --> 00:02:47.480]  但這四節很重要
[00:02:47.480 --> 00:02:49.680]  約翰告訴他的讀者
[00:02:49.680 --> 00:02:51.960]  他寫這封信的原因
[00:02:51.960 --> 00:02:53.680]  今天我們要求神
[00:02:53.680 --> 00:02:56.600]  藉著這段經文教我們每一個人
[00:02:56.600 --> 00:02:58.760]  我們如何能夠在教會裡
[00:02:58.760 --> 00:03:00.600]  在自己的團契小組裡
[00:03:00.600 --> 00:03:02.800]  和弟兄姊妹一起相處
[00:03:02.800 --> 00:03:07.480]  我們如何能夠經歷神給我們不再一樣的團契
[00:03:07.480 --> 00:03:12.880]  我們低頭再一次禱告預備
[00:03:12.880 --> 00:03:15.040]  神啊
[00:03:15.040 --> 00:03:21.440]  我們在這裡求聖靈你親自和我們說話
[00:03:21.440 --> 00:03:23.720]  特別藉著你的說話
[00:03:23.720 --> 00:03:26.440]  激勵我們每一個
[00:03:26.440 --> 00:03:30.320]  我們在神理裡面追求
[00:03:30.320 --> 00:03:32.960]  我們和弟兄姊妹之間的關係
[00:03:32.960 --> 00:03:34.520]  我們都交上
[00:03:34.520 --> 00:03:37.800]  求主你親自引導我們
[00:03:37.800 --> 00:03:39.440]  進入更深
[00:03:39.440 --> 00:03:41.800]  更深團契的意義當中
[00:03:41.800 --> 00:03:43.640]  大靈兒在這段時間
[00:03:43.640 --> 00:03:45.880]  禱告奉耶穌基督的聖名求
[00:03:45.880 --> 00:03:47.000]  阿們
[00:03:47.000 --> 00:03:47.800]  首先第一件事
[00:03:47.800 --> 00:03:49.960]  我們說我們要和弟兄姊妹有更加好
[00:03:49.960 --> 00:03:52.480]  更加深入的關係
[00:03:52.480 --> 00:03:54.520]  這個叫團契 這個叫相交
[00:03:54.520 --> 00:03:56.080]  如何做呢
[00:03:56.080 --> 00:03:57.960]  經文就告訴我們
[00:03:57.960 --> 00:04:00.440]  生命之道
[00:04:00.440 --> 00:04:03.400]  在第一節到第二節
[00:04:03.400 --> 00:04:04.920]  我們請弟兄幫我們再讀一次
[00:04:04.920 --> 00:04:06.840]  預備一二三
[00:04:06.840 --> 00:04:11.320]  論道從起初原有的生命之道
[00:04:11.320 --> 00:04:15.080]  就是我們所聽見所看見
[00:04:15.080 --> 00:04:18.840]  親眼看過親手摸過的
[00:04:18.840 --> 00:04:22.200]  這生命已經顯現出來
[00:04:22.200 --> 00:04:24.360]  我們也看見過
[00:04:24.360 --> 00:04:26.640]  現在又作見證
[00:04:26.640 --> 00:04:29.000]  將原與附同在
[00:04:29.000 --> 00:04:33.000]  且顯現與我們永遠的生命
[00:04:33.000 --> 00:04:35.240]  傳給你們
[00:04:35.240 --> 00:04:37.320]  什麼是生命之道
[00:04:37.320 --> 00:04:39.160]  我們說又說得很多
[00:04:39.160 --> 00:04:41.600]  生命之道
[00:04:41.600 --> 00:04:43.480]  什麼是生命之道呢
[00:04:43.480 --> 00:04:46.320]  如果你看這兩節經文聽起來
[00:04:46.320 --> 00:04:48.080]  好像是說耶穌
[00:04:48.080 --> 00:04:48.880]  是啊
[00:04:48.880 --> 00:04:50.360]  起初原本已經有的
[00:04:50.360 --> 00:04:52.280]  聽過見過我們親手
[00:04:52.280 --> 00:04:54.920]  有些使徒是親手見過和耶穌相處過
[00:04:54.920 --> 00:04:56.080]  所以摸過
[00:04:56.080 --> 00:04:57.360]  耶穌也顯現過
[00:04:57.360 --> 00:04:58.360]  也作見證
[00:04:58.360 --> 00:04:59.720]  與附原本在一起
[00:04:59.720 --> 00:05:01.280]  有永遠的生命
[00:05:01.280 --> 00:05:02.960]  是說耶穌
[00:05:02.960 --> 00:05:05.120]  但原來很多時候我們看聖經
[00:05:05.120 --> 00:05:06.840]  它原本表達出來的意思
[00:05:06.840 --> 00:05:08.640]  原本的原文的意思
[00:05:08.640 --> 00:05:11.320]  原來是指一個訊息
[00:05:11.320 --> 00:05:14.400]  一個福音的訊息
[00:05:14.400 --> 00:05:17.360]  生命之道原來是一個福音的訊息
[00:05:17.360 --> 00:05:19.560]  當然這個福音訊息
[00:05:19.560 --> 00:05:21.960]  是我們親眼見過摸過的
[00:05:21.960 --> 00:05:23.440]  所以就是耶穌
[00:05:23.440 --> 00:05:24.680]  是與耶穌有關
[00:05:24.680 --> 00:05:26.120]  藉著耶穌
[00:05:26.120 --> 00:05:28.880]  使人生命得到改變的福音
[00:05:28.880 --> 00:05:29.400]  我再說一次
[00:05:29.400 --> 00:05:30.600]  這個生命之道
[00:05:30.600 --> 00:05:33.240]  就是藉著耶穌基督
[00:05:33.240 --> 00:05:34.920]  來到這個世界上
[00:05:34.920 --> 00:05:37.560]  使人生命改變
[00:05:37.560 --> 00:05:39.520]  這個福音這個好消息
[00:05:39.520 --> 00:05:43.720]  就是生命之道
[00:05:43.720 --> 00:05:44.840]  所以你留意
[00:05:44.840 --> 00:05:46.760]  生命之道裏面有兩樣東西很重要
[00:05:46.760 --> 00:05:48.720]  第一就是耶穌
[00:05:48.720 --> 00:05:50.000]  沒有了耶穌
[00:05:50.000 --> 00:05:52.800]  我們不能有任何的改變
[00:05:52.800 --> 00:05:54.240]  第二
[00:05:54.240 --> 00:05:55.480]  原來這個生命之道
