
[00:00:00.000 --> 00:00:03.780]  我想問,《浪子回頭,金不換》有多少人聽過呢?
[00:00:03.780 --> 00:00:07.480]  大部分都...爲什麼有些人不舉手呢?
[00:00:07.480 --> 00:00:12.260]  太累了,大部分人都聽過,有沒有人知道它的出處呢?
[00:00:12.260 --> 00:00:15.100]  有多少人知道它的出處呢?
[00:00:15.100 --> 00:00:18.360]  有沒有人知道呢?真的沒有人知道嗎?
[00:00:18.360 --> 00:00:21.980]  那我說呢,反正你沒有人知道,錯了也不知道了
[00:00:21.980 --> 00:00:27.320]  《浪子回頭,金不換》這句話是一句口頭禪,揭頭語
[00:00:27.440 --> 00:00:34.520]  它是取自豪歌《金不換》裏面的主人翁黎的
[00:00:34.520 --> 00:00:41.100]  話說在石東陽尖鄉靠近鵝湖邊,有個金元海
[00:00:41.100 --> 00:00:45.300]  金元海五十歲生了個兒子,改名叫不換,所以叫金不換
[00:00:45.300 --> 00:00:49.000]  這個兒子很特別,凡是聽到打爛碗的聲音就會咔咔笑
[00:00:49.000 --> 00:00:52.860]  這個金元海很愛惜這個兒子,如同掌上的寶
[00:00:52.860 --> 00:00:55.500]  所以經常叫工人在家裏打爛碗
[00:00:55.760 --> 00:01:01.520]  讓兒子經常在那裏笑,自小寵壞了,兒子長大後散盡家財
[00:01:01.520 --> 00:01:07.720]  後來成爲街市上的乞丐,後來經過他太太的幫助和勸化之下
[00:01:07.720 --> 00:01:12.400]  終於醒悟改邪歸正,從此之後就出了這句話
[00:01:12.400 --> 00:01:15.780]  叫做《浪子回頭,金不換》
[00:01:15.780 --> 00:01:22.320]  今天你明白了這個典故,你可以走了,我還沒開始說
[00:01:22.640 --> 00:01:26.920]  這個比喻是非常出名的,浪子回頭
[00:01:26.920 --> 00:01:34.440]  人生當中有很多改變,人生當中很多時候需要回頭或者回轉
[00:01:34.440 --> 00:01:37.820]  人生中的改變有很多是應該的,有很多是不應該的
[00:01:37.820 --> 00:01:40.500]  應該變的你要變,不應該變的你就不要變
[00:01:40.500 --> 00:01:44.340]  不要將應該變的變成不應該變的,不要將不應該變的變成該變的
[00:01:44.340 --> 00:01:47.460]  問題是你要分辨什麼叫該變,什麼叫不該變
[00:01:47.460 --> 00:01:52.080]  聽到了嗎?總之要變得對,不要變錯
[00:01:52.240 --> 00:01:56.600]  人很慘就是該變不變,不應該變的就變了,那你就真的要變了
[00:01:56.600 --> 00:02:01.440]  人需要變,但人的問題很多時候就是他不知道他要變
[00:02:01.440 --> 00:02:05.680]  浪子是要回頭,很多時候浪子不知道自己要回頭
[00:02:05.680 --> 00:02:09.320]  有些浪子不是不知道自己要回頭,但是他卻不肯回頭
[00:02:09.320 --> 00:02:14.040]  回頭,第一樣東西,首先他要體會他需要回頭
[00:02:14.040 --> 00:02:18.000]  一個人如果不知道自己走錯路,他不會回頭的
[00:02:18.000 --> 00:02:21.000]  人的問題就是不知道自己有問題
[00:02:21.280 --> 00:02:25.560]  我自己以前曾經做過青年人,以前曾經做過青年人
[00:02:25.560 --> 00:02:28.320]  但我不是很明白今天的青年人
[00:02:28.320 --> 00:02:33.240]  我經常有時候在家裏走進我兒子的房間,我是進不來的
[00:02:33.240 --> 00:02:38.200]  因爲地上有很多東西,我不是很明白爲什麼地上有這麼多東西
[00:02:38.200 --> 00:02:42.040]  有時候我忍不住幫我兒子收拾一下房間,收拾完就出事了
[00:02:42.040 --> 00:02:44.400]  我兒子說不知道東西放在哪裏了
[00:02:44.400 --> 00:02:49.800]  因爲他說我的房間很亂,但是這個亂是很有秩序的
[00:02:50.000 --> 00:02:52.000]  這個秩序叫做organized mess
[00:02:52.000 --> 00:02:55.160]  當你一幫我收拾乾淨,我就找不到我要找的東西
[00:02:55.160 --> 00:02:57.800]  我不明白青年人的心態
[00:02:57.800 --> 00:03:01.040]  有一次我看到一羣青年人在前面走路
[00:03:01.040 --> 00:03:05.360]  我又很不明白,爲什麼穿着一條褲子,而不是穿着一條腰帶
[00:03:05.360 --> 00:03:09.320]  我在後面跟着他走了很久,我都不明白
[00:03:09.320 --> 00:03:11.760]  在座如果有青年人,對不起,我不是說你
[00:03:11.760 --> 00:03:14.760]  我看來看去都不明白,爲什麼這條褲子會這麼低
[00:03:14.760 --> 00:03:18.360]  我甚至忍不住想過去幫他扯一扯,整條褲子就掉下來了
[00:03:18.560 --> 00:03:21.600]  爲什麼穿着褲子會穿得這麼低,我不是很明白
[00:03:21.600 --> 00:03:24.120]  因爲我從小穿着褲子都是穿在腰帶上的
[00:03:24.120 --> 00:03:27.720]  很多東西我不明白,他們也不覺得有什麼問題
[00:03:27.720 --> 00:03:31.080]  有時候我問問我兒子,爲什麼穿着褲子會穿得這麼低
[00:03:31.080 --> 00:03:32.480]  他也解釋不了
[00:03:32.480 --> 00:03:35.400]  人爲什麼不回頭,有時候他不知道自己需要回頭
[00:03:35.400 --> 00:03:39.080]  人爲什麼不能夠解決問題,有時候他不覺得自己有問題
[00:03:39.080 --> 00:03:41.720]  剛纔讀這個例子,努加夫音這裏說
[00:03:41.720 --> 00:03:46.600]  在第十五章裏有兩個字,努加夫音十五章十三節
[00:03:46.800 --> 00:03:51.240]  提到這些浪子,第一,他任意放蕩
[00:03:51.240 --> 00:03:53.800]  第二,浪費資財
[00:03:53.800 --> 00:03:57.760]  人的問題就是他任意,但他不知道自己任意
[00:03:57.760 --> 00:04:02.720]  人是要自由,但人以爲自由就是任意而行,隨心所欲
[00:04:02.720 --> 00:04:06.520]  其實自由不是任意而行,隨心所欲
[00:04:06.520 --> 00:04:11.080]  有一次我跟我太太說,人做人不自由,無靈死
[00:04:11.080 --> 00:04:14.800]  我太太很快反應,太自由就害死你
[00:04:15.000 --> 00:04:21.240]  人以爲要自由,人要有自己的主權去做自己想做的事
[00:04:21.240 --> 00:04:25.320]  但真正的自由不是爲所欲爲,也不是任意而行
[00:04:25.320 --> 00:04:27.960]  真正的自由是去做你應該做的事
[00:04:27.960 --> 00:04:32.240]  而你能夠不做你不應該做的事,這才叫自由
[00:04:32.240 --> 00:04:34.840]  自由不是喜歡做什麼就做什麼
[00:04:34.840 --> 00:04:39.920]  自由不是可以不做應該做的,自由不是可以做不應該做的
[00:04:39.920 --> 00:04:44.600]  自由是應該做的你就去做,不應該做的你可以不做
[00:04:44.800 --> 00:04:47.520]  這才叫真自由
[00:04:47.520 --> 00:04:50.760]  我認識一個青年人,我有自己的教會講道
[00:04:50.760 --> 00:04:53.960]  講完道我問他信不信耶穌,他說不肯信
[00:04:53.960 --> 00:04:56.840]  我說爲什麼你不肯信,因爲信耶穌很不自由
[00:04:56.840 --> 00:05:00.720]  很多事不能說,很多事不能看,很多事不能做
[00:05:00.720 --> 00:05:03.880]  有些地方不能去,甚至有些事不能喫
[00:05:03.880 --> 00:05:07.000]  我們講的基督教這麼恐怖,我就問一問他
[00:05:07.000 --> 00:05:10.480]  有什麼不能喫,不能看,不能做,不能去的呢
[00:05:10.480 --> 00:05:14.720]  他的反應很快,不能告訴你
[00:05:14.920 --> 00:05:18.360]  你明白什麼意思嗎,就是不好意思告訴我
[00:05:18.360 --> 00:05:21.240]  他明知的,但他又不覺得他有問題
[00:05:21.240 --> 00:05:24.320]  他仍然享受他自己所謂的自由
[00:05:24.320 --> 00:05:26.560]  這個自由叫做任意而行
[00:05:26.560 --> 00:05:28.960]  任意而行的自由不是叫自由
[00:05:28.960 --> 00:05:31.920]  任意而行的自由叫做放縱
[00:05:31.920 --> 00:05:33.960]  放縱和自由是兩件事
[00:05:33.960 --> 00:05:36.880]  爲什麼見到家庭那麼多問題,青年人那麼多問題
[00:05:36.880 --> 00:05:38.640]  因爲他誤解了自由
[00:05:38.640 --> 00:05:41.960]  有一次我在多倫多約克大學講一個題目
[00:05:41.960 --> 00:05:44.440]  叫做真自由
[00:05:44.640 --> 00:05:48.040]  很多青年人覺得不想受束縛
[00:05:48.040 --> 00:05:50.920]  不想父母管,不想那麼多規矩
[00:05:50.920 --> 00:05:54.320]  他說基督教很麻煩的,這樣又不行,那樣又不行
[00:05:54.320 --> 00:05:58.120]  一點點都說不行,很多東西好像將你封鎖住
[00:05:58.120 --> 00:06:01.760]  我記得當時我畫了一幅圖給他們看
[00:06:01.760 --> 00:06:04.360]  我說有一些欄杆攔住你
[00:06:04.360 --> 00:06:08.880]  但你沒有看到這個欄杆攔住你其實不是攔住你
[00:06:08.880 --> 00:06:11.200]  而是保護你,你要記得這個分別
[00:06:11.400 --> 00:06:15.360]  這個欄杆不是一個,是四個,是這樣圍住的
[00:06:15.360 --> 00:06:18.640]  而我站在哪裏呢?不是欄杆裏面,是站在外面
[00:06:18.640 --> 00:06:22.440]  明不明白?我不是受捆綁,我是受保護
[00:06:22.440 --> 00:06:25.800]  神說這樣不好做,那樣不好做,不是說管你的自由
[00:06:25.800 --> 00:06:28.160]  而是保護你,讓你有真自由
[00:06:28.160 --> 00:06:31.480]  無益的東西,有害的東西,破壞關係的東西,破壞社會的東西
[00:06:31.480 --> 00:06:34.440]  他認爲不應該做這些,所以提醒我們
[00:06:34.440 --> 00:06:37.880]  所以這些欄杆,這些規條,不是捆綁
[00:06:37.880 --> 00:06:40.600]  其實是釋放,很多人誤解了
[00:06:40.800 --> 00:06:44.880]  很想做很多東西,我很想很自由
[00:06:44.880 --> 00:06:47.520]  其實這個不是自由,這個是放縱
[00:06:47.520 --> 00:06:51.120]  我以前有一位同事,他很喜歡吸菸
[00:06:51.120 --> 00:06:55.480]  而且吸了很多煙,終於有一天發現有肺癌
[00:06:55.480 --> 00:06:59.880]  而且是末期,他知道自己不苟人世,後來終於進了醫院
[00:06:59.880 --> 00:07:02.240]  進了醫院的時候,離開世界之前
[00:07:02.240 --> 00:07:06.800]  醫生叫他家人成家,帶着子女去醫院探望他
[00:07:06.800 --> 00:07:10.760]  見他最後一面,這個人知道自己不苟於人世
[00:07:10.960 --> 00:07:13.040]  他就跟他家人說,跟他太太說
[00:07:13.040 --> 00:07:16.360]  他說,我知道我快要走,我不會過得很久
[00:07:16.360 --> 00:07:20.400]  但你可不可以答應我,我走之前,你幫我做一件事
[00:07:20.400 --> 00:07:23.480]  太太問,還有什麼事想我幫你做
[00:07:23.480 --> 00:07:27.000]  可不可以在我死之前,你幫我點最後一支菸
[00:07:27.000 --> 00:07:30.840]  等我吸完這支菸,我就離開這個世界
[00:07:30.840 --> 00:07:32.920]  請問這些是不是自由呢?
[00:07:32.920 --> 00:07:35.720]  我覺得不是自由,這些是捆綁
[00:07:35.720 --> 00:07:40.600]  很多人避在什麼呢?就是要回頭,他不明白他要回頭
[00:07:40.800 --> 00:07:46.520]  他以爲自己享受自由,其實他被他自己的任意捆綁
[00:07:46.520 --> 00:07:50.040]  他沒辦法脫離他自己要脫離的地方
[00:07:50.040 --> 00:07:53.520]  毋庸自由,就是使人浪費人生
[00:07:53.520 --> 00:07:55.640]  這裏說他浪費資財
[00:07:55.640 --> 00:07:59.280]  人是有自由,但不要毋庸自由
[00:07:59.280 --> 00:08:05.720]  我有時很不小心,我打一些電郵,很小心
[00:08:05.720 --> 00:08:09.200]  打一整篇東西,很小心打完之後
[00:08:09.400 --> 00:08:12.360]  有時不知爲何,我的手不聽使用
[00:08:12.360 --> 00:08:18.040]  一按,按了個delete,整版都沒了
[00:08:18.040 --> 00:08:21.840]  我最痛苦就是打中文的電郵,我打得很慢的
[00:08:21.840 --> 00:08:25.120]  很慢的,我打完之後一按,按了
[00:08:25.120 --> 00:08:28.440]  我覺得真的很浪費,這麼辛苦打
[00:08:28.440 --> 00:08:31.600]  我是用部首部尾輸入法的
[00:08:31.600 --> 00:08:35.080]  打得很慢的,打完之後我浪費了
[00:08:35.080 --> 00:08:38.200]  毋庸我的自由,我可不可以按那個按鈕
[00:08:38.400 --> 00:08:40.880]  可以按,但你不應該按
[00:08:40.880 --> 00:08:43.240]  多手不知爲何,我突然按了
[00:08:43.240 --> 00:08:46.520]  其實我想按return,按錯了,按了delete
[00:08:46.520 --> 00:08:49.000]  我怎樣扔胸口都沒用,你知不知
[00:08:49.000 --> 00:08:51.200]  我怎樣扯頭髮都沒用,爲何
[00:08:51.200 --> 00:08:53.880]  因爲已經按了
[00:08:53.880 --> 00:08:56.360]  浪費這兩個字很痛苦
[00:08:56.360 --> 00:08:59.800]  因爲浪費,當你說出來,已經過了
[00:08:59.800 --> 00:09:02.560]  過了的時候就回不了頭
[00:09:02.560 --> 00:09:05.760]  人生很多時候都說,我後悔,後悔沒用
[00:09:05.960 --> 00:09:08.800]  十七歲那年沒好好讀書,十八歲那年沒好好考會考
[00:09:08.800 --> 00:09:13.600]  十九歲那年沒什麼,說這些已經沒意思了
[00:09:13.600 --> 00:09:16.160]  所以人要珍惜,很多人
[00:09:16.160 --> 00:09:19.600]  毋庸自由,以致失去了人的信任
[00:09:19.600 --> 00:09:23.960]  失去了人的尊重,失去了親情或者健康
[00:09:23.960 --> 00:09:28.240]  人要回頭,但回頭之先要體會回頭的需要
[00:09:28.240 --> 00:09:32.720]  回頭的需要,回頭是需要有醒悟
[00:09:32.920 --> 00:09:36.000]  十七到十九節裏面有個字,他說到
[00:09:36.000 --> 00:09:38.800]  他說他"醒悟過來"
[00:09:38.800 --> 00:09:42.400]  "醒悟過來"這個字是很重要的
[00:09:42.400 --> 00:09:45.760]  人不醒悟的時候,他沒辦法改變
[00:09:45.760 --> 00:09:48.760]  他不覺得他有需要,有沒有見過有些朋友
[00:09:48.760 --> 00:09:51.200]  你見到他有些東西真的很差
[00:09:51.200 --> 00:09:54.000]  但沒人敢跟他說,他自己又不知道
[00:09:54.000 --> 00:09:57.200]  有沒有這樣的朋友啊?你說有,你不就是咯
[00:09:57.200 --> 00:09:59.400]  都叫你說話不要那麼快,說多了你都不聽
[00:09:59.400 --> 00:10:01.600]  因爲我不"醒悟"嘛,你明不明白
[00:10:01.800 --> 00:10:03.800]  一個人不"醒悟",我經常說
[00:10:03.800 --> 00:10:07.000]  你講那麼快幹什麼,我不覺得我快
[00:10:07.000 --> 00:10:11.200]  你不醒悟的時候你不會改,其實我今天講慢了
[00:10:11.200 --> 00:10:14.400]  你不醒悟的時候你是不會改的
[00:10:14.400 --> 00:10:18.400]  醒悟是不容易的,人的問題有六方面的問題
[00:10:18.400 --> 00:10:21.800]  第一方面的問題就是他有問題,但他不知道自己有問題
[00:10:21.800 --> 00:10:24.000]  這個是最大的問題
[00:10:24.000 --> 00:10:27.000]  我有問題嗎?不是我有問題,是你有問題而已
[00:10:27.000 --> 00:10:29.600]  這個是最大的問題,第二個問題就是
[00:10:29.800 --> 00:10:33.200]  他有問題,但他知道自己有問題,但他不明白
[00:10:33.200 --> 00:10:35.400]  爲什麼他有問題
[00:10:35.400 --> 00:10:37.600]  這個都很難搞的
[00:10:37.600 --> 00:10:41.400]  我有時都會做一些埋數,我以前有在書室裏工作
[00:10:41.400 --> 00:10:46.000]  有時埋數最慘呢,你知道你埋不了數很容易
[00:10:46.000 --> 00:10:49.200]  但你知道哪裏出錯哪裏難
[00:10:49.200 --> 00:10:52.400]  做accounting最慘的,我終於用了什麼方法呢
[00:10:52.400 --> 00:10:54.600]  如果差兩塊錢我自己拿出來就算了
[00:10:54.600 --> 00:10:57.200]  他說不行的,你遲點會發現多了兩塊錢的
[00:10:57.200 --> 00:10:59.400]  那你要逐項又再查查查
[00:10:59.600 --> 00:11:02.400]  我知道不對數,但我不知道爲什麼不對數
[00:11:02.400 --> 00:11:05.000]  這個令人很痛苦的,有些人說我衰我差
[00:11:05.000 --> 00:11:07.200]  但我不知道爲什麼我衰,不知道我爲什麼要差
[00:11:07.200 --> 00:11:11.400]  有些人就慘一點,他知道,但他沒有辦法
[00:11:11.400 --> 00:11:14.600]  沒有辦法去改變,我兒子有一次很差
[00:11:14.600 --> 00:11:17.600]  差完被我罰,罰完他又再差,差完又被我罰
[00:11:17.600 --> 00:11:21.400]  他終於都忍不住了,他後來回房裏想了很久
[00:11:21.400 --> 00:11:24.400]  他出來跟我說,他說爹地我知道爲什麼我差了
[00:11:24.400 --> 00:11:27.600]  我說你終於知道了,你醒悟了,我不是用"醒悟"兩個字
[00:11:27.800 --> 00:11:30.400]  他說現在你知道了,我說我知道了
[00:11:30.400 --> 00:11:33.600]  The reason I'm so naughty is because I'm a sinner
[00:11:33.600 --> 00:11:38.600]  我是有罪的人,有罪的人怎麼可以不差呢
[00:11:38.600 --> 00:11:43.600]  我都不知道是贊他精靈,還是贊他奸奸搞
[00:11:43.600 --> 00:11:46.600]  你明不明白,他說我知道,所以我要犯罪
[00:11:46.600 --> 00:11:49.600]  我是罪人,罪人不犯罪,怎麼稱得上是罪人
[00:11:49.600 --> 00:11:52.600]  How can I be a sinner if I don't sin
[00:11:52.600 --> 00:11:55.600]  So it's very normal for me to sin,他這麼說
[00:11:55.800 --> 00:11:59.600]  他說我沒辦法了,爹地,我一定會贏的,我是這樣的
[00:11:59.600 --> 00:12:02.600]  有些人他知道,他知道爲什麼
[00:12:02.600 --> 00:12:06.600]  但是他不能夠,有些人他可以,但是他不肯
[00:12:06.600 --> 00:12:08.600]  有沒有這樣的人,都有
[00:12:08.600 --> 00:12:10.600]  最後那種是怎樣呢
[00:12:10.600 --> 00:12:14.600]  他肯,但是爲時已晚
[00:12:14.600 --> 00:12:17.600]  這個和第一樣是很痛苦的
[00:12:17.600 --> 00:12:19.600]  有些人不知道自己有問題
[00:12:19.600 --> 00:12:23.600]  有些人知道當他想改,已經沒有機會給他補救
[00:12:23.800 --> 00:12:25.600]  沒有機會給他補救
