
[00:00:00.000 --> 00:00:01.480]  由今天開始
[00:00:01.480 --> 00:00:04.920]  我們開始講大衛統一全國
[00:00:04.920 --> 00:00:08.320]  我們會講大衛登基後所發生的事
[00:00:08.320 --> 00:00:10.640]  當我們一路講他所發生的事後
[00:00:10.640 --> 00:00:12.480]  我想特別提醒大家
[00:00:12.480 --> 00:00:15.440]  開始歷代至上下
[00:00:15.440 --> 00:00:17.600]  記載這些內容
[00:00:17.600 --> 00:00:21.800]  即是我會仍然以撒布爾記為主
[00:00:21.800 --> 00:00:24.960]  但鼓勵大家要去賢讀神的話語時
[00:00:24.960 --> 00:00:27.440]  你就可以看歷代至
[00:00:27.440 --> 00:00:30.680]  做一個對比會給你們一個更大的幫助
[00:00:30.680 --> 00:00:32.440]  在我們領受神的話語之前
[00:00:32.440 --> 00:00:33.880]  我們低頭禱告
[00:00:33.880 --> 00:00:36.440]  天會願意你自己用你的話語
[00:00:36.440 --> 00:00:38.240]  成為我們生命的幫助和激勵
[00:00:38.240 --> 00:00:40.600]  透過你的話語給我們更多反省
[00:00:40.600 --> 00:00:42.600]  特別是我們對你的尊重與否
[00:00:42.600 --> 00:00:44.680]  神求你來到帶領這天的時間
[00:00:44.680 --> 00:00:46.240]  祈禱奈奉主得勝一命
[00:00:46.240 --> 00:00:46.960]  Amen
[00:00:46.960 --> 00:00:49.320]  我們上次看到
[00:00:49.320 --> 00:00:52.120]  大衛因為蘇羅死了
[00:00:52.120 --> 00:00:53.080]  他可以作王
[00:00:53.080 --> 00:00:55.560]  但他只能在南部作王
[00:00:55.840 --> 00:00:59.440]  結果各家分開南北兩邊
[00:00:59.440 --> 00:01:04.000]  北邊原來還有蘇羅的兒子伊斯波切還沒死
[00:01:04.000 --> 00:01:06.960]  但他沒什麼能力
[00:01:06.960 --> 00:01:11.240]  當時的元帥厄尼爾協天子以令諸侯
[00:01:11.240 --> 00:01:15.320]  但後來因為兩人有吵架的緣故
[00:01:15.320 --> 00:01:18.600]  所以他也看到自己國勢日衰
[00:01:18.600 --> 00:01:21.040]  於是元帥厄尼爾又怎樣呢?
[00:01:21.040 --> 00:01:22.440]  投靠大衛
[00:01:22.440 --> 00:01:25.640]  大衛絕對樂意來接受他
[00:01:25.920 --> 00:01:29.160]  但誰知大衛一言猛將
[00:01:29.160 --> 00:01:30.320]  虐壓就想
[00:01:30.320 --> 00:01:31.600]  你來到我這裡
[00:01:31.600 --> 00:01:32.800]  我不是沒有地位嗎?
[00:01:32.800 --> 00:01:35.000]  於是將他暗殺了
[00:01:35.000 --> 00:01:38.640]  結果元帥死了
[00:01:38.640 --> 00:01:40.520]  北邊的王也沒用
[00:01:40.520 --> 00:01:43.840]  所以他有的下屬連這個王也殺了
[00:01:43.840 --> 00:01:45.080]  又去投靠大衛
[00:01:45.080 --> 00:01:46.680]  大衛當然刑罰了他
[00:01:46.680 --> 00:01:49.720]  因為北邊的王死了
[00:01:49.720 --> 00:01:50.920]  元帥也死了
[00:01:50.920 --> 00:01:53.920]  結果大衛就統一天下了
[00:01:54.320 --> 00:01:57.560]  現在我們看大衛統一天下要做的事情
[00:01:57.560 --> 00:02:01.080]  大衛當務之急第一件事要做的是什麼呢?
[00:02:01.080 --> 00:02:04.680]  他要揀選一個地方做他的首都
[00:02:04.680 --> 00:02:06.920]  接著我們今天會看
[00:02:06.920 --> 00:02:10.480]  他如何迎接約桂回到自己的城裡
[00:02:10.480 --> 00:02:14.440]  我們看到大衛要建都於耶路撒冷
[00:02:14.440 --> 00:02:16.640]  當大衛統一全國之後
[00:02:16.640 --> 00:02:19.080]  他一定要找一個地方做他的首都
[00:02:19.080 --> 00:02:21.240]  大衛是一個很聰明的人
[00:02:21.480 --> 00:02:24.680]  他的選址是要很有智慧的
[00:02:24.680 --> 00:02:25.880]  為什麼呢?
[00:02:25.880 --> 00:02:27.400]  大家知不知道
[00:02:27.400 --> 00:02:30.080]  蘇羅他做了王也有一段時間
[00:02:30.080 --> 00:02:31.480]  他的首都在哪裡?
[00:02:31.480 --> 00:02:33.440]  我想沒什麼人會記起
[00:02:33.440 --> 00:02:34.600]  就是基比亞
[00:02:34.600 --> 00:02:35.880]  就是他自己的家鄉
[00:02:35.880 --> 00:02:39.760]  如果大衛用他自己出生的地方
[00:02:39.760 --> 00:02:40.920]  來做首都
[00:02:40.920 --> 00:02:42.080]  就絕不理想
[00:02:42.080 --> 00:02:43.680]  大衛在哪裡出生?
[00:02:43.680 --> 00:02:46.280]  是伯利恆
[00:02:46.280 --> 00:02:48.160]  伯利恆很好啊
[00:02:48.160 --> 00:02:50.840]  我們現在去以色列的時候也會去伯利恆的
[00:02:50.840 --> 00:02:52.680]  下一年我也會帶隊去以色列
[00:02:52.680 --> 00:02:53.800]  一定會去伯利恆
[00:02:53.800 --> 00:02:54.800]  但是如果去伯利恆
[00:02:54.800 --> 00:02:56.120]  你現在知道是怎麼樣呢?
[00:02:56.120 --> 00:02:58.840]  伯利恆現在是被巴勒斯坦人管的
[00:02:58.840 --> 00:02:59.880]  以色列人也不管
[00:02:59.880 --> 00:03:02.080]  伯利恆是一個很小的城市
[00:03:02.080 --> 00:03:03.880]  是完全不出名的
[00:03:03.880 --> 00:03:04.320]  為什麼呢?
[00:03:04.320 --> 00:03:04.840]  因為我們會去
[00:03:04.840 --> 00:03:06.440]  因為耶穌在那裡降生而已
[00:03:06.440 --> 00:03:09.320]  你想想大衛那個年代是一個很小的地方
[00:03:09.320 --> 00:03:11.320]  所以絕對不適宜
[00:03:11.320 --> 00:03:12.680]  尼達去做首都
[00:03:12.680 --> 00:03:15.400]  大衛在哪裡被高納呢?
[00:03:15.400 --> 00:03:16.720]  在希伯倫嘛
[00:03:16.720 --> 00:03:17.720]  如果大衛說好
[00:03:17.720 --> 00:03:18.800]  我就在希伯倫那裡
[00:03:18.800 --> 00:03:20.040]  尼達去建都
[00:03:20.240 --> 00:03:21.520]  那麼北面的人
[00:03:21.520 --> 00:03:22.680]  就不太妥協了
[00:03:22.680 --> 00:03:23.360]  哦是啊
[00:03:23.360 --> 00:03:24.840]  你仍然是喜歡南部的人
[00:03:24.840 --> 00:03:26.640]  再簡單舉一個例子
[00:03:26.640 --> 00:03:29.360]  我們第一任的特首
[00:03:29.360 --> 00:03:32.280]  當然我們在猜測現在這任何時候下台
[00:03:32.280 --> 00:03:34.560]  第一任的特首
[00:03:34.560 --> 00:03:35.720]  就是董建華
[00:03:35.720 --> 00:03:37.400]  當他一上任的時候
[00:03:37.400 --> 00:03:39.640]  當時就有一個叫做什麼呢?
[00:03:39.640 --> 00:03:41.080]  港督府的
[00:03:41.080 --> 00:03:43.480]  但是現在改名叫做禮賓府
[00:03:43.480 --> 00:03:44.960]  就是給他住的
[00:03:44.960 --> 00:03:46.240]  但是董建華
[00:03:46.240 --> 00:03:48.320]  他不肯住禮賓府
