
[00:00:00.000 --> 00:00:03.720]  我們繼續來跟大家思想
[00:00:03.720 --> 00:00:06.080]  這個菲律賓書第一章
[00:00:06.080 --> 00:00:08.000]  給我們所看到的
[00:00:08.000 --> 00:00:09.600]  基督徒生命
[00:00:09.600 --> 00:00:12.840]  我們所追求的目標是什麼來的
[00:00:12.840 --> 00:00:18.080]  因爲也是保祿他講到他爲教會
[00:00:18.080 --> 00:00:20.000]  菲律賓教會的信徒
[00:00:20.000 --> 00:00:21.440]  爲他們祈禱的
[00:00:21.440 --> 00:00:23.120]  是祈禱什麼呢?
[00:00:23.120 --> 00:00:25.840]  這個幫助我們明白我們信徒
[00:00:25.840 --> 00:00:29.000]  我們生命的追求應該是什麼
[00:00:29.000 --> 00:00:31.040]  如果讓我們在教會
[00:00:31.040 --> 00:00:34.400]  做牧羊、做領導的大兄姊妹
[00:00:34.400 --> 00:00:36.880]  你牧羊的信徒
[00:00:36.880 --> 00:00:39.680]  他們的需要是什麼來的?
[00:00:39.680 --> 00:00:42.280]  在這段經文裏面
[00:00:42.280 --> 00:00:45.200]  保祿是這樣講到
[00:00:45.200 --> 00:00:47.400]  他祈禱的內容
[00:00:47.400 --> 00:00:50.920]  菲律賓書第一章第九至十一節
[00:00:50.920 --> 00:00:51.880]  這裏聖經說
[00:00:51.880 --> 00:00:53.320]  「我所禱告的
[00:00:53.320 --> 00:00:55.800]  就是要你們的愛心
[00:00:55.800 --> 00:00:58.440]  在知識和各樣見識上
[00:00:58.440 --> 00:00:59.840]  多而又多
[00:00:59.840 --> 00:01:02.200]  使你們能分別是非
[00:01:02.200 --> 00:01:04.400]  或作喜愛難美好的事
[00:01:04.400 --> 00:01:06.520]  作誠實無過的人
[00:01:06.520 --> 00:01:08.800]  直到基督的日子」
[00:01:08.800 --> 00:01:09.560]  第十一節
[00:01:09.560 --> 00:01:11.560]  「並靠着耶穌基督
[00:01:11.560 --> 00:01:14.080]  結滿了仁義的果子
[00:01:14.080 --> 00:01:17.920]  叫榮耀稱讚歸於神」
[00:01:17.920 --> 00:01:19.040]  保祿在這個地方
[00:01:19.040 --> 00:01:20.800]  他說
[00:01:20.800 --> 00:01:23.600]  他希望菲律賓的信徒
[00:01:23.600 --> 00:01:25.480]  在神的恩典之中
[00:01:25.480 --> 00:01:28.800]  他們的生命能夠不斷地成長
[00:01:28.800 --> 00:01:32.600]  以致成爲一個成熟的基督徒
[00:01:32.600 --> 00:01:34.440]  究竟成熟的基督徒
[00:01:34.440 --> 00:01:35.680]  有什麼記號呢?
[00:01:35.680 --> 00:01:37.360]  就是愛心
[00:01:37.360 --> 00:01:41.520]  而且這個愛心是不斷增長的愛心
[00:01:41.520 --> 00:01:43.120]  越來越多的愛心
[00:01:43.120 --> 00:01:45.280]  要彰顯出來的
[00:01:45.280 --> 00:01:47.160]  一種生命
[00:01:47.160 --> 00:01:48.400]  這裏特別提到
[00:01:48.400 --> 00:01:50.520]  在愛心上
[00:01:50.520 --> 00:01:52.440]  需要兩樣東西的配合
[00:01:52.440 --> 00:01:53.160]  這兩樣東西
[00:01:53.160 --> 00:01:55.320]  第一就是在知識上
[00:01:55.320 --> 00:01:57.360]  在知識
[00:01:57.360 --> 00:01:59.200]  第二樣東西就是見識
[00:01:59.200 --> 00:02:02.520]  在知識、見識上是多而又多
[00:02:02.520 --> 00:02:04.640]  就是不斷地增長
[00:02:04.640 --> 00:02:06.600]  這個知識就是說到
[00:02:06.600 --> 00:02:10.520]  對神那種的認識
[00:02:10.520 --> 00:02:14.320]  以及對神的旨意的明白
[00:02:14.320 --> 00:02:17.880]  一個在主裏面有知識的人
[00:02:17.880 --> 00:02:19.880]  就是一個
[00:02:19.880 --> 00:02:20.760]  透過聖經
[00:02:20.760 --> 00:02:21.320]  神的話
[00:02:21.320 --> 00:02:23.560]  越來越多認識神
[00:02:23.560 --> 00:02:26.960]  也都更多明白祂的旨意的人
[00:02:26.960 --> 00:02:28.840]  這個在知識方面
[00:02:28.840 --> 00:02:30.680]  是多而又多
[00:02:30.680 --> 00:02:31.960]  另外一樣的配合
[00:02:31.960 --> 00:02:33.560]  愛心的配合
[00:02:33.560 --> 00:02:35.400]  就是見識
[00:02:35.400 --> 00:02:39.920]  見識就是懂得怎樣運用神的話語
[00:02:39.920 --> 00:02:41.320]  運用真理
[00:02:41.320 --> 00:02:43.760]  來解決我們在生活上面
[00:02:43.760 --> 00:02:45.000]  在社會里面
[00:02:45.000 --> 00:02:47.360]  一些的問題
[00:02:47.360 --> 00:02:49.400]  特別一些困難的處境
[00:02:49.400 --> 00:02:51.080]  我們有見識地
[00:02:51.080 --> 00:02:52.680]  有智慧地
[00:02:52.680 --> 00:02:54.080]  來處理
[00:02:54.080 --> 00:02:55.720]  面對這些問題
[00:02:55.720 --> 00:02:57.000]  這個叫見識
[00:02:57.000 --> 00:02:58.840]  在知識、見識上面
[00:02:58.840 --> 00:03:00.400]  是多而又多的
[00:03:00.400 --> 00:03:04.680]  來配合愛心的生命
[00:03:04.680 --> 00:03:08.280]  當我們在愛心不斷增長
[00:03:08.280 --> 00:03:10.280]  在知識和見識上面
[00:03:10.280 --> 00:03:12.040]  多而又多的時候
[00:03:12.040 --> 00:03:13.920]  有四樣東西
[00:03:13.920 --> 00:03:16.160]  在我們生命裏面產生的
[00:03:16.160 --> 00:03:16.960]  就是第十節
[00:03:16.960 --> 00:03:18.560]  第十一節所講的
[00:03:18.560 --> 00:03:22.720]  就是我們有分別是非的能力
[00:03:22.720 --> 00:03:23.520]  在道德方面
[00:03:23.520 --> 00:03:26.520]  我們有分別是非的能力
[00:03:26.520 --> 00:03:29.560]  我們生活上面所做的決定
[00:03:29.560 --> 00:03:32.720]  差不多每一個生活上面的決定
[00:03:32.720 --> 00:03:35.120]  都是牽涉到道德的問題
[00:03:35.120 --> 00:03:37.440]  是非對錯的問題
[00:03:37.440 --> 00:03:39.760]  在這方面我們有那種能力
[00:03:39.760 --> 00:03:41.440]  來做
[00:03:41.440 --> 00:03:43.880]  懂得分辨是非
[00:03:43.880 --> 00:03:44.640]  什麼是對
[00:03:44.640 --> 00:03:46.480]  什麼是不對的
[00:03:46.480 --> 00:03:47.560]  你說這個很容易
[00:03:47.560 --> 00:03:49.560]  每個人都懂得分辨是非
[00:03:49.560 --> 00:03:51.560]  其實不是的
[00:03:51.560 --> 00:03:52.520]  我們時時提到
[00:03:52.520 --> 00:03:55.320]  甚至最高學府的
[00:03:55.320 --> 00:03:58.000]  哈佛大學的學生
[00:03:58.000 --> 00:04:00.360]  辯論納粹德國的
[00:04:00.360 --> 00:04:02.720]  那種所作所爲
[00:04:02.720 --> 00:04:06.000]  屠殺猶太人
[00:04:06.000 --> 00:04:08.560]  他們都決定不了
[00:04:08.560 --> 00:04:12.280]  究竟這件事是對還是錯
[00:04:12.280 --> 00:04:14.160]  所以讀書多的人
[00:04:14.160 --> 00:04:15.600]  越不懂分辨是非
[00:04:15.600 --> 00:04:19.600]  在今天所謂後現代的文化裏面
[00:04:19.600 --> 00:04:21.280]  情況就是這樣
[00:04:21.280 --> 00:04:22.560]  所以求主幫助我們
[00:04:22.560 --> 00:04:23.640]  在末世的時候
[00:04:23.640 --> 00:04:26.640]  我們懂得怎樣分辨是非
[00:04:26.640 --> 00:04:30.200]  這個「闊胡世事」那句說到
[00:04:30.200 --> 00:04:31.400]  或者可以翻譯做
[00:04:31.400 --> 00:04:33.720]  「喜愛那美好的事」
[00:04:33.720 --> 00:04:36.200]  即是說我們不單止懂得分辨
[00:04:36.200 --> 00:04:38.000]  什麼是對
[00:04:38.000 --> 00:04:39.480]  什麼是錯
[00:04:39.480 --> 00:04:40.800]  什麼是好
[00:04:40.800 --> 00:04:42.160]  什麼是不好的
[00:04:42.160 --> 00:04:47.120]  而且當我們是懂得去決定一件事
[00:04:47.120 --> 00:04:47.920]  什麼是好的
[00:04:47.920 --> 00:04:49.480]  我們去做的時候
[00:04:49.480 --> 00:04:53.600]  不只是好和不好這麼簡單
[00:04:53.600 --> 00:04:56.160]  而是在好的範圍裏面
[00:04:56.160 --> 00:04:57.280]  有更好
[00:04:57.280 --> 00:05:00.840]  有最好的
[00:05:00.840 --> 00:05:04.040]  我們的愛心不斷地增加
[00:05:04.040 --> 00:05:05.200]  是叫我們選擇
[00:05:05.200 --> 00:05:07.320]  不單止好的事去做
[00:05:07.320 --> 00:05:10.680]  而且是更好、最好的
[00:05:10.680 --> 00:05:13.040]  我們要做一些最好的事情
[00:05:13.040 --> 00:05:15.040]  「喜愛那美好的事」
[00:05:15.040 --> 00:05:18.480]  今天我們要和大家思想在第二方面
[00:05:18.480 --> 00:05:21.480]  當我們的信心增長的時候
[00:05:21.480 --> 00:05:25.840]  我們是能夠作誠實無過的人
[00:05:25.840 --> 00:05:27.520]  這裏說到我們的品格
[00:05:27.520 --> 00:05:32.960]  我們要建立一個誠實無過的品格
[00:05:32.960 --> 00:05:34.360]  今天我們只是看這方面
[00:05:34.360 --> 00:05:39.600]  什麼叫做一個誠實無過的品格呢?
[00:05:39.600 --> 00:05:41.240]  在末世的時代
[00:05:41.240 --> 00:05:42.800]  保羅告訴我們
[00:05:42.800 --> 00:05:47.120]  我們需要成爲一個有愛心的人
[00:05:47.120 --> 00:05:49.120]  我們怎樣知道一個人有愛心呢?
[00:05:49.120 --> 00:05:50.640]  就是在他生命裏面
[00:05:50.640 --> 00:05:53.160]  他越來越多的付出
[00:05:53.160 --> 00:05:57.320]  一個付出的生命是有愛心的生命
[00:05:57.320 --> 00:06:00.200]  一個只求擁有的生命
[00:06:00.200 --> 00:06:02.840]  是一個未得救的生命
[00:06:02.840 --> 00:06:05.200]  而且這個未得救的生命
[00:06:05.200 --> 00:06:07.280]  是不斷地尋求
[00:06:07.280 --> 00:06:13.120]  他要在這個世界上擁有物質的東西越來越多
[00:06:13.120 --> 00:06:15.600]  多幾層樓
[00:06:15.600 --> 00:06:17.560]  多幾部汽車
[00:06:17.560 --> 00:06:20.080]  多幾部遊艇
[00:06:20.080 --> 00:06:22.880]  「多而有多」就是擁有越來越多
[00:06:22.880 --> 00:06:26.480]  但是「愛心多而有多」是付出的
[00:06:26.480 --> 00:06:27.600]  是給出去的
[00:06:27.600 --> 00:06:29.480]  是犧牲的
[00:06:29.480 --> 00:06:31.480]  甚至好像耶穌基督一樣
[00:06:31.480 --> 00:06:35.560]  在這個世界上爲人類的罪
[00:06:35.560 --> 00:06:38.360]  將所有的一切都給出去
[00:06:38.360 --> 00:06:41.520]  甚至我們死在十字架上
[00:06:41.520 --> 00:06:42.840]  弟兄姊妹
[00:06:42.840 --> 00:06:44.320]  這就是愛
[00:06:44.320 --> 00:06:46.560]  「多而有多」去到這個地步
[00:06:46.560 --> 00:06:49.960]  將生命一切都給出去
[00:06:49.960 --> 00:06:53.400]  所以耶穌挑戰我們
[00:06:53.400 --> 00:06:56.000]  我們要跟隨祂
[00:06:56.000 --> 00:06:57.840]  要背起我們的十字架
[00:06:57.840 --> 00:07:00.680]  天天來跟隨祂
[00:07:00.680 --> 00:07:02.320]  天天背起十字架
[00:07:02.320 --> 00:07:06.080]  天天跟隨耶穌基督的榜樣
[00:07:06.080 --> 00:07:07.720]  成爲一個給出去
[00:07:07.720 --> 00:07:10.200]  越給越多的人
[00:07:10.200 --> 00:07:12.960]  如果我們只是在世界上尋求
[00:07:12.960 --> 00:07:17.320]  擁有物質的東西越來越多的時候
[00:07:17.320 --> 00:07:19.600]  不肯給出去的時候
[00:07:19.600 --> 00:07:23.920]  我們的生命是未成熟的
[00:07:23.920 --> 00:07:26.640]  我們需要主更多的憐憫
[00:07:26.640 --> 00:07:29.440]  要我們的生命有成熟的記號
[00:07:29.440 --> 00:07:32.280]  就是一個給出去的生命
[00:07:32.280 --> 00:07:33.880]  這裏說我們在第二方面
[00:07:33.880 --> 00:07:39.640]  要給出去的生命要建立一種品格
[00:07:39.640 --> 00:07:43.320]  這個品格是正面的
[00:07:43.320 --> 00:07:46.000]  積極的就是誠實
[00:07:46.000 --> 00:07:49.880]  然後消極的就是無過
[00:07:49.880 --> 00:07:55.440]  一個誠實無過的品格
[00:07:55.440 --> 00:07:58.360]  我們的品格是怎麼來的呢?
[00:07:58.360 --> 00:08:02.440]  我們的品格是我們生活上
[00:08:02.440 --> 00:08:06.360]  每一個道德的抉擇
[00:08:06.360 --> 00:08:10.880]  將所有我們每天所做的道德抉擇
[00:08:10.880 --> 00:08:13.200]  加起來的時候
[00:08:13.200 --> 00:08:17.560]  就產生我們生活上的習慣
[00:08:17.560 --> 00:08:21.160]  當我們有了某一種生活習慣的時候
[00:08:21.160 --> 00:08:24.920]  慢慢我們建立了一個品格
[00:08:24.920 --> 00:08:30.680]  好像我最近聽一個信徒講見證
