
[00:00:00.000 --> 00:00:03.600]  剛才我們讀了很大段的經文
[00:00:03.600 --> 00:00:07.000]  裏面都講了很多英雄
[00:00:07.000 --> 00:00:11.000]  講了很多的英雄就是他們是對神充滿信心
[00:00:11.000 --> 00:00:15.000]  他們對神的信心大到一個地步
[00:00:15.000 --> 00:00:17.000]  就說他們到死
[00:00:17.000 --> 00:00:19.000]  有些甚至可能被刀殺
[00:00:19.000 --> 00:00:21.000]  或者是被鋸鋸死等等
[00:00:21.000 --> 00:00:24.000]  都仍然未見到英許實現
[00:00:24.000 --> 00:00:25.500]  那什麼英許呢?
[00:00:25.500 --> 00:00:28.500]  就說救主 耶穌的拯救
[00:00:28.500 --> 00:00:32.000]  但他們對神仍然是相信的
[00:00:32.000 --> 00:00:36.000]  所以今天我們已經去到一個見到耶穌的年代
[00:00:36.000 --> 00:00:39.000]  因為以前裏面都提到一些舊約的人
[00:00:39.000 --> 00:00:41.000]  他都未見到耶穌的年代
[00:00:41.000 --> 00:00:45.000]  但是我們今天所期盼的英許是什麼?
[00:00:45.000 --> 00:00:50.000]  我們今天所期盼的英許是什麼呢?
[00:00:50.000 --> 00:00:53.000]  就說耶穌完全的拯救
[00:00:53.000 --> 00:00:56.000]  就是身體永遠的復活
[00:00:56.000 --> 00:00:59.000]  重美的家鄉就是新天新地
[00:00:59.000 --> 00:01:02.000]  永遠同主面對面的同住
[00:01:02.000 --> 00:01:03.000]  好像剛才我們煮餐
[00:01:03.000 --> 00:01:05.000]  或者美珊剛才她讀的經文一樣
[00:01:05.000 --> 00:01:10.000]  就說我們盼望的就是我們去到一個地方
[00:01:10.000 --> 00:01:11.000]  不再有眼淚
[00:01:11.000 --> 00:01:12.000]  不再有悲哀
[00:01:12.000 --> 00:01:13.000]  不再有哭號
[00:01:13.000 --> 00:01:15.000]  不再有疼痛的這個地方
[00:01:15.000 --> 00:01:19.000]  並且神是要與人同住
[00:01:19.000 --> 00:01:21.500]  神的帳幕在人間
[00:01:21.500 --> 00:01:25.000]  這個就是我們所期盼神的英許
[00:01:25.000 --> 00:01:28.000]  完全的實現
[00:01:28.000 --> 00:01:32.000]  其實阿Li現在已經是其中一個英雄
[00:01:32.000 --> 00:01:34.000]  其中一個信心的英雄
[00:01:34.000 --> 00:01:37.000]  他在病痛和苦難裏面
[00:01:37.000 --> 00:01:41.000]  就算他現在離開了我們
[00:01:41.000 --> 00:01:45.000]  但其實他仍然持守對神的信心
[00:01:45.000 --> 00:01:51.000]  他怎樣走過最後患病那幾年呢?
[00:01:51.000 --> 00:01:53.000]  其中一樣東西我非常之深刻
[00:01:53.000 --> 00:01:58.000]  就是當他知道自己有癌症的時候
[00:01:58.000 --> 00:02:00.000]  他曾經出來講過幾篇道
[00:02:00.000 --> 00:02:02.000]  大家記不記得?
[00:02:02.000 --> 00:02:07.000]  記不記得講道的內容是講些什麼?
[00:02:07.000 --> 00:02:12.000]  他講道的內容是對神有信心
[00:02:12.000 --> 00:02:13.000]  對神有信心
[00:02:13.000 --> 00:02:15.000]  堅心的相信
[00:02:15.000 --> 00:02:17.000]  堅心的相信神
[00:02:17.000 --> 00:02:24.000]  所以他仍然持守著他對神的信心
[00:02:24.000 --> 00:02:27.000]  雖然他期望他的病能夠醫好
[00:02:27.000 --> 00:02:31.000]  但其實他更加期望將來永恆的復活
[00:02:31.000 --> 00:02:36.000]  就是將來更美的家鄉
[00:02:36.000 --> 00:02:39.000]  雖然他期望病得醫治
[00:02:39.000 --> 00:02:44.000]  但你會看到他生命整個焦點都在耶穌身上
[00:02:44.000 --> 00:02:46.000]  他生命整個焦點都在耶穌身上
[00:02:46.000 --> 00:02:49.000]  所以說當他真的要離開的時候
[00:02:49.000 --> 00:02:51.000]  他沒有埋怨過耶穌
[00:02:51.000 --> 00:02:55.000]  當他離開的時候他沒有埋怨過耶穌
[00:02:55.000 --> 00:03:02.000]  他還選擇信服他對神在聖經裡面所應許的
[00:03:02.000 --> 00:03:06.000]  絕對沒有失去這個盼望
[00:03:06.000 --> 00:03:09.000]  他對於神在聖經裡面所親自應許的
[00:03:09.000 --> 00:03:11.000]  他沒有失去這個盼望
[00:03:11.000 --> 00:03:15.000]  所以我們一起讀出十一章十三節
[00:03:15.000 --> 00:03:17.000]  這一句說話
[00:03:17.000 --> 00:03:28.000]  「這些人都是存著信心死的」
[00:03:28.000 --> 00:03:38.000]  所以阿彌也是帶著對神的信心和盼望離開
[00:03:38.000 --> 00:03:40.000]  他跟這些信心為人一樣
[00:03:40.000 --> 00:03:43.000]  雖然他經歷過苦難
[00:03:43.000 --> 00:03:46.000]  但他仍然相信和信服神
[00:03:46.000 --> 00:03:51.000]  其實這才是神要我們持守到底的信心
[00:03:51.000 --> 00:03:55.000]  雖然應許仍然未實現
[00:03:55.000 --> 00:03:57.000]  仍然未完全實現
[00:03:57.000 --> 00:04:01.000]  但我們仍然抓住這個應許
[00:04:01.000 --> 00:04:04.000]  讓這個應許成為我們的盼望
[00:04:04.000 --> 00:04:07.000]  我們就堅心信靠神
[00:04:07.000 --> 00:04:09.000]  堅心依賴神
[00:04:09.000 --> 00:04:15.000]  因為神是一個信實的神
[00:04:15.000 --> 00:04:17.000]  是代表著什麼呢?
[00:04:17.000 --> 00:04:21.000]  就是他從來沒有說過謊
[00:04:21.000 --> 00:04:23.000]  他沒有騙過我們
[00:04:23.000 --> 00:04:29.000]  因為神是一個信實的神
[00:04:29.000 --> 00:04:31.000]  神是一個信實的神
[00:04:31.000 --> 00:04:34.000]  他說得出一定做得到
[00:04:34.000 --> 00:04:36.000]  他說得出一定做得到
[00:04:36.000 --> 00:04:42.000]  所以這就是神想我們堅心持守的信念
[00:04:42.000 --> 00:04:44.000]  既然我們認識的神
[00:04:44.000 --> 00:04:46.000]  我們所相信的神
[00:04:46.000 --> 00:04:47.000]  我們所依靠的神
[00:04:47.000 --> 00:04:49.000]  是一個信實的神
[00:04:49.000 --> 00:04:54.000]  他亦不會說一句謊話的時候
[00:04:54.000 --> 00:04:59.000]  我們相信他說得出一定做得到
[00:04:59.000 --> 00:05:05.000]  他說得出將來他已經為我們預備一個永恆的家鄉
[00:05:05.000 --> 00:05:07.000]  到他預備好的時候
[00:05:07.000 --> 00:05:12.000]  他就會再來接我們一起去這個家鄉
[00:05:12.000 --> 00:05:15.000]  這個是神的應許
[00:05:15.000 --> 00:05:18.000]  讓我們再次和你身邊的頂住戶說一聲
[00:05:18.000 --> 00:05:20.000]  神是一個信實的神
[00:05:20.000 --> 00:05:28.000]  他說得出一定做得到
[00:05:28.000 --> 00:05:30.000]  當然在我們的感受裡
[00:05:30.000 --> 00:05:32.000]  我們很想阿Lee病得醫治
[00:05:32.000 --> 00:05:34.000]  我們很想阿Lee病得醫治
[00:05:34.000 --> 00:05:37.000]  我們和Brian和John Mark一起去服侍神
[00:05:37.000 --> 00:05:40.000]  所以我們祈禱求主醫治
[00:05:40.000 --> 00:05:43.000]  其實我們已經做了我們可以做的
[00:05:43.000 --> 00:05:45.000]  我們盡力做了我們可以做的
[00:05:45.000 --> 00:05:50.000]  我們的心神一定知道的
[00:05:50.000 --> 00:05:53.000]  我們的禱告神是已經聽了
[00:05:53.000 --> 00:05:56.000]  並且神是一定聽了
[00:05:56.000 --> 00:05:59.000]  不過最終阿Lee還是離開了
[00:05:59.000 --> 00:06:02.000]  不過最終阿Lee還是離開了
[00:06:02.000 --> 00:06:06.000]  神沒有聽祈禱嗎?
[00:06:06.000 --> 00:06:09.000]  神很忍心嗎?
[00:06:09.000 --> 00:06:11.000]  但是我們都想問
[00:06:11.000 --> 00:06:14.000]  有哪一個人可以夠膽說
[00:06:14.000 --> 00:06:16.000]  我們比神更加愛阿Lee
[00:06:16.000 --> 00:06:18.000]  我們比神更加愛Brian
[00:06:18.000 --> 00:06:21.000]  我們比神更加愛John Mark
[00:06:21.000 --> 00:06:23.000]  有哪一個人是夠膽這樣說
[00:06:23.000 --> 00:06:26.000]  配得這樣說
[00:06:26.000 --> 00:06:30.000]  神是絕對絕對愛阿Lee
[00:06:30.000 --> 00:06:32.000]  絕對愛Brian
[00:06:32.000 --> 00:06:34.000]  絕對愛John Mark
[00:06:34.000 --> 00:06:40.000]  更加絕對愛這裡的你和我
[00:06:40.000 --> 00:06:44.000]  神是絕對愛每一個人
[00:06:44.000 --> 00:06:46.000]  你試一下想想
[00:06:46.000 --> 00:06:51.000]  有哪一個是為他們為我們
[00:06:51.000 --> 00:06:55.000]  去將他們獨生的兒子
[00:06:55.000 --> 00:06:58.000]  帶差離這個世界
[00:06:58.000 --> 00:07:01.000]  是哪一個將他們獨生的兒子
[00:07:01.000 --> 00:07:05.000]  來到這個世界賜給別人
[00:07:05.000 --> 00:07:09.000]  甚至死在一個很羞辱的刑具上
[00:07:09.000 --> 00:07:16.000]  哪一個親自看著他們的獨生兒子
[00:07:16.000 --> 00:07:18.000]  經歷人生這一切
[00:07:18.000 --> 00:07:23.000]  最後在十字架上這樣死
[00:07:23.000 --> 00:07:27.000]  是天賦他們自己
[00:07:27.000 --> 00:07:32.000]  哪一個是為阿Lee 為阿Brian 為阿John Mark
[00:07:32.000 --> 00:07:35.000]  為你和我甘心樂意死在十字架上
[00:07:35.000 --> 00:07:38.000]  去忍受這個痛苦
[00:07:38.000 --> 00:07:40.000]  哪一個
[00:07:40.000 --> 00:07:42.000]  是哪一個
[00:07:42.000 --> 00:07:44.000]  是耶穌
[00:07:44.000 --> 00:07:47.000]  是耶穌祂自己
[00:07:47.000 --> 00:07:50.000]  所以我再次想問
[00:07:50.000 --> 00:07:52.000]  有沒有人
[00:07:52.000 --> 00:07:58.000]  配得 或者有沒有人夠膽說我們比神更加愛阿Brian
[00:07:58.000 --> 00:08:01.000]  更加愛阿Lee 更加愛阿John Mark
[00:08:01.000 --> 00:08:03.000]  我相信沒有
[00:08:03.000 --> 00:08:05.000]  只是天賦
[00:08:05.000 --> 00:08:06.000]  只是耶穌
[00:08:06.000 --> 00:08:09.000]  只是聖靈三為一體的神
[00:08:09.000 --> 00:08:12.000]  才配得這樣說
[00:08:12.000 --> 00:08:16.000]  因為祂真的來過這個世界
[00:08:16.000 --> 00:08:24.000]  祂這樣來向我們每一個人表達祂對我們的愛
[00:08:24.000 --> 00:08:27.000]  所以唯一這個才是配得
[00:08:27.000 --> 00:08:30.000]  當然我們很愛阿Lee一家
[00:08:30.000 --> 00:08:32.000]  但是我再說
[00:08:32.000 --> 00:08:36.000]  天賦 耶穌 聖靈
