
[00:00:00.000 --> 00:00:02.000]  Hello 大家好
[00:00:02.000 --> 00:00:04.000]  我們先有個祈禱
[00:00:04.000 --> 00:00:10.000]  主愛我們今天晚上
[00:00:10.000 --> 00:00:12.000]  將我們每一位
[00:00:12.000 --> 00:00:14.000]  弟兄姊妹的身心靈都交給你
[00:00:14.000 --> 00:00:16.000]  你打在我們的心
[00:00:16.000 --> 00:00:18.000]  打在我們的靈 打在我們的耳朵
[00:00:18.000 --> 00:00:20.000]  打在我們的眼目
[00:00:20.000 --> 00:00:22.000]  讓我們能夠與你相遇
[00:00:22.000 --> 00:00:24.000]  所以今天我們
[00:00:24.000 --> 00:00:26.000]  同心宣告
[00:00:26.000 --> 00:00:28.000]  我們單單聽你的聲音
[00:00:28.000 --> 00:00:30.000]  讓你與我們同在
[00:00:30.000 --> 00:00:32.000]  你保守我們
[00:00:32.000 --> 00:00:34.000]  讓我們常常在你的道路
[00:00:34.000 --> 00:00:36.000]  你的愛 你的同在裏面
[00:00:36.000 --> 00:00:38.000]  多謝你 聽我們禱告
[00:00:38.000 --> 00:00:40.000]  奉耶穌基督德性有名
[00:00:40.000 --> 00:00:42.000]  Amen
[00:00:42.000 --> 00:00:44.000]  在2011年
[00:00:44.000 --> 00:00:46.000]  當時的美國經濟
[00:00:46.000 --> 00:00:48.000]  還是一片低迷
[00:00:48.000 --> 00:00:50.000]  當時的社會
[00:00:50.000 --> 00:00:52.000]  我想現在都差不多
[00:00:52.000 --> 00:00:54.000]  貧富懸殊的情況
[00:00:54.000 --> 00:00:56.000]  就引致佔領華爾街事件
[00:00:56.000 --> 00:00:58.000]  因為這樣帶來
[00:00:58.000 --> 00:01:00.000]  社會都是一片動蕩
[00:01:00.000 --> 00:01:02.000]  就在那個時候
[00:01:02.000 --> 00:01:04.000]  當時的
[00:01:04.000 --> 00:01:06.000]  德薩斯州Texas的州長
[00:01:06.000 --> 00:01:08.000]  叫做Rick Perry
[00:01:08.000 --> 00:01:10.000]  就在一個
[00:01:10.000 --> 00:01:12.000]  大球場那裏
[00:01:12.000 --> 00:01:14.000]  Houston一個大球場那裏
[00:01:14.000 --> 00:01:16.000]  舉行一個叫The Respond的祈禱會
[00:01:16.000 --> 00:01:18.000]  我們做什麼的呢
[00:01:18.000 --> 00:01:20.000]  就是為當時美國
[00:01:20.000 --> 00:01:22.000]  發生的種種的危機
[00:01:22.000 --> 00:01:24.000]  去禱告
[00:01:24.000 --> 00:01:26.000]  那個大球場當日
[00:01:26.000 --> 00:01:28.000]  坐無虛設
[00:01:28.000 --> 00:01:30.000]  估計當時
[00:01:30.000 --> 00:01:32.000]  應該有三萬五千人
[00:01:32.000 --> 00:01:34.000]  在那個時候
[00:01:34.000 --> 00:01:36.000]  就有很多祈禱
[00:01:36.000 --> 00:01:38.000]  其中一個就是Rick Perry
[00:01:38.000 --> 00:01:40.000]  自己為他們的國家祈禱
[00:01:40.000 --> 00:01:42.000]  他就這樣說
[00:01:42.000 --> 00:01:44.000]  主啊
[00:01:44.000 --> 00:01:46.000]  我們為美國而心碎
[00:01:46.000 --> 00:01:48.000]  我將英文這樣翻譯過來
[00:01:48.000 --> 00:01:50.000]  我們為美國而心碎
[00:01:50.000 --> 00:01:52.000]  我們在市場上面
[00:01:52.000 --> 00:01:54.000]  在政府的大廳
[00:01:54.000 --> 00:01:56.000]  大樓那裏
[00:01:56.000 --> 00:01:58.000]  見到一片憤怒
[00:01:58.000 --> 00:02:00.000]  作為一個國家我們已經完全忘記了
[00:02:00.000 --> 00:02:02.000]  誰創造我們
[00:02:02.000 --> 00:02:04.000]  誰一直保護我們
[00:02:04.000 --> 00:02:06.000]  誰一直賜福給我們
[00:02:06.000 --> 00:02:08.000]  我們已經完全忘記
[00:02:08.000 --> 00:02:10.000]  你是誰
[00:02:10.000 --> 00:02:12.000]  求你恢復
[00:02:12.000 --> 00:02:14.000]  我們的關係
[00:02:14.000 --> 00:02:16.000]  大家知道美國的歷史
[00:02:16.000 --> 00:02:18.000]  他們是以基督的信仰
[00:02:18.000 --> 00:02:20.000]  立國的這個國家
[00:02:20.000 --> 00:02:22.000]  肯定是這樣的
[00:02:22.000 --> 00:02:24.000]  你看他們的美元
[00:02:24.000 --> 00:02:26.000]  紙幣的標
[00:02:26.000 --> 00:02:28.000]  你就知道了
[00:02:28.000 --> 00:02:30.000]  但是很奇怪
[00:02:30.000 --> 00:02:32.000]  這個國家竟然忘記了神是誰
[00:02:32.000 --> 00:02:34.000]  今天對我們
[00:02:34.000 --> 00:02:36.000]  我們屬神的子民
[00:02:36.000 --> 00:02:38.000]  我們信耶穌的人都是屬神的子民
[00:02:38.000 --> 00:02:40.000]  對我們的提醒是什麼呢
[00:02:40.000 --> 00:02:42.000]  我們今天其實有沒有
[00:02:42.000 --> 00:02:44.000]  有意無意在我們人生裏已經忘記了他呢
[00:02:44.000 --> 00:02:46.000]  所以問自己
[00:02:46.000 --> 00:02:48.000]  你究竟渴不渴慕呢
[00:02:48.000 --> 00:02:50.000]  在人生的路上
[00:02:50.000 --> 00:02:52.000]  與神同行
[00:02:52.000 --> 00:02:54.000]  今季我根據阿南的指示
[00:02:54.000 --> 00:02:56.000]  他的吩咐
[00:02:56.000 --> 00:02:58.000]  我會講與神同行
[00:02:58.000 --> 00:03:00.000]  也是教會我們多代同行
[00:03:00.000 --> 00:03:02.000]  第一季的與神同行
[00:03:02.000 --> 00:03:04.000]  他說你有這個方向
[00:03:04.000 --> 00:03:06.000]  都要講了
[00:03:06.000 --> 00:03:08.000]  我就很乖的聽他的吩咐
[00:03:08.000 --> 00:03:10.000]  與神同行
[00:03:10.000 --> 00:03:12.000]  其實不單止是字面上
[00:03:12.000 --> 00:03:14.000]  字面上我與神同行
[00:03:14.000 --> 00:03:16.000]  但其實你要留意
[00:03:16.000 --> 00:03:18.000]  那個與神同行
[00:03:18.000 --> 00:03:20.000]  那個與其實是你
[00:03:20.000 --> 00:03:22.000]  主動積極地
[00:03:22.000 --> 00:03:24.000]  那個主動是你的
[00:03:24.000 --> 00:03:26.000]  神當然與他同在
[00:03:26.000 --> 00:03:28.000]  但你都要主動去尋求他
[00:03:28.000 --> 00:03:30.000]  去尋找
[00:03:30.000 --> 00:03:32.000]  去讓神和你的關係
[00:03:32.000 --> 00:03:34.000]  更進一步
[00:03:34.000 --> 00:03:36.000]  亦都代表你自己在你的人生裏
[00:03:36.000 --> 00:03:38.000]  更多更深的去認識神
[00:03:38.000 --> 00:03:40.000]  所以今天晚上
[00:03:40.000 --> 00:03:42.000]  我們講與神同行
[00:03:42.000 --> 00:03:44.000]  我就很想
[00:03:44.000 --> 00:03:46.000]  C篇139篇和大家講
[00:03:46.000 --> 00:03:48.000]  今天我們整晚都是講
[00:03:48.000 --> 00:03:50.000]  C篇139篇
[00:03:50.000 --> 00:03:52.000]  其實作者是誰
[00:03:52.000 --> 00:03:54.000]  就是大衛
[00:03:54.000 --> 00:03:56.000]  其實C篇139篇是很詳細
[00:03:56.000 --> 00:03:58.000]  很仔細的講
[00:03:58.000 --> 00:04:00.000]  大衛與神的關係
[00:04:00.000 --> 00:04:02.000]  我們可以藉著
[00:04:02.000 --> 00:04:04.000]  C篇139篇
[00:04:04.000 --> 00:04:06.000]  去慢慢明白
[00:04:06.000 --> 00:04:08.000]  大衛如何一步一步
[00:04:08.000 --> 00:04:10.000]  更深的去認識神
[00:04:10.000 --> 00:04:12.000]  我們剛才說
[00:04:12.000 --> 00:04:14.000]  他是在講
