
[00:00:00.000 --> 00:00:05.940]  好 先跟大家分享這個訊息
[00:00:05.940 --> 00:00:16.520]  我們會知道 今天神是一位忍耐我們的神
[00:00:16.520 --> 00:00:19.840]  在羅馬書第15章第5節
[00:00:19.840 --> 00:00:23.040]  但願賜忍耐安慰的神
[00:00:23.040 --> 00:00:26.480]  叫你們彼此同心 效法基督耶穌
[00:00:26.480 --> 00:00:29.480]  神是賜忍耐
[00:00:29.480 --> 00:00:32.840]  我有錢才可以請人吃東西
[00:00:32.840 --> 00:00:37.720]  我有這些書 我才可以借給別人
[00:00:37.720 --> 00:00:41.760]  即是說 神將忍耐賜給我們的時候
[00:00:41.760 --> 00:00:45.120]  神自己本身都是一個忍耐的神
[00:00:45.120 --> 00:00:47.680]  在上一次裡面 我們會看到
[00:00:47.680 --> 00:00:51.880]  就是神怎樣忍耐我們這一班罪人的迴轉
[00:00:51.880 --> 00:00:54.960]  要忍耐我們怎樣去成長
[00:00:54.960 --> 00:01:00.680]  欲速則不達 所以神都要有忍耐對待我們
[00:01:00.680 --> 00:01:03.080]  而我們成為他的兒女的時候
[00:01:03.080 --> 00:01:05.280]  我們同樣需要忍耐
[00:01:05.280 --> 00:01:08.360]  如果你們上一課沒有聽到的時候
[00:01:08.360 --> 00:01:11.480]  其實我每一次都會將我們這個《茶經》
[00:01:11.480 --> 00:01:15.680]  放上YouTube 大家可以再翻看
[00:01:15.680 --> 00:01:18.360]  我們以為 當然要忍耐
[00:01:18.360 --> 00:01:21.960]  這個社會有很多不善
[00:01:21.960 --> 00:01:24.920]  有些很壞的人 和我們關係不好的人
[00:01:24.920 --> 00:01:27.240]  我們要來忍耐他們
[00:01:27.240 --> 00:01:29.160]  更加要忍耐那些不信的人
[00:01:29.160 --> 00:01:30.800]  希望他們來回轉
[00:01:30.800 --> 00:01:33.680]  是的 這個是要忍耐的
[00:01:33.680 --> 00:01:35.960]  但是 作為基督徒
[00:01:35.960 --> 00:01:40.080]  你有沒有一個經歷或者感受
[00:01:40.080 --> 00:01:42.480]  你是要忍耐神的
[00:01:42.480 --> 00:01:45.080]  當我們向神呼求一些事的時候
[00:01:45.080 --> 00:01:50.160]  往往我們不是馬上得到那個回應的
[00:01:50.160 --> 00:01:53.520]  有時候我們要等很久很久的時間
[00:01:53.520 --> 00:01:57.520]  甚至因為我們在這個等候的過程當中
[00:01:57.520 --> 00:01:58.840]  我們忍不住了
[00:01:58.840 --> 00:02:01.000]  於是我們自己採取行動
[00:02:01.000 --> 00:02:03.840]  但是當我們採取這個行動的時候
[00:02:03.840 --> 00:02:05.760]  引來的是什麼呢
[00:02:05.760 --> 00:02:09.080]  就是禍及我們自己 不只是這樣
[00:02:09.080 --> 00:02:11.720]  還可能禍及其他人
[00:02:11.720 --> 00:02:14.240]  甚至很多的世代
[00:02:14.240 --> 00:02:16.800]  所以我們這次就會看看
[00:02:16.800 --> 00:02:18.520]  有幾方面 第一
[00:02:18.520 --> 00:02:20.440]  就是在等候上面
[00:02:20.440 --> 00:02:23.600]  我們要怎樣去忍耐我們的神
[00:02:23.600 --> 00:02:27.120]  神向阿伯拉罕宣告
[00:02:27.120 --> 00:02:28.840]  他怎麼說呢
[00:02:28.840 --> 00:02:30.880]  我必叫你成為大國
[00:02:30.880 --> 00:02:32.640]  我必賜福給你
[00:02:32.640 --> 00:02:34.160]  叫你的名為大
[00:02:34.160 --> 00:02:37.000]  你也要叫別人得福
[00:02:37.000 --> 00:02:40.200]  神很清楚地向阿伯拉罕宣告
[00:02:40.200 --> 00:02:43.240]  阿伯拉罕 你會成為
[00:02:43.240 --> 00:02:47.160]  這個萬人 因為你得到祝福
[00:02:47.160 --> 00:02:49.200]  而你的後裔
[00:02:49.200 --> 00:02:52.640]  會成為一個很大的角度
[00:02:52.640 --> 00:02:53.400]  但是不要忘記
[00:02:53.400 --> 00:02:55.840]  那時候阿伯拉罕已經很年老了
[00:02:55.840 --> 00:03:00.120]  稍後神又再向他宣告
[00:03:00.120 --> 00:03:01.280]  或者是以後
[00:03:01.280 --> 00:03:02.760]  耶和華在異象中
[00:03:02.760 --> 00:03:04.160]  有話對阿伯拉罕說
[00:03:04.160 --> 00:03:06.440]  阿伯拉罕 你不要懼怕
[00:03:06.440 --> 00:03:07.640]  我是你的盾牌
[00:03:07.640 --> 00:03:09.440]  必大大的賞賜你
[00:03:09.440 --> 00:03:10.360]  阿伯拉罕說
[00:03:10.360 --> 00:03:12.520]  主耶和華 我既無子
[00:03:12.520 --> 00:03:14.040]  你還賜我什麼呢
[00:03:14.040 --> 00:03:16.680]  並且要承受我加爾的士大馬色人
[00:03:16.680 --> 00:03:18.320]  以利以謝
[00:03:18.320 --> 00:03:19.880]  如果你知道這件事的時候
[00:03:19.880 --> 00:03:22.280]  就是阿伯拉罕
[00:03:22.280 --> 00:03:23.680]  以德報怨
[00:03:23.680 --> 00:03:25.040]  他未曾打過仗
[00:03:25.040 --> 00:03:27.000]  挪得被人擄走了
[00:03:27.000 --> 00:03:28.880]  於是他就帶著那些家丁
[00:03:28.880 --> 00:03:30.360]  三百多家丁
[00:03:30.360 --> 00:03:32.320]  所以你想想是多麼有錢
[00:03:32.320 --> 00:03:35.440]  但是這些家丁不是軍人
[00:03:35.440 --> 00:03:37.160]  但是他有了這場仗
[00:03:37.160 --> 00:03:39.480]  然後神祝福他們 他們贏了
[00:03:39.480 --> 00:03:41.160]  其實 嘩 事後想起來
[00:03:41.160 --> 00:03:42.200]  都很害怕
[00:03:42.200 --> 00:03:43.280]  但是神跟他說
[00:03:43.280 --> 00:03:44.480]  不用害怕
[00:03:44.480 --> 00:03:48.800]  我肯定買必大大的賜福給你
[00:03:48.800 --> 00:03:50.440]  我都這麼年紀大了
[00:03:50.440 --> 00:03:52.560]  你賜福給我有什麼用呢
[00:03:52.560 --> 00:03:53.920]  我又無子
[00:03:53.920 --> 00:03:55.440]  我就算有這麼多產業
[00:03:55.440 --> 00:03:57.160]  都沒有人去繼承
[00:03:57.160 --> 00:03:59.800]  唉 遲下便益了我們這幫管家
[00:03:59.800 --> 00:04:03.040]  那個大馬色人以利以謝
[00:04:03.040 --> 00:04:04.480]  那麼你留意到
[00:04:04.480 --> 00:04:07.000]  阿梅森隆又會宣告
[00:04:07.000 --> 00:04:09.320]  你其實不用擔心
[00:04:09.320 --> 00:04:12.000]  我們再看第三 第四 第五節
[00:04:12.000 --> 00:04:13.800]  阿伯拉罕又說
[00:04:13.800 --> 00:04:15.200]  你沒有給我兒子
[00:04:15.200 --> 00:04:15.880]  阿森隆說
[00:04:15.880 --> 00:04:18.880]  我的人就是我的後子
[00:04:18.880 --> 00:04:20.840]  伊維又對他說
[00:04:20.840 --> 00:04:24.480]  謝人必不成為你的後子
[00:04:24.480 --> 00:04:28.120]  你本身所生的才成為你的後子
[00:04:28.120 --> 00:04:30.640]  於是令他走到外邊說
[00:04:30.640 --> 00:04:32.440]  你向天觀看
[00:04:32.440 --> 00:04:35.720]  數算眾星能數得過來嗎
[00:04:35.720 --> 00:04:36.760]  又對他說
[00:04:36.760 --> 00:04:39.960]  你的後裔將要如此
[00:04:39.960 --> 00:04:40.680]  阿伯拉罕說
[00:04:40.680 --> 00:04:41.720]  唉 我都沒有兒子
[00:04:41.720 --> 00:04:43.560]  那些僕人在這裡
[00:04:43.560 --> 00:04:44.880]  例如我管家生了那些
[00:04:44.880 --> 00:04:46.440]  就當是我的兒子
[00:04:46.440 --> 00:04:49.080]  他就會繼承我的產業
[00:04:49.080 --> 00:04:50.360]  不是的
[00:04:50.360 --> 00:04:53.000]  這些人不會成為你的後裔
[00:04:53.000 --> 00:04:55.120]  是你自己親生的
[00:04:55.120 --> 00:04:56.840]  你的骨肉
[00:04:56.840 --> 00:04:58.880]  你的孩子
[00:04:58.880 --> 00:05:01.120]  才是會承受你的事
[00:05:01.120 --> 00:05:03.200]  這個成為你的子子
[00:05:03.200 --> 00:05:08.560]  好了 神的應許 給了
[00:05:08.560 --> 00:05:10.080]  但是否即刻
[00:05:10.080 --> 00:05:12.560]  第二天 第二個月
[00:05:12.560 --> 00:05:15.480]  他的妻子撒拉
[00:05:15.480 --> 00:05:17.560]  就即刻懷孕
[00:05:17.560 --> 00:05:19.080]  不是的
[00:05:19.080 --> 00:05:21.720]  原來等了很久很久
[00:05:21.720 --> 00:05:24.320]  都未曾去懷孕
[00:05:24.320 --> 00:05:26.200]  於是怎樣呢
[00:05:26.200 --> 00:05:30.120]  撒拉知道神的應許
[00:05:30.120 --> 00:05:31.360]  但是沒有
[00:05:31.360 --> 00:05:34.000]  於是他就用自己的方法
[00:05:34.000 --> 00:05:36.600]  去幫助神
[00:05:36.600 --> 00:05:37.840]  那他怎樣呢
[00:05:37.840 --> 00:05:40.480]  就叫自己一個婢女下嫁
[00:05:40.480 --> 00:05:43.040]  就是黑人 就是埃及人
[00:05:43.040 --> 00:05:47.360]  就叫她成為代母
[00:05:47.360 --> 00:05:52.480]  跟阿伯蘭有親密關係
[00:05:52.480 --> 00:05:54.640]  不要介意這樣說
[00:05:54.640 --> 00:05:56.880]  如果有個男人就說
[00:05:56.880 --> 00:06:01.280]  太太 竟然叫我跟另一個異性
[00:06:01.280 --> 00:06:03.840]  發生親密關係
[00:06:03.840 --> 00:06:05.360]  很划算
[00:06:05.360 --> 00:06:09.440]  但是當時的風俗是可以的
[00:06:09.440 --> 00:06:11.920]  但是不要隨便
[00:06:11.920 --> 00:06:15.560]  你還是去隨風俗而行
[00:06:15.560 --> 00:06:17.560]  因為有些風俗
[00:06:17.560 --> 00:06:20.160]  有些社會上認為是對的事
[00:06:20.160 --> 00:06:23.200]  不等於神是認同的
[00:06:23.200 --> 00:06:25.280]  現在在性別上
[00:06:25.280 --> 00:06:28.080]  那些同性戀 很多方面
[00:06:28.080 --> 00:06:30.240]  那些人應該都沒有問題的
[00:06:30.240 --> 00:06:31.920]  但是這就是神的心意
[00:06:31.920 --> 00:06:33.360]  大家很清楚
[00:06:33.360 --> 00:06:34.960]  那下嫁呢
[00:06:34.960 --> 00:06:36.800]  就只是一個什麼呢
[00:06:36.800 --> 00:06:40.080]  代母 一個生命的物品而已
[00:06:40.080 --> 00:06:41.200]  就是被利用
[00:06:41.200 --> 00:06:43.600]  那當然下嫁都開心的
[00:06:43.600 --> 00:06:46.480]  哇 我不再是奴隸了
[00:06:46.480 --> 00:06:49.000]  我竟然成為主人的
[00:06:49.000 --> 00:06:51.120]  另外一個妻子或者妾侍
[00:06:51.120 --> 00:06:54.880]  那我的地位都會提升了
[00:06:54.880 --> 00:06:56.640]  竟然有成功
[00:06:56.640 --> 00:06:59.680]  記住 其實等了十年
[00:06:59.680 --> 00:07:01.680]  神的應許
[00:07:01.680 --> 00:07:04.480]  給了之後十年
[00:07:04.480 --> 00:07:06.720]  是不是很熟悉這個說話
[00:07:06.720 --> 00:07:08.720]  但是都沒有動靜
[00:07:08.720 --> 00:07:10.880]  所以他要幫助神
[00:07:10.880 --> 00:07:13.520]  好了 但是記住
[00:07:13.520 --> 00:07:15.840]  勉強是沒有幸福的
[00:07:15.840 --> 00:07:18.640]  那有些人就怎樣呢
[00:07:18.640 --> 00:07:20.960]  就產生了問題了
[00:07:20.960 --> 00:07:23.040]  下嫁真的懷孕
[00:07:23.040 --> 00:07:24.800]  生了一個嬰兒
[00:07:24.800 --> 00:07:26.560]  那時候怎麼知道
[00:07:26.560 --> 00:07:28.720]  下嫁是不值得爭的
[00:07:28.720 --> 00:07:30.720]  廣東話有句話這樣說的
[00:07:30.720 --> 00:07:33.520]  三分顏色上大雄
[00:07:33.520 --> 00:07:35.120]  那意思是什麼呢
[00:07:35.120 --> 00:07:37.520]  下嫁當她福大平便
[00:07:37.520 --> 00:07:39.520]  一有生機的時候
[00:07:39.520 --> 00:07:42.720]  她就想著自己的地位會更加穩固
[00:07:42.720 --> 00:07:44.480]  她就有藐視
[00:07:44.480 --> 00:07:49.360]  藐視主母就是實來的
[00:07:49.360 --> 00:07:53.200]  那時候這個身為太太
[00:07:53.200 --> 00:07:56.400]  畢竟這個曾經是牧人
[00:07:56.400 --> 00:07:57.680]  她仍然在她眼中
[00:07:57.680 --> 00:07:59.920]  都是一個婢女來的
[00:07:59.920 --> 00:08:02.160]  但是現在竟然藐視她的時候
[00:08:02.160 --> 00:08:03.920]  她就很生氣了
[00:08:03.920 --> 00:08:06.320]  我們看《創世紀》第十六章
[00:08:06.320 --> 00:08:10.240]  第四到第六節
[00:08:10.240 --> 00:08:12.080]  「阿伯蘭與下嫁同房
[00:08:12.080 --> 00:08:14.560]  下嫁就懷了孕
[00:08:14.560 --> 00:08:16.000]  她見自己有人
[00:08:16.000 --> 00:08:18.720]  就小看她的主母」
[00:08:18.720 --> 00:08:21.920]  殺了她阿伯蘭說
[00:08:21.920 --> 00:08:23.760]  「我因你受屈
[00:08:23.760 --> 00:08:26.640]  我將你的侍女當在你懷中
[00:08:26.640 --> 00:08:29.440]  她見自己有人就小看我
[00:08:29.440 --> 00:08:32.960]  願爺和華在你我中間判斷」
[00:08:32.960 --> 00:08:35.200]  阿伯蘭對殺萊說
[00:08:35.200 --> 00:08:36.960]  「屍女在你手下
[00:08:36.960 --> 00:08:39.360]  你可以取衣待她
[00:08:39.360 --> 00:08:41.360]  殺萊苦待她
[00:08:41.360 --> 00:08:44.720]  她就從殺萊面前逃跑」
[00:08:44.720 --> 00:08:46.560]  這裡很清楚的
[00:08:46.560 --> 00:08:49.920]  看到人性就是這樣
[00:08:49.920 --> 00:08:50.960]  好了
[00:08:50.960 --> 00:08:54.160]  下嫁當她有一點地位
[00:08:54.160 --> 00:08:56.320]  像重 生嬌
[00:08:56.320 --> 00:08:58.560]  於是看輕主母
[00:08:58.560 --> 00:09:00.800]  但一個最大的問題是什麼呢?
[00:09:00.800 --> 00:09:04.880]  實際上她沒有檢討反省
[00:09:04.880 --> 00:09:07.760]  誰是始作俑者
[00:09:07.760 --> 00:09:09.760]  誰是引起這件事
