
[00:00:00.000 --> 00:00:03.400]  我們之前有一個祈禱
[00:00:03.400 --> 00:00:05.180]  天父我們感謝祢
[00:00:05.180 --> 00:00:07.680]  祢也是常常看顧我們
[00:00:07.680 --> 00:00:09.780]  求主幫助我們
[00:00:09.780 --> 00:00:12.980]  特別是冬天臨近
[00:00:12.980 --> 00:00:16.080]  亦都是我們要過聖誕的時候
[00:00:16.080 --> 00:00:18.480]  在將臨期這段時間
[00:00:18.480 --> 00:00:20.980]  求主祢也幫助我們
[00:00:20.980 --> 00:00:23.080]  讓我們的心向著主
[00:00:23.080 --> 00:00:27.000]  能夠好像古代的先聖一樣
[00:00:27.000 --> 00:00:30.600]  能夠預備心靈迎接主的降臨
[00:00:30.600 --> 00:00:32.000]  求主與我們同在
[00:00:32.000 --> 00:00:34.300]  祈禱奉耶穌基督的名
[00:00:34.300 --> 00:00:36.000]  誠心所願
[00:00:36.000 --> 00:00:41.600]  我跟一些施班員說
[00:00:41.600 --> 00:00:44.000]  我們今天換了紫色
[00:00:44.000 --> 00:00:46.000]  紫色是比較少見的
[00:00:46.000 --> 00:00:52.400]  元朗堂有些是參照教會的年齡
[00:00:52.400 --> 00:00:56.400]  不是行到很足
[00:00:56.400 --> 00:00:57.800]  傳統的教會
[00:00:57.800 --> 00:00:58.800]  譬如聖公會
[00:00:58.800 --> 00:01:00.800]  一些大的傳統的宗派
[00:01:00.800 --> 00:01:03.000]  他們就跟這個教會的年齡
[00:01:03.000 --> 00:01:04.800]  他們有他們的意思
[00:01:04.800 --> 00:01:09.400]  現代的教會很多是看不見著譜的
[00:01:09.400 --> 00:01:12.200]  中華基督教會就比較簡約一點
[00:01:12.200 --> 00:01:16.200]  一般就是白色的帶
[00:01:16.200 --> 00:01:18.600]  遇到喜慶的事就是紅色的帶
[00:01:18.600 --> 00:01:19.300]  一般就是這樣
[00:01:19.300 --> 00:01:22.700]  所以你去很多中華基督教會的教堂聚會
[00:01:22.700 --> 00:01:24.700]  就見到就是這樣
[00:01:24.700 --> 00:01:27.600]  我來到的時候
[00:01:27.600 --> 00:01:30.200]  教會的傳統已經有十幾年了
[00:01:30.200 --> 00:01:35.400]  是用一個跟教會年齡的節期
[00:01:35.400 --> 00:01:39.600]  分開有白色、綠色、紫色
[00:01:39.600 --> 00:01:41.800]  不同的顏色
[00:01:41.800 --> 00:01:43.200]  我們就跟著
[00:01:43.200 --> 00:01:49.000]  希望有機會我們又在這方面解釋一下
[00:01:49.000 --> 00:01:51.800]  大家知道為什麼又轉了顏色
[00:01:51.800 --> 00:01:53.900]  上個星期都是綠色的
[00:01:53.900 --> 00:01:55.400]  又會轉的
[00:01:55.400 --> 00:01:58.200]  這樣就讓大家明白一點
[00:01:58.200 --> 00:02:00.600]  但總之我們見到這個顏色的轉變
[00:02:00.600 --> 00:02:02.100]  就是告訴我們
[00:02:02.100 --> 00:02:04.100]  教會的年齡裏面
[00:02:04.100 --> 00:02:06.400]  又有一個新的
[00:02:06.400 --> 00:02:10.500]  去了另外一個時間
[00:02:10.500 --> 00:02:13.600]  現在是張臨期的第一個主日
[00:02:13.600 --> 00:02:15.000]  這個主日
[00:02:15.000 --> 00:02:18.000]  我們今天也夾了一張單張在這裏
[00:02:18.000 --> 00:02:20.800]  就是張臨期的第一主日的靈修
[00:02:20.800 --> 00:02:23.600]  是我們同宮編的
[00:02:23.600 --> 00:02:27.900]  裏面提到張臨期是有兩個意思
[00:02:27.900 --> 00:02:30.600]  第一就是準備
[00:02:30.600 --> 00:02:34.500]  歡慶耶穌基督
[00:02:34.500 --> 00:02:37.500]  在二千多年前來到這個世界
[00:02:37.500 --> 00:02:39.400]  紀念祂出生的事件
[00:02:39.400 --> 00:02:41.800]  就是慶祝耶穌基督的
[00:02:41.800 --> 00:02:44.500]  在二千多年前來到這個世界
[00:02:44.500 --> 00:02:46.900]  你們見到很多慶祝聖誕
[00:02:46.900 --> 00:02:49.700]  就是紀念耶穌基督的降生
[00:02:49.700 --> 00:02:52.900]  那些不是基督徒的商店
[00:02:52.900 --> 00:02:57.900]  都是把握這個節日來做生意的
[00:02:57.900 --> 00:03:02.700]  我覺得最誇張的一次就是九月底
[00:03:02.700 --> 00:03:04.700]  九月底,未到十月
[00:03:04.700 --> 00:03:07.400]  我當時在上海
[00:03:07.400 --> 00:03:10.400]  在浦東一個大的商場
[00:03:10.400 --> 00:03:13.200]  聽到聖誕歌聲
[00:03:13.200 --> 00:03:15.400]  嘩,這麼誇張,看一看時間
[00:03:15.400 --> 00:03:17.400]  九月底,十月都未到
[00:03:17.400 --> 00:03:21.600]  你看商人的生意的頭腦是多厲害
[00:03:21.600 --> 00:03:25.200]  已經開始準備做聖誕的生意
[00:03:25.200 --> 00:03:26.900]  我們外面的社會
[00:03:26.900 --> 00:03:31.800]  很著重聖誕節的商機
[00:03:31.800 --> 00:03:34.400]  基督徒都紀念聖誕節
[00:03:34.400 --> 00:03:36.400]  紀念耶穌基督的誕降
[00:03:36.400 --> 00:03:38.800]  給我們的意義和救贖
[00:03:38.800 --> 00:03:40.600]  第二個意思就是
[00:03:40.600 --> 00:03:43.800]  我們期待基督的再臨
[00:03:43.800 --> 00:03:46.500]  在第二次來到
[00:03:46.500 --> 00:03:52.000]  這個更加是基督徒應該有的心
[00:03:52.000 --> 00:03:58.200]  這裡是章林奇的意義
[00:03:58.200 --> 00:04:02.200]  第一個聖誕好像很匆忙
[00:04:02.200 --> 00:04:10.000]  耶穌上他出生的地方,伯利恆
[00:04:10.000 --> 00:04:11.600]  很緊張
[00:04:11.600 --> 00:04:14.400]  聖經說客店裡面都沒有地方
[00:04:14.400 --> 00:04:17.200]  好像沒有什麼人有心理準備
[00:04:17.200 --> 00:04:19.700]  這個救主是會來到的
[00:04:19.700 --> 00:04:22.200]  究竟有沒有人去預備
[00:04:22.200 --> 00:04:25.500]  耶穌基督的來到在第一次
[00:04:25.500 --> 00:04:33.200]  上帝有沒有為他去預備呢?
[00:04:33.200 --> 00:04:36.700]  預備主來的人應該又怎麼樣呢?
[00:04:36.700 --> 00:04:39.900]  在傳統上,聖經的人物裡面
[00:04:39.900 --> 00:04:42.200]  有些特別是在章林奇的時候
[00:04:42.200 --> 00:04:47.400]  會成為港獨的主要人物
[00:04:47.400 --> 00:04:49.500]  譬如,與利沙伯
[00:04:49.500 --> 00:04:55.700]  撒加利亞先知,即是司禧約翰的媽媽
[00:04:55.700 --> 00:04:59.600]  約瑟,瑪利亞,包括司禧約翰
[00:04:59.600 --> 00:05:01.200]  就是我們今天說的
[00:05:01.200 --> 00:05:06.000]  這些人物是我們在章林奇裡面
[00:05:06.000 --> 00:05:10.200]  會特別分享他的事蹟
[00:05:10.200 --> 00:05:12.000]  也有一些書卷
[00:05:12.000 --> 00:05:13.600]  譬如《儀差書》裡面
[00:05:13.600 --> 00:05:17.600]  有好幾處是講到耶穌基督的降臨的
[00:05:17.600 --> 00:05:22.600]  都是一些章林奇講道常用的經文
[00:05:22.600 --> 00:05:26.600]  今天我們就從司禧約翰去思想一下
[00:05:26.600 --> 00:05:30.600]  預備自己迎接主的降臨
[00:05:30.600 --> 00:05:32.400]  剛才主席跟我們讀了一段聖經
[00:05:32.400 --> 00:05:37.100]  就是瑪太福音的第三章
[00:05:37.100 --> 00:05:42.000]  我們就說司禧約翰出來傳道
[00:05:42.000 --> 00:05:46.500]  宣講你們要悔改天國梗
[00:05:46.500 --> 00:05:52.000]  司禧約翰和約翰福音的約翰不同
[00:05:52.000 --> 00:05:55.500]  約翰福音的約翰是耶穌的門徒
[00:05:55.500 --> 00:06:00.200]  司禧約翰是耶穌之前的人
[00:06:00.200 --> 00:06:02.000]  我稍後解釋
[00:06:02.000 --> 00:06:08.100]  他在曠野穿著樂陀無造的衣服
[00:06:08.100 --> 00:06:12.700]  腰束皮帶吃的是蝗蟲和野蜜
[00:06:12.700 --> 00:06:14.600]  其實就好像一個野人
[00:06:14.600 --> 00:06:16.500]  在那裡生活
[00:06:16.500 --> 00:06:19.900]  靠一些大自然、天然的東西
[00:06:19.900 --> 00:06:22.100]  他在那裡宣講
[00:06:22.100 --> 00:06:24.800]  呼籲人們要悔改
[00:06:24.800 --> 00:06:28.200]  當時他有很大的號召力
[00:06:28.200 --> 00:06:29.600]  很震撼的
[00:06:29.600 --> 00:06:35.500]  聖經說耶路撒冷全猶大和全約旦河地區的人
[00:06:35.500 --> 00:06:37.200]  即是澳洲邊的地區的人
[00:06:37.200 --> 00:06:39.300]  很多都去到約翰那裡
[00:06:39.300 --> 00:06:40.800]  被他感召
[00:06:40.800 --> 00:06:42.700]  承認自己的罪
[00:06:42.700 --> 00:06:45.200]  接受約翰的洗
[00:06:45.200 --> 00:06:49.400]  也有些法利塞人和薩都哥人都來
[00:06:49.400 --> 00:06:55.700]  法利塞人和薩都哥人都是比較有階層一點的
[00:06:55.700 --> 00:06:58.600]  他們都去那裡受洗
[00:06:58.600 --> 00:07:01.200]  約翰就斥責他們、教訓他們
[00:07:01.200 --> 00:07:03.400]  叫他們悔改
[00:07:03.400 --> 00:07:05.900]  又特別提到
[00:07:05.900 --> 00:07:08.300]  將來還有一個是要來的
[00:07:08.300 --> 00:07:12.000]  這個將來要來的那個能力比他更加大
[00:07:12.000 --> 00:07:15.700]  他自己就連幫他拿鞋子都不配
[00:07:15.700 --> 00:07:20.200]  這個就是描寫到施洗約翰
[00:07:20.200 --> 00:07:23.700]  他的人物和他的工作
[00:07:23.700 --> 00:07:26.300]  四卷福音書都有講到施洗約翰的
[00:07:26.300 --> 00:07:31.900]  他是一個很突出的也很重要的一個人
