
[00:00:00.000 --> 00:00:02.580]  今天會查一段經文
[00:00:02.580 --> 00:00:05.760]  在我少年時代讀聖經時也不太明白
[00:00:05.760 --> 00:00:07.360]  很簡單,就是污煞
[00:00:07.360 --> 00:00:10.600]  他扶過若貴,但竟然出於好意
[00:00:10.600 --> 00:00:14.240]  卻是被神離開,但立即被擊殺
[00:00:14.240 --> 00:00:17.160]  究竟是甚麼事呢?
[00:00:17.160 --> 00:00:19.780]  當然稍後我會解釋
[00:00:19.780 --> 00:00:23.080]  但整段經文中
[00:00:23.080 --> 00:00:24.440]  讓我看到一件很重要的事
[00:00:24.440 --> 00:00:27.140]  就是我們的神是尊貴榮耀
[00:00:27.140 --> 00:00:29.480]  我們絕對不可以輕忽
[00:00:29.480 --> 00:00:34.860]  我們繼續看今次的查經
[00:00:34.860 --> 00:00:37.540]  題目叫做「死於非命」
[00:00:37.540 --> 00:00:42.740]  你留意到我的講題有時都比較特別
[00:00:42.740 --> 00:00:46.640]  但都是很貼近內容的
[00:00:46.640 --> 00:00:50.040]  我們上次看到政治的虛偽
[00:00:50.040 --> 00:00:52.660]  厄尼爾他投靠大維大
[00:00:52.660 --> 00:00:54.660]  結果被弱額所殺
[00:00:54.660 --> 00:00:58.240]  他生前所做的事幫助不到統一
[00:00:58.240 --> 00:01:02.780]  反而他死了就讓全國統一起來
[00:01:02.780 --> 00:01:05.940]  素來的世子伊斯波切
[00:01:05.940 --> 00:01:09.080]  也被屬下尼大去殺死了
[00:01:09.080 --> 00:01:14.360]  結果南北對峙的局面消除了
[00:01:14.360 --> 00:01:16.120]  大維能夠統一天下
[00:01:16.120 --> 00:01:18.480]  成為整個以色列民族的王
[00:01:18.480 --> 00:01:23.640]  從現在這堂開始
[00:01:23.640 --> 00:01:26.400]  我們會看大維的第二部分
[00:01:26.400 --> 00:01:28.200]  就是他作王的部分
[00:01:28.200 --> 00:01:31.080]  我們首先來看看大維登基後
[00:01:31.080 --> 00:01:33.520]  有兩件事值得我們探討的
[00:01:33.520 --> 00:01:37.720]  第一是他建都耶路撒冷
[00:01:37.720 --> 00:01:41.560]  第二是他要將約惠搬回耶路撒冷
[00:01:41.560 --> 00:01:43.840]  引致烏殺之死
[00:01:43.840 --> 00:01:45.960]  我們今天集中看這兩件事
[00:01:45.960 --> 00:01:49.600]  我們先看他建都耶路撒冷
[00:01:49.600 --> 00:01:51.120]  當大維統一全國之後
[00:01:51.120 --> 00:01:56.360]  第一件事就是要找一個合適他自己的地方
[00:01:56.360 --> 00:02:00.200]  作為首都 行政的地方
[00:02:00.200 --> 00:02:03.480]  昔日素羅作王的時候
[00:02:03.480 --> 00:02:06.240]  他以哪裏作為首都呢
[00:02:06.240 --> 00:02:09.520]  原來是用他家鄉基比亞做首都
[00:02:09.520 --> 00:02:12.640]  一個不是很重要的地方
[00:02:12.640 --> 00:02:14.440]  所以好章這樣說
[00:02:14.440 --> 00:02:17.880]  你和我都不太知道素羅作王的時候
[00:02:17.880 --> 00:02:19.840]  首都在哪裏 是不是
[00:02:19.840 --> 00:02:22.680]  大維很聰明 有他自己的計算
[00:02:22.680 --> 00:02:25.440]  他想 如果他選希伯倫
[00:02:25.440 --> 00:02:29.280]  記不記得他在希伯倫做王之前
[00:02:29.280 --> 00:02:32.440]  如果希伯倫來做首都的時候
[00:02:32.440 --> 00:02:34.360]  北邊的以色列人就很不滿
[00:02:34.360 --> 00:02:37.760]  就找自己的地方吧
[00:02:37.760 --> 00:02:40.800]  所以他想 如果我現在在南部
[00:02:40.800 --> 00:02:44.440]  我做希伯倫是我的首都
[00:02:44.440 --> 00:02:46.640]  他未統一的時候
[00:02:46.640 --> 00:02:47.880]  我用這個地方
[00:02:47.880 --> 00:02:49.560]  統一了也是用這個地方
[00:02:49.560 --> 00:02:51.200]  就令到北邊的人不太滿意
[00:02:51.200 --> 00:02:54.680]  好了 如果他去百里行城
[00:02:54.680 --> 00:02:56.520]  有百里行它出生的地方
[00:02:56.520 --> 00:02:58.200]  又不太輕率
[00:02:58.200 --> 00:03:00.640]  因為這是一個很小的城市
[00:03:00.640 --> 00:03:02.360]  如果你有去過以色列
[00:03:02.360 --> 00:03:03.640]  其實很無奈
[00:03:03.640 --> 00:03:06.400]  本來今年有兩個團去以色列
[00:03:06.400 --> 00:03:07.840]  因為打仗不行
[00:03:07.840 --> 00:03:10.280]  就改了下一年的2月
[00:03:10.280 --> 00:03:11.680]  但是現在都取消了
[00:03:11.680 --> 00:03:14.560]  因為下一年2月都應該遙遙無期
[00:03:14.560 --> 00:03:17.760]  期望26年的時候
[00:03:17.760 --> 00:03:21.640]  會有機會和大家再去以色列
[00:03:21.640 --> 00:03:24.200]  所以下一年就改了去哪裏呢
[00:03:24.200 --> 00:03:25.720]  就是去巴爾幹半島
[00:03:25.720 --> 00:03:27.320]  希望大家可以參加
[00:03:27.320 --> 00:03:29.200]  好了 如果我們去以色列的時候
[00:03:29.200 --> 00:03:31.240]  一定會去耶路撒冷
[00:03:31.240 --> 00:03:34.080]  耶路撒冷是一個名城
[00:03:34.080 --> 00:03:36.720]  但是我也會去百里行
[00:03:36.720 --> 00:03:38.640]  其實耶路撒冷和百里行的相距
[00:03:38.640 --> 00:03:40.080]  不是很遠的
[00:03:40.080 --> 00:03:43.760]  但是1990年
[00:03:43.760 --> 00:03:45.720]  我第一次去以色列的時候
[00:03:45.720 --> 00:03:48.640]  百里行是以色列人管理的
[00:03:48.640 --> 00:03:50.200]  但是現在去的時候
[00:03:50.200 --> 00:03:52.320]  那些人管理的是誰呢
[00:03:52.320 --> 00:03:53.360]  是阿拉伯人
[00:03:53.360 --> 00:03:55.160]  就是那些巴勒斯坦人
[00:03:55.160 --> 00:03:58.520]  因為他們有了妥協
[00:03:58.520 --> 00:04:00.640]  於是將那些地方交給他
[00:04:00.640 --> 00:04:01.520]  你想想
[00:04:01.520 --> 00:04:03.080]  如果這個是這麼重要的地方
[00:04:03.080 --> 00:04:04.560]  這麼美的地方
[00:04:04.560 --> 00:04:08.280]  你一定是不會將它分給別人的
[00:04:08.280 --> 00:04:10.680]  所以到現在你可以看到
[00:04:10.680 --> 00:04:13.120]  如果去百里行的時候
[00:04:13.120 --> 00:04:15.280]  除了看耶穌誕生的地方
[00:04:15.280 --> 00:04:18.400]  全世界最古老的一座禮拜堂
[00:04:18.400 --> 00:04:19.360]  就是教堂
[00:04:19.360 --> 00:04:21.080]  就在百里行城那裏
[00:04:21.080 --> 00:04:23.560]  以及有一個教堂
[00:04:23.560 --> 00:04:27.480]  是牧羊人建議像的地方
[00:04:27.480 --> 00:04:30.160]  沒有什麼特別可取之處
[00:04:30.160 --> 00:04:33.640]  所以百里行城是一個很小的地方
[00:04:33.640 --> 00:04:35.400]  所以他就選擇什麼呢
[00:04:35.400 --> 00:04:38.440]  就選擇耶路撒冷
[00:04:38.440 --> 00:04:40.960]  耶路撒冷這個城就位於迦南地
[00:04:40.960 --> 00:04:42.720]  有高山圍繞
[00:04:42.720 --> 00:04:44.600]  所以縱山圍繞
[00:04:44.600 --> 00:04:46.400]  就是在CP裡面有這麼說的
[00:04:46.400 --> 00:04:48.280]  地勢是很高的
[00:04:48.280 --> 00:04:52.680]  聖殿只是建基在百里行城
[00:04:52.680 --> 00:04:53.480]  就是不是
[00:04:53.480 --> 00:04:56.480]  是耶路撒冷裡面的一部分人
[00:04:56.480 --> 00:05:00.480]  可以耶路撒冷
[00:05:00.480 --> 00:05:03.040]  鞏固自己的政權
[00:05:03.040 --> 00:05:06.320]  在軍事上面也有好的部署
[00:05:06.320 --> 00:05:11.680]  你留意到國家一定要有很強的軍隊
[00:05:11.680 --> 00:05:15.120]  來維護國家的經濟利益
[00:05:15.120 --> 00:05:17.080]  所以這個選址很重要
[00:05:17.080 --> 00:05:20.920]  因為耶路撒冷是古老的城市
[00:05:20.920 --> 00:05:23.360]  大衛年代已經很出名了
[00:05:23.360 --> 00:05:26.560]  遠在約書阿分地的時候
[00:05:26.560 --> 00:05:30.520]  就將這個地劃給了猶大之派
