
[00:00:00.000 --> 00:00:03.000]  菩薩師父讓我們聽道以心同心的禱告
[00:00:03.000 --> 00:00:05.400]  讓我們聽到這些心同心禱告
[00:00:05.400 --> 00:00:10.800]  師父多謝祢讓我們再次回到主祢的說話裡
[00:00:10.800 --> 00:00:16.200]  求主祢讓我們有一個聆聽主導並且活用主導的心
[00:00:16.200 --> 00:00:23.200]  保佑我們能夠在生命生活上自然流露出屬主祢的生命
[00:00:23.200 --> 00:00:28.000]  並且預備好隨時回答各人的盼望和願望
[00:00:28.400 --> 00:00:32.000]  所以求主祢讓祢的說話藏在我們每一個人的心裡
[00:00:32.000 --> 00:00:38.000]  隨時能夠如何去靈活地回應眾人的要求
[00:00:38.000 --> 00:00:42.200]  求主祢也讓我們能夠在整個過程裡
[00:00:42.200 --> 00:00:43.800]  給予弟兄姐妹們守望
[00:00:43.800 --> 00:00:51.200]  更加學會如何在每一天的熟齡道路上給予彼此的支持
[00:00:51.400 --> 00:00:58.400]  夏天不妨先祢給我們了解一段時間再次由上靈來到聆聽主祢的說話
[00:00:58.400 --> 00:01:00.400]  求祢給我們有一個忌諱的靈
[00:01:00.400 --> 00:01:03.400]  使我們都能夠聽懂主祢的說話
[00:01:03.400 --> 00:01:07.000]  並且成為我們的上靈的一部分
[00:01:07.000 --> 00:01:15.000]  使我們能夠在每一天的生活裡面自然流露出我們有屬主的上靈
[00:01:15.000 --> 00:01:16.400]  求祢的幫助
[00:01:16.400 --> 00:01:18.400]  我們禱告奉主耶穌的名字
[00:01:18.400 --> 00:01:21.400]  阿門
[00:01:21.400 --> 00:01:24.400]  作為基督徒有一件事是需要好好學習的
[00:01:24.400 --> 00:01:32.400]  就是要學會如何去忍受得住
[00:01:32.400 --> 00:01:39.400]  當人人都因為違背神的命令而風生水起的時候
[00:01:39.400 --> 00:01:49.400]  而自己也因為行主道而遭遇坎坷這種矛盾
[00:01:49.400 --> 00:01:55.400]  但這個的確是不容易的一件事
[00:01:55.400 --> 00:02:09.400]  基督徒為什麼行主道反而在這個世界很多時候會面對一些世界以來的不必要的挑釁或者不好的對待呢?
[00:02:09.400 --> 00:02:16.400]  基督徒行主道為什麼會受到這個世界上一切不好的矛盾呢?
[00:02:16.400 --> 00:02:20.400]  而人家做得不合神心意的我們知道
[00:02:20.400 --> 00:02:26.400]  但是他們又這麼安安樂樂的呢
[00:02:26.400 --> 00:02:34.400]  難道廣東話裡面有一句這樣的俗語真是事實嗎?
[00:02:34.400 --> 00:02:40.400]  就是忠忠直直忠須乞食
[00:02:40.400 --> 00:02:45.400]  作為基督徒
[00:02:45.400 --> 00:02:51.400]  我們又回顧一下我們短短的一日地上人生只是數十年的時間
[00:02:51.400 --> 00:03:00.400]  是不是真的願意自己因為行主的道守在主的道裡面而被其他人笑我們蠢呢?
[00:03:00.400 --> 00:03:06.400]  這些種種的掙扎
[00:03:06.400 --> 00:03:11.400]  我相信對每一個真正的基督徒來講一定要面對的
[00:03:11.400 --> 00:03:16.400]  我相信對每一個真正的基督徒來講一定要真正的去面對
[00:03:16.400 --> 00:03:21.400]  為什麼神所命定的基督徒的人生不是順順利利的呢?
[00:03:21.400 --> 00:03:25.400]  為什麼神所命定的基督徒的人生不是順順利利的呢?
[00:03:25.400 --> 00:03:27.400]  很多甚至現在的基督徒
[00:03:27.400 --> 00:03:29.400]  甚至說現在的基督徒
[00:03:29.400 --> 00:03:32.400]  他甚至將基督教嘗試去扭一扭轉一轉
[00:03:32.400 --> 00:03:35.400]  甚至將他基督教去扭一扭轉一下
[00:03:35.400 --> 00:03:37.400]  就是說你信耶穌啦
[00:03:37.400 --> 00:03:38.400]  就是說你信耶穌
[00:03:38.400 --> 00:03:41.400]  信耶穌之後你的生活就會好轉了
[00:03:41.400 --> 00:03:44.400]  你信耶穌之後你生活就會好轉了
[00:03:44.400 --> 00:03:45.400]  但事實上是不是呢?
[00:03:45.400 --> 00:03:47.400]  但事實上是不是呢?
[00:03:47.400 --> 00:03:48.400]  很多的教會
[00:03:48.400 --> 00:03:49.400]  很多教會
[00:03:49.400 --> 00:03:51.400]  都是這樣傳揚這種觀念
[00:03:51.400 --> 00:03:52.400]  都這樣傳揚這樣的觀念
[00:03:52.400 --> 00:03:57.400]  但結局真的要去站硬在神的話上面的時候
[00:03:57.400 --> 00:03:59.400]  但真正的站立在神的話上面的時候
[00:03:59.400 --> 00:04:01.400]  往往就是轉態
[00:04:01.400 --> 00:04:02.400]  往往就是轉態
[00:04:02.400 --> 00:04:04.400]  因為他抵受不到
[00:04:04.400 --> 00:04:05.400]  因為他抵受不到
[00:04:05.400 --> 00:04:06.400]  真的如果基督徒
[00:04:06.400 --> 00:04:07.400]  作為一個基督徒
[00:04:07.400 --> 00:04:10.400]  按照神的說話而去行事做決定
[00:04:10.400 --> 00:04:12.400]  按照神的話做事而決定
[00:04:12.400 --> 00:04:15.400]  是不受這個世界的人歡迎的
[00:04:15.400 --> 00:04:17.400]  是不受這個世界的人歡迎的
[00:04:17.400 --> 00:04:18.400]  於是乎怎樣呢?
[00:04:18.400 --> 00:04:19.400]  於是怎樣呢?
[00:04:19.400 --> 00:04:21.400]  他就去嘗試將基督教包裝過
[00:04:21.400 --> 00:04:24.400]  他就將整個基督教來包裝
[00:04:24.400 --> 00:04:26.400]  將他重讓他能夠
[00:04:26.400 --> 00:04:29.400]  信了耶穌又可以好好的生活
[00:04:29.400 --> 00:04:31.400]  而說信了耶穌之後呢
[00:04:31.400 --> 00:04:32.400]  可以有好好的生活
[00:04:32.400 --> 00:04:33.400]  兒女又聽話的
[00:04:33.400 --> 00:04:34.400]  兒女又聽話的
[00:04:34.400 --> 00:04:36.400]  工作又暢順的
[00:04:36.400 --> 00:04:37.400]  工作又暢順的
[00:04:37.400 --> 00:04:39.400]  做生意又發大財的
[00:04:39.400 --> 00:04:41.400]  做生意又發大財的
[00:04:41.400 --> 00:04:42.400]  有沒有留意呀?
[00:04:42.400 --> 00:04:43.400]  有沒有留意呀?
[00:04:43.400 --> 00:04:45.400]  很多今天的基督教都是這樣包裝
[00:04:45.400 --> 00:04:47.400]  很多今天的基督教都是這樣包裝的
[00:04:47.400 --> 00:04:48.400]  很多今天的基督教都是這樣包裝的
[00:04:48.400 --> 00:04:49.400]  不過我想問一個問題
[00:04:49.400 --> 00:04:50.400]  不過我想問一個問題
[00:04:50.400 --> 00:04:51.400]  不過我想問一個問題
[00:04:51.400 --> 00:04:53.400]  如果信基督教可以得到這一切
[00:04:53.400 --> 00:04:56.400]  如果信基督教可以得到這一切
[00:04:56.400 --> 00:04:57.400]  有問題得到解決
[00:04:57.400 --> 00:04:58.400]  有問題得到解決
[00:04:58.400 --> 00:04:59.400]  有問題得到解決
[00:04:59.400 --> 00:05:02.400]  做生意就豐生水起
[00:05:02.400 --> 00:05:04.400]  做生意就豐生水起
[00:05:04.400 --> 00:05:06.400]  那我為甚麼要信基督教呢?
[00:05:06.400 --> 00:05:08.400]  那我為甚麼要信基督教呢?
[00:05:08.400 --> 00:05:09.400]  你有沒有想過?
[00:05:09.400 --> 00:05:10.400]  你有沒有想過?
[00:05:10.400 --> 00:05:12.400]  其他宗教都是這樣說的
[00:05:12.400 --> 00:05:13.400]  其他宗教都是這樣說的
[00:05:13.400 --> 00:05:14.400]  其他宗教都是這樣說的
[00:05:14.400 --> 00:05:15.400]  我們在香港以來
[00:05:15.400 --> 00:05:16.400]  我們在香港以來
[00:05:16.400 --> 00:05:17.400]  最喜歡拜一個神叫黃大仙
[00:05:17.400 --> 00:05:18.400]  最喜歡拜一個神叫黃大仙
[00:05:18.400 --> 00:05:19.400]  在香港最喜歡拜黃大仙
[00:05:19.400 --> 00:05:20.400]  在香港最喜歡拜黃大仙
[00:05:20.400 --> 00:05:21.400]  每個人都說拜黃大仙很靈
[00:05:21.400 --> 00:05:22.400]  每個人都說拜黃大仙很靈
[00:05:22.400 --> 00:05:23.400]  每個人都說拜黃大仙很靈
[00:05:23.400 --> 00:05:24.400]  每個人都說拜黃大仙很靈
[00:05:24.400 --> 00:05:25.400]  因為黃大仙
[00:05:25.400 --> 00:05:26.400]  因為黃大仙
[00:05:26.400 --> 00:05:27.400]  拜那個就樣樣都順順利利
[00:05:27.400 --> 00:05:34.400]  黃大仙的另一個別名
[00:05:34.400 --> 00:05:36.400]  就叫做有求必應
[00:05:36.400 --> 00:05:38.400]  就叫做有求必應
[00:05:38.400 --> 00:05:40.400]  如果有求就必應的話
[00:05:40.400 --> 00:05:41.400]  如果有求就必應的話
[00:05:41.400 --> 00:05:43.400]  那為甚麼要信耶穌?
[00:05:43.400 --> 00:05:44.400]  那為甚麼要信耶穌?
[00:05:44.400 --> 00:05:46.400]  為甚麼要信基督?
[00:05:46.400 --> 00:05:47.400]  為甚麼要信基督?
[00:05:47.400 --> 00:05:48.400]  那為甚麼要信基督?
[00:05:48.400 --> 00:05:49.400]  那為甚麼要信基督?
[00:05:49.400 --> 00:05:50.400]  那為甚麼要信基督?
[00:05:50.400 --> 00:05:51.400]  那為甚麼要信基督?
[00:05:51.400 --> 00:05:52.400]  那為甚麼要信基督?
[00:05:52.400 --> 00:05:53.400]  那為甚麼要信基督?
[00:05:53.400 --> 00:05:54.400]  那為甚麼要信基督?
[00:05:54.400 --> 00:05:55.400]  那為甚麼要信基督?
[00:05:55.400 --> 00:05:56.400]  那為甚麼要信基督?
[00:05:56.400 --> 00:05:57.400]  那為甚麼要信基督?
[00:05:57.400 --> 00:05:58.400]  那為甚麼要信基督?
[00:05:58.400 --> 00:05:59.400]  那為甚麼要信基督?
[00:05:59.400 --> 00:06:00.400]  那為甚麼要信基督?
[00:06:00.400 --> 00:06:01.400]  那為甚麼要信基督?
[00:06:01.400 --> 00:06:02.400]  那為甚麼要信基督?
[00:06:02.400 --> 00:06:03.400]  那為甚麼要信基督?
[00:06:03.400 --> 00:06:04.400]  那為甚麼要信基督?
[00:06:04.400 --> 00:06:05.400]  那為甚麼要信基督?
[00:06:05.400 --> 00:06:06.400]  那為甚麼要信基督?
[00:06:06.400 --> 00:06:07.400]  那為甚麼要信基督?
[00:06:07.400 --> 00:06:08.400]  那為甚麼要信基督?
[00:06:08.400 --> 00:06:09.400]  那為甚麼要信基督?
[00:06:09.400 --> 00:06:10.400]  那為甚麼要信基督?
[00:06:10.400 --> 00:06:11.400]  那為甚麼要信基督?
[00:06:11.400 --> 00:06:12.400]  那為甚麼要信基督?
[00:06:12.400 --> 00:06:13.400]  那為甚麼要信基督?
[00:06:13.400 --> 00:06:14.400]  那為甚麼要信基督?
[00:06:14.400 --> 00:06:15.400]  那為甚麼要信基督?
[00:06:15.400 --> 00:06:16.400]  那為甚麼要信基督?
[00:06:26.400 --> 00:06:27.400]  那為甚麼要信基督?
[00:06:27.400 --> 00:06:28.400]  那為甚麼要信基督?
[00:06:28.400 --> 00:06:29.400]  那為甚麼要信基督?
[00:06:29.400 --> 00:06:30.400]  那為甚麼要信基督?
[00:06:30.400 --> 00:06:31.400]  那為甚麼要信基督?
[00:06:31.400 --> 00:06:32.400]  那為甚麼要信基督?
[00:06:32.400 --> 00:06:33.400]  那為甚麼要信基督?
[00:06:33.400 --> 00:06:34.400]  那為甚麼要信基督?
[00:06:34.400 --> 00:06:35.400]  那為甚麼要信基督?
[00:06:35.400 --> 00:06:36.400]  那為甚麼要信基督?
[00:06:36.400 --> 00:06:37.400]  那為甚麼要信基督?
[00:06:37.400 --> 00:06:38.400]  那為甚麼要信基督?
[00:06:38.400 --> 00:06:39.400]  那為甚麼要信基督?
[00:06:39.400 --> 00:06:40.400]  那為甚麼要信基督?
[00:06:40.400 --> 00:06:41.400]  那為甚麼要信基督?
[00:06:41.400 --> 00:06:42.400]  那為甚麼要信基督?
[00:06:42.400 --> 00:06:43.400]  那為甚麼要信基督?
[00:06:43.400 --> 00:06:44.400]  那為甚麼要信基督?
[00:06:44.400 --> 00:06:45.400]  那為甚麼要信基督?
[00:06:45.400 --> 00:06:46.400]  那為甚麼要信基督?
[00:06:56.400 --> 00:06:57.400]  那為甚麼要信基督?
[00:06:57.400 --> 00:06:58.400]  那為甚麼要信基督?
[00:06:58.400 --> 00:06:59.400]  那為甚麼要信基督?
[00:06:59.400 --> 00:07:00.400]  那為甚麼要信基督?
[00:07:00.400 --> 00:07:01.400]  那為甚麼要信基督?
[00:07:01.400 --> 00:07:02.400]  那為甚麼要信基督?
[00:07:02.400 --> 00:07:03.400]  那為甚麼要信基督?
[00:07:03.400 --> 00:07:04.400]  那為甚麼要信基督?
[00:07:04.400 --> 00:07:05.400]  那為甚麼要信基督?
[00:07:05.400 --> 00:07:06.400]  那為甚麼要信基督?
[00:07:06.400 --> 00:07:07.400]  那為甚麼要信基督?
[00:07:07.400 --> 00:07:08.400]  那為甚麼要信基督?
[00:07:08.400 --> 00:07:09.400]  那為甚麼要信基督?
[00:07:09.400 --> 00:07:10.400]  那為甚麼要信基督?
[00:07:10.400 --> 00:07:11.400]  那為甚麼要信基督?
[00:07:11.400 --> 00:07:12.400]  那為甚麼要信基督?
[00:07:12.400 --> 00:07:13.400]  那為甚麼要信基督?
[00:07:13.400 --> 00:07:14.400]  那為甚麼要信基督?
[00:07:14.400 --> 00:07:15.400]  那為甚麼要信基督?
[00:07:15.400 --> 00:07:16.400]  那為甚麼要信基督?
[00:07:27.400 --> 00:07:28.400]  於是怎樣?
[00:07:28.400 --> 00:07:33.400]  竟然她的衣著是很好的
[00:07:33.400 --> 00:07:36.400]  第四節說
[00:07:36.400 --> 00:07:39.400]  這女人穿著紫色和珠紅色的衣服
[00:07:39.400 --> 00:07:48.400]  這是傳統在古晉中的君王貴族的衣服
[00:07:53.400 --> 00:07:57.400]  她還帶金紫又帶寶石又有珍珠
[00:07:57.400 --> 00:08:03.400]  香港人從中國大陸去香港
[00:08:03.400 --> 00:08:05.400]  那些自由行那些
[00:08:05.400 --> 00:08:07.400]  自由行那些
[00:08:07.400 --> 00:08:09.400]  全部都是買這些
[00:08:09.400 --> 00:08:15.400]  買金紫
[00:08:15.400 --> 00:08:17.400]  買寶石
[00:08:17.400 --> 00:08:18.400]  買珍珠
[00:08:18.400 --> 00:08:21.400]  個個都是這樣的
[00:08:23.400 --> 00:08:26.400]  她又穿著貴族衣服
[00:08:26.400 --> 00:08:27.400]  又穿著漂亮的衣服
[00:08:27.400 --> 00:08:29.400]  又穿著漂亮的首飾
[00:08:29.400 --> 00:08:30.400]  又穿著貴族的衣服
[00:08:30.400 --> 00:08:32.400]  又穿著漂亮的首飾
[00:08:32.400 --> 00:08:35.400]  那當然是手袋也要有那個
[00:08:35.400 --> 00:08:36.400]  是不是
[00:08:36.400 --> 00:08:38.400]  要背那些牌子才行
[00:08:38.400 --> 00:08:39.400]  是不是
[00:08:39.400 --> 00:08:41.400]  也要有漂亮的手袋
[00:08:41.400 --> 00:08:42.400]  你看看
[00:08:42.400 --> 00:08:46.400]  她還有一個很享樂的生活
[00:08:46.400 --> 00:08:48.400]  還有一個很享樂的生活
[00:08:48.400 --> 00:08:50.400]  手拿金杯
[00:08:50.400 --> 00:08:51.400]  手拿金杯
[00:08:51.400 --> 00:08:53.400]  在那裡嘆酒
[00:08:53.400 --> 00:08:55.400]  在那裡享受酒
[00:08:55.400 --> 00:08:57.400]  現在的電視劇是這樣的
[00:08:57.400 --> 00:08:58.400]  那些富豪全部都是
[00:08:58.400 --> 00:08:59.400]  個個拿著一瓶紅酒
[00:08:59.400 --> 00:09:01.400]  在那裡搖啊搖啊
