
[00:00:00.000 --> 00:00:03.720]  DIY是Do It Yourself的簡寫
[00:00:03.720 --> 00:00:08.560]  如果你有留意社會發展和流行文化的
[00:00:08.560 --> 00:00:12.820]  你大概會很驚訝的注意到
[00:00:12.820 --> 00:00:15.960]  我們今天的兩性的走勢和發展
[00:00:15.960 --> 00:00:17.960]  是叫我們很擔心的
[00:00:17.960 --> 00:00:22.600]  意思就是男人是變得越來越難受的小男人
[00:00:22.600 --> 00:00:27.080]  而女人也是變得從來沒見過這麼臭的臭女人
[00:00:27.080 --> 00:00:29.680]  包括她的體味和她的言語
[00:00:29.680 --> 00:00:37.000]  我很多年前對這個問題做過一些近距離的觀察和研究
[00:00:37.000 --> 00:00:40.000]  直到最近才把它整理成篇
[00:00:40.000 --> 00:00:42.800]  希望可以提出一些修正之道
[00:00:42.800 --> 00:00:44.800]  可以忘羊補牢
[00:00:44.800 --> 00:00:50.280]  我會分開四個階段和你們解釋這個問題
[00:00:50.280 --> 00:00:57.000]  首先我會敘述一些常見的街頭小警
[00:00:57.000 --> 00:01:01.920]  來講出我們今天所關心的問題是真實的存在
[00:01:01.920 --> 00:01:03.920]  不是我作出來的
[00:01:03.920 --> 00:01:06.420]  我多數都會將我觀察到的
[00:01:06.420 --> 00:01:12.120]  加上在哪裏和什麼時候見到的這些街景來講出來
[00:01:12.120 --> 00:01:16.240]  我相信你都可以補上很多這類的小故事
[00:01:16.240 --> 00:01:22.000]  接著我會嘗試從文化和社會的角度
[00:01:22.000 --> 00:01:26.000]  來給這個現象一個解話
[00:01:26.000 --> 00:01:30.000]  我相信當中所發生的這種的逆性發展
[00:01:30.000 --> 00:01:35.000]  是跟現代人誤解了什麼叫做男性
[00:01:35.000 --> 00:01:38.000]  masculinity 什麼叫做女性
[00:01:38.000 --> 00:01:40.000]  femininity 是有關的
[00:01:40.000 --> 00:01:44.000]  是誤解了這兩個最重要的目標
[00:01:44.000 --> 00:01:47.520]  我們就向錯誤的方向發展了
[00:01:47.520 --> 00:01:53.280]  第三段我會敘述兩個的故事
[00:01:53.280 --> 00:01:58.280]  是可以代表了人類的那種勇氣和承擔的理想
[00:01:58.280 --> 00:02:03.000]  一個是希臘的神話故事關於音樂之神
[00:02:03.000 --> 00:02:07.000]  奧菲斯和尤麗黛的愛情故事
[00:02:07.000 --> 00:02:11.360]  另一個是關於我們快翠要去紀念的
[00:02:11.360 --> 00:02:16.960]  耶穌基督最末後一段日子的故事
[00:02:16.960 --> 00:02:19.280]  我們要用一個神話故事
[00:02:19.280 --> 00:02:22.880]  是因為這個是代表了我們人類的理想
[00:02:22.880 --> 00:02:24.880]  所以用神話來表達
[00:02:24.880 --> 00:02:28.200]  我們要重述耶穌的故事
[00:02:28.200 --> 00:02:31.800]  我們是要指出理想是可以實現的
[00:02:31.800 --> 00:02:37.600]  而且已經在一個真人的身上實現了出來
[00:02:37.600 --> 00:02:39.000]  既然說可以實現
[00:02:39.000 --> 00:02:40.800]  我們就一定要提到
[00:02:40.800 --> 00:02:43.800]  是怎樣可以矯正和修煉知道
[00:02:43.800 --> 00:02:46.800]  男人變得更男人
[00:02:46.800 --> 00:02:50.200]  女人變得更加女人
[00:02:50.200 --> 00:02:53.200]  首先讓我們看一看在今天
[00:02:53.200 --> 00:02:58.000]  我們這個逆勝發展的情況
