
[00:00:00.000 --> 00:00:02.920]  高興再一次在港台和大家見面
[00:00:02.920 --> 00:00:06.140]  也很高興再一次在台上和大家見面
[00:00:06.140 --> 00:00:08.360]  也很高興我在教會的親密戰友
[00:00:08.360 --> 00:00:10.120]  Opry回到我當中
[00:00:10.120 --> 00:00:16.780]  我們重新得力的繼續向著前面
[00:00:16.780 --> 00:00:20.240]  我們繼續去侍奉我們的神
[00:00:20.240 --> 00:00:27.100]  今天大家可能很奇怪
[00:00:27.100 --> 00:00:31.800]  今天我們所講的神蹟
[00:00:31.800 --> 00:00:35.280]  五餅和二魚
[00:00:35.280 --> 00:00:37.900]  五餅和二魚相信大家都很熟悉
[00:00:37.900 --> 00:00:39.320]  相信大家很熟悉
[00:00:39.320 --> 00:00:43.340]  可是剛才所念的那一段經文
[00:00:43.340 --> 00:00:45.320]  讀到有五餅有二魚
[00:00:45.320 --> 00:00:47.080]  然後就讀完了 是不是
[00:00:47.080 --> 00:00:52.920]  我們讀到第38節就完了
[00:00:52.920 --> 00:00:57.760]  我們念到第38節就完了
[00:00:57.760 --> 00:01:02.640]  為什麼不一直念到第43節呢
[00:01:02.640 --> 00:01:05.200]  或者說到最後的一節第44節
[00:01:05.200 --> 00:01:10.860]  因為今天主要不是講這個神蹟
[00:01:10.860 --> 00:01:14.920]  那究竟我想講什麼呢
[00:01:14.920 --> 00:01:19.200]  我想問大家你肚子餓嗎
[00:01:19.200 --> 00:01:23.060]  而且我主要是說你在心靈裡面你肚子餓嗎
[00:01:23.060 --> 00:01:27.640]  主要是說心靈裡面你會不會肚子餓
[00:01:27.640 --> 00:01:29.200]  之前我們講馬可福音
[00:01:29.200 --> 00:01:31.800]  我們講過很多耶穌基督的神蹟
[00:01:31.800 --> 00:01:34.000]  之前我們講馬可福音的時候
[00:01:34.000 --> 00:01:35.920]  說到很多耶穌基督的神蹟
[00:01:35.920 --> 00:01:39.360]  其實很多神蹟可以說是比這次的更厲害
[00:01:39.360 --> 00:01:44.320]  其實很多的神蹟都比這次所講的更厲害
[00:01:44.320 --> 00:01:48.480]  比如說平靜風浪
[00:01:48.480 --> 00:01:52.640]  趕鬼進到豬群裡面
[00:01:52.640 --> 00:01:57.360]  埃魯的女兒死了都可以復活
[00:01:57.360 --> 00:02:02.900]  這次純粹是吃一頓飯而已
[00:02:02.900 --> 00:02:06.280]  當然五餅和兩條魚可以餵飽五千人
[00:02:06.280 --> 00:02:12.800]  都是一個很大的神蹟
[00:02:12.800 --> 00:02:16.320]  但相信當時的五千人很多都看不到這個神蹟
[00:02:16.320 --> 00:02:19.800]  但相信當時的五千人很多都看不到這個神蹟
[00:02:19.800 --> 00:02:22.960]  他們沒有現場電視轉播
[00:02:22.960 --> 00:02:24.800]  他們沒有現場的電視轉播
[00:02:24.800 --> 00:02:27.040]  你站得很後
[00:02:27.040 --> 00:02:29.160]  你都不知道有五餅有二魚這麼少
[00:02:29.160 --> 00:02:31.240]  你也不知道只有五個餅兩條魚這麼少
[00:02:31.240 --> 00:02:33.960]  有沒有看到耶穌怎樣分這五餅二魚
[00:02:33.960 --> 00:02:37.120]  有沒有看到耶穌怎樣分這五餅二魚
[00:02:37.120 --> 00:02:39.840]  有得吃就可以了
[00:02:39.840 --> 00:02:42.160]  最怕沒得吃
[00:02:42.160 --> 00:02:46.720]  就好像大家待會崇拜完了
[00:02:46.720 --> 00:02:50.640]  就去那邊排隊拿東西吃
[00:02:50.640 --> 00:02:53.640]  最重要是有得吃
[00:02:53.640 --> 00:02:57.360]  我們怎樣分你不會管的
[00:02:57.360 --> 00:02:59.920]  我經常在想
[00:02:59.920 --> 00:03:04.640]  如果我們有耶穌的恩賜就好了
[00:03:04.640 --> 00:03:08.920]  因為有時候煮飯煮得不夠
[00:03:08.920 --> 00:03:13.000]  煮得太多又說浪費
[00:03:13.000 --> 00:03:15.440]  煮得不夠又說不夠吃
[00:03:15.440 --> 00:03:17.760]  煮得不夠又說不夠吃
[00:03:17.760 --> 00:03:22.440]  但你們沒有先前訂位
[00:03:22.440 --> 00:03:24.920]  但大家之前沒有預定位置
[00:03:24.920 --> 00:03:27.320]  我們做教會做午餐就很難訂
[00:03:27.320 --> 00:03:29.880]  究竟今天會有多少人來
[00:03:29.880 --> 00:03:32.720]  我們教會在預備午餐的時候很難訂
[00:03:32.720 --> 00:03:35.520]  究竟今天有多少人會來
[00:03:35.520 --> 00:03:36.520]  實在是很難的
[00:03:36.520 --> 00:03:38.120]  而且我們存貨不可以多
[00:03:38.120 --> 00:03:39.600]  而且我們存貨不可以多
[00:03:39.600 --> 00:03:40.920]  因為食物是新鮮的
[00:03:40.920 --> 00:03:42.120]  因為食物是新鮮的
[00:03:42.120 --> 00:03:44.360]  而且我們不是每天開門的
[00:03:44.360 --> 00:03:48.000]  而且我們不像天天開門的餐廳
[00:03:48.000 --> 00:03:49.640]  食物不能放一個星期在雪櫃
[00:03:49.640 --> 00:03:51.640]  下個星期才拿出來給大家
[00:03:51.640 --> 00:03:53.960]  食物也不可以存在冰箱裡
[00:03:53.960 --> 00:03:55.520]  下個星期又拿給大家
[00:03:55.520 --> 00:03:57.560]  所以實在是做廚房不容易
[00:03:57.560 --> 00:04:01.320]  所以在廚房準備實在不容易
[00:04:01.320 --> 00:04:02.960]  所以有時候分得這麼大碟
[00:04:02.960 --> 00:04:04.200]  有時候分得這麼小碟
[00:04:04.200 --> 00:04:07.120]  所以有時候大家分得這麼大盤
[00:04:07.120 --> 00:04:08.680]  有時候是比較少的
[00:04:08.680 --> 00:04:10.120]  大家明白那個原因了是嗎?
[00:04:10.120 --> 00:04:11.160]  大家明白了
[00:04:11.160 --> 00:04:12.520]  今天大家將就一點
[00:04:12.520 --> 00:04:14.480]  所以大家就遷就一下
[00:04:14.480 --> 00:04:17.800]  三磅是全瑞士最便宜的地方
[00:04:17.800 --> 00:04:20.760]  三磅是整個瑞士最便宜的午餐
[00:04:20.760 --> 00:04:22.640]  如果真的可以像耶穌一樣
[00:04:22.640 --> 00:04:24.480]  五餅二元去分真的不錯
[00:04:24.480 --> 00:04:29.280]  有這個神跡的大能真的不錯
[00:04:29.280 --> 00:04:30.880]  可是如果真的好像耶穌
[00:04:30.880 --> 00:04:33.040]  提到這個神跡的大能真的不錯
[00:04:33.040 --> 00:04:35.720]  今天我和大家講的主要不是這個神跡
[00:04:35.720 --> 00:04:36.920]  今天跟大家講的
[00:04:36.920 --> 00:04:37.960]  主要不是這個神跡
[00:04:37.960 --> 00:04:38.840]  因為大家很熟
[00:04:38.840 --> 00:04:39.880]  因為大家很熟悉了
[00:04:39.880 --> 00:04:40.960]  我主要就是看這段聖經
[00:04:40.960 --> 00:04:45.480]  我們看看我們今天究竟是不是肚餓
[00:04:45.480 --> 00:04:47.320]  我們主要來看看這段聖經
[00:04:47.320 --> 00:04:50.160]  來看看我們今天是否真的是飢餓
[00:04:50.160 --> 00:04:52.480]  這段聖經其實是很重要的
[00:04:52.480 --> 00:04:53.800]  這段聖經其實很重要
[00:04:53.800 --> 00:04:54.800]  為什麼這麼重要呢?
[00:04:54.800 --> 00:04:55.560]  為什麼這麼重要呢?
[00:04:55.560 --> 00:04:58.480]  你看到馬太、馬可、路加、約翰
[00:04:58.480 --> 00:05:00.600]  四個福音書都有記載
[00:05:00.600 --> 00:05:04.000]  大家看到馬可、馬太、路加、約翰
[00:05:04.000 --> 00:05:05.760]  四個福音書都有記載
[00:05:05.760 --> 00:05:08.040]  耶穌的事蹟不是很多
[00:05:08.040 --> 00:05:10.480]  是全部四個福音都有記載
[00:05:10.480 --> 00:05:12.280]  耶穌不是很多的事蹟
[00:05:12.280 --> 00:05:13.560]  四個福音都有記載
[00:05:13.560 --> 00:05:17.160]  證明這個五餅二魚的神跡是很重要
[00:05:17.160 --> 00:05:21.920]  證明這個五餅二魚的神蹟非常重要
[00:05:21.920 --> 00:05:23.040]  第一,我們要看一件事
[00:05:23.040 --> 00:05:25.240]  就是我們在屬靈的生命中
[00:05:25.240 --> 00:05:27.600]  有時候我們覺得飢餓
[00:05:27.600 --> 00:05:28.800]  第一,我們來看看
[00:05:28.800 --> 00:05:29.960]  屬靈的生命中
[00:05:29.960 --> 00:05:30.720]  有時候我們會覺得飢餓
[00:05:30.720 --> 00:05:32.920]  我們來看看剛才那段聖經是怎麼說的
[00:05:32.920 --> 00:05:34.480]  我們來看看剛才那段的聖經
[00:05:34.480 --> 00:05:37.080]  三十四節說
[00:05:37.080 --> 00:05:40.160]  耶穌出來見有一大群的人
[00:05:40.160 --> 00:05:41.520]  就憐憫他們
[00:05:41.520 --> 00:05:44.000]  耶穌出來見有一大群的人
[00:05:44.000 --> 00:05:44.960]  就憐憫他們
[00:05:44.960 --> 00:05:47.240]  憐憫他們什麼呢?
[00:05:47.240 --> 00:05:49.280]  不是憐憫他們沒有東西吃
[00:05:49.280 --> 00:05:51.280]  不是憐憫他們沒有東西吃
[00:05:51.280 --> 00:05:52.960]  是憐憫他們什麼呢?
[00:05:52.960 --> 00:05:54.160]  聖經怎麼說?
[00:05:54.160 --> 00:05:55.560]  是憐憫他們什麼呢?
[00:05:55.560 --> 00:05:59.440]  他們如同羊沒有目人一般
[00:05:59.440 --> 00:06:02.760]  他們如同羊沒有目人一般
[00:06:02.760 --> 00:06:06.960]  一隻羊當中沒有了牧羊人會怎樣呢?
[00:06:06.960 --> 00:06:09.360]  一隻羊當牠沒有了牧羊人
[00:06:09.360 --> 00:06:10.400]  牠會怎麼樣呢?
[00:06:10.400 --> 00:06:12.400]  大家可以不妨想一下
[00:06:12.400 --> 00:06:13.760]  大家不妨去想像
[00:06:13.760 --> 00:06:15.800]  你將自己帶到一隻羊身上
[00:06:15.800 --> 00:06:19.760]  你將自己帶到一隻羊身上
[00:06:19.760 --> 00:06:22.920]  羊是很無助的
[00:06:22.920 --> 00:06:25.080]  羊是很無助的
[00:06:25.080 --> 00:06:27.440]  在動物世界羊是被欺負的
[00:06:27.440 --> 00:06:31.400]  在動物世界羊是被欺負的
[00:06:31.400 --> 00:06:34.400]  在動物世界羊的智商也不是很高
[00:06:34.400 --> 00:06:38.560]  在動物世界羊的智商也不是很高
[00:06:38.560 --> 00:06:41.280]  牠沒有貓和狗的智商那麼高
[00:06:41.280 --> 00:06:45.360]  牠沒有貓和狗的智商那麼高
[00:06:45.360 --> 00:06:48.360]  有些羊自生自滅很難生存
[00:06:48.360 --> 00:06:51.720]  你讓羊自生自滅牠很難生存
[00:06:51.720 --> 00:06:54.080]  你說家裡養的貓不同
[00:06:54.080 --> 00:06:55.600]  你說家裡的貓不一樣
[00:06:55.600 --> 00:06:58.200]  我不用理會牠自己會出去找東西吃
[00:06:58.200 --> 00:07:01.920]  我不用理會牠自己會出去找東西吃
[00:07:01.920 --> 00:07:03.800]  牠有狗追過來
[00:07:03.800 --> 00:07:05.960]  牠爬到樹上牠不怕
[00:07:05.960 --> 00:07:08.880]  有狗追過來牠自己爬到樹上不怕
[00:07:08.880 --> 00:07:10.400]  有狗追過來牠自己爬到樹上不怕
[00:07:10.400 --> 00:07:11.480]  求生能力非常強
[00:07:11.480 --> 00:07:14.120]  所以動物世界也有分等級的
[00:07:14.120 --> 00:07:16.520]  所以動物世界也有分等級的
[00:07:16.520 --> 00:07:18.640]  所以動物世界也有分等級的
[00:07:18.640 --> 00:07:20.480]  羊其實是蠻低的
[00:07:20.480 --> 00:07:22.120]  牠不像貓狗那麼聰明
[00:07:22.120 --> 00:07:23.800]  牠不像貓狗那麼聰明
[00:07:23.800 --> 00:07:26.600]  昨天我和女兒去了倫敦一個展覽會
[00:07:26.600 --> 00:07:28.600]  昨天我和女兒去了倫敦一個展覽會
[00:07:28.600 --> 00:07:29.680]  昨天我和女兒去了倫敦一個展覽會
[00:07:29.680 --> 00:07:31.080]  寵物展覽會
[00:07:31.080 --> 00:07:32.480]  寵物的展覽會
[00:07:32.480 --> 00:07:32.600]  寵物的展覽會
[00:07:32.600 --> 00:07:34.200]  很大型的很多人的
[00:07:34.200 --> 00:07:35.440]  很大型的很多人的
[00:07:35.440 --> 00:07:37.960]  很多寵物
[00:07:37.960 --> 00:07:39.440]  很多的寵物
[00:07:39.440 --> 00:07:40.640]  什麼寵物都有
[00:07:40.640 --> 00:07:41.560]  什麼的寵物都有
[00:07:41.560 --> 00:07:44.640]  連蛇、蜥蜴
[00:07:44.640 --> 00:07:44.640]  連蛇、蜥蜴
[00:07:44.640 --> 00:07:46.120]  連蛇、蜥蜴
[00:07:46.120 --> 00:07:49.480]  蟲、螞蟻都有人當寵物
[00:07:49.480 --> 00:07:52.600]  蟲、螞蟻都有人當寵物
[00:07:52.600 --> 00:07:58.200]  當然是狗和貓最多
[00:07:58.200 --> 00:07:58.200]  當然是狗和貓最多
[00:07:58.200 --> 00:08:00.200]  當然是狗和貓最多
[00:08:00.200 --> 00:08:02.320]  尤其是狗,狗最聽話
[00:08:02.320 --> 00:08:02.320]  特別是狗,因為狗是最聽話
[00:08:02.320 --> 00:08:05.160]  特別是狗,因為狗是最聽話
[00:08:05.160 --> 00:08:07.040]  牠跑出來你可以摸牠
[00:08:07.040 --> 00:08:07.080]  牠跑出來你可以摸牠
[00:08:07.080 --> 00:08:08.720]  牠跑出來你可以摸牠
[00:08:08.720 --> 00:08:13.040]  所以有時大家養寵物都幾好
[00:08:13.040 --> 00:08:13.080]  所以有時大家養寵物都幾好
[00:08:13.080 --> 00:08:15.560]  所以有時大家養寵物都幾好
[00:08:15.560 --> 00:08:19.920]  有些寵物是有治療性的
[00:08:19.920 --> 00:08:21.920]  有些寵物是有治療性的
[00:08:21.920 --> 00:08:23.920]  有些寵物是有治療性的
[00:08:23.920 --> 00:08:23.920]  什麼叫治療性?
[00:08:23.920 --> 00:08:25.920]  什麼叫治療性?
[00:08:25.920 --> 00:08:27.920]  就是你不開心的時候
[00:08:27.920 --> 00:08:29.920]  就是你不開心的時候
[00:08:29.920 --> 00:08:31.920]  牠就教你養寵物
[00:08:31.920 --> 00:08:33.920]  可以減低你焦慮
[00:08:33.920 --> 00:08:35.920]  可以減低你焦慮
[00:08:35.920 --> 00:08:37.920]  可以減低你焦慮
[00:08:37.920 --> 00:08:39.920]  減低憂鬱
[00:08:39.920 --> 00:08:41.920]  很多養過寵物的人都知道
[00:08:41.920 --> 00:08:43.920]  很多養過寵物的人都知道
