
[00:00:00.000 --> 00:00:03.000]  上個星期都是我講到
[00:00:03.000 --> 00:00:08.000]  今個星期就叫做七教會七教訓
[00:00:08.000 --> 00:00:13.000]  原本都沒有什麼特別的心
[00:00:13.000 --> 00:00:17.000]  想著去連繫這兩次的講到
[00:00:17.000 --> 00:00:20.000]  不過後來一路預備的時候
[00:00:20.000 --> 00:00:23.000]  又有些關係
[00:00:23.000 --> 00:00:24.000]  有什麼關係呢
[00:00:24.000 --> 00:00:27.000]  要看到最後那張投影片就知道了
[00:00:27.000 --> 00:00:30.000]  所以大家要給點耐性
[00:00:30.000 --> 00:00:34.000]  今次講到我恐怕長
[00:00:34.000 --> 00:00:37.000]  所以我盡量簡單
[00:00:37.000 --> 00:00:40.000]  盡量簡單可能都要五十分鐘
[00:00:40.000 --> 00:00:44.000]  希望大家不會覺得五十分鐘的過去
[00:00:44.000 --> 00:00:48.000]  希望能夠破到五十分鐘的界限
[00:00:48.000 --> 00:00:50.000]  七教會七教訓
[00:00:50.000 --> 00:00:52.000]  我們如果想住一段時間
[00:00:52.000 --> 00:00:54.000]  都知道在啟示錄裏面
[00:00:54.000 --> 00:00:58.000]  有講過有七間教會
[00:00:58.000 --> 00:01:00.000]  這七間教會呢
[00:01:00.000 --> 00:01:04.000]  司徒約翰就從耶穌那裡領受到
[00:01:04.000 --> 00:01:06.000]  叫他要寫信給這七間教會
[00:01:06.000 --> 00:01:09.000]  跟他們講一些東西
[00:01:09.000 --> 00:01:12.000]  大多數的講到都是講一間教會
[00:01:12.000 --> 00:01:15.000]  整篇都講一間
[00:01:15.000 --> 00:01:17.000]  都很多東西講
[00:01:17.000 --> 00:01:20.000]  我呢就一講到七間
[00:01:20.000 --> 00:01:23.000]  就想這麼多怎麼行
[00:01:23.000 --> 00:01:26.000]  因為有時你不看完這麼多
[00:01:26.000 --> 00:01:29.000]  就沒有一個全面的圖畫
[00:01:29.000 --> 00:01:32.000]  給你一個概念
[00:01:32.000 --> 00:01:35.000]  很片面的就不是這麼足夠
[00:01:35.000 --> 00:01:37.000]  所以我就嘗試一次就講完
[00:01:37.000 --> 00:01:41.000]  因此就會可能過份簡單
[00:01:41.000 --> 00:01:44.000]  但我們希望在輪廓上
[00:01:44.000 --> 00:01:49.000]  能夠掌握到整體是怎麼樣
[00:01:49.000 --> 00:01:54.000]  以不鎖就是第一間教會
[00:01:54.000 --> 00:01:59.000]  司徒約翰就領受到要寫信給他們
[00:01:59.000 --> 00:02:01.000]  因為時間的關係
[00:02:01.000 --> 00:02:09.000]  我就將它分開了七節去看
[00:02:09.000 --> 00:02:11.000]  因為有時間的關係
[00:02:11.000 --> 00:02:13.000]  我讀就快一點
[00:02:13.000 --> 00:02:16.000]  第一間教會有七節聖經
[00:02:16.000 --> 00:02:19.000]  耶穌就跟約翰說
[00:02:19.000 --> 00:02:22.000]  你要寫信給以弗所這間教會的使者
[00:02:22.000 --> 00:02:25.000]  告訴他右手拿著七星
[00:02:25.000 --> 00:02:28.000]  在七個金燈台中行走的說
[00:02:28.000 --> 00:02:30.000]  我知道你的行為勞碌忍耐
[00:02:30.000 --> 00:02:32.000]  知道你不能容忍惡人
[00:02:32.000 --> 00:02:34.000]  你也曾試驗自稱為使徒
[00:02:34.000 --> 00:02:35.000]  卻不是使徒的
[00:02:35.000 --> 00:02:37.000]  看出他們是假的來
[00:02:37.000 --> 00:02:39.000]  你也能忍耐
[00:02:39.000 --> 00:02:42.000]  曾為我的名勞苦並不罰卷
[00:02:42.000 --> 00:02:44.000]  然而有一件事我要責備你
[00:02:44.000 --> 00:02:46.000]  是把起初的愛心離棄了
[00:02:46.000 --> 00:02:49.000]  所以應當回想你是從那裡墜落的
[00:02:49.000 --> 00:02:50.000]  並要悔改
[00:02:50.000 --> 00:02:51.000]  行起初所行的事
[00:02:51.000 --> 00:02:52.000]  你若不悔改
[00:02:52.000 --> 00:02:53.000]  我就立到你那裡
[00:02:53.000 --> 00:02:55.000]  把你的燈台重圓串下去
[00:02:55.000 --> 00:02:57.000]  然而你還有一件可恥的事
[00:02:57.000 --> 00:03:01.000]  就是你恨惡尼哥拉一黨的人的行為
[00:03:01.000 --> 00:03:02.000]  幾下子我所恨惡的
[00:03:02.000 --> 00:03:04.000]  聖靈向宗教會所說的話
[00:03:04.000 --> 00:03:06.000]  凡有耳的就應當聽
[00:03:06.000 --> 00:03:08.000]  得聖的我必將神樂園中
[00:03:08.000 --> 00:03:11.000]  生命樹的果子賜給他
[00:03:11.000 --> 00:03:15.000]  這是第一間教會寫信給他的
[00:03:15.000 --> 00:03:18.000]  以弗所這間教會就在土耳其
[00:03:18.000 --> 00:03:19.000]  現今的土耳其
[00:03:19.000 --> 00:03:21.000]  其實七間教會都在現今土耳其一帶
[00:03:21.000 --> 00:03:24.000]  就是保羅去傳道的時候
[00:03:24.000 --> 00:03:26.000]  在現在土耳其那一帶
[00:03:26.000 --> 00:03:30.000]  周圍去傳道建立起好幾間教會
[00:03:30.000 --> 00:03:31.000]  這裡是其中一間
[00:03:31.000 --> 00:03:36.000]  以弗所在當地的地域來說
[00:03:36.000 --> 00:03:40.000]  原來當時是一個商業貿易政治的中心
[00:03:40.000 --> 00:03:42.000]  在羅馬帝國裡面
[00:03:42.000 --> 00:03:45.000]  就給一個自治權給他們
[00:03:45.000 --> 00:03:47.000]  就是你可以自己統治自己
[00:03:47.000 --> 00:03:49.000]  有很高的權力
[00:03:49.000 --> 00:03:50.000]  而在宗教上面
[00:03:50.000 --> 00:03:55.000]  他們就建了一座神廟去敬拜亞底米
[00:03:55.000 --> 00:03:57.000]  我們看《哨行傳》的時候
[00:03:57.000 --> 00:03:58.000]  去到差不多幕後
[00:03:58.000 --> 00:04:00.000]  保羅在以弗所
[00:04:00.000 --> 00:04:05.000]  怎樣跟亞底米神廟那些人
[00:04:05.000 --> 00:04:07.000]  敬拜他那個神的那些人
[00:04:07.000 --> 00:04:08.000]  有一些衝突
[00:04:08.000 --> 00:04:11.000]  我們都看到有亞底米神廟
[00:04:11.000 --> 00:04:13.000]  他們有很大的勢力
[00:04:13.000 --> 00:04:15.000]  這個愛邦神
[00:04:15.000 --> 00:04:19.000]  他們說象徵生育、安全、財富
[00:04:19.000 --> 00:04:22.000]  所以當地的人就很喜歡拜這個神
[00:04:22.000 --> 00:04:25.000]  因為拜這個神就可以得到這一切
[00:04:25.000 --> 00:04:27.000]  以弗所在的地方是這樣的地方
[00:04:27.000 --> 00:04:32.000]  當地人因此道德很低落
[00:04:32.000 --> 00:04:35.000]  信神的人其實也不是很多
[00:04:35.000 --> 00:04:37.000]  這裡提到尼哥拉黨
[00:04:37.000 --> 00:04:39.000]  就是一個要提一提
[00:04:39.000 --> 00:04:45.000]  如果查歷史或者查電腦
[00:04:45.000 --> 00:04:48.000]  都不是太肯定大陸環島被治
[00:04:48.000 --> 00:04:53.000]  不過一個很出名的實習家叫John Stock
[00:04:53.000 --> 00:04:55.000]  根據他的認識
[00:04:55.000 --> 00:04:59.000]  他就覺得這個應該是早期教會一個執事
[00:04:59.000 --> 00:05:03.000]  在《哨行傳》裡面提了七位執事的點之一位
[00:05:03.000 --> 00:05:04.000]  但是這位執事
[00:05:04.000 --> 00:05:07.000]  可能他的信仰就開始有些轉變
[00:05:07.000 --> 00:05:10.000]  就去傳揚一些錯誤的東西
[00:05:10.000 --> 00:05:13.000]  就成為了一個害群之馬
[00:05:13.000 --> 00:05:15.000]  總之他所傳講的
[00:05:15.000 --> 00:05:16.000]  他所教導的
[00:05:16.000 --> 00:05:19.000]  他所引領別人走向的
[00:05:19.000 --> 00:05:22.000]  是一些極度錯誤的東西
[00:05:22.000 --> 00:05:25.000]  福音和耶穌所傳的
[00:05:25.000 --> 00:05:27.000]  是不同的、錯誤的
[00:05:27.000 --> 00:05:30.000]  是一個這樣的
[00:05:30.000 --> 00:05:33.000]  所傳的事情
[00:05:33.000 --> 00:05:35.000]  一個黨派
[00:05:35.000 --> 00:05:37.000]  就是尼哥拉黨
[00:05:37.000 --> 00:05:40.000]  這個以弗所教會
[00:05:40.000 --> 00:05:41.000]  我們看下一章頭的影片
[00:05:41.000 --> 00:05:44.000]  就對這段經文清楚一點
[00:05:44.000 --> 00:05:47.000]  這個藍色和黑色的
[00:05:47.000 --> 00:05:48.000]  希望大家勉強看到
[00:05:48.000 --> 00:05:51.000]  藍色那些就是說他做得好的
[00:05:51.000 --> 00:05:53.000]  就是耶穌叫他寫給教會
[00:05:53.000 --> 00:05:56.000]  告訴他們讚賞他們有些什麼
[00:05:56.000 --> 00:05:58.000]  很奴隸、很忍耐
[00:05:58.000 --> 00:06:01.000]  我們在聖經裡面都知道
[00:06:01.000 --> 00:06:04.000]  能夠這樣奴隸忍耐
[00:06:04.000 --> 00:06:07.000]  都是好的
[00:06:07.000 --> 00:06:08.000]  另一個好的
[00:06:08.000 --> 00:06:12.000]  就是說他不能夠容忍惡人
[00:06:12.000 --> 00:06:14.000]  惡是不可以容忍的
[00:06:14.000 --> 00:06:16.000]  這個要留心
[00:06:16.000 --> 00:06:18.000]  不是說那些惡人
[00:06:18.000 --> 00:06:19.000]  算了包容他
[00:06:19.000 --> 00:06:20.000]  不是的
[00:06:20.000 --> 00:06:22.000]  是不可以容忍的
[00:06:22.000 --> 00:06:24.000]  他們另外一個好處就是說
[00:06:24.000 --> 00:06:27.000]  曾經試驗出那些自稱為使徒
[00:06:27.000 --> 00:06:28.000]  卻不是使徒
[00:06:28.000 --> 00:06:30.000]  看出他們的假來
[00:06:30.000 --> 00:06:34.000]  這個辨別能力是重要的
[00:06:34.000 --> 00:06:36.000]  不是說什麼人說什麼
[00:06:36.000 --> 00:06:37.000]  都可以
[00:06:37.000 --> 00:06:38.000]  他有他的意見
[00:06:38.000 --> 00:06:41.000]  現今的世代就包容
[00:06:41.000 --> 00:06:43.000]  你有你的意見
