
[00:00:00.000 --> 00:00:11.000]  數天前,南韓總統文在寅在板門店南北分界線的南方
[00:00:11.000 --> 00:00:17.000]  伸出手迎接從北韓來的領袖金正恩
[00:00:17.000 --> 00:00:23.000]  當金正恩踏過了南北分界線的時候
[00:00:23.000 --> 00:00:28.000]  文在寅根據報道跟金正恩說
[00:00:28.000 --> 00:00:33.000]  我何時才可以踏足北邊呢
[00:00:33.000 --> 00:00:37.000]  金正恩挽著他的手轉身
[00:00:37.000 --> 00:00:41.000]  就帶他踏過這個分界線去到北邊
[00:00:41.000 --> 00:00:45.000]  然後他們再回去南邊
[00:00:45.000 --> 00:00:50.000]  向南走,向北走
[00:00:50.000 --> 00:00:54.000]  不知道這是不是你的經歷
[00:00:54.000 --> 00:01:00.000]  或者是你的父母的經歷
[00:01:00.000 --> 00:01:04.000]  今天我們處身在這個地方
[00:01:04.000 --> 00:01:09.000]  這個是位於中國的南方
[00:01:09.000 --> 00:01:17.000]  或者有人建議是中國境內的南方
[00:01:17.000 --> 00:01:25.000]  我們的故事是不是都是一個從北向南走的故事呢
[00:01:25.000 --> 00:01:31.000]  或者是我們曾經有些人向北走
[00:01:31.000 --> 00:01:34.000]  一個更遠的北方
[00:01:34.000 --> 00:01:43.000]  然後向南回來香港這個地方
[00:01:43.000 --> 00:01:48.000]  這些向南走向北走的故事
[00:01:48.000 --> 00:01:55.000]  留在我們的生命裏面又有什麼痕跡呢
[00:01:55.000 --> 00:01:58.000]  這些向南走向北走的故事
[00:01:58.000 --> 00:02:02.000]  會不會改變我們人生的軌跡
[00:02:02.000 --> 00:02:05.000]  改變我們人生的態度呢
[00:02:05.000 --> 00:02:11.000]  而當我們的旅程跟其他人的向南走向北走
[00:02:11.000 --> 00:02:15.000]  或者是向北走向南走的旅程相遇的時候
[00:02:15.000 --> 00:02:19.000]  又會產生一個什麼新的故事出來呢
[00:02:19.000 --> 00:02:23.000]  今天我們讀的新約經課
[00:02:23.000 --> 00:02:27.000]  司徒行傳第八章二十六節到四十節裏面
[00:02:27.000 --> 00:02:32.000]  有幾個這些向南走向北走的故事
[00:02:32.000 --> 00:02:43.000]  我們翻開經文 司徒行傳第八章二十六節到四十節
[00:02:43.000 --> 00:02:46.000]  我們剛才讀過這一段經文
[00:02:46.000 --> 00:02:57.000]  第八章二十六節到四十節
[00:02:57.000 --> 00:03:03.000]  第一個故事是肥利向南走向北走的故事
[00:03:03.000 --> 00:03:06.000]  第二十六節開始的時候這樣說
[00:03:06.000 --> 00:03:10.000]  有主帝一個使者對肥利說
[00:03:10.000 --> 00:03:16.000]  起來 向南走 往那從耶路撒冷下加薩的路上去
[00:03:16.000 --> 00:03:21.000]  那是曠野 肥利就起身去了
[00:03:21.000 --> 00:03:27.000]  向南走是肥利的故事
[00:03:27.000 --> 00:03:31.000]  亦都可能是不少香港人的故事
[00:03:31.000 --> 00:03:36.000]  以下這個故事不知道你知不知道是哪一位呢
[00:03:36.000 --> 00:03:40.000]  他十七歲的時候就考入金城銀行
[00:03:40.000 --> 00:03:44.000]  獲派在集團裏面天津航運公司服務
[00:03:44.000 --> 00:03:53.000]  時為1928年 他才幹出眾
[00:03:53.000 --> 00:04:05.000]  不久他就被委任為華北航運界天津航運業工會的副會長
[00:04:05.000 --> 00:04:12.000]  1940年成立民營的中國航運信託公司
[00:04:12.000 --> 00:04:15.000]  掛上英國和巴拿馬旗幟
[00:04:15.000 --> 00:04:19.000]  航行中國沿海和遠東口岸
[00:04:19.000 --> 00:04:23.000]  1949年政權逆轉
[00:04:23.000 --> 00:04:28.000]  他將基地向南遷到香港
[00:04:28.000 --> 00:04:33.000]  成立金山輪船國際有限公司
[00:04:33.000 --> 00:04:36.000]  可能你已經猜到哪一位了
[00:04:36.000 --> 00:04:42.000]  隨香港台灣日本和東南亞地區經濟於五六十年代蓬勃發展
[00:04:42.000 --> 00:04:44.000]  進出口貿易大增
[00:04:44.000 --> 00:04:47.000]  他的海上王國急速擴張
[00:04:47.000 --> 00:04:51.000]  1969年成立東方海外
[00:04:51.000 --> 00:04:54.000]  1973年上市
[00:04:54.000 --> 00:05:02.000]  他就是香港首任特首董建華先生的父親董浩雲
[00:05:02.000 --> 00:05:06.000]  下面的故事不知道你是誰
[00:05:06.000 --> 00:05:10.000]  1956年5月
[00:05:10.000 --> 00:05:14.000]  他連夜騎馬趕到太來園火車站
[00:05:14.000 --> 00:05:21.000]  乘坐齊齊哈爾往大連的旅客列車到達大連
[00:05:21.000 --> 00:05:23.000]  再乘船往上海
[00:05:23.000 --> 00:05:27.000]  他只好繼續藍圖歷盡艱辛
[00:05:27.000 --> 00:05:33.000]  多次靠吃老鼠螞蟻棉花充飢
[00:05:33.000 --> 00:05:36.000]  走了三個月的路到達廣州
[00:05:36.000 --> 00:05:39.000]  路上還發揮他刻製印章的技術
[00:05:39.000 --> 00:05:41.000]  瞞過海關人員
[00:05:41.000 --> 00:05:44.000]  才成功逃離大陸
[00:05:44.000 --> 00:05:45.000]  經過澳門
[00:05:45.000 --> 00:05:50.000]  在1957年7月成功偷渡到香港
[00:05:50.000 --> 00:05:59.000]  他是被譽為香港四大才子之一的倪匡的故事
[00:05:59.000 --> 00:06:01.000]  1945年
[00:06:01.000 --> 00:06:05.000]  香港人口只有50萬
[00:06:05.000 --> 00:06:09.000]  1950年是220萬
[00:06:09.000 --> 00:06:13.000]  到1980年是510萬
[00:06:13.000 --> 00:06:19.000]  這些急速增長的人口是從哪裡來的呢?
[00:06:19.000 --> 00:06:22.000]  這些急速增長的人口
[00:06:22.000 --> 00:06:26.000]  不少都是上述向南走的故事
[00:06:26.000 --> 00:06:30.000]  這些故事並不是遙不可及的故事
[00:06:30.000 --> 00:06:34.000]  這些故事可能是我們的祖輩
[00:06:34.000 --> 00:06:35.000]  父輩
[00:06:35.000 --> 00:06:36.000]  叔伯兄弟
[00:06:36.000 --> 00:06:39.000]  甚至是我們自己的故事
[00:06:39.000 --> 00:06:44.000]  向南走是不是單程路呢?
[00:06:44.000 --> 00:06:47.000]  南方是不是終點呢?
[00:06:47.000 --> 00:06:50.000]  我們回到肥利的故事
[00:06:50.000 --> 00:06:54.000]  我們剛才看了這個故事的開始
[00:06:54.000 --> 00:06:57.000]  我們現在馬上跳到這個故事的結尾
[00:06:57.000 --> 00:07:01.000]  第39節
[00:07:01.000 --> 00:07:03.000]  第39節
[00:07:03.000 --> 00:07:05.000]  故事的結尾是這樣說的
[00:07:05.000 --> 00:07:09.000]  主的靈把肥利提了去
[00:07:09.000 --> 00:07:10.000]  第40節
[00:07:10.000 --> 00:07:13.000]  後來有人在阿所都遇見肥利
[00:07:13.000 --> 00:07:15.000]  他走遍那地方
[00:07:15.000 --> 00:07:17.000]  在各城宣揚福音
[00:07:17.000 --> 00:07:20.000]  一直到凱撒尼亞
[00:07:20.000 --> 00:07:22.000]  肥利向南走
[00:07:22.000 --> 00:07:26.000]  後來向北走
[00:07:26.000 --> 00:07:29.000]  曾幾何時
[00:07:29.000 --> 00:07:34.000]  人們從北方向南走
[00:07:34.000 --> 00:07:40.000]  後來又回頭向北走
[00:07:40.000 --> 00:07:45.000]  香港政府統計署的網頁有一段這樣的資料
[00:07:45.000 --> 00:07:51.000]  他說不少人都因為工作的緣故經常北上
[00:07:51.000 --> 00:07:55.000]  往返中港兩地之間
[00:07:55.000 --> 00:07:59.000]  但是究竟有多少香港人在內地工作呢?
[00:07:59.000 --> 00:08:03.000]  這些在內地工作的人又從事什麼工作呢?
[00:08:03.000 --> 00:08:07.000]  根據政府在2003年1月至3月
[00:08:07.000 --> 00:08:09.000]  即是十幾年前的數字
[00:08:09.000 --> 00:08:12.000]  進行了一項統計調查
[00:08:12.000 --> 00:08:17.000]  那時有23萬8千2百個香港居民
[00:08:17.000 --> 00:08:21.000]  在統計之前的12個月期間
[00:08:21.000 --> 00:08:23.000]  不往工作
[00:08:23.000 --> 00:08:28.000]  當中男性佔了接近80%
[00:08:28.000 --> 00:08:31.000]  所以當時大家都知道
[00:08:31.000 --> 00:08:34.000]  產生了很多不同的家庭問題
[00:08:34.000 --> 00:08:39.000]  此外,在全港就業人口比較
[00:08:39.000 --> 00:08:42.000]  他們的教育程度亦都普遍較高
[00:08:42.000 --> 00:08:48.000]  有35%是有專上教育程度
[00:08:48.000 --> 00:08:51.000]  當時是2003年
[00:08:51.000 --> 00:08:58.000]  十年之後的2012、2013的情況有什麼不同呢?
[00:08:58.000 --> 00:09:01.000]  你記不記得2012年有一套電影
[00:09:01.000 --> 00:09:05.000]  叫做《春嬌與志明》
[00:09:05.000 --> 00:09:11.000]  《春嬌與志明》是志明與春嬌的下一集
[00:09:11.000 --> 00:09:15.000]  《春嬌與志明》講的是什麼呢?
[00:09:15.000 --> 00:09:20.000]  告訴大家北上的已經不只是男性
[00:09:20.000 --> 00:09:23.000]  北上的還有年輕的女性
[00:09:23.000 --> 00:09:28.000]  北上已經不只是朱三角和長三角
[00:09:28.000 --> 00:09:33.000]  《春嬌與志明》的故事發生在北京
[00:09:33.000 --> 00:09:38.000]  北上不只是《春嬌與志明》的故事
[00:09:38.000 --> 00:09:41.000]  可能亦是我們的家人、朋友
[00:09:41.000 --> 00:09:45.000]  甚至是我們自己的故事
[00:09:45.000 --> 00:09:48.000]  向南走,向北走
[00:09:48.000 --> 00:09:53.000]  有多少是自主的選擇呢?
[00:09:53.000 --> 00:10:00.000]  有多少是為勢所迫或為勢所推動呢?
[00:10:00.000 --> 00:10:06.000]  肥理的旅程似乎不是很自主
[00:10:06.000 --> 00:10:09.000]  故事開始的時候,第26節說
[00:10:09.000 --> 00:10:11.000]  有主的使者對肥理說
[00:10:11.000 --> 00:10:22.000]  「起來,向南走,往那從耶路撒冷夏加薩的路上去,那是曠野」
[00:10:22.000 --> 00:10:27.000]  未必是肥理自主的選擇
[00:10:27.000 --> 00:10:31.000]  肥理向北走亦不是自主的選擇
[00:10:31.000 --> 00:10:32.000]  是身不由己的
[00:10:32.000 --> 00:10:35.000]  第39節說主的靈將肥理提了去
[00:10:35.000 --> 00:10:39.000]  然後有人在北面見到他
[00:10:39.000 --> 00:10:43.000]  向南走,向北走
[00:10:43.000 --> 00:10:47.000]  縱使有時身不由己
[00:10:47.000 --> 00:10:49.000]  但又不等於沒有意義
[00:10:49.000 --> 00:10:56.000]  肥理向南走,向北走的旅程是有意義的
[00:10:56.000 --> 00:11:00.000]  我們這些向南走,向北走的旅程的人
[00:11:00.000 --> 00:11:05.000]  我們的旅程的意義又在哪裏呢?
[00:11:05.000 --> 00:11:15.000]  故事裏的第二個人物是銀庫總管
[00:11:15.000 --> 00:11:18.000]  我們見到肥理向南走,向北走的故事裏
[00:11:18.000 --> 00:11:24.000]  包含著另一個向北走,向南走的故事
[00:11:24.000 --> 00:11:26.000]  與肥理的故事不同
[00:11:26.000 --> 00:11:33.000]  這位向北走,向南走的人似乎是自主地選擇這樣做
[00:11:33.000 --> 00:11:36.000]  我們又看聖經
[00:11:36.000 --> 00:11:40.000]  剛才我們由26節開始看,然後去到尾
[00:11:40.000 --> 00:11:44.000]  現在我們回到26節下面,就是27節
[00:11:44.000 --> 00:11:48.000]  27節,不料有一個埃塞俄比亞人
[00:11:48.000 --> 00:11:50.000]  即是現在叫埃塞俄比亞
[00:11:50.000 --> 00:11:53.000]  是個有大權的太監
[00:11:53.000 --> 00:11:56.000]  在埃塞俄比亞女王金大基的手下
[00:11:56.000 --> 00:12:01.000]  總管銀庫,他上耶路撒冷去敬拜
[00:12:01.000 --> 00:12:04.000]  他向北走完之後,第28節說
[00:12:04.000 --> 00:12:07.000]  回程中,他坐在車上
[00:12:07.000 --> 00:12:11.000]  31節說,他說,沒有人指教我怎能明白呢?
[00:12:11.000 --> 00:12:15.000]  於是他請肥理上車與他同坐
[00:12:15.000 --> 00:12:18.000]  他們從水裏上來,39節
[00:12:18.000 --> 00:12:21.000]  主帝令把肥理提了去,太監再也看不見他了
[00:12:21.000 --> 00:12:25.000]  就風風起起地上,應救上路
[00:12:25.000 --> 00:12:29.000]  我們見到這位銀庫總管
[00:12:29.000 --> 00:12:31.000]  他首先是向北走
[00:12:31.000 --> 00:12:36.000]  然後在結束的時候,他是向南走
[00:12:36.000 --> 00:12:43.000]  這位埃塞俄比亞女王手下,看管銀庫的總管
[00:12:43.000 --> 00:12:46.000]  他北上所為何事呢?
[00:12:46.000 --> 00:12:52.000]  按經文描述,他北上是去耶路撒冷做禮拜
[00:12:52.000 --> 00:12:56.000]  他長途跋涉去耶路撒冷做禮拜
[00:12:56.000 --> 00:13:01.000]  我們可以想像他是一個有所追求的人
[00:13:01.000 --> 00:13:11.000]  他北上應該是尋找一些他在南方的住處滿足不到他的東西
[00:13:11.000 --> 00:13:20.000]  他在南方所欠缺的東西,他北上了,又南下了
[00:13:20.000 --> 00:13:23.000]  他找到他想找的東西了嗎?
[00:13:23.000 --> 00:13:28.000]  他的心靈得到滿足了嗎?
[00:13:28.000 --> 00:13:31.000]  在宗教的處境來看
[00:13:31.000 --> 00:13:36.000]  人們往宗教場所裡面去做禮拜
[00:13:36.000 --> 00:13:38.000]  多多少少都懷著敬虔的心
[00:13:38.000 --> 00:13:42.000]  盼望得到一些甚麼
[00:13:42.000 --> 00:13:46.000]  禮拜完離開之後
[00:13:46.000 --> 00:13:50.000]  找到要找的東西了嗎?
[00:13:50.000 --> 00:13:53.000]  心靈滿足了嗎?
[00:13:53.000 --> 00:13:58.000]  是否像這位銀庫總管一樣
[00:13:58.000 --> 00:14:02.000]  懷著沒有人指教我怎能明白呢?
[00:14:02.000 --> 00:14:08.000]  這種淡淡然的無奈而離開呢?
[00:14:08.000 --> 00:14:15.000]  回看我們整個群體曾經走過的路
[00:14:15.000 --> 00:14:19.000]  最初製造業北上
[00:14:19.000 --> 00:14:25.000]  這裡的工廠差不多全部關閉
[00:14:25.000 --> 00:14:29.000]  後來娛樂事業北上
[00:14:29.000 --> 00:14:36.000]  所以究竟還有沒有香港電影都成為一個爭拗
[00:14:36.000 --> 00:14:38.000]  銀行金融會計界北上
[00:14:38.000 --> 00:14:40.000]  餐飲服務業北上
[00:14:40.000 --> 00:14:43.000]  醫療界都北上
[00:14:43.000 --> 00:14:50.000]  政治人物每年三月都紛紛北上
[00:14:50.000 --> 00:14:52.000]  向北走
[00:14:52.000 --> 00:14:56.000]  很可能為了尋找一些甚麼
[00:14:56.000 --> 00:14:59.000]  希望得到一些東西
[00:14:59.000 --> 00:15:02.000]  有些人得到財富
[00:15:02.000 --> 00:15:05.000]  有些人得到權力
[00:15:05.000 --> 00:15:11.000]  但是否等於找到人生的安穩
[00:15:11.000 --> 00:15:14.000]  找到心靈的滿足呢?
[00:15:14.000 --> 00:15:17.000]  還是好像故事裡那位
[00:15:17.000 --> 00:15:20.000]  每天都伴著很多財富
[00:15:20.000 --> 00:15:23.000]  而且經文說他都擁有權力的
[00:15:23.000 --> 00:15:28.000]  埃塞俄比亞女皇手下的銀庫總管一樣
[00:15:28.000 --> 00:15:31.000]  他想做的事他要做的事做了
[00:15:31.000 --> 00:15:33.000]  他要去的地方去了
[00:15:33.000 --> 00:15:39.000]  但是仍然感覺有所欠缺
[00:15:39.000 --> 00:15:43.000]  有所迷失而回呢?
[00:15:43.000 --> 00:15:45.000]  在人生的旅途裡
[00:15:45.000 --> 00:15:49.000]  難免有類似的無奈和迷惘
[00:15:49.000 --> 00:15:53.000]  不過也不一定是這樣
[00:15:53.000 --> 00:15:56.000]  就算有時是這樣
[00:15:56.000 --> 00:15:59.000]  也只不過是一個旅程
[00:15:59.000 --> 00:16:02.000]  也不一定是結局
[00:16:02.000 --> 00:16:06.000]  按經文第39節所描述
[00:16:06.000 --> 00:16:12.000]  這位銀庫總管最後歡歡喜喜地上路
[00:16:12.000 --> 00:16:16.000]  他似乎找到他想找的東西了
[00:16:16.000 --> 00:16:19.000]  銀庫總管遇到什麼人
[00:16:19.000 --> 00:16:21.000]  發生什麼事
[00:16:21.000 --> 00:16:23.000]  在旅途裡
[00:16:23.000 --> 00:16:27.000]  他如何從沒有人指教我怎能明白的迷惘
[00:16:27.000 --> 00:16:31.000]  轉變為歡歡喜喜地上路的輕散呢?
[00:16:31.000 --> 00:16:34.000]  這可能就是向南走向北走的故事
[00:16:34.000 --> 00:16:36.000]  和那個向北走向南走的故事
[00:16:36.000 --> 00:16:43.000]  他們互相交錯相遇而產生出來的結果
[00:16:43.000 --> 00:16:47.000]  第三個故事就是這個交錯的故事
[00:16:47.000 --> 00:16:52.000]  讓我們來看看這個交錯的故事發生了什麼事
